科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"25,670,780.99","47,562,003.89","60,658,535.19","78,356,570.95","18,774,919.73","32,819,286.09","44,391,206.04","56,607,890.52","23,764,591.39","47,917,560.07","63,084,322.00","90,038,955.52","13,585,333.68","23,608,450.24","31,066,642.28","47,549,601.93","26,979,663.85","50,966,775.14","73,241,202.45","98,453,524.31","20,225,041.31","43,241,104.05","56,544,832.15","76,052,422.03","12,854,943.40","22,472,721.64","27,429,994.85","34,916,191.37","6,343,102.06","8,988,013.79","10,668,070.42","14,844,251.44","2,856,443.43","7,048,351.05","9,496,053.42","12,544,578.64","5,717,463.42","8,401,448.78","9,941,301.80","13,178,894.55","5,572,466.04","12,537,176.46","16,081,406.64","27,262,222.69","12,235,055.32","20,292,279.63"
二、营业利润,"9,170,024.74","14,509,623.58","19,100,049.03","16,905,876.00","3,491,765.27","10,598,839.14","11,911,178.34","-646,523.47","10,831.27","4,802,447.17","20,408,977.01","42,836,665.64","27,321,246.27","53,572,890.64","66,221,323.41","85,735,566.90","13,232,261.38","22,769,873.85","172,444,970.34","177,827,475.62","3,656,509.21","9,554,343.53","14,651,240.47","19,436,104.02","4,637,207.57","3,431,508.81","-1,997,723.90","11,926,085.37","-5,532,234.54","-12,705,741.51","-5,855,349.35","-35,472,556.72","25,331,521.49","114,203,450.93","113,146,900.36","105,183,575.11","-1,794,063.35","-4,029,633.40","19,008,448.59","18,695,020.62","35,935,500.48","37,290,189.44","40,171,277.47","36,245,553.36","2,041,791.66","7,224,922.79"
减:营业成本,"18,936,392.96","35,959,865.94","48,951,024.46","67,182,160.14","18,888,530.18","34,094,774.10","46,945,766.04","60,016,625.51","23,682,638.68","46,461,123.55","59,175,813.12","81,671,106.81","11,672,380.03","21,418,153.38","28,010,406.99","41,618,491.11","24,433,539.29","46,342,741.47","66,777,915.19","90,846,248.93","18,481,230.88","39,908,280.57","51,181,574.14","67,251,394.14","12,599,716.15","22,151,442.48","26,940,897.09","34,080,097.49","6,246,756.86","9,197,929.20","11,420,276.87","16,666,562.56","3,631,271.91","8,505,291.95","11,344,591.59","15,104,712.65","6,690,010.01","9,605,852.72","11,538,947.76","14,962,273.29","5,196,642.44","11,473,155.30","14,823,027.31","26,698,646.72","12,509,957.54","20,085,253.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"94,792.29","165,328.59","203,871.31","258,486.75","48,505.98","60,223.45","66,977.90","92,609.26","79,376.70","132,791.18","147,420.84","241,149.21","46,870.76","50,582.48","52,632.52","86,716.46","47,822.93","104,198.14","259,888.23","327,068.06","120,444.71","196,351.89","197,024.19","276,478.38","75,297.91","123,911.12","123,911.12","137,403.52","34,841.86","36,105.26","39,005.63","132,287.50","25,670.93","52,592.21","49,892.21","49,892.21","9,576.72","20,931.68","27,247.62","180,970.96","45,488.18","184,690.39","189,889.74","568,244.83","84,886.55","176,328.65"
营业外收入,"632,490.50","1,279,417.56","1,473,111.88","2,074,758.19","465,717.39","466,342.35","1,018,013.17","1,145,134.13","5,802.90","-115,076.70","-115,076.70","394,951.87",,"1,698.93","1,698.93","3,087.66",,"7,690.54","7,919,852.12","8,918,939.66","115,311.00","189,754.66","593,380.49","2,226,306.38","11,026.59","67,908.94","91,132.21","195,178.59","234,431.27","249,762.54","272,252.57","804,639.36","30,503.18","55,539.22","80,575.26","179,239.38","25,336.04","50,372.08","96,941.88","197,430.08","25,036.04","65,572.08","108,895.40","216,899.27",70.00,70.00
销售费用,"270,786.27","465,646.20","773,532.45","1,027,181.20","213,594.57","416,114.98","625,797.87","770,463.37","238,248.76","509,333.18","704,499.65","872,087.33","190,923.03","339,077.98","476,533.13","652,070.35","233,697.67","462,578.75","675,276.77","917,077.06","219,584.81","439,911.45","629,370.36","862,787.22","230,591.21","428,857.07","571,249.74","703,795.77","202,079.06","373,671.75","513,968.09","668,723.88","207,630.20","401,409.82","569,705.53","750,703.68","237,620.65","437,042.96","626,717.01","997,968.25","246,567.17","439,831.27","638,729.75","941,278.32","378,775.51","696,479.98"
减:营业外支出,"45,567.49","67,527.49","225,945.47","256,031.41",,"243,000.00","243,683.05","281,858.84","4,801.80","4,801.80","22,305.00","18,459,465.45","1,211.87","-40,648.17","-39,683.17","163,162.61","23,918.90","135,902.66","136,777.66","215,307.66","15,000.00","15,000.00","17,137.73","17,137.73","35,449.63","36,216.58","319,104.41","2,027,709.44",,,,"52,344.96",,,67.10,"2,941,128.01","1,001.57","1,001.57","1,233.18","286,847.97",,"24,477.96","24,518.22","31,982.44","90,000.00","90,000.00"
管理费用,"3,236,684.68","6,122,814.86","8,544,128.28","11,168,730.29","2,569,218.33","5,367,102.98","7,550,388.30","9,948,464.78","2,991,417.79","6,561,727.99","9,092,338.82","12,777,303.03","3,397,219.14","5,972,167.06","8,118,006.18","10,988,909.70","3,445,913.28","6,253,575.34","9,242,897.75","12,744,942.63","3,712,436.95","6,778,313.40","9,633,132.71","13,113,430.35","2,884,326.70","5,934,467.81","8,729,075.66","11,281,443.53","2,847,834.37","5,588,469.91","8,232,660.44","10,974,609.77","2,789,320.07","5,862,177.34","10,185,826.11","14,818,523.29","3,708,105.55","8,288,296.88","12,126,252.42","16,703,505.88","4,513,588.58","10,147,081.46","13,434,006.98","17,744,953.51","3,599,164.05","7,872,407.51"
其中:非流动资产处置净损失,"36,617.49","36,717.49","32,711.03",,,,,,"26,300.79","26,300.79","26,300.79","18,240,678.97","1,211.87",,"-93,972.18","53,029.11",,"-1,294.62",,,,,,,,"28,561.20","311,449.03","2,020,054.06",,,,"52,344.96",,,,"2,939,797.18",569.80,569.80,569.80,"286,184.59",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,374,497.99","2,686,823.03","3,539,609.16","4,305,151.71","800,844.42","1,575,394.23","2,530,530.15","3,199,789.66","384,939.23","920,737.76","1,279,023.02","1,216,980.80","-178,615.51","-398,013.41","-651,012.26","-886,516.84","-236,323.65","-507,524.39","-762,944.82","-912,320.88","-192,864.88","-261,211.36","-969,766.16","-1,092,985.69","-655,385.63","-692,916.15","-1,304,432.05","-1,463,179.52","-620,067.52","-630,830.28","-1,609,460.74","-1,644,915.48","-573,971.29","-1,736,194.60","-3,518,701.10","-4,912,302.54","-958,727.18","-1,656,357.10","-1,923,935.88","-3,348,677.47","-538,064.91","-1,193,040.05","-1,887,452.38","-3,295,937.38","-1,016,819.10","-3,360,514.48"
三、利润总额,"9,756,947.75","15,721,513.65","20,347,215.44","18,724,602.78","3,957,482.66","10,822,181.49","12,685,508.46","216,751.82","11,832.37","4,682,568.67","20,271,595.31","24,772,152.06","27,320,034.40","53,615,237.74","66,262,705.51","85,575,491.95","13,208,342.48","22,641,661.73","180,228,044.80","186,531,107.62","3,756,820.21","9,729,098.19","15,227,483.23","21,645,272.67","4,612,784.53","3,463,201.17","-2,225,696.10","10,093,554.52","-5,297,803.27","-12,455,978.97","-5,583,096.78","-34,720,262.32","25,362,024.67","114,258,990.15","113,227,408.52","102,421,686.48","-1,769,728.88","-3,980,262.89","19,104,157.29","18,605,602.73","35,960,536.52","37,331,283.56","40,255,654.65","36,430,470.19","1,951,861.66","7,134,992.79"
资产减值损失,"2,217,856.22","1,717,031.96","1,900,293.64","4,210,209.53","-30,727.78","-133,094.01","-733,940.69","984,555.17","260,796.41","25,941.01","-58,393.53","9,306,660.48","-248,968.79","-245,341.35","-307,165.34","698,274.93","-96,017.64","142,570.37","-730,795.80","-203,871.16","-300,217.61","-1,416,621.69","-1,582,929.51","1,253,505.70","-669,586.60","-878,719.50","-1,283,715.87","44,886.59","-1,095,000.52","-1,473,039.63","-1,838,058.49","1,593,612.17","-935,203.38","-845,966.11","-1,519,306.82","1,405,731.61","-337,234.21","-423,637.76","-584,114.69","-2,596,115.74","-313,873.27","-582,640.53","-805,772.58","490,714.82","-353,300.22","-432,406.21"
减:所得税,"415,651.04","-38,638.76","-535,538.21","-290,748.63","7,231.73","23,123.80","111,835.54","-117,648.49","60,881.93","87,976.39","21,764.73","1,308,167.18","43,712.20","30,920.83","36,693.56","5,934,838.15","15,598.27","-1,352,615.32","-1,069,116.38","21,185,697.14","12,386,055.65","12,719,207.41","12,755,586.99","12,044,347.46","164,485.43","211,852.62","311,449.90","3,475,070.60",,,"-852,161.31","13,086,412.12","-1,901,909.25","-5,344,780.12","-5,344,780.12","29,553,826.26",,,"-2,296,689.74","5,614,562.03","-2,296,689.74","-2,296,689.74","-2,296,689.74","10,106,587.33",,
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205,160.00",,,,,,"73,675.33","17,411.96","-3,171.70","-3,171.70","-1,497.77","-72,177.56","-72,177.56"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"9,630,254.16","14,065,130.27","22,353,973.14","26,701,224.67","7,206,811.24","19,160,068.78","24,505,491.87","17,758,093.76","3,883,657.45","11,496,541.77","27,665,356.93","58,882,997.78","28,615,721.25","57,101,066.54","70,854,082.35","91,343,910.68","14,081,229.41","24,601,238.39","174,666,005.21","183,093,095.95","5,472,082.76","11,958,263.74","17,194,814.05","25,048,292.09","6,247,223.91","8,025,830.00","4,349,266.94","21,794,341.38","-4,258,892.49","-8,601,449.09","234,972.03","-21,925,927.76","27,619,796.50","119,189,250.49","120,762,854.46","119,856,257.37","1,837,824.77","3,841,047.20","30,878,261.03","32,342,375.91","39,495,970.67","45,225,262.52","50,485,471.35","52,027,806.57","5,048,935.36","11,119,972.67"
四、净利润,"9,341,296.71","15,760,152.41","20,882,753.65","19,015,351.41","3,950,250.93","10,799,057.69","12,573,672.92","334,400.31","-49,049.56","4,594,592.28","20,249,830.58","23,463,984.88","27,276,322.20","53,584,316.91","66,226,011.95","79,640,653.80","13,192,744.21","23,994,277.05","181,297,161.18","165,345,410.48","-8,629,235.44","-2,990,109.22","2,471,896.24","9,600,925.21","4,448,299.10","3,251,348.55","-2,537,146.00","6,618,483.92","-5,297,803.27","-12,455,978.97","-4,730,935.47","-47,806,674.44","27,263,933.92","119,603,770.27","118,572,188.64","72,867,860.22","-1,769,728.88","-3,980,262.89","21,400,847.03","12,991,040.70","38,257,226.26","39,627,973.30","42,552,344.39","26,323,882.86","1,951,861.66","7,134,992.79"
