科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"78,863,864.18","178,228,906.85","193,031,427.34","240,652,052.92","516,742,260.05","727,460,416.13","526,354,909.39","434,211,334.49","415,999,250.74","637,236,369.34","825,204,154.71","781,387,970.74","622,147,239.63","817,053,676.32","938,818,332.49","1,116,552,805.33","1,411,750,446.32","1,655,104,131.87","1,107,754,252.65","985,967,661.34","858,665,483.61","849,095,069.98","920,330,888.48","1,198,287,965.10","1,114,582,735.39","1,330,792,120.68","1,386,152,530.60","1,559,560,189.02","2,528,623,473.12","2,680,946,929.49","2,123,908,954.36","2,397,822,932.64","2,236,548,743.65","2,840,782,571.06","2,995,745,951.41","2,841,499,266.48","3,169,300,698.46","3,542,964,549.85","3,042,402,193.65","2,971,948,617.27","3,176,936,803.39","4,298,570,297.49"
短期借款,"130,000,000.00","151,000,000.00","114,000,000.00","124,000,000.00","10,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","52,000,000.00","30,000,000.00","62,000,000.00","42,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00","207,000,000.00","222,000,000.00","342,000,000.00","384,000,000.00","438,857,306.57","532,528,907.19","532,826,305.46","745,862,971.88","874,075,594.00","834,156,444.00","1,431,000,000.00","1,611,400,000.00","1,525,400,000.00","1,697,400,000.00","1,307,070,225.12","1,016,276,517.07","868,306,291.95","595,922,215.00","775,922,215.00","873,000,000.00","814,000,000.00","871,500,000.00","819,086,960.00","740,500,000.00","919,500,000.00","1,100,500,000.00","940,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,"603,595.00","602,705.00","528,858.00","575,675.00","557,999.00","557,999.00","558,216.00",,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"1,520,000.00",,"1,700,000.00","8,156,000.00","1,500,000.00","4,470,000.00","16,890,000.00","5,955,000.00","12,450,000.00","16,995,000.00","4,660,000.00","4,672,694.00","4,418,000.00","33,094,800.00","12,904,904.00","3,124,904.00","7,861,162.22","11,875,449.82","13,550,000.00","15,870,000.00","6,520,000.00","8,940,000.00","17,004,104.32","32,304,104.32","60,536,047.70","57,707,192.32","19,103,000.00","17,310,000.00",,"37,000,000.00",
应付票据,"6,300,000.00","18,400,000.00","23,100,000.00","8,693,330.56","5,873,500.00","5,873,500.00","5,000,000.00","15,500,000.00","34,000,000.00","18,500,000.00","11,510,400.00","20,389,600.00","26,841,084.00","12,086,212.14","3,250,000.00","3,250,000.00","16,644,300.00","99,000,000.00","113,099,750.00","44,524,900.00","37,784,050.00","77,529,980.00","90,242,609.97","98,909,988.39","70,657,208.61","90,169,460.19","63,593,973.01","78,616,319.06","115,718,500.94","153,341,748.55","236,911,920.82","236,204,098.49","169,156,284.59","182,069,763.73","101,409,302.09","100,857,332.13","191,370,841.18","197,540,243.00","160,228,660.00",,"521,264,172.76",
应收账款,"141,748,171.67","236,912,186.59","328,298,556.27","317,651,352.31","292,313,210.57","261,999,797.60","307,887,284.06","401,719,507.80","473,798,308.94","429,661,651.02","784,281,068.10","625,877,954.88","828,632,800.23","665,283,705.73","863,379,849.75","883,735,822.50","1,054,227,980.19","884,866,995.90","1,060,247,192.63","1,062,527,205.08","1,322,593,820.38","1,131,195,129.33","1,347,406,963.71","1,448,702,846.84","1,778,632,886.74","1,692,072,556.63","2,076,063,903.74","1,948,467,259.08","1,887,557,437.51","1,726,346,294.11","1,926,383,323.18","1,816,754,236.75","2,499,258,078.62","2,489,302,428.46","2,069,297,155.40","2,628,526,309.25","2,868,609,291.23","2,603,268,808.07","2,798,276,866.93",,"3,142,590,991.97",
应付账款,"287,196,709.69","313,870,992.99","284,956,179.41","343,465,229.71","315,655,892.82","251,972,585.43","293,650,802.02","364,087,481.86","391,943,051.76","356,886,778.68","751,284,647.45","728,495,455.19","695,146,510.74","617,314,180.45","810,898,770.80","972,028,064.48","871,975,431.63","647,145,423.02","890,193,679.86","1,018,318,843.56","1,204,965,561.05","836,475,843.73","1,082,270,182.90","1,409,698,424.72","1,878,459,819.65","1,339,774,704.28","1,764,264,403.32","1,898,765,413.24","2,596,911,075.07","1,867,948,551.01","2,359,391,609.20","2,472,136,571.90","3,737,842,954.39","2,904,933,998.08","2,896,771,473.67","3,366,204,963.20","4,669,356,857.36","3,526,009,066.61","3,804,341,538.70",,"4,976,139,151.53",
预付款项,"13,550,280.47","90,225,451.82","118,268,830.74","127,281,322.53","84,273,854.89","45,363,484.69","57,386,427.88","100,294,830.53","74,268,832.66","87,743,070.88","120,407,515.21","112,164,976.37","90,896,775.20","81,762,908.72","94,568,052.17","118,502,737.95","78,307,202.44","181,872,648.81","258,033,282.44","228,855,086.43","136,060,231.27","151,163,365.06","200,056,284.28","247,232,986.91","169,448,228.59","230,546,113.06","322,879,514.95","223,246,475.82","168,910,727.79","195,355,172.05","249,464,890.35","257,135,424.27","220,770,211.66","300,453,219.13","491,103,238.90","425,434,894.79","339,241,194.02","405,070,300.36","555,016,325.46","510,829,870.01","497,604,167.98","841,472,773.56"
预收款项,"80,595,887.86","285,053,063.06","417,376,341.40","490,295,585.96","452,058,316.41","440,309,864.22","387,839,632.13","460,693,455.08","412,103,696.07","487,667,012.64","656,532,736.82","394,985,530.74","452,050,625.31","526,911,450.15","507,099,608.51","521,100,085.34","531,360,969.07","572,074,013.68","702,404,461.92","861,695,970.77","1,145,916,708.15","1,206,005,072.18","1,061,353,200.25","1,135,960,715.74","886,604,591.31","957,334,697.74","1,144,535,696.00","1,017,853,990.76","693,635,390.41","820,498,314.75","978,792,454.36","1,119,650,178.30","1,191,436,072.75","1,263,566,560.90","1,383,456,508.12","1,713,169,583.89","1,377,749,206.44","1,699,952,060.29","2,063,251,467.19","2,187,204,058.78","1,649,850,261.18","1,986,534,306.75"
