科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"99,939,599.62","188,755,638.40","297,578,228.64","461,626,175.49","235,605,569.23","363,999,217.61","498,556,409.97","601,748,796.45","250,709,725.73","490,880,161.66","633,136,073.11","934,972,831.11","248,276,216.92","492,944,632.92","809,743,939.02","1,166,056,157.57","395,028,848.26","608,198,328.75","981,652,527.45","1,413,694,770.14","364,045,523.29","728,007,210.57","1,215,951,318.70","1,666,270,390.68","479,402,886.43","805,991,885.85","1,211,570,316.82","1,802,703,972.76","445,741,493.80","664,923,300.71","1,238,083,992.01","2,109,156,606.01","612,975,193.29","914,693,843.83","1,520,159,462.74","2,335,805,290.45","677,020,820.61","1,042,928,447.48","1,655,704,246.64","2,438,332,546.52","694,976,438.69","1,106,806,744.85","1,729,139,852.84","2,534,965,148.18","737,662,818.24"
二、营业利润,"2,046,185.69","4,585,947.26","16,188,402.84","33,607,115.38","18,103,850.16","15,815,841.81","36,391,328.34","39,863,888.56","14,033,248.87","19,718,773.19","20,620,080.48","46,896,494.12","18,149,192.27","26,121,723.29","39,269,579.88","60,652,469.14","22,295,065.86","35,287,001.62","55,270,718.36","115,115,517.90","27,197,308.70","43,215,711.81","111,023,428.55","147,766,482.43","30,206,662.12","38,357,883.37","61,900,168.67","100,940,513.13","24,940,719.21","20,765,346.15","53,637,230.96","128,058,250.09","29,943,715.71","30,403,255.43","82,139,080.36","171,347,981.62","42,750,973.58","40,759,292.43","104,599,383.35","168,568,583.76","56,049,477.09","66,227,119.53","156,057,829.89","227,548,457.95","96,236,790.35"
减:营业成本,"61,319,122.53","104,763,728.62","163,086,092.34","260,575,463.06","138,631,737.13","224,674,175.21","292,347,858.59","358,129,142.78","164,505,825.60","284,178,076.38","366,465,796.48","591,453,585.16","167,095,422.68","283,359,538.03","451,046,141.38","685,807,637.99","252,921,156.13","367,594,220.78","583,195,360.68","776,383,843.80","193,818,709.38","373,074,179.30","578,798,049.12","767,826,191.40","245,961,785.33","398,560,500.01","578,677,244.58","888,402,541.50","153,632,180.63","233,810,240.60","449,098,285.37","882,285,736.43","248,666,814.86","338,004,569.65","630,863,738.34","1,005,688,049.08","325,081,042.86","474,989,830.38","708,547,067.45","994,015,802.52","301,757,480.12","425,010,940.90","664,953,263.21","952,705,714.42","281,017,705.21"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"20,919,412.47","41,138,523.86","57,235,410.41","86,598,750.76","49,128,851.76","75,037,952.76","93,357,439.33","108,581,153.67","44,302,901.48","83,843,790.12","112,912,569.91","123,398,827.35","23,492,551.14","57,719,975.90","101,439,798.03","154,093,155.03","43,957,002.73","78,578,929.51","126,888,246.20","181,776,119.06","46,340,739.24","91,885,661.61","155,263,222.66","210,998,353.87","61,827,992.05","110,551,811.18","159,415,503.55","242,560,609.63","62,531,219.63","89,455,420.93","172,642,926.13","273,287,728.20","74,447,977.41","121,167,679.48","201,410,596.15","317,946,980.32","93,031,061.19","156,655,780.80","245,520,918.87","368,591,076.24","101,321,552.82","167,919,376.73","261,106,572.46","395,646,085.35","108,610,717.76"
营业外收入,"431,300.00","430,200.00","581,000.00","804,397.71","84,000.00","2,235,990.83","2,437,528.85","4,492,167.51","8,322,644.68","6,506,844.49","6,664,081.79","7,057,890.99","120,000.00","790,000.00","1,241,216.00","2,076,741.88","116,846.00","2,874,633.77","3,134,989.57","7,304,964.17","207,200.00","736,048.00","741,076.43","6,658,458.38","1,057,900.00","1,760,100.00","16,528,650.75","13,076,076.70","5,702,757.00","8,679,675.20","20,799,289.49","23,968,590.76","1,953,055.65","7,162,433.83","8,089,515.21","18,361,134.55","4,750,771.10","11,117,677.76","13,780,597.33","20,022,959.69","1,347,620.44","6,244,588.97","12,561,279.36","16,217,627.16","3,612,289.99"
销售费用,"2,258,055.39","4,645,921.75","9,001,679.51","12,255,615.58","12,240,932.55","17,885,158.67","28,013,457.59","38,192,572.50","11,335,067.25","67,349,734.82","84,965,139.00","113,192,592.31","26,835,454.62","93,864,368.67","162,063,417.93","187,943,940.85","57,717,925.42","93,796,710.33","150,037,746.86","257,425,099.53","71,134,670.38","164,685,087.58","283,124,998.21","408,462,064.84","109,578,121.22","195,810,442.13","301,659,116.93","429,908,133.10","160,798,565.19","236,576,743.18","431,914,980.98","627,149,731.01","214,718,896.43","329,366,854.47","469,434,617.28","686,759,711.29","164,399,744.46","284,822,554.20","483,032,178.72","755,765,138.16","185,990,372.68","371,609,967.97","534,241,875.60","810,820,980.74","202,135,865.94"
减:营业外支出,"63,778.78","259,041.73","581,221.00","746,227.00","863,767.01","1,116,572.85","1,227,852.16","1,469,603.38",,"453,860.22","453,860.22","537,051.43",,"829,024.30","832,062.01","2,316,236.70",265.00,"7,115.00","58,633.95","275,828.72","36,439.95","39,549.85","45,401.85","1,743,924.63",,"114,462.01","119,609.43","897,720.99","1,119,825.00","1,122,256.75","1,817,547.01","2,030,494.55","666,888.18","2,312,392.65","2,305,641.13","3,274,197.14","202,833.24","256,400.72","400,082.38","3,755,427.55","51,506.01","2,236,974.71","2,318,563.26","4,617,226.52","88,280.86"
管理费用,"8,924,622.09","21,273,424.04","34,601,630.70","46,179,386.69","13,717,971.78","23,446,003.26","32,521,294.23","38,969,150.28","12,397,621.99","23,329,441.25","36,210,858.13","45,671,851.54","10,830,650.88","26,434,579.71","42,291,368.41","66,019,669.71","13,317,204.03","27,340,072.31","58,642,408.94","74,274,161.33","23,157,825.32","46,104,671.50","70,930,480.61","109,221,049.95","27,881,291.36","54,457,764.92","97,156,110.60","128,416,962.14","38,739,011.50","74,961,902.90","115,433,486.37","172,720,129.24","42,154,275.89","85,965,346.58","119,609,810.95","132,081,404.77","51,272,763.48","83,440,403.81","109,179,491.65","147,840,779.27","51,387,847.65","85,570,363.97","121,855,505.93","158,478,701.12","54,303,817.66"
其中:非流动资产处置净损失,,,,"481,095.22",,,,"1,101,959.16",,,,"500,338.16",,,,"1,505,721.46",,,,"132,913.72",,"39,549.85",,"1,735,491.09",,"114,462.01",,"840,079.28",,,,"600,268.80","97,735.93","254,918.11","254,918.11","593,271.24",,"209,477.13",,"3,650,485.89",,219.34,,,
