科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
工程物资,,,,,,,,,,,,
非流动负债合计,,"11,450.00",,,,"103,700.66","706,031.73","1,098,297.37",,,"280,870.91","321,463.47"
固定资产清理,,,,,,,,,,,,
负债合计,"193,639,704.66","137,979,074.51","168,262,779.62","169,519,680.78","146,150,948.43","178,722,888.17","189,037,885.50","182,758,479.91","183,474,062.35","182,687,552.80","174,947,706.87","242,704,195.04"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","66,690,000.00","66,690,000.00","66,690,000.00","66,690,000.00","66,690,000.00","66,690,000.00","66,690,000.00","66,690,000.00","66,690,000.00"
油气资产,,,,,,,,,,,,
资本公积,"17,831,458.05","17,831,458.05","17,831,458.05","229,343,361.82","229,286,758.05","229,286,758.05","229,286,758.05","229,286,758.05","229,286,758.05","229,286,758.05","229,286,758.05","229,286,758.05"
无形资产,"11,923,018.13","11,587,742.23","12,344,277.02","12,179,215.40","12,058,049.44","11,944,460.47","11,916,629.61","11,735,883.82","11,615,201.02","11,590,060.65","11,403,527.70","11,310,372.67"
盈余公积,"16,629,613.09","19,931,504.07","22,686,993.72","22,686,993.72","22,686,993.72","22,686,993.72","26,830,804.07","26,830,804.07","26,830,804.07","26,830,804.07","31,118,976.97","31,118,976.97"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"57,159,418.67","83,600,574.42","103,331,976.57","127,725,652.05","121,884,410.24","128,516,416.18","122,559,382.87","142,368,502.23","128,063,530.87","131,759,822.78","126,118,087.49","138,790,884.43"
长期待摊费用,"502,971.44","3,087,487.28","3,672,055.90","2,949,547.91","2,522,728.84","2,380,465.61","2,386,840.20","2,632,548.18","2,381,311.25","2,218,287.47","3,353,198.17","3,449,325.15"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"3,621,300.54","4,561,886.12","7,684,369.09","6,970,897.91","5,344,848.76","6,354,702.75","7,265,395.94","7,087,018.83","7,682,510.13","6,895,003.78","7,419,526.50","6,679,379.18"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,683.76,,,,"160,163.75",,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"48,478,644.66","51,655,840.36","54,326,822.17","53,050,760.71","51,246,803.11","54,415,004.21","59,339,658.92","58,659,307.44","59,461,452.24","58,853,211.56","59,140,284.94","57,210,899.91"
所有者权益(或股东权益)合计,"141,620,489.81","171,363,536.54","193,850,428.34","446,446,007.59","440,548,162.01","447,180,167.95","445,366,944.99","465,176,064.35","450,871,092.99","454,567,384.90","453,213,822.51","465,886,619.45"
资产总计,"335,260,194.47","309,342,611.05","362,113,207.96","615,965,688.37","586,699,110.44","625,903,056.12","634,404,830.49","647,934,544.26","634,345,155.34","637,254,937.70","628,161,529.38","708,590,814.49"
负债和所有者(或股东权益)合计,"335,260,194.47","309,342,611.05","362,113,207.96","615,965,688.37","586,699,110.44","625,903,056.12","634,404,830.49","647,934,544.26","634,345,155.34","637,254,937.70","628,161,529.38","708,590,814.49"
