科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"29,325,213.90","39,930,721.35","50,246,454.19","290,086,211.12","133,347,513.17","103,617,346.80","100,651,231.21","87,745,039.84","133,476,130.83","90,172,526.50","80,565,878.87","82,904,391.27"
短期借款,"34,000,000.00",,,,,,,,,,,
交易性金融资产,,,,,,"414,802.62","2,824,126.93","4,393,189.47",,,,"162,370.23"
交易性金融负债,"71,350.06","1,610,557.42","4,973,474.60","2,991,403.95","257,477.20",,,,"2,426,564.05","2,891,190.89","1,943,364.49",
应收票据,"260,000.00",,,,,,,,,,,
应付票据,"57,332,400.00","49,200,000.00","43,500,000.00","56,350,000.00","51,550,000.00","45,580,000.00","52,270,000.00","62,940,000.00","57,990,000.00",,"63,350,000.00",
应收账款,"55,894,126.44","35,579,308.67","25,577,242.86","57,609,350.33","71,793,047.84","22,663,157.18","27,034,762.61","83,189,043.76","94,759,752.77","29,125,813.94","36,802,684.87","85,869,043.14"
应付账款,"72,983,309.58","58,350,724.25","87,931,286.35","79,614,951.96","61,441,621.82","100,927,544.30","95,670,560.81","82,524,814.57","80,218,016.09",,"68,169,086.94",
预付款项,"8,054,222.78","7,142,713.80","9,348,722.06","2,076,183.81","14,974,227.79","2,813,420.29","8,832,121.16","3,406,336.50","12,213,238.19","5,914,186.21","10,135,758.67","4,409,157.02"
预收款项,"5,447,917.31","3,765,824.84","5,830,381.88","3,236,968.69","3,206,556.92","3,898,638.66","7,141,278.39","4,330,092.95","4,494,845.48","5,408,826.15","8,347,642.58","5,398,187.24"
其他应收款,"13,584,941.96","13,778,118.12","9,732,101.97","7,849,943.19","9,964,385.97","7,946,579.18","8,054,361.84","10,143,766.84","8,783,852.47","6,233,997.66","8,263,261.79","6,873,708.93"
应付职工薪酬,"10,758,404.84","14,329,052.42","15,110,926.39","9,983,783.03","12,714,143.58","13,611,771.63","18,112,333.18","13,491,362.46","15,084,296.87","16,378,887.61","18,529,420.96","12,152,220.77"
应收关联公司款,,,,,,,,,,,,
应交税费,"5,361,281.26","4,431,896.08","4,498,518.31","5,703,356.24","8,600,957.13","5,943,077.71","7,890,527.80","11,158,469.57","14,999,914.96","10,346,565.30","7,691,418.95","8,713,180.29"
应收利息,"43,424.46","27,953.50","54,825.36","34,038.47","76,900.96","33,291.56","39,925.79","47,676.70","84,972.21","39,686.93","63,998.43","27,056.22"
应付利息,"71,676.11",,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"176,170,986.12","158,688,788.34","203,558,112.99","202,548,157.32","149,085,523.72","201,323,268.98","238,287,063.28","226,467,215.88","166,267,381.81","198,625,125.23","226,509,828.55","205,783,238.93"
其他应付款,"7,613,365.50","6,279,569.50","6,418,192.09","11,639,216.91","8,380,191.78","8,658,155.21","7,247,153.59","6,824,542.31","8,260,424.90","8,055,843.50","6,635,902.04","11,579,338.91"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"3,448,634.15","2,539,166.91","9,268,926.36","2,711,043.42","156,210,707.88","232,676,185.30","189,341,578.75","173,882,967.83","159,298,374.82","248,330,076.60","206,743,831.69","265,378,005.06"
其他流动负债,,,,,,,,"390,900.68",,,,
流动资产合计,"286,781,549.81","257,686,770.69","307,786,385.79","562,914,927.66","535,452,307.33","571,488,051.91","575,065,171.57","589,275,236.82","574,883,703.10","578,401,726.14","569,021,244.44","651,379,914.58"
流动负债合计,"193,639,704.66","137,967,624.51","168,262,779.62","169,519,680.78","146,150,948.43","178,619,187.51","188,331,853.77","181,660,182.54","183,474,062.35","182,687,552.80","174,666,835.96","242,382,731.57"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,"280,870.91","280,870.91"
固定资产,"32,431,354.55","32,418,724.73","30,267,145.80","30,950,415.73","31,321,176.07","33,735,375.38","37,527,793.17","37,043,692.86","37,782,429.84","38,149,859.66","36,964,032.57","35,771,822.91"
递延所得税负债,,,,,,"103,700.66","706,031.73","1,098,297.37",,,,"40,592.56"
在建工程,,,"358,974.36",,,,"243,000.00",,,,,
其他非流动负债,,,,,,,,,,,,
