科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"780,361,878.54","774,312,326.12","811,013,709.54","591,799,674.00","847,103,340.52","1,136,349,043.56","303,657,197.97","646,167,884.68","958,828,746.35","1,299,312,761.06","376,676,576.21","831,161,971.53","1,280,689,406.22","1,733,106,152.80","446,051,070.10","961,244,192.50","1,461,022,887.45","2,049,620,682.10","521,005,887.55","1,088,898,675.75","1,646,514,767.52","2,242,067,935.62","580,050,515.05","1,198,533,803.94","1,686,379,499.69","2,289,380,364.74","576,015,877.43","1,191,662,528.86","1,821,127,149.49","2,712,840,195.44","769,815,479.03","1,589,023,398.56","2,368,350,103.56","3,407,489,577.27","841,130,784.40"
二、营业利润,"74,998,062.50","89,291,600.50","115,357,466.08","78,321,462.85","108,181,281.54","145,147,302.83","25,660,589.00","68,799,705.23","97,273,802.38","133,241,284.07","24,357,805.22","57,630,329.24","86,086,181.62","110,112,442.45","34,212,548.32","79,851,545.37","122,749,833.16","162,247,139.41","46,361,030.13","101,954,847.94","180,244,626.51","247,181,152.56","71,727,450.61","157,407,701.34","154,258,917.50","271,480,331.83","53,360,548.59","158,991,282.35","220,240,793.96","322,557,666.36","76,949,262.17","173,511,611.93","250,633,369.96","359,413,843.83","99,994,594.48"
减:营业成本,"653,802,956.13","628,003,628.52","626,809,483.76","464,985,481.78","659,608,479.15","869,983,612.98","236,530,769.47","507,853,974.21","769,842,859.55","1,048,878,624.15","319,254,959.18","694,104,044.02","1,073,723,584.77","1,452,631,145.73","373,039,082.89","801,732,690.48","1,209,971,397.65","1,690,074,198.80","417,054,235.10","863,156,045.21","1,292,076,979.37","1,779,052,938.58","450,974,160.17","935,720,456.65","1,315,178,407.81","1,766,210,971.20","424,914,811.78","884,632,726.09","1,369,014,035.04","2,071,008,788.22","601,324,385.44","1,242,114,509.52","1,876,226,638.80","2,707,808,474.83","677,130,738.15"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,391,403.54","3,413,375.11","2,763,461.56","2,049,185.22","3,220,253.80","4,109,110.27","988,986.44","2,992,424.46","4,317,085.84","5,722,846.54","860,124.80","2,419,495.54","3,705,466.55","6,155,617.65","1,053,619.26","2,546,521.22","3,814,468.32","5,882,547.48","1,389,559.22","3,120,914.47","4,656,480.91","7,656,942.27","2,801,932.06","5,683,073.80","7,922,917.48","11,160,844.42","2,654,483.03","5,022,030.99","7,478,061.06","14,328,017.30","4,341,217.44","9,858,966.57","14,617,418.26","21,509,771.88","5,647,522.68"
营业外收入,"5,411,575.29","13,206,363.59","2,257,507.34","3,196,343.63","3,271,773.11","5,360,605.83","13,989,865.42","16,509,808.94","18,617,677.27","20,035,618.25","3,125,410.78","9,788,076.42","14,082,691.71","16,599,637.65","1,931,870.68","5,118,548.40","7,350,121.46","9,764,293.22","1,677,214.19","7,271,687.72","17,743,640.40","10,524,352.84","1,912,096.35","3,954,790.64","6,115,858.31","11,035,780.80","4,539,186.12","9,963,396.41","15,764,679.92","24,884,068.95","6,056,739.91","4,844,177.14","6,852,079.95","1,688,602.70","471,818.62"
销售费用,"10,999,171.09","13,308,410.63","15,835,043.29","9,296,720.68","13,409,812.38","18,621,289.15","7,369,788.45","10,814,499.83","15,379,110.44","22,039,613.39","6,460,743.67","13,012,860.56","19,950,709.96","28,207,676.30","6,803,604.42","16,259,890.14","25,623,351.00","37,291,266.70","8,916,293.40","18,670,207.31","29,538,131.63","40,686,992.97","10,594,354.48","20,045,477.00","28,454,299.02","40,298,787.93","11,619,166.45","22,200,913.33","39,309,632.05","46,687,654.51","13,099,227.96","27,090,201.12","41,243,982.57","59,089,599.25","14,129,386.34"
减:营业外支出,"4,389,299.96","2,974,840.11","1,953,700.93","992,465.98","2,064,679.36","2,336,408.98","743,725.51","1,868,691.31","3,656,516.12","4,698,583.39","1,113,055.50","3,060,198.78","4,398,026.29","8,213,512.03","1,333,590.46","2,287,621.14","3,120,407.64","6,836,311.57","945,553.97","1,967,467.55","2,717,516.55","6,225,845.90","378,049.11","1,578,278.01","1,869,581.25","2,708,246.79","587,417.16","1,900,658.72","2,607,982.46","4,085,118.62","229,658.92","1,998,522.99","2,475,134.52","2,799,845.61","425,848.54"
管理费用,"20,341,259.16","29,031,928.89","40,569,860.03","30,474,328.85","53,503,824.72","89,222,209.18","32,153,522.69","53,438,280.75","84,737,001.99","112,793,316.85","30,610,941.43","71,953,249.70","112,859,823.84","154,443,465.21","35,748,447.31","71,742,723.43","119,088,701.97","176,890,354.84","54,309,193.45","114,394,402.25","180,525,107.93","206,957,229.92","53,211,385.42","98,594,952.47","142,440,290.71","201,613,108.22","56,258,122.17","111,726,175.11","173,148,637.87","237,703,929.61","71,175,167.51","139,914,910.28","206,511,124.88","281,925,662.87","71,976,790.56"
其中:非流动资产处置净损失,"1,236,686.81","514,495.67","603,802.18","51,225.36","87,016.20","184,023.24","14,917.12","34,059.95","518,539.74","890,244.28","368,656.85","1,480,583.90","1,549,452.29","4,082,793.83","82,742.54","347,637.80","442,341.48","2,321,074.14","4,677.44","149,493.95","249,854.84","285,899.21","2,897.64","62,994.06","69,730.11","595,830.19","134,562.25","197,104.74","445,876.45","1,174,722.94","116,036.63","701,198.69","600,889.43",,
