科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"29,576,766.16","33,678,884.51","34,367,568.56","14,684,918.65","30,240,577.09","44,344,276.91","61,628,650.27","20,287,159.00","50,856,864.66","64,247,743.37","80,602,491.20","17,439,432.77","40,402,392.75","61,193,677.19","75,294,802.24","25,947,720.09","49,636,451.83","64,152,510.96","93,261,416.80","20,031,869.57","54,025,345.11","71,438,166.85","96,938,639.49","22,420,924.79","47,439,698.78","68,152,625.08","91,809,297.44","28,784,882.05","53,163,972.14","77,041,393.87","103,759,201.23","33,648,626.84","57,418,239.99","85,669,816.35"
取得借款收到的现金,"61,000,000.00","125,000,000.00","135,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"80,629,120.82","83,334,989.91","61,919,311.00","20,020,064.34","46,094,667.12","73,754,632.82","86,768,459.55","14,302,080.22","46,625,222.48","69,147,108.12","82,760,059.57","16,277,700.24","40,915,382.66","49,776,219.87","63,060,630.03","10,751,042.98","38,679,650.22","57,384,875.21","77,034,373.05","20,236,164.81","43,657,797.16","59,463,159.81","79,206,414.56","16,074,752.30","47,649,701.28","59,066,494.37","66,703,779.76","22,304,575.96","35,791,962.89","56,394,409.05","89,376,945.06","19,265,856.23","47,020,345.63","76,821,988.88"
收到其他与筹资活动有关的现金,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,"18,190,000.00","18,190,000.00","18,190,000.00","13,080,000.00","31,658,092.52","31,658,092.52","17,722,092.52","3,886,000.00","13,936,000.00","25,046,000.00"
支付其他与经营活动有关的现金,"42,972,816.04","41,399,314.09","36,555,719.65","11,908,327.91","30,935,291.17","64,931,340.11","84,797,726.54","19,426,278.22","40,617,981.50","56,950,696.83","86,785,222.21","20,379,685.65","40,000,157.86","60,049,664.46","84,543,131.02","18,605,217.84","45,375,146.69","46,240,740.03","98,262,312.87","24,460,509.28","40,131,685.33","45,639,595.50","83,453,908.04","21,848,981.09","53,866,231.50","68,162,489.73","61,910,300.12","19,052,218.01","41,365,672.33","60,412,781.61","65,608,117.94","21,253,758.37","55,602,198.56","72,325,654.22"
筹资活动现金流入小计,"124,525,000.00","125,000,000.00","135,000,000.00",,"1,264,899,610.21","1,264,899,610.21","1,273,316,650.00",,,,,,,,,,,,,,,,,,"18,190,000.00","18,190,000.00","18,190,000.00","13,080,000.00","31,658,092.52","31,658,092.52","17,722,092.52","3,886,000.00","13,936,000.00","25,046,000.00"
经营活动现金流出小计,"547,985,393.46","654,860,515.98","584,615,702.70","166,684,015.21","436,369,454.45","678,839,403.66","971,209,189.29","195,955,219.22","486,320,480.39","713,058,798.43","1,123,142,554.21","138,087,591.61","369,226,013.78","540,183,213.44","902,992,349.63","155,458,461.06","511,515,363.31","791,859,466.82","1,220,892,025.23","247,353,967.07","552,258,946.80","830,174,175.49","1,193,048,008.74","253,836,551.77","463,642,226.67","694,893,634.02","830,621,779.19","171,380,599.90","367,113,802.06","615,505,796.11","780,705,868.29","203,985,248.16","476,385,889.62","1,003,855,551.78"
偿还债务支付的现金,"64,181,753.80","68,708,700.00","108,653,986.20",,"150,000,000.00","150,000,000.00","150,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"48,695,293.64","57,712,652.80","81,518,026.90","10,345,507.92","40,389,162.77","-5,804,950.09","23,502,256.28","32,147,481.40","32,365,755.21","22,449,496.74","-24,185,878.39","18,370,460.76","43,804,888.42","76,092,433.29","184,496,123.75","23,764,202.23","20,336,634.46","51,061,997.89","42,919,151.03","4,241,662.07","103,417,287.98","143,472,465.31","232,431,708.30","5,403,106.85","54,308,810.19","71,597,978.25","182,431,251.75","-699,213.13","30,170,156.02","68,277,598.94","166,153,351.43","17,533,725.47","81,576,671.39","137,213,437.77"
分配股利、利润或偿还利息支付的现金,"5,880,280.30","3,892,480.55","19,934,379.18","1,545,257.68","1,934,100.01","1,946,684.01","37,918,024.74","3,456,421.01","50,919,735.02","50,919,735.02","59,556,421.01",,"22,661,671.52","51,034,153.61","56,100,000.00",,"55,175,405.95","56,100,000.00","56,100,000.00",,"84,150,000.00","84,150,000.00","84,150,000.00",,"56,100,000.00","56,100,000.00","56,100,000.00",,,"56,100,000.00","56,100,000.00",,,"84,150,000.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,"265,000,000.00","428,003,778.92","198,942,739.73","358,215,993.15","450,661,470.41","619,729,963.56","290,652,506.59","291,482,260.01","293,321,006.59","811,133,572.23","225,928,830.48","442,773,933.22","655,000,000.00","655,000,000.00",,"215,000,000.00","215,066,000.00"
支付其他与筹资活动有关的现金,,,"20,000,000.00",,,,,,,,,,,,,,,,,,,,"18,190,000.00","19,035,000.00","28,005,000.00","22,050,000.00","31,658,092.52","12,146,000.00","26,146,000.00","17,886,000.00",,"11,110,000.00","32,760,000.00","33,760,000.00"
取得投资收益收到的现金,,,"1,082,308.32",,"2,971,943.99","2,971,943.99","11,943.99",,,"1,908,682.56","1,908,682.56",,,,,,,"6,153,917.81",,,,,,,,,"6,892,945.21","502,500.00",,"4,467,058.22","4,467,058.22",,"3,153,333.33","3,153,333.33"
筹资活动现金流出小计,"70,062,034.10","72,601,180.55","148,588,365.38","1,545,257.68","151,934,100.01","151,946,684.01","187,918,024.74","3,456,421.01","50,919,735.02","50,919,735.02","59,556,421.01",,"22,661,671.52","51,034,153.61","56,100,000.00",,"55,175,405.95","56,100,000.00","56,100,000.00",,"84,150,000.00","84,150,000.00","102,340,000.00","19,035,000.00","84,105,000.00","78,150,000.00","87,758,092.52","12,146,000.00","26,146,000.00","73,986,000.00","56,100,000.00","11,110,000.00","32,760,000.00","117,910,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"149,400.00","272,321.49","650,000.00","1,576,000.00","1,670,669.65","1,670,669.65","1,623,800.00",,"6,318,018.58","6,342,780.65","223,000.00",,,,,,"79,500.00","79,500.00","133,480.00",,,,"6,937,053.02",,"9,800.00","9,800.00","3,765,131.06","140,500.00","339,941.71","339,941.71","51,443.69","137,000.00","165,000.00","1,242,432.30"
筹资活动产生的现金流量净额,"54,462,965.90","52,398,819.45","-13,588,365.38","-1,545,257.68","1,112,965,510.20","1,112,952,926.20","1,085,398,625.26","-3,456,421.01","-50,919,735.02","-50,919,735.02","-59,556,421.01",,"-22,661,671.52","-51,034,153.61","-56,100,000.00",,"-55,175,405.95","-56,100,000.00","-56,100,000.00",,"-84,150,000.00","-84,150,000.00","-102,340,000.00","-19,035,000.00","-65,915,000.00","-59,960,000.00","-69,568,092.52","934,000.00","5,512,092.52","-42,327,907.48","-38,377,907.48","-7,224,000.00","-18,824,000.00","-92,864,000.00"
处置子公司及其他营业单位收到的现金净额,"2,675,017.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,-106.29,,,,,,,,,,,,"-19,794.35","-8,645.81","305,172.89","264,454.42","274,359.49","-181,063.86","-168,783.16","-306,243.98"
收到其他与投资活动有关的现金,"4,000,000.00",,"3,000,000.00","1,150,000.00","1,150,000.00","1,150,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"1,270,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,824,417.50","272,321.49","4,732,308.32","2,726,000.00","5,792,613.64","5,792,613.64","1,635,743.99",,"6,318,018.58","8,251,463.21","2,131,682.56",,,,,,"79,500.00","271,233,417.81","428,137,258.92","198,942,739.73","358,215,993.15","450,661,470.41","626,667,016.58","290,652,506.59","291,492,060.01","293,330,806.59","821,791,648.50","226,571,830.48","443,113,874.93","659,806,999.93","660,788,501.91","137,000.00","218,318,333.33","219,461,765.63"
五、现金及现金等价物净增加额,"20,061,634.35","26,794,810.07","6,037,227.14","-40,763,591.94","1,052,270,738.08","907,137,936.35","837,149,400.14","-62,157,192.72","-161,616,129.65","-207,713,945.11","-250,897,811.08","-11,933,782.38","-18,108,465.57","-41,753,778.15","-12,711,920.29","-254,232,706.33","-327,285,031.64","-433,022,607.89","-479,842,555.52","91,068,666.07","23,710,324.06","18,647,820.27","111,406,222.89","124,806,450.41","23,893,581.70","29,888,308.85","83,750,826.47","-42,292,899.87","5,008,672.27","170,391,138.95","7,521,807.24","-23,786,649.00","224,234,874.08","158,247,599.28"
购建固定资产、无形资产和其他长期资产支付的现金,"63,230,855.69","57,980,343.67","66,624,742.70","52,289,842.18","106,876,548.53","205,802,653.40","273,387,225.39","90,048,253.11","148,580,168.42","186,695,170.04","167,878,994.24","30,304,243.14","39,251,682.47","66,812,057.83","102,406,327.29","12,996,908.56","27,525,760.15","84,218,023.59","124,798,965.47","22,115,735.73","73,772,957.07","106,336,115.45","105,352,501.99","22,214,163.03","40,992,288.50","60,080,475.99","115,884,186.91","44,090,871.41","39,202,624.09","68,000,176.83","109,744,717.58","34,052,310.61","56,667,347.48","104,755,568.14"
期初现金及现金等价物余额,"33,735,401.93","53,797,036.28","80,591,846.35","86,629,073.49","86,629,073.49","86,629,073.49","86,629,073.49","923,778,473.63","923,778,473.63","923,778,473.63","923,778,473.63","672,880,662.55","672,880,662.55","672,880,662.55","672,880,662.55","660,168,742.26","660,168,742.26","660,168,742.26","660,168,742.26","180,326,186.74","180,326,186.74","180,326,186.74","180,326,186.74","309,922,409.63","291,732,409.63","291,732,409.63","291,732,409.63","375,483,236.10","375,483,236.10","375,483,236.10","375,483,236.10","383,005,043.34","383,005,043.34","383,005,043.34"
投资支付的现金,"23,600,000.00","25,608,640.00",,,,,,,,,"1,408,200.00",,,,,"265,000,000.00","265,000,000.00","615,000,000.00","770,000,000.00","90,000,000.00","280,000,000.00","385,000,000.00","540,000,000.00","130,000,000.00","215,000,000.00","215,000,000.00","735,000,000.00","225,000,000.00","434,890,000.00","431,078,666.75","655,000,000.00",,,"501,792.00"
期末现金及现金等价物余额,"53,797,036.28","80,591,846.35","86,629,073.49","45,865,481.55","1,138,899,811.57","993,767,009.84","923,778,473.63","861,621,280.91","762,162,343.98","716,064,528.52","672,880,662.55","660,946,880.17","654,772,196.98","631,126,884.40","660,168,742.26","405,936,035.93","332,883,710.62","227,146,134.37","180,326,186.74","271,394,852.81","204,036,510.80","198,974,007.01","291,732,409.63","434,728,860.04","315,625,991.33","321,620,718.48","375,483,236.10","333,190,336.23","380,491,908.37","545,874,375.05","383,005,043.34","359,218,394.34","607,239,917.42","541,252,642.62"
