科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"353,813,264.81","652,577,214.45","961,905,183.14","1,338,169,601.94","102,625,647.73","174,600,348.65","257,357,543.63","371,522,760.30","105,602,097.31","177,103,980.18","262,599,519.45","429,288,555.47","153,807,918.19","292,375,918.17","445,297,213.97","584,018,203.00","114,424,479.85","242,455,247.54","392,225,221.35","622,809,443.53","206,999,890.83","388,187,328.61","592,896,886.55","848,421,080.16","245,405,262.50","517,073,568.47","800,637,190.39","1,093,980,236.27","318,459,222.17","630,612,996.33","1,015,471,986.76","1,499,733,525.32","377,724,978.33","636,840,481.02","1,000,021,743.34","1,191,748,362.12","272,030,921.86","525,461,981.28","768,574,199.81","1,017,002,960.14","228,553,186.42","496,063,822.55","766,656,075.62"
二、营业利润,"20,307,676.03","27,587,333.29","34,987,468.70","52,457,057.05","19,773,905.84","23,339,246.76","24,847,880.39","18,582,965.44","11,743,130.46","135,129,517.38","127,896,589.14","137,182,307.65","6,610,067.51","20,542,375.99","28,287,931.70","55,074,571.94","5,577,092.55","68,247,908.16","50,115,065.04","72,401,088.45","7,485,354.86","34,620,445.54","41,767,373.76","62,360,349.25","9,887,512.83","42,518,146.23","54,484,647.83","63,670,903.77","15,922,597.82","40,021,567.05","54,221,140.17","86,935,079.84","16,440,662.67","37,239,276.67","451,516,090.26","542,945,107.02","8,714,704.22","57,858,973.11","152,266,941.31","170,485,626.73","20,438,382.02","38,504,429.83","43,073,631.82"
减:营业成本,"255,174,676.11","462,626,669.08","681,813,353.39","957,526,235.70","77,117,925.83","129,992,541.00","193,834,948.04","287,276,443.50","83,158,865.31","136,155,763.63","203,706,678.28","315,706,964.54","104,779,369.45","186,342,832.07","275,902,840.53","381,870,853.98","49,261,503.23","107,423,400.22","170,881,754.03","350,092,437.63","91,587,683.17","176,295,971.10","276,795,507.84","387,320,954.94","116,395,089.89","250,641,803.48","389,807,314.52","538,757,258.27","153,647,916.50","298,574,619.24","483,848,606.67","706,061,146.63","188,111,905.89","390,902,348.86","594,444,146.43","818,489,406.11","167,286,031.26","364,401,001.04","513,484,602.63","715,489,006.39","148,504,594.31","322,209,527.79","483,682,810.79"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,949,840.80","7,512,265.63","11,578,791.21","16,430,232.95","945,513.43","1,841,371.78","2,797,677.15","5,229,394.83","1,455,117.50","2,727,166.67","5,987,173.00","10,968,990.04","5,178,729.48","10,228,535.60","16,207,392.47","22,093,436.82","9,466,302.67","20,246,377.21","31,873,342.79","49,402,238.50","15,813,684.48","29,653,379.10","47,467,207.49","72,883,362.12","18,993,317.05","39,622,714.52","58,503,460.72","87,547,950.18","25,893,930.62","48,478,290.77","83,355,400.82","135,079,704.09","31,586,828.73","60,290,443.26","93,089,449.88","113,639,166.90","27,808,581.55","36,990,159.40","48,749,334.59","66,069,686.90","7,180,215.03","16,068,493.32","25,302,767.10"
营业外收入,"189,085.99","370,734.60","587,402.03","1,285,209.11","2,035,474.28","2,077,459.96","2,125,622.18","38,349,199.90","36,289.88","98,815.19","132,611.27","1,363,213.25","2,178,131.16","2,287,042.97","2,703,186.29","7,498,434.31","734,004.05","897,525.98","1,391,642.95","2,139,584.60","430,307.26","793,361.11","1,598,170.11","3,031,124.98","109,171.01","554,427.73","1,206,060.35","10,585,558.28","540,669.87","2,920,865.11","3,386,944.42","11,396,288.74","553,253.77","1,267,786.16","3,522,071.62","8,730,773.79","671,839.00","1,856,475.91","2,629,963.58","4,098,041.41","1,559,442.04","3,224,660.78","5,597,869.50"
销售费用,"77,900,181.47","154,011,445.04","233,729,934.75","309,480,900.13","15,070,623.44","31,551,047.17","48,851,670.71","58,477,166.79","13,560,546.19","26,681,073.72","47,544,652.29","76,953,027.98","27,169,345.14","58,384,061.91","94,331,157.80","145,350,764.82","35,695,768.13","76,232,560.77","127,441,423.64","103,508,644.52","55,860,413.95","79,114,213.06","126,368,597.80","167,321,419.75","45,313,225.50","95,386,205.83","148,987,149.10","200,770,678.60","48,248,165.51","129,688,016.03","212,573,329.04","286,840,607.87","58,171,930.45","139,579,562.64","215,182,496.35","312,994,574.77","95,746,726.94","155,822,660.51","236,207,993.07","310,945,869.12","82,710,842.14","150,366,936.21","236,226,426.58"
减:营业外支出,"222,536.82","317,817.21","3,297,949.97","4,324,473.06","15,607.64","313,222.18","329,602.97","348,197.79",839.49,"5,207.34","58,566.82","13,229,590.42",50.27,"28,878.84","110,968.08","543,486.83","880,014.85","888,264.86","1,035,903.30","1,426,257.15",,"20,000.00","23,037.71","115,539.76","1,382.99","87,275.36","150,853.38","655,523.38","16,402.89","37,494.33","114,770.63","9,155,025.19",298.90,"1,735,257.97","162,752,330.84","338,545,308.95","267,292.91","24,221,318.82","25,859,653.22","50,386,457.78","16,692.47","257,874.60","259,309.27"
管理费用,"2,735,281.82","9,617,976.03","14,684,938.10","22,225,407.50","5,774,939.86","7,356,457.60","9,100,652.19","23,552,907.16","3,811,998.01","9,879,583.58","19,473,125.15","29,489,788.54","7,766,708.04","12,095,656.71","19,452,359.32","44,190,614.31","7,924,376.02","15,779,814.24","34,645,500.73","37,225,483.60","8,976,295.02","15,633,539.74","26,900,052.10","37,108,572.17","16,019,145.96","15,680,332.22","23,902,545.35","46,316,827.08","18,225,677.97","24,055,209.90","35,764,323.50","72,545,022.51","19,590,770.64","45,086,442.53","79,580,016.69","145,011,066.79","24,628,573.48","68,146,414.17","96,857,774.15","131,539,276.30","19,718,576.97","51,763,161.19","86,569,228.75"
其中:非流动资产处置净损失,,,,,,"204,871.21","204,871.21","223,465.84",839.42,839.42,"44,198.88","10,661,238.28",50.27,"24,058.90","58,387.55","464,261.84","3,436.25","11,686.25","11,686.25","383,345.89",,,,"14,580.69",,"4,596.11","4,908.75","4,908.75","16,402.89","16,002.87","42,303.91","12,816.89",,,"150,640,620.46","302,326,258.30",,"16,076,591.93","16,083,394.19","36,998,244.54",,"11,716.59","11,716.59"
