科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"36,270,635.96","55,592,579.74","54,493,196.61",,"235,741,092.89","117,039,895.95","112,129,883.14","84,891,101.02","76,932,520.38","79,081,459.28","133,348,582.02","139,911,734.74","173,223,078.16","147,050,934.25","154,833,478.74","145,924,571.25"
短期借款,"131,306,914.80","130,340,000.00","100,557,691.07",,"116,634,267.42","80,477,983.66","66,181,907.04","50,275,377.30","65,987,877.72","71,894,319.74","121,992,465.89","95,780,465.89","122,613,465.89","104,313,000.00","110,258,679.54","100,317,806.87"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"20,414,312.99","38,391,622.10","28,619,769.34",,"25,237,106.38","12,727,930.77","28,786,611.24","22,247,341.25","30,544,401.15","25,566,495.67","30,908,516.58","21,001,563.59","26,598,455.31","30,726,850.78","54,868,744.11","26,863,360.63"
应付票据,,"8,000,000.00","9,472,898.66",,"7,324,540.27","6,983,987.63","12,712,984.95","13,909,156.80","9,171,272.81","8,100,716.84","6,807,889.18","36,216,682.16","87,307,856.91",,"77,730,656.60",
应收账款,"104,149,416.14","107,531,101.73","117,068,599.42",,"127,295,567.58","129,663,729.72","121,803,633.90","137,282,238.98","137,317,157.29","130,547,778.75","124,268,146.32","143,022,551.57","149,901,065.60","132,967,983.57","156,727,389.92","178,919,890.93"
应付账款,"76,093,290.88","73,365,010.91","67,001,530.64",,"68,172,617.04","68,147,336.46","82,907,503.62","75,058,974.10","70,670,872.53","68,546,112.25","89,995,973.23","105,369,485.44","62,921,780.99",,"91,084,771.04",
预付款项,"3,704,206.36","4,009,556.56","5,048,134.86",,"7,563,441.28","3,527,488.27","4,039,066.27","8,130,431.52","3,601,703.98","4,012,835.76","1,625,282.97","2,843,642.19","4,456,558.63","3,718,878.72","27,833,550.02","81,364,734.30"
预收款项,"1,306,504.95","4,796,854.66","1,937,145.98",,"1,703,112.91","1,011,682.75","1,506,951.29","2,151,802.66","1,515,589.61","2,154,198.31","3,009,778.11","2,425,121.41","2,818,488.43","1,876,954.62","3,132,964.25","4,119,445.78"
其他应收款,"1,047,904.20","1,045,653.65","775,403.76",,"792,035.92","589,438.64","729,225.51","639,805.82","387,293.08","536,467.22","1,466,521.64","501,528.74","628,935.52","453,570.71","1,645,343.25","1,506,643.72"
应付职工薪酬,"1,114,320.82","1,051,243.01","604,572.12",,"842,653.89","1,337,530.89","985,443.02","2,244,578.11","3,507,069.81","3,900,928.97","6,760,189.53","4,968,002.23","5,829,581.01","7,659,294.33","10,532,309.94","8,950,742.08"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"-532,150.16","3,623,255.42","5,677,804.76",,"3,146,962.86","2,311,956.18","3,054,126.97","4,106,467.35","3,319,133.63","2,875,556.92","1,297,252.58","1,906,324.58","3,839,450.33","3,600,562.41","6,795,575.72","8,313,316.28"
应收利息,,,,,,,,,,,,,,,,
应付利息,"1,040,745.25","924,963.48","261,605.47",,"444,172.70","336,170.74","219,916.68","24,166.67","40,116.67","138,172.92","116,727.00","155,449.25","522,572.75",,"949,697.37","1,767,614.44"
应收股利,"3,378,734.01","2,392,190.83",,,,,"2,588,109.75",,,,"2,210,308.58","2,210,308.58",,,,
应付股利,,,,,,,,,"3,412,500.00","2,437,500.00",,,,,"12,811,639.24","12,811,639.24"
存货,"42,383,679.60","48,529,050.38","46,767,382.47",,"49,846,899.20","59,436,995.25","67,977,715.10","72,631,634.17","70,362,153.59","73,018,029.60","86,954,430.60","97,540,545.42","84,912,400.83","72,645,863.98","74,774,130.50","61,712,097.02"
