科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"41,724,394.43","57,285,896.13","95,461,820.62","59,535,849.03","93,879,610.34","116,737,830.66","20,033,475.58","72,073,023.23","112,734,438.04","141,191,450.74","33,820,609.92","68,608,887.62","98,272,114.30","119,278,776.44","35,975,058.76","76,167,908.01","145,377,550.92","203,336,868.50","39,293,097.85","135,962,898.26","168,057,935.83","252,452,813.12","58,635,398.77","157,249,035.34","205,078,307.16","295,156,648.04","64,430,953.60","153,702,177.73","241,456,306.10","405,775,027.11","75,371,772.45","185,890,496.80","285,213,335.82","306,804,111.66","77,828,642.94"
二、营业利润,"11,397,804.08","16,329,878.51","34,240,588.06","17,479,210.34","29,829,672.43","28,949,532.18","3,437,328.80","23,609,460.47","41,793,148.69","38,176,175.27","6,873,771.38","17,788,578.13","21,516,544.46","7,308,860.87","7,875,230.35","14,899,868.13","20,518,851.26","32,941,056.31","1,506,186.59","14,879,410.65","3,682,838.94","10,845,716.17","12,733,175.80","30,806,131.74","20,211,587.83","21,322,928.30","19,645,364.27","33,259,552.56","37,125,029.47","46,608,037.70","23,067,307.44","33,147,710.70","40,485,411.10","-38,548,808.76","18,239,928.51"
减:营业成本,"16,263,191.77","18,996,774.94","28,739,771.66","18,486,583.86","27,564,726.11","35,728,042.42","5,051,844.28","23,742,242.54","33,287,916.16","47,690,312.73","9,656,649.97","19,099,209.76","27,025,629.49","37,871,886.18","11,690,233.07","18,102,827.59","55,045,918.16","82,472,527.61","14,316,836.37","66,140,186.66","81,182,296.04","110,967,744.14","21,936,326.34","69,358,624.07","100,644,743.04","166,176,213.38","22,524,594.38","71,423,275.31","130,372,833.35","237,046,946.28","30,930,920.73","93,238,543.59","145,603,932.65","206,556,504.87","38,590,130.10"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"503,541.17","954,800.65","1,204,714.92","726,097.27","940,453.11","1,458,994.24","375,037.29","855,501.57","1,860,990.68","2,054,551.23","209,328.48","720,654.45","1,092,492.54","1,996,242.75","102,707.56","493,311.21","1,698,365.36","3,781,009.67","99,668.22","1,071,743.04","1,225,541.16","2,772,120.65","354,138.57","1,197,715.56","1,615,958.05","2,656,086.27","453,570.29","2,216,061.38","2,767,753.41","5,182,622.42","512,631.48","2,973,709.17","3,967,463.58","4,227,765.10","441,355.10"
营业外收入,"3,087,714.46","4,514,379.50","6,358,267.80","3,907,813.15","4,114,813.15","12,683,575.36","1,529,976.47","5,595,525.82","11,492,281.02","14,623,748.68","2,964,603.50","3,942,560.30","5,110,593.58","10,068,841.74","1,434,137.00","6,469,048.78","6,657,739.57","14,898,653.36","15,471,822.01","18,088,713.29","24,758,535.82","30,634,919.05","6,289,162.55","8,743,569.37","14,234,957.47","23,211,902.77","3,705,376.92","287,350.19","5,669,501.96","1,179,728.35","65,550.00","74,155.06","245,376.91","152,833.69","171,864.00"
销售费用,"3,197,736.46","6,151,547.40","9,943,887.46","7,420,798.62","12,681,535.17","17,535,781.02","3,629,566.06","7,724,640.72","14,929,794.53","20,362,340.25","5,200,194.14","10,427,832.49","16,439,399.97","26,079,922.07","4,281,615.45","9,555,217.10","15,677,343.62","24,244,679.58","4,948,025.28","11,001,441.78","20,455,372.03","39,392,691.76","8,010,083.67","18,453,636.03","27,958,189.78","40,570,577.33","7,834,882.66","18,967,056.30","28,733,462.66","39,660,783.51","9,490,227.53","19,535,587.09","29,638,759.86","37,505,658.67","6,291,819.08"
减:营业外支出,"59,507.52","35,990.26","113,871.40","126,828.57","161,114.53","221,801.80","2,064.02","83,503.73","135,004.38","200,045.96","67,697.19","112,372.78","138,664.92","310,884.16","7,189.94","59,564.68","103,139.97","352,095.61","4,744.18","34,926.87","135,956.86","213,774.13","80,626.01","125,203.46","307,754.61","317,534.00","4,535.36","8,532.43","1,792,116.87","244,698.90","6,150.30","6,150.30","6,150.80","16,995.96","8,288.81"
管理费用,"8,471,495.09","13,534,795.53","19,093,264.43","14,031,590.44","21,408,239.76","30,555,614.64","8,911,147.32","16,757,507.05","23,114,173.83","34,354,628.26","12,589,947.26","23,471,831.85","36,577,228.98","47,667,704.99","13,579,493.71","30,911,042.65","48,305,144.48","62,254,407.64","18,015,694.59","34,577,147.14","52,796,292.19","66,441,685.79","15,368,624.35","31,514,269.76","46,148,698.73","61,280,059.86","15,368,004.07","33,060,436.58","53,666,931.20","73,917,009.12","18,580,906.12","37,417,004.65","55,257,331.52","35,127,655.04","6,651,373.50"
其中:非流动资产处置净损失,,,,,,,,,,,,,,"53,922.18",,,"2,224.54","98,932.87",,,,"1,433.89",,"1,017.57",,"31,173.49",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-23,459.89","-56,544.50","18,352.22","935,710.39","1,152,430.72","-297,756.75","-1,674,559.53","-4,787,237.69","-6,922,494.42","-7,805,915.01","-910,811.75","-2,534,705.86","-4,014,667.94","-4,569,579.12","-1,027,455.26","-1,990,021.17","-3,934,706.54","-4,608,792.17","-1,020,745.29","-1,238,130.85","-2,229,850.23","-2,558,361.71","-75,693.90","-142,771.26","-8,167.55","-227,497.46","-561,699.30","-596,454.97","-254,139.47","615,697.76","1,080,069.45","4,438,550.75","4,935,307.92","288,274.77","916,305.59"
三、利润总额,"14,426,011.02","20,808,267.75","40,484,984.46","21,260,194.92","33,783,371.05","41,411,305.74","4,965,241.25","29,121,482.56","53,150,425.33","52,599,877.99","9,770,677.69","21,618,765.65","26,488,473.12","17,066,818.45","9,302,177.41","21,309,352.23","27,073,450.86","47,487,614.06","16,973,264.42","32,933,197.07","28,305,417.90","41,266,861.09","18,941,712.34","39,424,497.65","34,138,790.69","44,217,297.07","23,346,205.83","33,538,370.32","41,002,414.56","47,543,067.15","23,126,707.14","33,215,715.46","40,724,637.21","-38,412,971.03","18,403,503.70"
资产减值损失,"1,914,085.75","1,374,643.60","2,221,241.87","455,858.11","302,553.04","2,807,622.91","303,111.36","4,170,908.57","4,670,908.57","6,359,358.01","201,530.44","-364,513.20","-364,513.20","2,923,738.70","-526,766.12","4,469,162.50","8,729,134.58","3,034,116.85","1,427,432.09","9,531,099.84","10,945,445.70","24,591,216.32","308,743.94","6,061,429.44","8,507,297.28","3,241,309.43","-833,762.77","1,461,719.30","1,743,357.82","30,410,315.04","-271,753.45","9,220,114.22","23,999,314.55","44,912,589.77","1,764,623.86"
减:所得税,"2,039,928.28","2,696,570.29","5,990,262.58","2,878,007.55","4,636,612.15","4,886,653.67","699,011.88","4,018,408.70","8,513,503.33","7,237,338.08","1,576,642.68","2,485,754.26","2,972,644.66","1,914,275.69","1,074,159.71","1,936,544.26","3,008,037.84","5,634,984.75","3,335,997.34","3,792,795.87","1,040,199.40","244,957.73","1,835,812.27","3,282,240.53","1,629,083.14","1,521,520.84","4,744,505.87","6,077,405.94","6,138,001.33","3,643,384.29","2,987,985.16","4,227,024.46","4,917,407.35","-5,652,931.35","274,527.53"
