科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"4,193,990,640.38","1,470,621,993.38","4,475,322,929.30","2,798,395,702.90","2,483,974,615.21","2,151,926,272.00","1,700,816,489.64","2,470,511,389.32","3,558,038,624.94","2,606,283,958.77","4,015,665,102.06","2,114,161,995.11","999,232,238.67","1,989,907,334.28","874,924,599.90","1,900,554,737.06","4,595,787,400.93","1,895,805,075.58","2,123,123,000.79","3,755,934,348.99","2,296,398,962.63","4,138,204,159.81","1,540,434,545.43","1,548,164,052.27","2,701,600,263.22","4,427,098,660.91","4,601,455,315.70","2,263,824,278.48","1,993,316,385.01","2,697,469,810.84","3,449,996,393.44","3,113,736,735.76","5,443,699,898.34","1,605,683,707.55","2,440,949,322.85","3,855,882,291.20","4,279,060,435.80","6,220,327,500.12","4,232,903,383.64","3,379,074,909.02","3,672,300,552.78","5,384,305,561.70","6,173,314,432.58","5,201,453,446.62","4,355,196,697.84"
短期借款,"7,035,416,666.68","11,969,832,000.05","11,014,764,270.88","8,053,813,208.42","7,221,647,916.72","5,542,950,000.00","6,059,112,499.93","5,590,783,287.67","4,577,405,479.44","2,610,003,424.64","1,000,869,863.02","1,006,541,095.91","1,012,089,041.13","14,522,890,432.71","29,686,186,766.23","25,991,779,347.13","27,091,340,411.25","25,529,330,137.00","29,130,274,056.46","33,013,923,497.27","29,415,024,590.15","28,599,810,342.09","51,411,891,438.01","35,000,000,000.00","38,000,000,000.00","30,000,000,000.00","28,000,000,000.00","27,000,000,000.00","23,000,000,000.00","20,000,000,000.00",,,,"2,000,000,000.00",,,"4,000,000,000.00","15,500,000,000.00","19,435,414,631.23","16,300,000,000.00","23,920,000,000.00","24,820,000,000.00","23,800,000,000.00","19,005,000,000.00","26,000,000,000.00"
交易性金融资产,,,,,,,"43,620.00",,,,"1,740,900.00","1,001,976,848.11","1,746,800.00","1,831,200.00","1,953,750.00","1,739,200.00","1,754,800.00","1,707,600.00","1,627,400.00","1,780,000.00","1,778,200.00","1,804,400.00","1,786,600.00","1,782,600.00","1,805,400.00","1,785,800.00","1,781,000.00",,,,,,,,,"99,545.00",,"35,175.00","85,460.00","92,880.00","84,100.00","11,970.00","11,920.00","10,270.00","9,880.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"351,719,401.47","352,818,603.22","296,115,898.94","293,741,413.39","513,947,206.47","505,130,794.84"
应收票据,"146,000,000.00","790,000,000.00","447,058,800.00","919,000,000.00","194,000,000.00","1,095,500,000.00","560,500,000.00","1,067,392,534.09","149,500,000.00","1,778,129,254.67","397,200,000.00","1,127,980,059.96","383,770,000.00","1,243,700,000.00","354,357,921.44","1,194,272,979.06","195,920,000.00","984,917,965.95","184,310,000.00","755,812,800.00","304,138,280.00","160,768,280.00","50,764,934.00","161,014,934.00","163,436,966.00","118,711,874.00","152,514,908.00","161,231,470.00","118,758,000.00","109,118,000.00","86,760,000.00","110,470,000.00","100,340,000.00","87,690,000.00","95,390,000.00","109,150,000.00","75,350,000.00","90,950,000.00","106,000,000.00","86,967,495.25","75,083,623.05","42,920,000.00","22,485,800.00","77,050,000.00","109,700,000.00"
应付票据,"811,837,069.91","813,570,916.28","413,799,389.60","15,360,505.97","24,315,112.26","18,957,847.84","14,836,280.98","182,026,095.80","15,948,474.45","1,211,093,550.79","1,210,049,331.91","1,014,907,994.24","1,007,283,921.99","10,261,412.57","11,653,625.26","19,469,148.31","14,903,244.27","25,057,153.68","13,278,193.19","22,694,021.30","18,844,260.08","20,576,412.22","27,667,308.29","70,844,488.37","91,383,402.57","87,927,686.60","86,374,074.57","56,380,493.63","62,326,027.93","130,813,721.49","112,496,958.70","104,206,262.05","82,962,425.37","75,196,352.45","87,631,386.90","112,544,771.03","93,586,995.92","12,056,589.66","38,934,573.61","102,359,148.79","66,758,761.65","53,323,798.07","42,625,557.91","101,039,781.02","92,799,070.54"
应收账款,"1,727,598,139.00","2,198,648,329.49","4,473,157,359.10","1,004,407,556.99","1,691,127,842.39","2,391,886,812.01","6,294,902,109.46","1,548,683,396.61","2,200,316,436.92","2,103,587,909.52","6,298,239,684.95","1,286,103,701.07","2,152,515,276.17","2,933,605,347.52","7,157,399,761.21","1,348,817,479.63","2,476,868,158.62","2,681,026,729.13","5,373,178,492.70","1,309,061,934.00","1,445,905,514.12","2,796,319,128.69","4,046,287,922.46","1,446,769,674.42","1,391,940,832.50","2,802,283,363.44","3,000,194,040.16","1,406,423,880.07","1,363,366,813.57","2,780,216,089.35","4,795,954,711.25","1,816,250,436.40","1,703,424,502.04","2,865,379,616.56","3,830,210,444.41","1,648,153,422.24","1,853,912,532.38","5,816,845,730.99","5,436,460,684.89","3,110,657,083.26","3,372,686,279.93","5,160,301,322.80","6,900,035,127.17","3,213,100,306.64","3,143,139,933.47"
应付账款,"912,678,540.36","1,634,189,057.12","2,464,724,544.07","469,251,655.23","946,621,919.71","2,369,637,972.99","4,452,019,650.87","921,466,820.14","1,533,701,663.52","3,079,956,672.17","4,353,531,025.73","57,332,311.50","25,234,568.36","78,336,790.29","112,444,300.29","88,059,924.16","61,087,832.51","78,678,839.67","57,330,060.25","80,461,562.24","52,304,263.69","100,661,937.86","95,320,557.52","127,140,859.45","83,526,478.07","103,415,458.17","54,771,734.47","222,389,019.36","155,724,203.19","54,310,341.11","100,934,353.06","154,233,615.34","105,720,809.45","97,149,598.96","123,437,605.65","142,606,536.43","120,765,205.03","86,735,071.32","116,575,066.51","146,393,077.89","126,555,829.09","88,763,738.27","152,107,553.06","87,419,834.98","107,692,185.47"
预付款项,"30,689,179.20","39,967,427.94","47,496,981.42","18,928,892.43","50,683,320.56","36,659,299.33","34,716,663.15","28,271,274.30","33,126,541.61","13,010,425.40","24,295,771.83","33,631,159.51","82,959,969.16","77,282,399.97","49,680,690.00","4,943,598.46","24,620,493.29","48,979,172.55","35,826,038.79","16,399,134.90","20,924,389.65","23,636,898.40","66,423,922.83","74,252,974.17","78,737,194.90","84,238,658.20","95,388,876.84","19,007,190.34","33,832,324.99","27,456,394.90","35,481,243.79","9,113,703.48","17,228,051.44","18,722,075.14","14,958,488.86","7,000,399.48","10,160,880.56","20,409,774.96","19,946,049.26","34,519,815.24","35,551,412.52","35,973,398.08","38,402,577.75","30,042,910.75","33,916,789.00"
预收款项,,,,,,,,,,,"15,004,144.00","52,622,128.01","31,600,312.90","19,239,695.02","12,649,621.56","24,950,050.91","23,502,856.85","282,059,457.09","92,536,437.25","42,803,674.96","27,773,573.21","28,893,251.60","26,851,443.56","46,039,147.72","30,474,973.73","54,287,959.90","60,702,383.81","72,155,058.13","76,945,631.73","102,430,260.24","103,580,555.56","98,063,452.09","67,003,644.93","58,367,950.94","76,911,662.06","88,658,056.53","91,457,275.95","98,806,781.59","69,778,671.79","96,941,751.67","78,502,751.14","46,575,645.90","60,284,022.90","10,378,175.16","10,386,950.41"
