科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"23,532,390.04","34,309,005.48","77,904,815.66","79,411,419.24","112,714,373.10","475,010,594.35","332,941,691.47","305,513,486.58","254,799,634.90","304,428,436.19","243,006,812.72","268,347,699.97","215,800,335.19","167,077,793.54","120,579,117.10","122,862,808.45","126,521,092.82","205,373,715.07","160,968,665.50","138,824,901.45","126,732,105.24","167,550,646.75","158,012,805.05","133,195,833.76","171,807,311.12","138,703,979.34","122,202,799.55","86,497,952.24","512,718,485.38","230,106,165.29","158,886,831.93","163,935,036.73"
短期借款,"17,500,000.00","25,000,000.00","40,000,000.00","75,000,000.00","95,000,000.00","60,000,000.00",,"10,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00","148,000,000.00","134,950,000.00","139,950,000.00","154,940,000.00","157,890,000.00","157,890,000.00","152,900,000.00","147,890,000.00","167,890,000.00","167,940,000.00","187,940,000.00","177,950,000.00","188,000,000.00","210,000,000.00","248,000,000.00","233,000,000.00","203,000,000.00","163,000,000.00","80,000,000.00","80,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"1,859,398.92","2,320,000.00","9,359,600.00","7,499,600.00","10,050,000.00","3,900,000.00","4,474,968.49","3,757,931.30","2,970,000.00","5,971,303.00","13,161,274.40","17,072,400.00","17,285,400.00","21,212,669.44","13,939,970.87","6,695,603.50","9,981,022.44","17,427,105.29","23,309,565.63","18,237,112.77","21,592,430.40","31,529,561.62","16,477,557.37","36,325,900.22","30,776,064.78","24,804,527.29","32,603,321.54","37,485,362.03","30,953,208.43","23,650,027.98"
应付票据,,"400,000.00","7,985,250.00",,"5,149,600.00","9,168,913.50","4,369,313.50",,"2,000,000.00","2,000,000.00",,"4,590,000.00","8,344,146.10","7,445,399.50","6,721,800.00","9,416,185.35","13,984,162.48","7,403,704.17","1,934,814.65","2,633,814.65","2,563,814.65","1,130,000.00",,"6,063,153.10","8,821,127.67","8,626,800.00","10,986,800.00","8,790,000.00","15,689,072.00","18,089,072.00","13,095,000.00","11,672,862.80"
应收账款,"10,389,455.85","12,272,188.82","15,956,799.60","27,867,922.04","23,959,066.11","26,005,034.90","19,284,948.53","38,300,221.27","63,702,047.79","76,784,885.67","80,151,768.96","87,088,628.79","122,357,564.63","123,999,583.46","131,394,572.29","150,506,433.47","144,332,269.87","112,995,246.91","95,899,669.68","131,680,460.81","128,561,181.06","104,605,461.29","107,039,227.21","128,736,598.22","121,582,656.20","108,413,708.37","125,704,933.84","141,848,070.88","123,954,712.23","132,136,458.18","148,844,993.19","131,797,054.28"
应付账款,"10,629,582.69","31,424,636.51","22,972,934.79","22,874,231.47","12,082,548.84","27,158,578.96","16,434,533.64","16,714,388.70","18,349,806.34","30,541,469.84","14,207,326.35","28,055,665.51","37,336,518.84","39,675,122.69","27,465,725.36","31,172,263.98","30,100,946.98","34,530,639.05","32,359,441.70","36,989,333.96","30,576,509.25","30,069,601.93","32,224,095.71","37,384,392.18","36,006,249.84","39,703,388.08","37,447,836.27","36,479,962.38","32,835,088.79","23,510,844.16","24,543,750.68","23,112,875.44"
预付款项,"7,066,340.09","7,111,615.55","12,449,255.52","10,452,747.00","12,671,875.69","12,026,312.35","19,496,951.73","37,380,712.11","20,297,776.42","6,893,548.32","13,626,455.63","13,395,454.67","23,955,125.44","18,079,007.98","31,642,035.92","24,803,080.79","36,817,932.75","31,433,403.84","30,780,153.37","31,522,518.42","41,145,678.54","33,457,512.54","49,009,530.36","45,195,479.67","62,360,571.16","50,099,719.75","43,843,484.13","53,204,854.34","44,752,049.01","43,198,002.96","33,501,290.21","49,778,287.25"
预收款项,"39,763,193.93","55,113,140.89","67,584,342.29","41,830,653.25","46,562,740.28","54,467,926.93","36,161,273.40","34,867,371.18","28,156,229.21","37,118,375.46","43,935,682.53","27,988,493.03","48,888,211.33","45,466,256.12","58,677,507.80","42,227,799.68","50,844,647.89","35,794,383.93","28,445,744.97","16,159,921.27","19,096,456.37","20,575,925.25","28,756,540.61","34,014,226.15","31,634,978.97","38,701,022.42","45,561,399.60","38,368,501.96","56,832,638.23","44,737,567.08","49,217,279.01","47,957,813.87"
其他应收款,"2,112,803.88","2,984,395.82","4,085,759.02","2,734,226.73","5,045,027.09","3,901,991.77","3,042,744.15","2,099,734.90","1,040,520.41","655,327.22","753,810.72","785,843.34","1,733,078.32","2,106,581.99","1,654,402.07","5,348,923.42","8,901,547.65","1,488,416.51","7,806,825.94","1,814,426.75","1,769,615.19","2,173,153.12","2,058,441.45","6,196,990.12","2,651,435.31","2,831,653.15","2,371,798.43","2,896,816.76","2,768,407.89","2,529,255.36","3,783,790.79","5,652,705.20"
应付职工薪酬,"42,653.52",,,,,,,,,,,,"916,229.84","1,161,603.58","21,447.67","760,289.74","815,825.98","1,111,529.67","926,087.65","1,073,482.27","1,054,234.63","18,425.62","176,538.90","17,200.97","18,510.43","16,821.34","17,811.81","17,960.74","16,652.68","2,907,393.15","68,895.28","33,422.95"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,867,197.32","4,367,787.37","2,370,519.06","4,822,176.26","7,180,646.86","2,720,343.57","2,705,065.77","5,653,165.92","6,216,332.36","6,937,881.64","2,710,879.96","2,638,970.78","10,902,908.41","7,896,305.13","4,579,730.09","3,590,626.75","1,276,557.84","7,448,187.05","4,429,340.31","5,705,295.42","3,684,917.02","5,114,696.15","2,948,037.85","3,597,420.26","5,087,313.73","5,885,651.19","4,206,630.96","6,621,357.25","4,888,458.39","4,634,414.62","6,436,353.74","7,532,007.19"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
