科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应交税费,"20,323,684.80","-10,155,207.26","-6,759,539.64","10,117,390.71","30,733,538.80","-11,406,714.10","14,411,839.09","26,772,785.28","19,143,186.58","21,124,880.68","22,353,660.89","12,996,081.01","21,592,505.16","23,520,325.67","27,967,548.79","14,873,365.57","20,017,182.62","26,025,445.92","28,199,516.05","21,829,670.99","14,148,472.67","65,347,249.69"
应收利息,,,,,,,,,,,,,,,,,,,,,,
应付利息,"1,507,901.01","1,767,574.52","2,363,170.82","4,424,099.11","2,999,846.66","8,780,964.45","22,981,084.68","17,470,374.23","22,159,806.19","30,404,201.08","15,693,818.15","9,775,080.01","15,832,458.67","24,495,540.48","4,674,852.33","2,844,166.66","2,214,690.14","2,321,805.20","2,169,416.30","2,218,409.17","2,914,250.01","1,972,694.45"
应收股利,,,,,,,,,,,,,,,,,,,,,,
应付股利,"2,122,979.48","11,930,288.36","1,787,742.96","40,584,874.46","1,787,742.96","1,288,913.49",,,,,,,,,,,,,,,,"4,790,836.76"
存货,"123,698,804.00","219,298,322.86","308,694,644.16","285,667,631.81","279,445,716.25","300,287,354.79","358,568,663.75","367,330,316.49","419,440,548.92","424,532,973.07","417,324,219.89","457,263,894.42","380,586,242.68","470,485,876.79","448,110,278.30","429,083,682.43","489,326,179.66","496,222,774.35","482,127,206.86","461,411,701.26","417,834,152.43","556,336,768.99"
其他应付款,"257,717,207.29","355,544,358.72","369,858,121.57","376,348,800.70","328,211,747.99","128,376,597.79","64,670,550.08","50,033,285.37","67,060,360.99","63,320,497.28","79,970,746.11","87,778,703.23","82,150,266.23","101,755,478.38","100,219,957.19","108,849,379.46","107,679,711.42","99,807,843.26","105,876,193.74","124,519,860.35","116,892,702.78","248,248,695.02"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"61,500,000.00","52,000,000.00","30,000,000.00","73,000,000.00","142,112,000.00","131,112,000.00","211,165,740.70","204,080,947.14","453,490,507.65","394,730,864.42","700,340,163.58","520,340,163.58","647,659,874.60","573,717,947.74","307,029,033.05","267,531,098.56","171,880,257.80","165,351,569.72","104,744,119.14","188,000,000.00","210,000,000.00","125,000,000.00"
其他流动资产,"587,109.94","82,434.45","269,487.47","753,525.29","236,606.27","1,791,322.76","1,977,443.05","2,430,227.88","1,143,555.71","1,181,349.04","1,654,953.24","103,137,584.06","103,896,593.49","101,090,580.32","101,684,089.52","1,007,218.18","73,318,722.19","25,096,675.24","37,171,643.96","138,181,950.11","42,458,474.60","43,643,079.20"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"693,547,503.70","658,874,081.13","1,060,353,536.58","1,280,267,592.92","1,151,559,694.25","1,065,643,320.55","1,172,131,924.61","1,110,845,772.60","1,449,792,236.02","1,383,727,033.59","1,370,883,648.60","1,371,744,596.74","1,476,901,126.74","1,592,945,628.17","1,478,784,272.51","1,351,927,318.33","1,437,484,958.02","1,535,885,240.30","1,502,909,771.94","1,551,624,955.60","1,528,310,260.84","2,559,635,831.90"
流动负债合计,"866,396,219.53","1,042,053,900.19","1,472,381,549.66","1,908,038,221.95","1,907,847,797.90","1,777,208,150.38","1,654,901,879.74","1,562,663,722.91","1,768,647,227.64","1,659,644,401.73","1,973,070,351.07","1,952,537,893.36","2,205,510,698.64","2,272,435,373.86","2,150,311,739.26","2,046,323,004.95","2,138,963,727.65","2,208,456,967.64","2,134,749,348.83","2,309,488,877.34","2,353,558,527.36","2,786,432,479.25"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,
长期借款,"695,672,000.00","715,560,000.00","858,448,000.00","759,892,000.00","754,224,000.00","834,112,000.00","587,000,000.00","515,000,000.00","472,000,000.00","465,000,000.00","429,500,000.00","429,500,000.00","282,000,000.00","277,000,000.00","228,000,000.00","223,000,000.00","220,000,000.00","260,000,000.00","285,000,000.00","150,000,000.00","120,000,000.00","65,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,"198,454,370.71","496,848,956.54","497,572,790.32","298,688,914.69","298,688,914.69",,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"12,890,000.00",,,,,,"68,898,609.47","56,885,814.57","44,541,769.41","38,720,411.49","32,608,723.34","26,533,759.15","19,196,497.08","12,973,812.82","6,675,963.52",,,,,,,"10,290.74"
长期股权投资,"100,000.00","100,000.00",,,,,,,,,,,,,,,,,,,,
专项应付款,"600,000.00",,,,,,,,,,,,,,,,,,,,,
投资性房地产,"603,348.08","595,643.72","587,939.36","584,087.18","16,265,179.46","15,881,985.02","15,498,790.58","16,961,712.35","16,750,401.59","16,644,746.21","16,539,090.83","16,433,435.45","16,671,279.58","16,563,584.05","16,455,888.52","16,348,192.99","16,240,497.46","16,132,801.93","16,025,106.40","15,917,410.87","11,120,385.43","115,802,916.88"
预计负债,,,,,,,,,,,,,,,,,,,,,,"3,269,111.42"
固定资产,"1,513,706,089.85","1,587,006,577.87","2,214,652,849.51","2,246,219,159.68","2,183,825,774.90","2,908,331,810.24","2,848,193,444.61","2,735,941,300.99","2,667,574,455.10","2,630,571,529.11","2,609,467,216.20","2,530,093,503.24","2,520,190,195.96","2,451,482,126.28","2,421,672,978.97","2,357,117,702.85","2,381,868,276.43","2,578,910,048.45","2,544,099,389.16","2,485,853,431.26","2,738,381,850.40","3,221,261,858.88"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,
在建工程,"155,802,768.88","569,776,791.18","217,001,027.10","342,558,754.14","593,953,319.77","201,764,134.51","184,675,385.01","206,517,437.84","196,151,282.25","185,378,682.08","171,709,955.03","218,992,133.82","242,590,719.98","279,649,481.21","260,380,657.48","377,861,884.21","403,878,851.47","268,941,081.17","298,308,667.42","379,752,258.19","200,969,365.32","297,455,565.03"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,"745,534.50"
工程物资,,,,,,,,,,"532,526.81",,,,,,"2,721,785.91","22,954,224.49","8,258,716.71","6,780,982.44",,,
非流动负债合计,"709,162,000.00","715,560,000.00","858,448,000.00","759,892,000.00","754,224,000.00","1,032,566,370.71","1,157,747,566.01","1,073,858,604.89","819,030,684.10","810,909,326.18","470,308,723.34","463,933,759.15","308,796,497.08","297,273,812.82","241,675,963.52","229,700,000.00","226,850,000.00","266,550,000.00","291,225,000.00","155,925,000.00","134,350,000.00","82,699,936.66"
固定资产清理,,,,,,,,,,"41,474.69",,,,,,,,,,,,
负债合计,"1,575,558,219.53","1,757,613,900.19","2,330,829,549.66","2,667,930,221.95","2,662,071,797.90","2,809,774,521.09","2,812,649,445.75","2,636,522,327.80","2,587,677,911.74","2,470,553,727.91","2,443,379,074.41","2,416,471,652.51","2,514,307,195.72","2,569,709,186.68","2,391,987,702.78","2,276,023,004.95","2,365,813,727.65","2,475,006,967.64","2,425,974,348.83","2,465,413,877.34","2,487,908,527.36","2,869,132,415.91"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"265,000,000.00","328,000,000.00","469,440,000.00","469,440,000.00","469,440,000.00","469,440,000.00","469,440,000.00","469,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","559,440,000.00","775,730,854.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"538,826,011.98","654,179,011.98","684,165,769.89","684,165,769.89","684,165,769.89","684,165,769.89","684,165,769.89","684,165,769.89","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","882,463,626.60","2,159,009,871.82"
无形资产,"153,082,507.01","144,990,559.30","200,679,486.05","197,236,649.07","197,279,413.27","188,258,434.26","191,655,994.22","187,094,112.32","182,463,575.18","180,148,306.61","177,833,038.04","175,525,986.13","173,961,947.88","171,642,470.79","193,149,513.85","190,268,460.28","189,584,401.63","186,585,707.86","183,885,800.12","182,127,243.16","189,274,366.30","610,379,292.11"
盈余公积,"2,626,943.36","8,960,433.66","20,409,570.78","20,409,570.78","29,939,923.85","43,414,553.18","49,487,697.38","49,487,697.38","62,503,919.88","62,503,919.88","62,503,919.88","62,503,919.88","66,539,477.88","66,539,477.88","66,539,477.88","66,539,477.88","80,115,533.72","80,115,533.72","80,115,533.72","80,115,533.72","89,569,685.84","89,569,685.84"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"2,652,675.40","75,515,877.68","200,983,783.21","235,387,009.70","303,025,915.62","386,730,386.41","423,576,224.19","451,033,026.70","461,587,056.92","467,883,312.37","443,454,401.00","441,385,362.59","455,331,179.15","483,977,532.21","520,764,724.74","561,459,859.24","608,692,397.86","639,654,054.16","648,048,158.39","671,798,768.04","690,397,904.94","854,355,198.74"
长期待摊费用,,,,,,"2,711,917.02","7,546,138.91","6,710,203.51","7,085,831.98","7,121,520.36","6,080,608.74","7,925,595.00","6,142,937.79","6,256,984.89","6,564,697.58","7,086,872.29","6,746,143.84","6,129,105.50","7,403,574.21","9,536,998.93","8,596,327.66","11,817,885.83"
少数股东权益,"144,455,849.95","151,007,696.40","2,174,652.30","9,297,647.41","10,208,800.67","9,233,520.83","7,573,315.60","6,011,926.96","4,719,318.17","4,055,246.61","3,978,998.38","3,875,622.10","2,396,497.76","2,194,071.62","2,082,675.12","1,907,219.73","2,625,102.86","3,076,977.43","3,423,826.63","3,526,591.49","3,841,792.77","128,354,191.14"
递延所得税资产,"11,557,875.09","13,878,884.33","14,578,720.03","19,612,968.58","15,813,271.58","19,941,730.99","26,973,408.87","32,370,894.65","38,377,064.02","42,739,772.12","42,713,298.42","45,540,920.52","44,321,492.51","46,063,388.41","46,477,231.76","44,627,932.25","40,462,009.85","38,842,341.39","40,168,417.45","38,212,864.45","37,221,486.06","59,918,444.98"
外币报表折算价差,"-59,209.13","-54,382.38","-149,767.21","-151,008.16","-155,554.70","-225,418.81",,,,,,,,,,,,,,,,
其他非流动资产,"660,398.48",,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,835,512,987.39","2,316,348,456.40","2,647,500,022.05","2,806,211,618.65","3,007,136,958.98","3,336,890,012.04","3,274,543,162.20","3,185,595,661.66","3,108,402,610.12","3,063,178,557.99","3,024,343,207.26","2,994,511,574.16","3,003,878,573.70","2,971,658,035.63","2,944,700,968.16","2,996,032,830.78","3,061,734,405.17","3,103,799,803.01","3,096,671,937.20","3,111,400,206.86","3,185,563,781.17","4,316,698,543.71"
所有者权益(或股东权益)合计,"953,502,271.56","1,217,608,637.34","1,377,024,008.97","1,418,548,989.62","1,496,624,855.33","1,592,758,811.50","1,634,025,641.06","1,659,919,106.46","1,970,516,934.40","1,976,351,863.67","1,951,847,781.45","1,949,784,518.39","1,966,472,504.72","1,994,894,477.12","2,031,497,537.89","2,071,937,144.16","2,133,405,635.54","2,164,678,075.67","2,173,607,360.31","2,197,611,285.12","2,225,965,514.65","4,007,201,959.70"
资产总计,"2,529,060,491.09","2,975,222,537.53","3,707,853,558.63","4,086,479,211.57","4,158,696,653.23","4,402,533,332.59","4,446,675,086.81","4,296,441,434.26","4,558,194,846.14","4,446,905,591.58","4,395,226,855.86","4,366,256,170.90","4,480,779,700.44","4,564,603,663.80","4,423,485,240.67","4,347,960,149.11","4,499,219,363.19","4,639,685,043.31","4,599,581,709.14","4,663,025,162.46","4,713,874,042.01","6,876,334,375.61"
负债和所有者(或股东权益)合计,"2,529,060,491.09","2,975,222,537.53","3,707,853,558.63","4,086,479,211.57","4,158,696,653.23","4,402,533,332.59","4,446,675,086.81","4,296,441,434.26","4,558,194,846.14","4,446,905,591.58","4,395,226,855.86","4,366,256,170.90","4,480,779,700.44","4,564,603,663.80","4,423,485,240.67","4,347,960,149.11","4,499,219,363.19","4,639,685,043.31","4,599,581,709.14","4,663,025,162.46","4,713,874,042.01","6,876,334,375.61"
