科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"39,765,853.07","73,192,280.13","83,490,495.26","86,893,980.35","544,072,316.50","527,613,096.95","502,735,659.61","482,698,117.46","436,406,411.29","399,906,894.29","363,907,851.45","323,250,613.29","266,781,424.50","276,995,116.86","286,959,771.88","293,309,617.68","247,431,633.73","242,701,168.49","211,129,311.93","216,478,228.02","187,491,405.63","167,868,593.02","324,647,784.27","288,473,290.65","289,021,742.68","198,064,433.38","239,922,502.28","151,260,016.84","192,640,374.37","204,764,548.74","277,627,519.37","414,497,145.88","356,452,237.00","344,642,617.53","451,115,199.63","376,166,659.22","431,951,769.57","344,461,206.62","438,517,246.32","419,251,659.99"
短期借款,"27,000,000.00","20,173,250.11","30,034,693.50","33,746,731.96","9,419,143.84","29,268,410.73","1,240,000.00","11,078,960.61","38,793,995.07",,,,,,,,"1,000,000.00","1,978,930.68","1,919,701.28",,,"5,000,000.00","8,931,703.30","5,100,000.00","18,618,346.94","18,709,631.45","21,437,575.02","8,346,290.51","7,815,000.00","12,922,231.29","17,795,778.84","25,409,458.52","22,743,286.80","15,806,588.64","21,165,774.39","110,591,705.35","293,382,042.20","285,143,492.31","218,261,523.95","210,952,012.38"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190,110,915.98"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,393,200.00","1,210,800.00",,
应收票据,"13,819,867.86","8,486,084.34","21,346,142.34","22,119,134.51","23,991,707.60","24,418,779.22","24,501,139.73","36,102,526.36","27,710,669.37","12,220,579.75","14,746,203.88","18,446,815.66","19,665,716.92","11,833,061.24","22,905,904.05","26,330,238.16","28,112,583.79","32,406,026.46","33,544,658.01","46,324,322.50","45,991,545.90","54,959,151.52","55,596,623.66","60,939,259.11","57,208,154.18","60,766,296.90","68,505,398.99","69,552,134.56","72,220,993.29","72,493,077.69","80,211,421.49","81,760,923.17","103,581,911.82","72,750,645.76","81,567,685.01","122,358,769.30","120,265,497.82","100,613,344.12","144,087,420.58","73,664,740.82"
应付票据,"6,934,800.00","40,033,550.00","56,330,613.30","53,913,760.00","52,931,445.50","61,740,434.90","64,930,940.80","58,747,516.29","44,209,564.81","56,016,809.68","51,489,774.61","42,936,658.70","40,777,938.30","33,841,505.53","40,693,261.97","39,923,062.63","48,579,122.50","69,580,747.87","63,060,184.25","48,364,688.01","58,106,244.14","71,369,898.39","91,354,137.52","92,123,336.80","92,518,058.78","94,859,925.19","92,915,453.37","98,334,756.67","97,084,036.22","104,254,593.27","123,302,035.07","124,949,672.15","124,762,441.41","133,328,133.54","154,751,333.89","186,473,035.79","194,431,815.41",,"181,348,346.90",
应收账款,"64,571,119.00","54,900,586.67","83,520,433.31","84,989,232.41","143,393,843.65","152,278,861.57","125,871,895.27","126,794,768.26","169,036,536.01","165,718,081.70","162,607,922.66","168,186,500.61","196,202,426.86","184,397,094.39","171,852,251.43","184,112,239.24","237,353,768.24","248,315,729.18","259,845,835.48","226,449,033.16","261,208,464.63","290,001,942.79","280,909,659.04","248,216,340.24","305,220,275.72","309,049,180.71","329,016,875.20","318,493,039.00","360,364,461.06","365,913,606.23","360,128,864.27","349,317,729.77","486,540,616.46","541,090,747.50","534,316,636.53","551,824,786.24","766,023,131.64","790,533,796.77","799,494,119.60","763,256,853.28"
应付账款,"56,864,815.30","53,879,658.84","76,002,883.84","100,074,051.45","115,152,481.56","96,221,305.22","85,249,125.29","109,094,730.29","118,016,754.69","96,499,620.45","116,393,726.22","111,639,085.97","124,274,356.61","112,617,260.60","123,165,415.77","156,344,180.01","179,018,926.86","173,200,118.22","174,902,307.45","166,631,014.83","182,035,042.09","189,079,137.35","196,398,180.91","206,911,978.38","214,065,842.28","222,549,824.73","243,773,066.15","249,273,258.81","302,628,620.99","298,968,434.66","332,050,360.32","382,092,954.70","427,642,814.88","494,874,842.96","527,372,841.93","492,425,570.58","628,420,548.22",,"801,759,302.90",
预付款项,"225,270.82","18,557,155.41","1,715,059.04","10,147,612.13","7,041,449.89","6,380,723.30","6,439,341.35","6,694,922.08","3,154,317.65","8,835,595.34","28,750,825.80","29,003,151.84","31,658,286.28","14,004,032.45","4,302,074.34","4,843,161.63","4,275,368.68","5,747,756.73","3,789,474.28","5,717,808.70","13,903,156.13","14,822,921.39","9,483,964.21","9,898,932.43","4,909,719.42","8,366,979.04","11,955,808.70","36,415,435.06","5,117,459.40","19,995,001.33","2,478,311.35","5,914,008.60","6,058,609.00","6,491,274.88","3,456,357.85","2,639,455.73","5,368,877.79","7,045,900.04","6,052,471.42","11,446,130.75"
预收款项,"789,816.24","525,079.23","235,141.84","174,151.46","408,574.00","342,577.44","284,383.11","1,494,568.85","1,478,267.60","1,818,968.76","1,675,530.38","1,446,521.41","1,840,396.00","1,305,429.25","464,244.92","752,817.19","692,349.88","4,874,871.34","1,915,123.35","3,626,112.81","8,062,482.66","6,959,382.61","4,361,509.80","4,527,720.87","3,131,919.51","5,037,829.25","3,935,852.02","2,208,788.22","4,089,681.39","9,334,663.25","5,305,917.18","5,015,181.40","2,478,131.31","4,249,635.02","3,450,857.97","4,993,367.65","2,560,521.99","4,908,682.98","3,749,233.61","5,086,340.67"
