科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"2,803,505,666.62","3,977,139,840.75","8,355,994,803.78",,"6,301,390,269.11","11,641,412,173.46","6,732,396,063.60","5,120,744,158.12","7,164,550,380.67","7,558,455,672.77","8,554,949,298.13","6,461,805,430.36","7,439,192,669.82","9,525,165,762.23","10,513,559,505.43","8,572,373,012.97"
短期借款,"4,011,505,803.12","5,410,426,401.87","9,249,113,410.44",,"10,640,721,664.00","11,986,790,800.00","10,087,713,242.88","11,272,917,411.27","10,359,348,213.75","9,347,886,363.65","7,742,250,614.67","9,597,065,808.70","9,418,991,205.91","10,927,265,779.51","9,591,041,703.89","11,288,277,643.87"
交易性金融资产,,,,,,,,,,,,,,,"31,000,000.00","1,306,189,338.39"
交易性金融负债,"3,567,366.41",,,,,,,,,,,,,,,
应收票据,"183,458,095.35","151,458,667.05","276,523,634.01",,"365,436,169.56","313,558,819.54","1,123,033,439.08","785,623,374.39","419,914,815.57","405,437,868.93","958,446,863.80","922,325,639.29","637,034,569.80","403,591,415.57","665,035,830.33","588,689,823.49"
应付票据,"1,472,503,871.74","2,049,831,462.85","2,132,445,953.15",,"2,079,976,714.70","2,218,709,725.19","2,248,124,048.17","2,852,759,336.64","3,448,611,812.55","3,744,643,878.28","3,825,430,414.94","4,515,697,063.84","4,564,296,713.65",,"4,870,939,584.14",
应收账款,"6,848,785,950.89","10,349,846,562.67","13,088,826,614.63",,"14,126,371,266.15","15,337,507,955.69","14,571,331,515.03","14,937,787,357.28","15,950,749,632.91","17,095,512,669.55","17,351,801,792.77","16,268,449,158.29","18,039,476,761.70","19,752,392,673.59","21,593,052,514.64","21,181,249,966.00"
应付账款,"7,409,958,924.90","15,503,235,257.10","19,861,149,036.16",,"20,021,092,731.58","21,540,542,358.36","24,156,456,788.20","20,898,452,732.43","22,878,966,087.24","22,938,974,126.70","27,277,688,653.07","22,353,102,838.12","25,696,853,073.03",,"29,405,436,910.47",
预付款项,"3,319,351,176.93","1,758,960,346.73","1,530,593,926.13",,"1,824,069,495.36","2,342,781,068.32","2,310,654,181.98","3,265,824,069.41","3,222,486,523.54","3,107,408,556.66","2,699,568,751.51","2,782,411,106.44","2,734,788,821.46","3,382,959,682.26","2,587,585,152.57","3,011,304,577.55"
预收款项,"11,183,955,906.56","7,954,014,723.21","7,639,351,404.45",,"7,342,971,200.47","9,126,367,203.99","9,515,140,506.77","10,948,426,324.86","9,912,982,387.21","10,319,991,400.52","10,486,310,659.74","11,930,653,672.45","11,902,372,798.66","12,715,683,693.81","13,170,392,561.75","13,529,578,466.52"
