科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"672,145,493.27","979,753,942.94","753,669,529.71","569,605,596.61","874,277,489.45","1,152,373,198.71","208,690,161.82","514,113,909.42","813,493,135.78","1,057,038,256.57","247,213,484.53","588,193,638.04","888,852,995.63","1,197,642,765.61","248,090,661.34","650,286,394.31","1,046,613,941.36","1,455,876,793.78","352,954,207.92","819,491,593.04","1,260,546,345.47","1,715,962,170.18","315,926,017.03","702,040,814.07","1,057,776,300.62","1,446,639,936.27","318,736,200.37","706,776,899.83","1,087,053,010.84","9,880,671,262.51","2,176,993,811.82","5,561,429,030.66","8,564,630,058.72","12,657,241,388.43","2,905,835,146.84"
二、营业利润,"47,917,247.73","191,950,101.08","59,805,257.69","53,031,835.24","82,219,222.94","94,729,101.09","1,880,691.24","34,415,095.72","40,429,121.29","4,538,514.76","470,042.90","6,042,790.04","-5,703,780.39","-7,137,103.54","-2,347,146.43","-1,248,695.13","1,648,481.88","934,217.53","-6,458,985.96","5,608,842.22","7,755,928.19","715,559.24","-9,851,760.74","-3,541,779.33","-6,788,824.51","-8,373,860.55","-4,901,810.90","2,610,175.87","5,486,574.25","1,632,386,678.23","401,072,326.51","964,641,019.41","1,511,094,027.31","1,893,888,222.37","456,443,693.44"
减:营业成本,"577,724,501.30","840,325,623.03","603,325,770.55","461,067,485.86","710,434,935.50","942,828,391.79","177,084,372.38","418,490,017.29","668,628,668.42","896,518,309.55","204,911,084.62","491,524,653.01","761,589,482.05","1,022,110,788.15","207,979,788.61","553,843,309.76","892,535,251.93","1,243,991,850.14","303,439,319.47","700,302,492.37","1,084,418,020.13","1,479,461,345.77","282,525,851.84","611,654,880.83","915,356,074.98","1,247,194,098.10","269,879,785.58","605,698,903.77","929,754,615.55","7,918,870,295.52","1,702,829,167.46","4,457,297,454.56","6,884,965,403.94","10,321,737,841.07","2,391,935,760.04"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"273,886.70","437,880.68","376,407.75","122,948.76","576,242.31","1,189,775.22","315,098.63","1,021,752.65","1,782,301.25","3,268,549.43","417,159.87","890,953.22","1,445,399.07","2,604,972.34","243,887.15","733,362.52","1,426,134.54","1,904,081.28","564,187.05","1,181,131.54","1,934,687.38","3,047,847.68","1,192,550.33","2,022,533.07","3,163,159.17","4,346,241.10","1,085,323.40","2,262,660.89","3,366,714.38","21,543,256.65","12,348,913.75","24,627,193.43","34,038,133.28","44,907,164.28","8,094,038.14"
营业外收入,"3,648,777.00","3,558,535.24","18,975,184.20","879,772.19","5,143,561.70","6,206,819.35","1,472,693.16","5,678,268.84","6,219,859.15","7,236,122.86","633,612.25","3,066,199.08","22,709,956.05","24,324,132.14","4,424,686.81","8,318,923.45","8,671,641.58","16,786,438.46","524,056.77","3,434,467.65","5,547,768.76","7,006,896.01","2,742,405.00","3,752,280.05","6,026,325.27","6,640,889.46","1,403,105.72","3,631,016.31","4,748,703.32","70,843,927.44","41,706,377.34","45,976,101.00","16,790,915.01","116,043,613.58","51,058,766.46"
销售费用,"9,796,080.19","17,041,387.61","22,955,005.13","12,599,090.48","20,183,286.06","29,206,071.43","8,654,199.12","17,634,401.05","28,397,006.90","42,449,185.11","10,947,049.04","22,418,502.59","32,258,814.29","43,842,913.96","10,144,828.04","22,439,459.02","34,644,756.31","49,100,977.44","11,114,951.32","23,316,050.65","36,120,353.24","53,141,121.20","10,267,361.66","21,462,615.06","33,719,181.89","48,462,354.11","11,564,297.90","25,829,214.23","38,059,404.81","74,447,306.41","14,395,564.62","44,355,590.21","53,367,530.29","76,252,284.03","12,184,311.31"
减:营业外支出,"1,455,009.93","1,290,516.22","1,175,891.13","553,797.05","915,941.11","1,173,376.75","280,384.23","339,502.09","825,674.17","1,337,826.31","254,212.25","375,737.84","751,089.50","1,615,507.38","71,781.83","278,737.94","820,444.49","1,900,057.86","13,430.81","217,507.57","692,768.20","1,632,064.36","896,533.71","1,104,389.38","1,513,900.99","1,910,135.63","752,958.26","1,458,141.05","1,666,080.70","12,707,212.72","4,276,056.06","13,991,098.21","16,584,790.18","20,635,054.36","3,222,608.51"
管理费用,"32,941,960.54","43,952,026.00","54,398,099.58","33,276,115.16","51,025,041.58","70,282,403.16","23,082,338.93","38,186,106.27","62,251,542.33","94,694,931.41","27,156,934.09","56,854,153.27","83,814,509.06","113,257,500.66","31,156,842.74","61,629,450.33","94,080,953.77","127,148,322.84","31,363,764.24","64,626,426.36","99,085,938.02","131,847,595.06","34,107,992.39","66,739,612.36","101,324,110.08","134,115,761.60","36,052,517.25","61,674,430.75","93,959,086.99","243,707,004.26","66,085,590.16","113,699,993.34","196,593,488.98","311,149,310.42","69,213,746.29"
其中:非流动资产处置净损失,"803,442.57","173,061.54","265,062.11",,,"193,628.50",,,,"430,813.45",,,,"109,373.94",,"84,248.84",,"123,491.27",,"73,043.91",,"354,329.53",,"31,561.09",,"327,873.60",,"346,541.45",,"134,122.28",,"174,303.21","2,299,842.19",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
