科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"137,565,135.21","212,497,808.23","318,507,580.53","277,196,376.66","965,292,130.74","1,038,495,278.64","895,882,423.21","803,865,545.46","694,146,796.37","652,774,808.05"
短期借款,,,,,,,,,,
交易性金融资产,,,,,,,,,,
交易性金融负债,,,,,,,,,,
应收票据,,,,,,,,,,
应付票据,"13,425,800.00",,,,,,"7,590,431.30","13,832,985.85","9,242,554.55","10,800,000.00"
应收账款,"26,425,783.10","33,533,685.78","41,380,586.50","32,986,496.36","48,116,419.89","71,208,950.19","40,917,588.42","65,072,790.28","53,711,658.96","90,681,143.45"
应付账款,"11,396,702.24","19,646,395.51","22,237,363.80","22,372,733.53","30,311,874.17","36,082,861.94","29,218,549.19","44,495,860.30","29,683,917.43","24,177,674.34"
预付款项,"38,607,408.11","35,275,272.65","25,104,020.90","52,606,027.34","28,478,024.87","19,587,709.39","64,756,886.92","77,881,611.47","98,159,600.65","96,949,449.15"
预收款项,"68,800,176.45","70,008,060.12","77,138,054.39","97,994,922.86","88,148,947.95","128,587,024.33","99,876,548.69","139,507,452.00","155,832,759.52","191,629,936.11"
其他应收款,"17,430,411.33","21,406,332.08","23,282,810.16","26,033,825.22","23,440,048.87","21,980,804.79","23,715,939.99","34,591,565.94","26,529,260.45","30,985,696.72"
应付职工薪酬,"11,278,441.50","16,552,690.00","21,888,632.00","26,999,040.00","26,242,624.65","28,815,304.09","27,879,130.00","31,037,752.22","29,316,364.90","38,628,638.86"
应收关联公司款,,,,,,,,,,
应交税费,"13,121,258.38","15,833,318.83","14,364,786.54","20,249,333.10","19,341,290.25","30,171,741.30","18,813,347.39","35,420,848.27","19,787,884.33","45,578,681.58"
应收利息,,"1,096,866.27","280,000.00","2,966,000.00","274,167.00","728,400.00","2,459,150.00","4,048,984.00","349,083.33","18,933.33"
应付利息,"41,341.67",,,,,,,,,
应收股利,,,,,,,,,,
应付股利,,,,,,,"21,334,000.00",,,
存货,"159,455,933.76","167,969,709.28","193,407,250.62","239,004,765.34","247,229,935.97","255,548,026.75","230,172,919.31","363,740,224.06","348,853,518.77","438,942,489.21"
其他应付款,"10,694,908.48","11,108,392.35","12,492,888.88","13,952,825.60","15,366,135.19","15,560,943.38","16,970,393.88","19,021,429.60","23,466,692.89","22,650,950.43"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,"10,000,000.00",,,,,,,,,
其他流动资产,,,,"100,000,000.00","56,601,529.26","52,246,088.65","182,674,523.67","181,770,315.80","283,357,148.36","335,240,854.07"
其他流动负债,"7,966,327.47","8,706,278.72","9,257,666.82","9,642,631.89","10,263,621.68","10,639,541.36","16,884,606.16","18,450,910.44","21,709,869.30","26,664,776.72"
流动资产合计,"379,484,671.51","471,779,674.29","601,962,248.71","730,793,490.92","1,369,432,256.60","1,459,795,258.41","1,440,579,431.52","1,530,971,037.01","1,505,107,066.89","1,645,593,373.98"
流动负债合计,"146,724,956.19","141,855,135.53","157,379,392.43","191,211,486.98","189,674,493.89","249,857,416.40","238,567,006.61","301,767,238.68","289,040,042.92","360,130,658.04"
可供出售金融资产,,,,,,,,,,
长期借款,"10,000,000.00",,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"2,388,233.49","2,558,486.82","2,406,966.36","3,235,536.12","3,658,730.24","3,726,175.58","4,621,652.61","4,822,094.56","5,471,479.80","5,581,623.49"
递延所得税负债,,,,,,,,,,
在建工程,"1,323,820.49","2,993,555.72","14,491,679.60","24,588,100.52","27,531,636.16","42,399,211.87","42,809,187.34","62,258,649.39","66,384,010.68","77,670,039.15"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"10,000,000.00",,,,,,,,,
固定资产清理,,,,,,,,,,
负债合计,"156,724,956.19","141,855,135.53","157,379,392.43","191,211,486.98","189,674,493.89","249,857,416.40","238,567,006.61","301,767,238.68","289,040,042.92","360,130,658.04"
生产性生物资产,,,,,,,,,,
