科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"142,329,805.17","283,072,713.14","586,882,655.46","825,673,301.60","181,032,377.38","458,304,214.87","690,911,935.63","918,857,586.13","165,202,854.95","511,392,041.89","703,227,260.03","958,662,325.82","240,809,066.27","604,742,980.56","859,749,606.19","1,339,897,388.00","365,233,778.93","720,731,214.75","924,520,750.73","1,465,594,612.04","427,545,967.78","998,990,520.29","1,512,701,412.70","2,066,236,212.08","453,402,458.52","898,691,367.77","1,388,801,857.13","1,602,542,059.91","391,634,518.05","772,039,275.70","1,219,551,935.79","1,773,754,281.39","409,870,976.87","832,010,648.09","1,206,867,387.70","1,741,666,954.15","438,965,088.08","1,023,524,663.43","1,495,393,951.74","2,199,117,270.51","403,507,892.61","918,061,495.14","1,461,449,228.29","2,478,046,833.66","730,605,010.85","1,143,487,184.07"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,214,500.00",,,,,,,,,,,,,,,,,,
收到的税费返还,,,"149,035.14","762,315.10",,"1,205,434.42","1,205,434.42","3,194,171.60","105,000.12","720,379.03","831,214.92","1,443,713.19","125,416.81","125,416.81","146,138.75","743,077.50","282,916.99","755,417.53","1,286,526.09","2,852,503.08",,"787,736.93","3,435,026.46","4,914,460.72","951,958.73","1,572,697.09","2,943,080.19","3,643,046.10","312,083.69","5,902,008.55","2,385,849.75","5,481,562.98","619,500.83","1,207,196.67","4,035,364.08","4,454,051.66","177,692.79","349,776.12","401,210.81","847,482.20","3,195,085.07","3,519,676.87","3,770,065.96","5,082,172.27","611,481.95","794,371.12"
支付其他与投资活动有关的现金,,,,,,,,"24,600.00",,,,,,,"124,343.32",,,,,,,,,,,,,"423,431.88",,,,"630,794.39",,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"11,084,274.66","25,758,486.47","127,130,477.87","118,117,048.88","140,188,739.62","125,458,743.23","137,595,556.83","166,879,414.60","13,151,554.13","7,914,503.60","53,133,109.55","37,392,983.44","14,797,785.94","2,770,528.13","40,699,983.35","61,310,605.75","10,115,107.62","19,932,947.03","31,405,885.06","84,162,219.35","3,472,426.46","14,403,401.25","39,465,836.52","117,834,985.17","32,646,002.07","36,842,906.93","26,988,030.17","36,333,930.86","18,595,297.16","25,067,545.21","36,254,586.98","14,259,283.85","8,408,333.73","36,382,480.26","42,718,162.85","55,402,568.19","5,915,267.55","20,961,867.15","39,436,534.93","117,040,548.42","14,848,058.70","32,075,152.09","44,551,941.63","34,771,407.86","22,854,014.36","5,132,876.09"
投资活动现金流出小计,"1,034,766.02","32,486,675.59","37,513,543.07","57,277,954.07","1,644,629.83","9,880,794.23","18,954,810.78","151,803,887.52","9,423,800.90","61,834,862.63","172,752,748.40","196,997,291.20","27,306,220.22","29,920,752.05","202,897,796.49","260,364,635.64","28,269,426.52","100,564,848.58","234,949,200.93","288,061,131.04","10,506,084.22","52,423,728.68","113,152,973.82","208,791,901.33","14,051,394.78","14,550,952.65","26,667,205.83","42,821,692.37","6,842,692.10","13,205,942.49","22,142,185.99","28,357,263.12","10,789,007.51","17,696,861.01","26,059,942.90","60,316,836.29","3,599,117.87","10,689,697.63","21,452,307.18","39,310,246.74","5,974,232.20","85,182,982.35","159,426,738.40","175,102,638.21","12,051,013.90","15,289,428.08"
经营活动现金流入小计,"153,414,079.83","308,831,199.61","714,162,168.47","944,552,665.58","321,221,117.00","584,968,392.52","829,712,926.88","1,088,931,172.33","178,459,409.20","520,026,924.52","757,191,584.50","997,499,022.45","255,732,269.02","607,638,925.50","900,595,728.29","1,401,951,071.25","375,631,803.54","741,419,579.31","957,213,161.88","1,552,609,334.47","431,018,394.24","1,014,181,658.47","1,555,602,275.68","2,188,985,657.97","487,000,419.32","937,106,971.79","1,418,732,967.49","1,642,519,036.87","410,541,898.90","803,008,829.46","1,258,192,372.52","1,793,495,128.22","418,898,811.43","869,600,325.02","1,253,620,914.63","1,801,523,574.00","445,058,048.42","1,044,836,306.70","1,535,231,697.48","2,317,005,301.13","421,551,036.38","953,656,324.10","1,509,771,235.88","2,517,900,413.79","754,070,507.16","1,149,414,431.28"
投资活动产生的现金流量净额,"1,253,133.98","-198,575.59","1,935,617.23","20,025,062.57","1,950,060.79","-5,403,671.00","-2,477,687.55","-69,174,382.97","-9,416,038.03","-61,793,584.76","-172,708,095.53","-191,423,117.11","-27,016,718.58","-3,576,038.83","-170,508,083.27","-227,582,586.90","-17,912,964.37","-89,105,667.43","-220,375,186.40","-273,492,384.97","-10,506,084.22","-39,420,828.68","-100,150,073.82","-171,918,660.94","-14,051,394.78","-14,550,952.65","-1,930,192.62","-14,079,088.40","288,157,307.90","284,681,759.04","277,215,146.36","274,314,710.12","-10,789,007.51","-17,586,581.46","-26,059,792.90","-47,497,124.09","-3,599,117.87","-10,689,697.63","-21,452,307.18","-39,239,866.62","-5,974,232.20","-85,182,982.35","-159,426,738.40","-174,940,142.34","-12,051,013.90","-15,289,428.08"
购买商品、接受劳务支付的现金,"57,352,768.80","115,449,214.14","282,065,916.26","444,706,549.37","109,879,142.94","202,909,684.12","315,051,490.35","427,683,210.52","94,348,730.41","190,007,673.95","366,867,658.27","448,416,898.74","93,838,358.37","255,566,737.09","395,732,475.81","592,691,884.23","103,861,853.31","279,069,314.39","289,287,104.25","708,644,060.18","202,768,630.29","413,435,867.56","659,597,976.72","805,855,623.54","207,527,929.60","410,751,878.17","671,230,829.98","476,789,813.01","112,678,944.74","315,868,648.01","508,789,278.68","687,367,026.26","164,720,101.94","321,707,153.36","516,494,648.38","681,086,421.17","131,028,719.11","356,298,077.19","518,012,758.79","852,737,483.21","152,588,707.59","445,937,852.10","666,483,399.26","1,254,943,506.84","223,584,126.83","561,268,895.39"
吸收投资收到的现金,,,,,,"39,000,000.00","39,000,000.00","39,000,000.00",,,,,,,"2,800,000.00","2,800,000.00",,,,,,,,,,,,,,,,,,,,"62,170.00",,,,,,,,"56,000,000.00",,
支付给职工以及为职工支付的现金,"19,733,376.40","35,663,410.42","58,425,141.16","81,749,088.03","17,252,348.95","60,759,925.85","83,237,000.94","89,680,268.32","19,818,665.85","51,771,682.96","70,563,143.27","92,334,814.34","24,859,789.66","58,260,882.98","85,970,050.70","118,408,076.68","30,235,907.05","74,669,126.82","106,837,555.06","143,493,934.93","38,867,379.66","95,640,664.94","136,729,640.94","193,957,450.35","38,751,415.64","109,670,346.05","148,868,837.70","219,621,904.80","38,337,293.17","100,767,557.09","140,866,818.16","211,455,091.52","34,943,851.67","92,380,826.58","119,740,796.24","219,496,292.81","30,324,316.23","91,394,669.11","117,651,861.97","214,178,119.63","60,425,376.44","118,719,224.66","159,807,575.47","230,651,137.14","82,437,889.71","127,808,439.76"
取得借款收到的现金,,,,"2,000,000.00",,,,,"5,000,000.00","95,000,000.00","95,000,000.00","95,000,000.00",,"100,000,000.00","100,000,000.00","117,000,000.00",,"50,000,000.00","150,000,000.00","248,433,255.00",,,"60,000,000.00","120,944,494.73",,,"20,000,000.00",,,,,,,,,,,,,,,,,,,
支付的各项税费,"84,066,536.64","111,218,853.00","136,712,567.37","188,738,895.63","55,636,821.04","112,057,894.01","150,347,845.65","202,793,006.83","81,570,165.99","158,078,542.30","234,747,193.14","285,917,920.51","88,057,122.57","197,110,636.47","259,215,552.50","303,569,002.34","134,021,844.94","261,869,478.77","369,478,337.11","440,905,510.82","131,364,341.67","275,085,789.06","396,308,155.05","559,230,137.91","106,359,514.39","219,670,229.33","321,986,062.54","421,118,812.07","147,262,165.21","313,382,069.85","421,338,109.67","546,178,327.11","138,361,380.76","288,603,097.89","414,935,770.00","524,633,874.03","126,850,999.82","296,012,229.22","428,177,523.81","541,810,023.59","173,673,629.82","331,142,117.63","435,008,296.07","587,758,426.91","208,638,132.06","342,002,088.24"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"72,018.84","72,018.84","1,680,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00",,
