科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"843,848.28","1,832,282.18","1,125,648.71","2,100,265.80","3,060,046.53","-90,641.10","-546,857.54","-7,893,305.09","-15,634,510.40","-3,912,400.90","-7,980,473.76","-13,630,919.10","-20,160,774.75","-6,439,823.00","-12,517,850.51","-17,141,695.92","-23,098,046.26","-7,025,364.26","-11,494,428.30","-19,135,454.36","-24,984,918.39","-5,086,630.04","-13,062,574.42","-20,131,291.19","-23,925,561.62","-8,420,179.75","-15,515,557.97","-22,430,944.11","-27,885,064.57","-7,286,478.90","-13,652,550.00","-17,902,707.09","-20,577,375.96","-4,112,781.16","-10,145,008.92","-15,759,005.51","-12,918,861.18","-9,159,336.28","-10,064,684.83","-9,420,155.21","-11,472,181.82","-3,562,644.19"
三、利润总额,"50,129,775.83","68,442,611.59","35,789,901.02","57,466,827.51","80,235,265.68","18,984,146.06","62,793,940.78","114,953,469.25","147,298,608.17","42,012,472.39","99,974,755.58","154,533,355.31","198,213,378.82","59,768,999.90","143,739,249.90","219,195,604.20","286,174,616.93","80,416,890.71","194,131,384.24","291,590,515.13","377,136,403.71","94,077,369.31","214,869,858.09","321,942,714.61","414,839,392.08","104,876,227.60","220,678,569.97","297,107,514.56","334,815,264.30","98,794,148.80","225,024,544.34","308,948,644.04","333,233,831.88","106,987,284.11","230,334,675.61","313,275,276.44","327,439,681.04","117,463,819.14","216,622,251.56","282,486,048.88","274,707,174.92","84,171,594.78"
资产减值损失,"2,101,791.97","1,380,762.67","1,026,253.36","-159,331.99","-790,664.76","174,024.11","730,437.76","2,867,632.22","3,556,732.63","1,672,336.76","1,870,677.82","1,499,491.20","2,987,229.20","1,367,381.41","1,971,633.09","1,971,633.09","224,759.92","1,731,042.36","5,188,879.33","8,887,171.41","4,204,895.35","4,612,103.59","5,539,353.09","5,498,805.64","6,187,664.68","10,442,808.08","7,617,820.64","6,245,465.99","3,674,627.71","3,816,935.69","1,911,932.47","300,303.06","-2,496,281.84","3,444,031.60","7,490,132.46","5,081,563.87","-160,307.94","4,474,480.17","4,801,575.00","1,638,472.47","13,549,198.06","2,045,759.66"
减:所得税,"5,318,920.78","10,787,972.03","6,076,080.16","7,490,991.58","11,566,571.04","2,871,877.11","9,805,510.86","16,314,953.71","23,598,549.47","5,901,460.09","15,178,993.02","23,362,782.97","30,650,072.17","8,965,349.99","21,560,887.49","32,879,340.64","43,982,642.41","12,062,533.61","28,341,375.75","42,405,501.56","58,320,961.68","14,111,605.40","31,399,575.75","47,466,586.35","65,487,686.21","15,731,434.14","31,294,996.03","42,641,990.59","53,166,743.51","15,680,062.57","33,562,778.73","49,004,076.48","50,626,990.16","16,292,355.19","35,821,564.54","48,752,706.28","55,135,009.24","17,883,018.98","33,485,320.23","44,034,627.42","47,894,737.78","12,542,414.74"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,075,868.46","-1,758,937.59","1,919,682.58","1,770,128.22","2,691,150.19","-1,082,195.47","1,749,073.18","1,274,278.82","2,074,802.29","1,779,282.44","-92,613.44","-2,113,739.44","-27,644.44","-41,589,583.42","1,443,209.02"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"11,013.70","5,646.03","5,646.03","5,646.03",,,,,"1,889,405.13","1,889,405.13","1,889,405.13","1,889,405.13",,,,,,,,,,,,,,,"1,766,690.23","3,548,493.40","-9,499,780.67","-9,048,980.23","-10,823,170.74","-12,368,816.89","-3,350,531.72","-6,197,406.77","-8,120,288.33","4,274,405.73","-864,068.54","3,336,702.06","5,917,974.37","13,944,219.77","4,053,966.08"
四、净利润,"44,810,855.05","57,654,639.56","29,713,820.86","49,975,835.93","68,668,694.64","16,112,268.95","52,988,429.92","98,638,515.54","123,700,058.70","36,111,012.30","84,795,762.56","131,170,572.34","167,563,306.65","50,803,649.91","122,178,362.41","186,316,263.56","242,191,974.52","68,354,357.10","165,790,008.49","249,185,013.57","318,815,442.03","79,965,763.91","183,470,282.34","274,476,128.26","349,351,705.87","89,144,793.46","189,383,573.94","254,465,523.97","281,648,520.79","83,114,086.23","191,461,765.61","259,944,567.56","282,606,841.72","90,694,928.92","194,513,111.07","264,522,570.16","272,304,671.80","99,580,800.16","183,136,931.33","238,451,421.46","226,812,437.14","71,629,180.04"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-475,451.64",,,,"-4,679,951.10",,,,"-3,230,234.06",
归属于母公司所有者的净利润,"44,810,855.05","57,654,639.56","29,713,820.86","49,975,835.93","68,668,694.64","16,112,268.95","52,988,429.92","98,638,515.54","123,700,058.70","36,111,012.30","84,795,762.56","131,170,572.34","167,563,306.65","50,803,649.91","122,178,362.41","186,316,263.56","242,191,974.52","68,354,357.10","165,790,008.49","249,185,013.57","318,815,442.03","79,965,763.91","183,470,282.34","274,476,128.26","349,351,705.87","89,144,793.46","189,383,573.94","254,465,523.97","281,648,520.79","83,114,086.23","191,461,765.61","259,944,567.56","282,606,841.72","90,694,928.92","194,513,111.07","264,522,570.16","272,304,671.80","99,580,800.16","183,136,931.33","238,451,421.46","226,812,437.14","71,629,180.04"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
