科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"121,191,411.47","147,017,339.07","195,142,243.62","48,645,397.43","126,961,361.08","177,912,870.85","238,311,043.59","55,520,806.57","163,419,285.37","231,874,884.37","307,264,392.45","79,008,050.16","176,873,911.78","270,279,078.52","363,728,853.11","133,225,337.68","226,084,575.45","354,352,272.31","467,055,116.04","142,248,849.00","264,215,331.06","381,495,340.45","564,575,139.07","230,134,900.96","427,374,741.97","629,099,582.19","842,179,238.18","335,016,219.92","753,888,920.23","1,249,684,008.46"
取得借款收到的现金,"151,352,863.06","293,952,516.16","331,768,564.43","47,167,944.63","132,882,856.45","186,872,756.72","222,089,133.33","122,086,799.39","197,261,053.10","355,432,791.39","393,384,311.00","264,450,056.16","309,185,798.80","581,171,587.39","860,946,243.64","249,950,649.00","586,045,336.13","1,060,309,930.67","1,324,143,360.04","529,587,194.95","674,504,008.26","857,836,987.38","1,327,463,925.44","502,719,127.47","1,151,416,997.82","1,561,797,810.21","1,892,409,110.21","1,231,817,404.87","3,199,986,172.52","4,037,530,146.14"
支付的各项税费,"48,653,691.66","62,716,920.53","46,526,750.45","25,595,084.04","47,769,784.85","64,805,339.79","78,312,551.80","17,009,222.08","51,028,911.03","68,726,397.73","79,853,483.67","35,071,738.18","77,530,165.58","95,922,201.66","123,710,792.43","17,651,405.42","61,151,565.28","85,273,179.60","120,992,061.92","24,695,264.87","54,210,257.88","85,017,178.89","170,180,277.38","59,527,029.20","98,232,160.07","157,941,451.89","216,089,883.05","160,396,451.47","172,762,130.01","277,054,626.77"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"82,485,608.32","108,633,065.57","131,711,678.76","40,406,462.28","78,810,297.97","134,503,961.73","175,612,161.79","73,669,847.92","160,292,341.83","176,414,977.53","222,438,745.61","69,803,810.74","111,263,506.78","206,905,138.11","275,075,299.59","65,048,297.43","160,806,115.29","216,150,838.28","333,800,651.32","69,097,777.36","153,549,165.21","291,069,738.51","378,815,221.06","127,218,237.21","237,562,718.14","437,294,978.41","613,355,051.08","196,857,378.52","200,674,710.47","358,559,758.73"
筹资活动现金流入小计,"151,352,863.06","298,952,516.16","389,848,564.43","47,167,944.63","1,427,882,856.45","1,481,872,756.72","1,517,089,133.33","122,086,799.39","197,261,053.10","355,432,791.39","413,684,311.00","264,450,056.16","309,185,798.80","581,171,587.39","860,946,243.64","249,950,649.00","586,045,336.13","1,060,309,930.67","1,324,143,360.04","541,211,474.92","686,128,288.23","882,980,685.22","1,355,538,484.06","502,719,127.47","1,151,416,997.82","3,644,108,798.46","4,023,779,920.27","1,281,152,970.65","3,240,712,070.80","4,084,460,678.80"
经营活动现金流出小计,"603,754,173.60","667,121,744.34","807,918,558.24","246,070,343.90","553,378,534.19","807,940,334.03","1,083,745,127.90","288,537,275.88","649,878,971.43","959,028,800.63","1,297,073,147.91","396,612,973.88","725,319,698.21","1,198,874,695.01","1,642,655,341.48","514,567,537.80","915,384,653.66","1,367,463,787.04","1,876,780,296.73","629,758,760.34","1,072,918,168.46","1,540,185,896.52","2,338,023,813.88","819,044,301.64","1,571,974,816.77","2,617,723,138.02","3,530,512,740.40","1,203,497,175.72","2,182,192,536.58","3,728,028,183.37"
偿还债务支付的现金,"149,574,322.53","156,096,368.05","341,602,763.88","37,510,417.42","79,800,774.55","325,392,197.38","396,872,777.69","36,510,915.72","116,765,536.20","184,205,030.94","278,015,406.38","133,357,596.53","169,117,449.29","279,523,066.36","349,509,975.50","311,697,903.56","558,863,732.74","1,032,041,454.75","1,187,153,566.49","429,466,449.15","647,863,958.30","881,424,133.61","1,110,441,607.14","324,012,730.08","659,726,272.78","2,185,940,445.76","2,419,388,446.36","318,267,614.93","393,444,341.49","470,805,075.76"
经营活动产生的现金流量净额,"74,957,612.16","11,311,335.72","96,997,856.86","-76,416,066.05","-120,846,701.60","-164,381,862.17","-117,724,883.83","-79,654,653.31","-123,046,302.84","-112,611,753.41","-37,570,882.98","-130,366,961.66","-102,915,521.86","-155,880,098.13","76,601,817.57","-121,765,126.09","-73,480,126.25","-67,627,811.82","116,038,070.02","-181,556,080.46","-121,104,855.70","-29,878,988.47","59,621,014.66","-364,513,696.64","-424,377,217.26","-597,946,764.77","-403,875,331.35","-427,222,553.50","-590,543,951.11","-824,645,903.29"
分配股利、利润或偿还利息支付的现金,"9,420,883.73","11,280,507.85","14,858,651.74","3,056,399.57","6,652,815.84","8,368,504.94","12,195,703.46","2,103,788.95","20,114,386.73","22,562,340.46","26,717,641.96","3,505,442.15","20,999,659.04","24,919,097.08","32,374,080.23","6,443,010.72","36,731,172.44","42,990,712.82","54,219,336.70","9,185,206.68","34,420,583.88","41,343,148.14","53,099,764.34","9,368,278.47","75,179,190.78","87,213,389.96","90,261,184.47","8,941,803.25","86,946,000.58","116,493,368.32"
收回投资收到的现金,"440,375.00",,,,,,,,,,,,,"124,350,000.00","159,214,024.89","68,135,975.11","131,451,967.26","217,451,967.26","364,111,967.26","88,500,000.00","124,500,000.00","124,500,000.00","124,500,000.00",,,,"900,155,782.69","334,768,094.74","334,825,217.31","334,825,217.31"
支付其他与筹资活动有关的现金,"1,000,701.41","3,243,790.93","4,526,460.08","517,267.40","4,489,884.86","5,426,090.04","5,959,164.35",,"391,774.21","140,050.00","1,341,534.99",,"10,665,893.08","67,024,109.75","123,496,558.03","1,617,020.08","5,772,852.84","6,192,852.84","5,892,852.84",,,,"8,323,900.00","471,698.11","471,698.10",,,,,
取得投资收益收到的现金,"220,589.42",,,,,,,,,,,,,"484,384.29","859,600.80","348,958.20","790,067.79","1,908,665.05","2,751,327.45","559,758.79","766,832.76","766,832.76","766,832.76",,,"215,291.77","3,142,810.18","1,361,817.36","1,361,817.36","1,361,817.36"
筹资活动现金流出小计,"159,995,907.67","170,620,666.83","360,987,875.70","41,084,084.39","90,943,475.25","339,186,792.36","415,027,645.50","38,614,704.67","137,271,697.14","206,907,421.40","306,074,583.33","136,863,038.68","200,783,001.41","371,466,273.19","505,380,613.76","319,757,934.36","601,367,758.02","1,081,225,020.41","1,247,265,756.03","438,651,655.83","682,284,542.18","922,767,281.75","1,171,865,271.48","333,852,706.66","735,377,161.66","2,273,153,835.72","2,509,649,630.83","327,209,418.18","480,390,342.07","587,298,444.08"
处置固定资产、无形资产和其他长期资产收回的现金净额,"94,164.79","328,556.23","147,300.66",,398.00,"317,443.19","303,018.53","13,089.70","28,401.71","901,243.59","685,268.08","21,999.00","44,411.32","18,944,229.53","35,573,348.15","26,681.74","1,168,763.17","1,235,135.90","309,182.53","171,053.33","2,208,086.03","71,230,220.80","15,316,965.97","2,116,577.87","3,109,263.43","3,459,516.68","3,862,402.51","773,028.13","15,199,835.29","5,594,334.64"
筹资活动产生的现金流量净额,"-8,643,044.61","128,331,849.33","28,860,688.73","6,083,860.24","1,336,939,381.20","1,142,685,964.36","1,102,061,487.83","83,472,094.72","59,989,355.96","148,525,369.99","107,609,727.67","127,587,017.48","108,402,797.39","209,705,314.20","355,565,629.88","-69,807,285.36","-15,322,421.89","-20,915,089.74","76,877,604.01","102,559,819.09","3,843,746.05","-39,786,596.53","183,673,212.58","168,866,420.81","416,039,836.16","1,370,954,962.74","1,514,130,289.44","953,943,552.47","2,760,321,728.73","3,497,162,234.72"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,"395,540.00","68,860,248.25",,,,,,"5,581,935.50","5,581,935.50"
四、汇率变动对现金的影响,"-5,716,259.16","-222,981.11","-5,342,075.96","165,045.35","-2,145,817.75","-3,967,203.18","-2,895,345.07","-31,646.65","346,610.26","3,858,450.98","3,757,377.79","-3,118,586.10","-8,326,047.01","-7,184,316.46","-6,386,312.09","1,340,323.99","1,210,370.81","-1,072,484.89","-9,993,084.34","-3,708,594.30","-5,346,938.71","309,374.53","7,583,962.76","-2,347,160.07","3,806,651.47","2,734,805.39","-1,104,248.00","1,322,864.10","-13,975,914.27","-62,370,783.86"
收到其他与投资活动有关的现金,,,,,,,,"34,948,501.19","34,948,501.19","34,948,501.19","34,948,501.19",,"681,850.31","681,850.31","681,850.31",,,,,,,,,,,,,,"1,174,925.38",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"755,129.21","328,556.23","147,300.66",,398.00,"317,443.19","303,018.53","34,961,590.89","34,976,902.90","35,849,744.78","35,633,769.27","21,999.00","726,261.63","144,460,464.13","196,328,824.15","68,511,615.05","133,410,798.22","220,595,768.21","367,172,477.24","89,230,812.12","127,474,918.79","196,892,593.56","209,444,046.98","2,116,577.87","3,109,263.43","3,674,808.45","907,160,995.38","336,902,940.23","358,143,730.84","347,363,304.81"
五、现金及现金等价物净增加额,"41,063,685.13","37,271,731.11","53,691,613.86","-85,322,035.68","1,169,722,014.17","811,094,088.15","655,620,615.89","-145,616,066.54","-381,573,766.41","-385,222,194.14","-400,272,919.87","-81,220,145.95","-214,462,948.35","-202,145,530.82","32,741,018.60","-186,738,656.00","-228,091,304.38","-254,758,315.81","-46,353,566.67","-115,667,988.00","-236,902,752.35","-182,667,542.82","44,818,127.56","-328,612,612.28","-232,059,519.92","-214,829,592.79","-40,392,826.69","-77,114,657.47","-27,528,317.68","29,578,985.09"
购建固定资产、无形资产和其他长期资产支付的现金,"17,784,002.91","38,889,314.75","66,972,156.43","15,154,875.22","44,225,245.68","156,460,254.05","210,123,661.57","37,770,711.31","105,271,481.82","201,020,580.18","248,022,859.52","75,343,614.67","167,160,438.50","225,896,894.56","362,018,940.91","45,018,183.59","111,142,567.12","155,811,339.42","212,801,166.50","70,193,944.45","171,769,622.78","240,203,925.91","345,504,109.42","132,734,754.25","230,638,053.72","431,257,404.60","1,061,714,532.16","702,061,460.77","1,020,559,400.59","1,059,123,276.24"
期初现金及现金等价物余额,"67,605,343.58","108,669,028.71","145,940,759.82","199,632,373.68","199,632,373.68","199,632,373.68","199,632,373.68","855,252,989.57","855,252,989.57","855,252,989.57","855,252,989.57","454,980,069.70","441,900,855.79","454,980,069.70","454,980,069.70","487,721,088.30","488,435,852.91","487,721,088.30","487,721,088.30","441,367,521.63","441,367,521.63","441,367,521.63","441,367,521.63","486,185,649.19","486,185,649.19","486,185,649.19","486,185,649.19","445,792,822.50","445,792,822.50","445,792,822.50"
投资支付的现金,"440,375.00",,,,,,"115,000,000.00",,,"10,000,000.00",,,"45,190,000.00","167,350,000.00","227,350,000.00","20,000,000.00","154,315,992.15","221,475,992.15","370,475,992.15","52,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,"562,990,000.00","994,990,000.00","240,000,000.00","240,000,000.00","240,000,000.00"
期末现金及现金等价物余额,"108,669,028.71","145,940,759.82","199,632,373.68","114,310,338.00","1,369,354,387.85","1,010,726,461.83","855,252,989.57","709,636,923.03","473,679,223.16","470,030,795.43","454,980,069.70","373,759,923.75","227,437,907.44","252,834,538.88","487,721,088.30","300,982,432.30","260,344,548.53","232,962,772.49","441,367,521.63","325,699,533.63","204,464,769.28","258,699,978.81","486,185,649.19","157,573,036.91","254,126,129.27","271,356,056.40","445,792,822.50","368,678,165.03","418,264,504.82","475,371,807.59"
