科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"651,134,262.21","630,118,332.44","836,176,738.14","163,872,943.09","410,278,796.18","605,527,657.50","891,193,445.29","174,932,065.43","458,491,122.43","728,648,849.08","1,099,056,077.85","236,566,534.91","540,402,254.32","898,657,441.46","1,520,782,990.83","361,552,824.98","764,858,815.89","1,160,110,798.72","1,817,103,609.78","399,903,699.99","853,110,034.08","1,377,204,776.10","2,200,062,166.97","404,116,774.71","1,056,130,143.02","1,834,245,010.87","2,806,965,140.91","732,774,567.36","1,456,925,310.25","2,689,750,404.84"
取得子公司及其他营业单位支付的现金净额,"2,065,374.56","63,587,714.31",,,,,,"70,990,000.00","176,490,000.00","176,490,000.00","187,113,322.01",,,,,,"8,451,366.00","8,451,366.00","13,171,474.95",,,,,,,,,,"549,560,270.90","897,581,173.12"
收到的税费返还,"24,135,157.20","38,716,810.88","47,261,800.91","4,088,448.71","15,643,445.46","18,382,909.28","43,076,854.45","30,964,277.25","42,248,700.13","69,318,313.45","103,533,294.59","24,314,487.95","59,849,575.96","94,261,604.97","136,953,330.54","19,782,597.43","60,368,056.89","124,654,261.35","136,054,751.61","15,923,355.52","66,044,315.16","93,328,301.19","126,574,006.95","48,302,454.99","83,077,949.19","159,447,016.82","252,620,606.86","29,232,356.08","107,560,357.19","161,711,098.70"
支付其他与投资活动有关的现金,,,,,,"7,100,000.00","1,000,000.00","75,602,740.88","72,078,850.87","73,333,426.30","74,566,730.09",,,,,,,,,,,,,,,,,,"731,354,240.38","731,225,417.93"
收到其他与经营活动有关的现金,"3,442,366.35","9,597,936.74","21,477,876.05","1,692,886.05","6,609,590.95","19,647,905.08","31,749,944.33","2,986,279.89","26,092,846.03","48,449,884.69","56,912,892.49","5,364,989.36","22,152,346.07","50,075,550.45","61,520,837.68","11,466,989.30","16,677,654.63","15,070,915.15","39,660,005.36","32,375,624.37","32,658,963.52","39,773,830.76","71,008,654.62","2,111,375.30","8,389,507.30","26,084,345.56","67,051,661.28","14,267,698.78","27,162,918.03","51,920,776.54"
投资活动现金流出小计,"20,289,752.47","102,477,029.06","66,972,156.43","15,154,875.22","44,225,245.68","163,560,254.05","326,123,661.57","184,363,452.19","353,840,332.69","460,844,006.48","509,702,911.62","75,343,614.67","212,350,438.50","393,246,894.56","589,368,940.91","65,018,183.59","273,909,925.27","385,738,697.57","596,448,633.60","122,193,944.45","241,769,622.78","310,203,925.91","415,504,109.42","132,734,754.25","230,638,053.72","994,247,404.60","2,056,704,532.16","942,061,460.77","2,541,473,911.87","2,927,929,867.29"
经营活动现金流入小计,"678,711,785.76","678,433,080.06","904,916,415.10","169,654,277.85","432,531,832.59","643,558,471.86","966,020,244.07","208,882,622.57","526,832,668.59","846,417,047.22","1,259,502,264.93","266,246,012.22","622,404,176.35","1,042,994,596.88","1,719,257,159.05","392,802,411.71","841,904,527.41","1,299,835,975.22","1,992,818,366.75","448,202,679.88","951,813,312.76","1,510,306,908.05","2,397,644,828.54","454,530,605.00","1,147,597,599.51","2,019,776,373.25","3,126,637,409.05","776,274,622.22","1,591,648,585.47","2,903,382,280.08"
投资活动产生的现金流量净额,"-19,534,623.26","-102,148,472.83","-66,824,855.77","-15,154,875.22","-44,224,847.68","-163,242,810.86","-325,820,643.04","-149,401,861.30","-318,863,429.79","-424,994,261.70","-474,069,142.35","-75,321,615.67","-211,624,176.87","-248,786,430.43","-393,040,116.76","3,493,431.46","-140,499,127.05","-165,142,929.36","-229,276,156.36","-32,963,132.33","-114,294,703.99","-113,311,332.35","-206,060,062.44","-130,618,176.38","-227,528,790.29","-990,572,596.15","-1,149,543,536.78","-605,158,520.54","-2,183,330,181.03","-2,580,566,562.48"
购买商品、接受劳务支付的现金,"351,423,462.15","348,754,419.17","434,537,885.41","131,423,400.15","299,837,090.29","430,718,161.66","591,509,370.72","142,337,399.31","275,138,433.20","482,012,541.00","687,516,526.18","212,729,374.80","359,652,114.07","625,768,276.72","880,140,396.35","298,642,497.27","467,342,397.64","711,687,496.85","954,932,467.45","393,716,869.11","600,943,414.31","782,603,638.67","1,224,453,176.37","402,164,134.27","808,805,196.59","1,393,387,125.53","1,858,888,568.09","511,227,125.81","1,054,866,775.87","1,842,729,789.41"
吸收投资收到的现金,,"5,000,000.00","58,080,000.00",,"1,295,000,000.00","1,295,000,000.00","1,295,000,000.00",,,,"20,300,000.00",,,,,,,,,"11,624,279.97","11,624,279.97","25,143,697.84","28,074,558.62",,,"2,082,310,988.25","2,131,370,810.06","49,335,565.78","40,725,898.28","46,930,532.66"
