科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应交税费,"57,691,800.49","60,928,948.73","46,681,460.83","58,986,694.18",,"60,490,963.57","53,383,964.02","79,603,377.58","64,048,138.79","81,588,808.43","66,084,895.17","94,746,854.66"
应收利息,,,,,,,,,,,,
应付利息,"1,988,033.26","1,465,310.67","355,012.80","83,195.49",,"13,936.18","14,405.19","27,111.50","85,315.43","95,253.88","188,157.61","190,841.48"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,"76,004.00","56,000.00","56,000.00",,,
存货,"800,269,749.73","626,107,695.49","659,478,178.30","601,587,598.17",,"757,828,403.69","832,935,010.32","706,759,774.59","815,651,053.70","864,683,948.71","1,050,388,951.07","915,263,761.06"
其他应付款,"3,355,550.32","6,107,755.15","7,006,073.88","7,603,003.72",,"25,170,092.18","26,563,774.33","9,838,270.90","11,731,584.39","10,798,837.45","15,793,444.26","15,372,454.01"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"100,000,000.00","50,000,000.00",,,,,,,,,,
其他流动资产,"9,616,662.19","2,878,601.95","405,634,773.74","380,741,305.23",,"632,765,427.99","1,530,046,169.72","1,459,308,773.01","1,539,088,743.39","1,516,737,033.44","1,395,880,365.14","1,235,825,476.00"
其他流动负债,,,,,,,,,,,,
流动资产合计,"2,141,903,774.41","2,188,927,166.57","2,244,219,465.83","2,343,613,750.93","2,480,628,900.00","3,614,541,191.29","4,010,058,093.52","3,802,960,635.11","4,004,256,368.67","3,988,428,534.86","4,489,585,691.44","4,082,890,807.73"
流动负债合计,"1,283,180,539.18","1,104,755,603.17","936,990,875.69","989,199,781.73","1,044,373,600.00","1,074,750,740.87","1,386,625,813.97","1,216,701,246.13","1,358,433,392.77","1,331,750,344.54","1,978,646,789.34","1,612,188,849.80"
可供出售金融资产,,,,,,,,,,"25,500,000.00","25,500,000.00","25,500,000.00"
长期借款,"50,000,000.00",,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,"4,578,954.00","4,578,954.00","4,578,954.00","4,578,954.00",,"4,578,954.00","4,578,954.00","4,578,954.00","4,578,954.00","4,578,954.00","20,930,698.67","18,614,099.98"
长期股权投资,"40,553,020.56","47,228,176.46","49,244,174.47","47,515,892.48",,"52,058,113.82","50,986,057.10","53,316,626.98","80,735,198.85","57,506,254.81","136,479,372.08","141,062,451.28"
专项应付款,,,,,,,,,,,,
投资性房地产,"73,251,381.34","68,644,992.72","64,173,222.60","61,964,304.33",,"38,662,481.57","37,884,219.68","37,105,957.79","36,327,695.90","35,549,433.84","34,802,103.06","34,054,772.28"
预计负债,,,,,,,,,,,"9,797,371.00","5,671,795.06"
固定资产,"588,694,032.48","559,065,968.33","553,452,322.09","545,781,535.76",,"564,598,317.52","565,537,788.76","570,954,056.04","565,327,117.70","809,176,053.83","929,015,339.64","923,712,798.72"
递延所得税负债,,,,,,,,,,,,
在建工程,"7,572,047.23","19,104,478.86","55,808,992.28","85,875,895.24",,"130,629,921.93","144,609,140.97","166,240,966.04","188,483,490.00","56,546,829.04","77,918,691.06","139,292,880.79"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"74,285,964.55","21,242,044.45","18,566,124.35","19,708,083.17","19,987,500.00","19,278,693.19","19,278,693.19","17,378,193.83","17,378,193.83","21,874,859.85","49,323,975.52","40,654,730.95"
固定资产清理,,,,,,,,,,,,
负债合计,"1,357,466,503.73","1,125,997,647.62","955,557,000.04","1,008,907,864.90","1,064,361,100.00","1,094,029,434.06","1,405,904,507.16","1,234,079,439.96","1,375,811,586.60","1,353,625,204.39","2,027,970,764.86","1,652,843,580.75"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"466,837,000.00","466,837,000.00","532,194,180.00","532,194,180.00",,"618,854,180.00","618,854,180.00","618,854,180.00","618,854,180.00","618,854,180.00","618,854,180.00","618,854,180.00"
油气资产,,,,,,,,,,,,
资本公积,"78,909,358.67","79,417,831.45","10,883,752.78","8,075,545.62",,"956,154,571.56","959,165,432.53","959,657,885.33","959,664,376.52","959,641,623.40","959,641,623.40","958,101,599.53"
无形资产,"149,876,628.53","146,118,261.53","146,223,612.24","144,021,112.74",,"146,961,979.18","147,214,489.32","148,091,713.35","146,979,160.83","148,443,647.97","197,948,175.11","196,446,195.84"
盈余公积,"129,359,787.62","166,437,859.81","202,445,382.42","202,445,382.42",,"240,101,053.81","240,101,053.81","240,101,053.81","240,101,053.81","283,950,799.84","283,950,799.84","283,950,799.84"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,"2,767,705.74","2,767,705.74","2,767,705.74","2,767,705.74",,"2,767,705.74","8,893,781.39","6,351,818.14","6,351,818.14","6,753,919.98","6,753,919.98","6,753,919.98"
未分配利润,"777,349,012.75","998,004,061.12","1,179,370,281.52","1,248,267,384.65",,"1,384,670,417.44","1,502,821,338.38","1,480,275,184.52","1,571,051,588.81","1,629,698,367.80","1,749,750,029.78","1,759,601,344.70"
长期待摊费用,"243,563.10","882,233.40","1,071,311.06","853,544.36",,"628,277.66","545,644.31","389,684.54","233,952.71","276,077.72","239,694.38","203,311.04"
少数股东权益,"212,591,119.68","223,046,529.86","261,062,646.08","260,444,893.70",,"286,230,702.27","273,872,274.57","285,236,003.51","296,392,415.63","310,351,807.45","287,991,510.53","307,364,079.31"
递延所得税资产,"17,682,609.42","28,219,536.43","25,956,448.77","30,383,047.74",,"29,586,384.84","35,893,851.09","33,268,297.82","32,851,579.65","28,321,105.05","29,681,656.13","30,811,578.05"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"880,640,988.40","872,031,353.47","898,697,789.25","919,163,038.39","930,610,900.00","965,893,182.26","991,564,972.62","1,015,719,120.70","1,057,290,013.78","1,168,073,322.24","1,438,338,951.44","1,497,837,907.98"
所有者权益(或股东权益)合计,"1,665,078,259.08","1,934,960,872.42","2,187,360,255.04","2,253,868,924.42","2,346,878,700.00","3,486,404,939.49","3,595,718,558.98","3,584,600,315.85","3,685,734,795.85","3,802,876,652.71","3,899,953,878.02","3,927,885,134.96"
资产总计,"3,022,544,762.81","3,060,958,520.04","3,142,917,255.08","3,262,776,789.32","3,411,239,800.00","4,580,434,373.55","5,001,623,066.14","4,818,679,755.81","5,061,546,382.45","5,156,501,857.10","5,927,924,642.88","5,580,728,715.71"
负债和所有者(或股东权益)合计,"3,022,544,762.81","3,060,958,520.04","3,142,917,255.08","3,262,776,789.32","3,411,239,800.00","4,580,434,373.55","5,001,623,066.14","4,818,679,755.81","5,061,546,382.45","5,156,501,857.10","5,927,924,642.88","5,580,728,715.71"
