科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"507,533,803.18","639,603,601.67","178,071,230.01","149,032,914.84","570,753,804.13","463,267,235.81","569,038,437.94","161,170,724.51","588,575,360.18","475,605,137.02","551,280,001.42","354,595,670.20","716,054,678.32","642,544,095.32","557,019,804.81","437,429,826.38","874,620,624.39","1,345,304,624.20","2,815,153,781.89","2,288,284,636.76","2,210,281,677.61","1,462,249,696.48","1,276,198,417.91","916,456,992.31","1,188,161,933.09","1,021,671,105.07","1,019,413,509.25","2,196,595,696.80","1,568,527,708.24","1,044,631,365.65","1,010,577,259.19","824,037,038.23","533,016,075.93","720,940,551.35","667,093,027.93","941,501,721.26","783,172,506.93","856,764,792.28","3,429,318,697.12","1,825,980,054.25","1,649,973,206.04","1,849,257,763.89","1,676,484,160.19","1,797,351,518.54"
短期借款,"830,000,000.00","984,000,000.00","572,600,000.00","792,514,000.00","1,089,400,000.00","948,900,000.00","1,134,400,000.00","960,548,420.00","1,246,400,000.00","1,110,458,610.00","1,103,308,610.00","810,486,000.00","1,049,000,000.00","1,041,952,619.94","867,417,608.76","618,157,209.82","594,902,518.02","220,903,716.49",,,,,,,,"385,332,994.00","715,919,492.58","788,670,170.00","788,871,186.69","881,229,742.03","520,000,000.00","429,547,000.00","540,563,978.87","621,450,388.28","588,290,308.72","471,550,989.19","645,000,000.00","875,000,000.00","205,000,000.00","5,000,000.00",,"305,000,000.00","236,000,000.00","258,273,272.65"
交易性金融资产,"19,224,347.96","3,147,210.00",,,"20,194,130.00","16,907,103.53","16,492,796.03","17,331,233.84","19,542,568.21","7,282,480.00","15,258,880.43","7,238,923.22","21,395,958.91","22,733,264.22","25,496,850.88",,,,,,,,"4,625.00",,"38,500.00",,,,,,,"959,325.20","959,325.20","1,228,574.80",,"1,140,000.00",,,,,,,,"2,508,255.33"
交易性金融负债,,,,,,,,,,,,"117,950.00","117,950.00","117,950.00",,,,,,,,,,"30,000.00",,,,,,"91,900.00","91,900.00",,,,,,,,,,,,,"1,718,765.33"
应收票据,"273,824,918.62","189,249,223.71","151,216,324.15","180,383,707.32","233,123,687.44","301,888,990.50","302,661,997.73","216,724,264.74","260,215,736.80","307,216,263.23","396,529,673.82","337,680,211.76","354,540,149.76","391,466,964.19","542,109,311.71","471,439,809.44","318,365,192.78","93,900,268.28","164,210,849.74","331,892,383.08","576,883,193.27","649,110,202.68","874,137,827.83","834,234,047.88","828,185,780.77","680,895,195.86","1,011,030,164.20","926,664,939.67","1,049,642,472.08","857,282,889.46","618,543,218.20","478,265,132.28","578,130,281.44","439,670,713.29","590,537,996.81","662,110,748.46","581,451,954.10","531,332,067.61","475,301,561.44","759,212,348.35","894,220,008.15","1,139,530,107.49","1,563,941,130.00","1,636,102,017.36"
应付票据,"433,550,000.00","435,200,000.00","325,750,000.00","63,604,500.00","452,590,800.00","579,226,300.00","602,150,000.00","210,719,480.00","330,004,192.00","260,679,132.80","228,000,000.00","68,575,947.46","160,695,947.46","89,000,000.00","82,500,000.00","23,400,000.00","21,100,000.00","5,000,000.00","5,000,000.00",,,,,,,"185,665,625.82","185,665,625.82",,"200,000.00","45,202,337.09","48,058,299.50","134,230,000.00","167,274,007.48","122,362,999.31","299,855,792.38","385,246,415.64","260,610,285.15","161,793,043.24","295,021,287.57","247,376,225.96","65,355,113.77","181,522,792.08","178,599,502.89","38,392,918.82"
应收账款,"103,931,920.51","129,992,976.77","125,106,516.93","69,432,646.35","124,854,148.05","162,200,314.03","128,026,396.56","93,645,985.91","121,077,879.22","91,113,670.52","72,808,789.74","51,915,715.77","84,090,494.52","147,109,894.10","174,839,537.37","68,294,989.85","228,590,846.76","242,390,165.18","339,418,829.85","180,976,648.35","262,692,527.91","328,327,978.32","281,894,398.41","194,320,296.42","219,641,866.15","366,310,474.39","312,402,915.65","262,321,754.77","349,094,040.20","356,297,524.51","399,155,887.25","274,623,134.28","408,613,816.34","395,864,069.94","427,049,699.06","357,606,616.35","483,959,270.49","448,075,917.43","393,916,367.04","321,489,922.70","578,300,740.09","702,841,172.20","488,777,008.17","475,833,778.28"
应付账款,"415,824,065.38","306,476,582.95","229,912,427.37","220,837,280.61","271,823,626.10","308,490,055.04","313,578,834.27","121,323,335.62","214,316,752.46","215,253,524.18","249,108,531.10","143,247,814.83","270,171,882.46","341,065,160.25","655,779,773.54","254,486,296.94","370,227,236.76","426,643,308.81","448,379,464.51","427,988,379.11","517,574,271.09","646,684,575.28","720,977,335.38","508,680,178.79","732,983,409.08","618,176,835.09","565,262,189.94","435,944,046.49","612,321,032.78","631,432,804.57","734,954,967.66","538,113,714.39","538,963,241.90","614,761,170.50","675,280,236.94","528,887,346.50","542,593,511.93","661,952,436.56","661,210,342.79","547,128,972.11","905,329,502.21","1,150,992,182.46","1,108,265,815.82","796,388,994.58"
预付款项,"135,522,341.12","166,057,912.70","91,307,047.58","171,336,170.57","59,556,286.08","174,232,217.31","258,527,580.39","169,628,060.49","213,076,988.40","199,260,137.50","181,342,952.67","183,338,750.33","232,426,837.97","173,987,358.76","161,489,888.08","115,848,447.97","49,835,156.88","69,850,182.65","65,882,645.43","146,626,956.24","172,829,632.12","131,049,015.68","243,497,955.80","30,127,427.44","128,891,791.62","135,813,536.13","366,892,809.17","190,142,402.63","324,328,200.54","192,257,401.75","233,178,156.48","150,861,799.68","280,781,995.36","299,532,470.51","266,928,344.46","35,708,432.81","239,707,129.47","213,159,648.62","271,572,919.88","92,849,255.69","163,600,203.18","195,746,298.98","233,991,731.01","86,575,568.20"
预收款项,"57,418,828.72","55,584,975.62","47,458,778.63","38,802,269.72","33,022,910.28","38,395,945.16","45,505,621.40","29,308,648.92","46,572,710.19","35,712,762.67","43,639,367.61","36,535,053.49","47,865,945.73","52,958,498.43","88,404,187.51","158,180,661.35","280,851,186.97","171,071,354.00","146,976,751.67","154,734,960.80","206,805,034.33","84,320,983.45","218,181,395.96","103,260,481.82","101,118,946.20","200,240,477.44","314,295,719.16","177,387,232.41","97,911,007.78","100,618,203.17","132,011,558.25","180,054,564.71","114,312,101.56","90,606,450.92","117,196,637.56","109,190,408.30","128,635,895.66","126,555,723.02","163,914,492.09","196,950,496.81","230,205,039.50","211,980,739.53","266,307,658.96","227,131,013.69"
