科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"93,738,552.37","129,084,414.11","177,458,873.03","45,601,340.12","102,161,475.98","161,763,741.76","298,105,551.87","214,267,132.07","552,857,078.45","781,923,041.85","1,023,149,730.77","336,814,296.44","681,349,207.60","944,989,168.22","1,827,242,313.17","439,919,002.91","1,243,751,215.88","3,425,377,712.00","8,837,686,781.68","3,704,557,259.93","10,038,069,088.65","17,303,037,255.89","25,173,523,419.62","7,694,148,114.03","19,695,768,708.86","33,040,609,977.39","50,880,588,175.56","16,263,808,134.35","36,750,649,804.78","60,614,853,524.14","87,719,986,070.28","20,845,896,813.41"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,"314,999.99",,,,,,,,,,,"106,244.55","106,244.55",,,,,,,,"1,681,861.55",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"1,520,861.74",,,,,"700,684.98",
收到其他与经营活动有关的现金,"6,882,583.73","13,386,915.93","10,250,193.09","7,454,347.64","5,560,891.32","7,870,920.81","13,484,245.85","3,142,584.26","7,180,655.29","22,416,927.45","17,915,761.20","1,988,333.27","9,749,775.78","13,487,083.95","16,772,703.28","12,508,651.13","5,262,187.19","38,524,850.35","90,695,755.80","641,333,880.36","711,777,606.35","786,981,009.15","645,012,856.38","25,219,278.97","30,972,791.99","171,557,823.98","179,398,297.26","41,985,117.45","91,241,594.53","145,004,573.43","245,280,640.97","250,297,701.70"
投资活动现金流出小计,"25,635,102.90","10,409,559.10","33,701,821.31","2,684,984.00","5,469,476.35","15,382,442.42","52,364,374.92","10,741,389.63","41,500,305.93","62,109,150.93","85,545,778.34","51,533,401.93","56,816,588.93","66,916,766.87","71,660,819.74","23,417,173.00","32,929,208.48","35,555,733.48","42,382,991.78","6,807,821.10","519,479,433.10","525,871,556.80","558,819,526.89","21,490,792.38","25,976,459.38","35,646,912.86","70,345,191.69","623,877.61","22,435,358.61","55,970,024.85","56,639,237.30","33,153,465.81"
经营活动现金流入小计,"100,621,136.10","142,471,330.04","187,709,066.12","53,055,687.76","107,722,367.30","169,634,662.57","311,589,797.72","217,409,716.33","560,037,733.74","804,654,969.29","1,041,065,491.97","338,802,629.71","691,098,983.38","958,476,252.17","1,844,015,016.45","452,427,654.04","1,249,013,403.07","3,463,902,562.35","8,928,382,537.48","4,345,891,140.29","10,749,952,939.55","18,090,124,509.59","25,818,536,276.00","7,719,367,393.00","19,726,741,500.85","33,212,167,801.37","51,059,986,472.82","16,305,793,251.80","36,841,891,399.31","60,761,539,959.12","87,965,266,711.25","21,096,194,515.11"
投资活动产生的现金流量净额,"-23,022,418.90","-10,403,738.65","-32,901,121.31","-2,684,984.00","-5,469,476.35","-15,382,442.42","-52,364,374.92","-10,741,389.63","-41,500,305.93","-62,109,150.93","-85,523,878.34","-51,533,401.93","-56,812,459.93","-66,912,637.87","-71,655,890.74","-22,357,173.00","-31,868,608.48","-34,494,133.48","-40,080,916.99","8,270,212.21","-504,401,099.79","-510,674,988.49","-544,740,181.62","-21,490,792.38","-25,976,459.38","-35,646,912.86","-53,115,246.60","-616,477.61","1,011,963.86","-14,598,008.63","-7,297,920.48","-11,653,465.81"
购买商品、接受劳务支付的现金,"672,708.93","62,354.88",,,,"7,682,435.06","255,394,976.65","165,611,347.47","475,230,401.11","596,956,743.28","877,430,060.83","303,676,388.69","491,234,446.33","811,582,176.95","1,665,007,333.71","447,966,891.53","1,326,004,914.26","3,524,973,160.24","8,993,570,373.97","4,197,570,480.41","10,704,767,505.20","17,509,657,908.36","25,136,661,492.57","7,653,950,352.20","19,649,084,277.15","33,306,554,091.61","51,361,907,433.51","16,390,359,023.47","36,985,217,240.36","60,871,629,579.51","88,615,009,037.01","20,687,596,305.91"
吸收投资收到的现金,"20,555,000.00",,,,"202,000,000.00","262,000,000.00","262,000,000.00",,,,,,,,,"100,400,000.00","104,800,000.00","404,800,000.00","404,800,000.00",,"332,000,000.00","336,000,000.00","336,000,000.00","646,695,010.50","744,251,260.50","751,226,260.50","751,226,260.50",,"12,923,149.00","17,923,149.00","1,017,926,648.00",
支付给职工以及为职工支付的现金,"31,545,833.21","46,965,445.55","66,184,200.42","18,154,636.51","39,564,851.38","63,647,377.91","87,056,668.06","26,481,626.79","50,553,377.03","74,113,702.83","97,749,831.97","25,896,053.61","50,213,301.71","75,033,596.53","99,939,921.87","28,754,022.52","60,619,865.07","89,116,041.76","133,342,731.96","50,731,347.41","94,671,689.10","141,874,792.72","192,501,264.05","49,037,000.58","95,427,396.67","144,852,953.13","203,917,129.27","67,290,231.19","124,563,201.31","184,601,208.79","250,467,650.71","76,911,968.35"
取得借款收到的现金,"15,000,000.00",,,"31,712,000.00",,,"48,465,000.00",,,,"30,000,000.00","20,800,000.00","40,800,000.00","117,175,989.01","177,700,000.00","165,900,000.00","249,900,000.00","249,900,000.00","306,800,000.00","492,000,000.00","1,156,000,000.00","1,156,000,000.00","1,077,000,000.00","114,900,000.00","114,900,000.00","114,900,000.00","235,216,973.23","353,900,000.00","784,105,100.00","1,158,582,368.19","2,175,966,383.88","383,000,000.00"
支付的各项税费,"10,033,855.39","11,537,023.17","16,699,469.59","5,093,905.54","10,822,729.89","17,255,462.51","20,560,160.28","3,960,958.04","9,706,955.45","15,255,117.42","20,566,972.25","3,546,745.24","7,878,749.76","12,547,392.16","16,429,663.00","3,164,658.36","7,624,919.53","16,183,400.30","19,770,657.70","5,237,232.59","10,398,243.72","14,034,231.51","24,838,378.32","2,852,719.38","11,049,570.66","15,608,400.24","16,664,280.88","5,992,411.36","18,971,575.72","32,598,482.19","39,736,861.46","9,885,163.12"
收到其他与筹资活动有关的现金,,,,,,,"3,000,000.00",,,,"12,502,628.81",,,,"8,300,000.00",,,"5,395,000.00","16,015,000.00",,,,"7,340,000.00",,,,"2,500,000.00",,,,"57,864,041.50",
支付其他与经营活动有关的现金,"34,415,301.42","39,468,876.55","58,030,143.94","12,567,606.95","28,933,695.71","46,613,053.60","61,529,114.58","17,046,381.00","32,725,928.82","53,411,225.76","65,060,273.02","12,019,962.30","25,802,358.04","103,277,405.86","59,364,115.71","27,209,992.13","43,115,503.05","135,123,543.26","212,069,572.49","317,031,018.61","399,167,636.79","524,902,671.79","622,688,773.59","60,781,302.26","204,070,561.36","270,052,004.29","248,050,747.86","73,831,404.90","117,954,416.45","182,703,887.86","317,851,990.59","250,836,961.94"
