科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"86,314,031.28","103,443,225.22","143,634,086.59","81,616,995.10","116,452,866.35","158,103,676.23","32,609,594.43","70,977,030.81","122,572,325.17","182,285,238.69","48,194,557.81","113,203,420.78","172,563,790.62","234,831,957.67","61,826,810.59","127,322,511.70","195,557,529.79","288,993,464.73","74,539,662.78","140,349,879.13","253,609,797.11","380,505,475.79","130,876,925.36","267,724,779.66","413,789,549.47","594,314,416.15","157,281,594.04","322,160,009.36","517,568,788.43","711,472,879.23","185,181,134.67"
二、营业利润,"8,650,217.94","19,652,852.07","33,066,618.03","19,445,337.50","24,473,860.39","31,701,079.37","4,095,049.75","14,183,938.51","25,476,949.10","35,720,886.35","6,365,518.69","18,902,788.51","28,670,990.43","31,080,699.19","8,266,002.86","16,048,109.53","22,422,401.24","36,422,283.97","7,213,198.60","4,566,228.71","24,865,839.53","24,441,369.04","18,786,067.39","36,252,902.32","60,659,230.62","83,307,948.76","22,199,205.06","47,605,377.61","73,510,144.10","86,389,094.49","25,068,503.27"
减:营业成本,"51,684,144.54","54,890,297.31","74,613,862.23","42,447,618.50","61,093,891.83","82,785,814.79","16,873,546.82","36,338,936.08","64,181,862.16","95,788,114.39","26,140,348.17","60,304,500.00","91,422,166.68","123,050,434.03","32,190,000.24","68,283,483.71","106,914,639.04","159,505,131.89","44,887,982.37","84,731,576.85","150,691,083.90","230,926,451.88","81,227,855.47","164,473,860.91","247,886,130.65","353,675,544.23","97,207,353.70","198,574,466.07","320,708,440.63","445,900,790.63","116,022,236.97"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"280,662.58","1,090,844.10","980,658.14","918,460.56","1,314,160.90","1,814,501.95","254,162.52","422,919.84","798,249.85","1,361,906.68","534,643.23","1,014,684.80","1,633,111.07","2,139,552.09","677,063.92","1,219,452.30","1,671,907.78","2,080,617.47","981,553.61","1,375,726.78","1,828,411.62","3,116,470.91","1,150,343.54","2,059,345.82","3,161,463.06","5,439,407.94","1,827,871.58","3,313,351.94","4,998,255.66","6,916,620.49","1,962,869.60"
营业外收入,"3,215,070.86","4,560,119.74","4,613,909.40","995,714.37","1,844,555.37","6,530,821.69","409,108.54","2,054,814.71","3,243,262.33","7,622,602.23","551,459.59","1,405,847.86","2,504,949.69","3,943,555.60","738,505.86","1,956,279.88","3,776,760.14","4,344,849.81","857,154.83","3,482,060.87","6,439,617.17","8,962,072.53","1,622,383.20","3,772,407.56","6,700,687.48","8,665,169.83","2,093,445.92","4,995,263.54","5,021,416.57","36,761.31","9,443.86"
销售费用,"11,319,640.12","13,644,554.96","19,484,781.04","9,816,587.31","15,416,389.71","22,363,030.70","7,339,735.95","13,399,354.09","21,441,048.80","30,727,158.38","10,118,047.72","21,204,273.74","32,269,690.12","47,833,235.74","12,927,565.23","24,968,211.80","38,702,077.52","53,268,584.95","12,456,165.54","29,065,516.55","46,445,553.76","67,268,999.75","16,742,277.75","35,582,683.83","57,359,490.27","90,940,456.13","21,929,889.13","46,421,628.03","74,638,533.51","107,647,909.57","24,943,433.68"
减:营业外支出,"172,239.90","17,415.06","111,887.18",,,"19,287.62",,,,"18,405.10",,,"3,424.27","13,217.75",,,,"12,326.65",,,"127,945.17","233,237.53",529.99,"124,252.86","137,227.19","491,800.66",,"23,643.89","71,390.21","311,632.55","90,781.07"
管理费用,"9,312,312.87","12,704,936.88","15,400,834.86","8,712,798.02","13,917,485.54","20,814,295.26","6,133,573.29","10,855,637.01","16,870,700.56","25,320,875.94","6,568,477.41","14,124,213.40","21,450,056.32","32,818,807.92","8,719,313.20","18,256,064.83","28,309,518.25","40,249,900.94","10,190,308.27","21,156,722.24","32,948,350.35","47,086,877.76","13,145,227.43","27,209,518.02","42,896,028.51","60,946,504.70","14,114,676.47","30,025,061.82","47,947,227.95","69,646,862.02","18,938,219.62"
其中:非流动资产处置净损失,"167,535.38","12,945.05","23,706.90",,,"19,287.62",,,,"18,405.10",,,"3,424.27","13,217.75",,,,"12,326.65",,,"127,845.17","162,521.65",529.99,529.99,,"348,789.26",,,"1,837.54",,
