科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"301,847,863.78","168,041,748.76","170,795,567.34",,"163,304,763.30","339,947,365.02","482,490,174.73","337,266,059.64","346,717,876.80","361,051,307.25","342,743,282.28","412,867,402.74","547,354,858.82","638,587,502.06","703,489,526.56","583,726,538.93","631,366,146.06","635,758,655.46","593,281,397.96","609,490,482.48"
短期借款,"139,000,000.00","55,000,000.00","70,000,000.00",,"70,000,000.00","90,000,000.00","210,000,000.00","234,000,000.00","194,000,000.00","173,795,000.00","129,251,719.60","129,497,418.90","129,575,595.95","125,367,374.40","105,000,000.00","5,000,000.00","35,000,000.00","35,000,000.00","30,000,000.00","35,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"30,701,105.00","97,538,895.99","99,451,986.00","38,220,000.00","58,868,609.65","97,805,486.94","151,111,910.42","123,914,952.00","83,013,564.16","90,511,385.71","127,754,654.43","105,994,872.05","81,358,400.00","60,188,149.29","99,429,619.12","66,002,773.91","58,084,266.46","134,374,427.23","170,684,552.86","120,528,996.87"
应付票据,"5,000,000.00","62,534,309.30","40,548,934.07","79,168,539.72","94,126,487.85","98,301,258.17","116,916,829.13","98,073,917.41","133,107,228.15","146,799,322.78","134,311,233.24","133,283,516.96","152,219,389.62","182,712,191.70","195,840,191.90","206,746,403.44","257,381,749.46","246,159,096.93","236,336,918.85","222,825,050.60"
应收账款,"284,467,509.07","348,936,480.71","225,733,096.17",,"257,965,495.30","458,706,940.96","423,204,313.68","491,983,766.90","506,961,103.47","482,975,314.17","495,693,550.32","489,841,510.81","495,427,684.37","554,145,095.30","531,549,376.07","537,704,917.81","571,202,094.09","530,961,393.12","532,681,286.37","513,967,710.83"
应付账款,"255,102,557.30","277,057,779.69","273,847,484.58",,"289,346,962.44","380,273,283.46","375,411,706.04","366,694,194.75","401,070,679.36","395,847,398.72","424,259,137.63","398,779,769.18","453,922,484.42","451,459,131.66","476,551,037.28","446,597,206.73","465,161,000.61","499,078,832.30","465,212,118.17","416,347,072.25"
预付款项,"121,209,563.07","102,347,340.69","61,114,766.77","88,107,494.67","63,843,211.74","148,750,507.36","109,711,846.20","146,029,191.29","175,474,681.67","144,096,330.50","114,519,101.24","112,940,342.98","97,941,473.31","101,960,965.72","92,466,458.12","138,381,697.50","128,741,356.16","121,899,564.29","79,383,663.27","154,720,727.91"
预收款项,"334,661,489.31","267,018,946.07","341,390,921.65",,"295,143,330.45","419,913,141.62","425,759,075.25","414,320,241.73","431,540,329.36","414,331,859.85","367,202,927.65","424,971,475.39","443,535,069.58","525,711,974.08","482,894,051.55","517,138,918.13","470,312,953.32","426,728,704.28","363,624,155.54","483,434,635.09"
其他应收款,"16,733,507.39","15,290,943.35","36,668,701.37",,"23,951,236.00","32,012,115.22","39,788,580.48","41,287,475.69","43,495,262.25","48,039,489.91","34,316,717.73","40,423,560.39","59,018,900.77","61,234,891.13","27,817,215.72","22,351,823.94","26,687,754.97","26,599,163.83","25,970,676.51","23,494,678.33"
应付职工薪酬,"15,479,179.74","6,745,566.49","8,186,570.51","2,476,642.35","2,417,853.88","5,121,332.80","14,314,072.46","4,835,321.03","5,166,513.14","5,992,190.74","5,607,745.83","4,922,133.33","5,779,676.73","5,286,174.75","12,901,317.22","8,883,472.13","8,177,177.30","8,299,463.04","7,032,287.75","5,843,404.01"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
