科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"64,260,022.13","70,800,656.47","115,484,030.52","85,946,623.03","74,900,825.18","1,017,958,523.21","857,413,076.37","757,507,887.56","757,948,283.99","539,991,748.84","472,859,616.89","264,795,426.93","411,331,312.54","201,994,666.59","244,670,818.29","179,817,755.39","213,691,333.33","181,183,757.22","138,377,159.48","99,748,550.79","227,584,831.82","145,435,182.70","139,372,774.77","123,691,465.96","146,138,468.01","111,291,870.97","130,604,451.12","628,110,079.79","294,968,789.49","287,391,154.24","219,172,108.31","244,136,965.89","499,997,918.13","459,230,017.26"
短期借款,"55,542,334.35","160,274,721.67","354,474,845.13","360,449,850.00","349,561,604.00","66,350,768.00","65,492,592.00","45,628,182.00",,"7,490,217.00","17,077,230.00",,,"7,930,158.50","285,361,000.00","284,440,000.00","323,701,149.15","444,952,805.60","505,309,843.19","498,112,427.50","472,531,573.02","343,000,000.00","435,061,637.68","484,752,744.17","494,000,000.00","464,000,000.00","464,000,000.00","727,491,592.04","792,874,000.00","899,800,229.90","709,810,663.11","797,090,540.27","589,068,400.00","727,273,861.40"
交易性金融资产,,"129,415.00",,,,,,,,,,,"129,802.50",,,,"3,375,795.00","3,016,931.25","2,328,145.00","1,890,495.00","2,978,470.50","3,136,627.28","204,384,352.80","221,457,579.38","4,846,294.60","6,325,852.66","6,485,698.60","204,881,064.94","199,050,000.00","199,750,000.00",,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"28,103,483.48","10,439,578.04","12,285,724.65","7,979,868.00","17,411,921.34","28,692,854.60","10,157,131.81","24,655,199.89","30,816,723.45","19,092,323.78","21,911,705.30","23,243,667.66","19,094,966.26","23,379,470.12","29,476,273.41","30,438,976.80","45,282,303.23","48,086,903.80","48,467,436.03","48,975,261.19","75,773,369.93","88,178,982.78","65,134,137.67","62,858,114.72","56,739,268.34","69,676,188.49","91,675,203.30","77,851,360.64","39,140,313.95","127,033,680.55","185,064,401.50","177,321,693.54","183,247,788.99","197,983,760.14"
应付票据,,,"15,000,000.00","33,700,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,"65,000,000.00","65,000,000.00","4,352,302.89","4,352,302.89","49,621,329.09","284,266,926.09","258,210,000.00","278,405,000.00","180,887,748.33","108,949,045.30","144,780,021.45","108,426,208.84"
应收账款,"255,620,958.94","152,114,235.53","144,169,288.10","205,672,732.40","175,208,327.17","235,685,934.12","254,259,095.46","236,696,024.18","220,329,543.98","249,913,372.01","218,494,917.30","231,362,249.65","237,101,622.65","214,384,286.08","232,073,409.71","196,701,891.58","260,205,799.43","301,086,177.23","311,139,414.99","309,760,118.19","304,421,222.83","308,327,690.48","311,005,779.98","325,385,967.31","307,730,161.40","280,115,293.80","305,648,453.89","329,741,862.75","440,133,755.24","425,357,142.39","481,174,560.09","540,728,866.26","526,346,368.85","523,627,983.17"
应付账款,"271,552,708.63","78,580,580.03","96,536,062.38","110,663,743.17","143,046,681.47","105,566,033.43","50,406,895.55","71,301,872.15","246,223,753.58","207,690,154.46","151,861,040.57","119,749,859.23","289,933,471.83","179,894,128.80","122,288,025.49","102,600,879.85","234,700,015.05","174,819,007.01","164,575,804.06","228,245,641.41","134,489,481.23","155,825,517.42","132,597,617.82","121,019,206.34","98,707,990.37","92,184,564.82","103,791,117.58","266,887,956.19","326,875,189.18","338,460,343.03","408,196,025.93","516,032,974.04","511,488,638.31","428,912,398.97"
预付款项,"89,882,286.40","11,437,059.21","42,298,940.13","58,801,326.53","64,233,944.72","79,961,221.57","138,606,787.57","191,495,803.73","95,957,187.22","205,266,407.94","128,737,951.03","179,346,700.20","47,955,476.33","52,223,946.79","32,577,660.23","84,926,398.68","33,462,669.45","107,556,706.88","82,646,652.42","137,897,684.01","19,817,076.91","52,185,270.15","11,339,419.06","38,847,472.14","26,194,885.04","44,408,671.71","35,361,713.60","89,344,944.45","113,990,713.23","182,571,341.64","89,232,095.42","109,242,846.36","60,036,768.49","93,803,914.85"
预收款项,"45,345,101.16","15,260,713.95","12,864,880.23","24,147,653.25","13,903,321.07","10,624,759.51","10,553,143.36","28,185,857.17","29,208,414.52","17,103,324.54","12,696,225.65","20,307,858.56","29,188,192.30","17,250,777.43","25,253,932.13","22,960,441.80","15,983,566.51","27,853,914.59","21,670,313.55","17,431,278.20","16,854,803.16","18,982,051.97","16,995,191.07","39,404,501.00","21,006,397.99","25,999,342.32","21,031,440.41","44,514,444.01","36,273,180.85","32,628,409.83","47,295,914.72","36,573,538.86","49,100,582.48","46,199,312.25"
其他应收款,"27,477,982.85","2,067,549.83","1,830,428.12","4,998,918.97","5,726,022.57","3,136,635.47","2,801,018.76","2,847,464.15","3,015,670.33","3,347,993.42","3,835,400.15","4,140,100.52","3,748,890.40","4,651,864.48","4,220,556.53","4,212,385.83","3,916,121.49","6,450,182.89","6,105,616.75","6,284,760.48","7,348,033.58","5,724,244.01","5,394,804.75","5,352,141.00","6,498,356.34","7,645,024.04","10,367,360.95","23,163,625.51","21,313,238.52","15,537,554.22","34,220,209.20","67,299,020.57","77,469,313.55","49,074,484.99"
应付职工薪酬,"5,444,455.23","6,220,860.85","3,909,219.07","4,509,511.93","7,305,416.22","4,938,199.71","4,669,970.01","5,651,370.99","6,352,690.24","7,415,543.80","8,151,255.53","7,761,475.53","8,750,107.24","7,917,992.87","8,832,144.48","10,086,320.23","13,417,374.56","15,854,948.40","12,837,481.71","13,079,762.31","13,225,028.11","16,286,792.41","20,792,335.77","14,773,988.02","12,874,003.20","15,275,866.16","19,431,888.53","16,793,392.75","20,162,941.45","15,678,156.95","18,381,041.66","34,980,236.05","40,375,870.82","23,551,515.04"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,296,541.94","3,486,822.59","3,443,125.92","6,498,482.11","12,740,369.90","15,353,473.01","4,414,972.36","8,160,084.72","-16,541,448.88","-16,368,323.71","-32,773,320.85","-48,674,000.39","3,335,555.98","-640,374.44","-5,525.42","3,708,773.52","4,273,597.42","5,825,051.47","1,775,197.24","1,109,301.40","757,610.28","950,271.76","3,326,356.81","13,320,744.67","2,945,220.41","530,920.23","2,059,395.89","4,256,361.88","4,032,574.21","8,062,165.52","15,971,539.41","8,931,405.45","24,700,402.87","18,990,822.65"
应收利息,,,,,,"1,077,716.67","4,385,820.83","5,782,995.02",,"475,811.11","234,738.89","103,505.55",,,,,,,,,,,,,,,,,,,,,,
应付利息,"199,145.00","880,690.07","543,509.03","620,589.70","679,643.74","90,948.62","83,640.41","78,566.99",,,,,,,,,"974,047.75","227,166.65","120,499.98","1,247,904.39","1,921,315.29","274,401.70","274,397.30","306,054.90","770,455.55","576,813.64","661,063.64","760,274.73","1,051,021.38","956,208.51","437,900.02","557,041.70","942,929.74","954,021.39"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"34,158,672.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"284,300,477.53","163,431,617.78","252,967,457.49","263,865,223.66","340,764,082.48","348,081,586.27","379,634,747.83","340,443,646.89","364,556,494.19","373,777,559.58","391,970,080.57","461,457,378.81","355,691,106.72","387,379,169.09","388,815,915.75","386,978,957.55","626,839,943.62","644,249,929.94","687,778,716.04","730,161,623.86","633,769,649.53","647,818,105.62","633,940,383.05","642,975,840.97","551,602,162.95","564,450,782.30","548,848,531.77","984,575,609.66","1,096,280,939.24","1,206,696,835.70","1,032,571,457.01","1,242,472,837.94","1,092,259,727.85","1,222,167,760.23"
其他应付款,"197,785,701.17","121,183,787.69","3,675,403.33","657,330.94","2,031,071.43","3,436,072.47","5,841,121.28","2,792,481.58","2,459,723.90","3,006,897.84","2,882,833.82","3,043,557.35","3,256,009.14","1,117,843.71","4,270,457.97","3,515,930.17","3,501,905.10","3,594,981.21","4,162,696.29","8,269,355.00","3,453,048.11","3,679,221.51","4,674,159.93","4,139,465.87","2,052,702.28","2,693,958.50","3,609,208.20","5,071,937.18","4,629,050.17","13,732,877.76","5,983,096.77","6,729,654.02","5,620,228.23","7,314,695.32"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,777,217.96","19,559,628.46"
其他流动资产,"80,713.64",,"33,772,356.97","18,746,832.98","4,978,033.20","29,052,221.32","27,270,228.68","57,717,981.29","60,794,204.22","54,975,922.19","79,863,351.91","60,956,029.17","131,238,277.17","151,377,149.31","216,161,098.03","186,002,935.02","174,448,401.57","178,614,482.27","178,408,855.83","177,872,200.47","145,441,238.48","151,542,459.12","143,917,373.93","175,618,913.80","176,793,169.80","170,118,709.81","169,826,531.51","176,778,114.17","431,604,015.50","274,763,377.75","285,351,621.99","281,251,710.44","163,333,996.91","109,859,216.55"
其他流动负债,,"631,046.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"749,725,924.97","410,420,111.86","602,808,225.98","646,011,525.57","683,223,156.66","1,743,646,693.23","1,674,527,907.31","1,617,147,002.71","1,533,418,107.38","1,446,841,138.87","1,317,907,762.04","1,225,405,058.49","1,206,291,454.57","1,035,390,552.46","1,147,995,731.95","1,069,079,300.85","1,361,222,367.12","1,470,245,071.48","1,455,251,996.54","1,512,590,693.99","1,417,133,893.58","1,402,348,562.14","1,514,489,026.01","1,596,187,495.28","1,276,542,766.48","1,254,032,393.78","1,298,817,944.74","2,514,446,661.91","2,636,481,765.17","2,719,101,086.49","2,326,786,453.52","2,662,453,941.00","2,602,691,882.77","2,655,747,137.19"
流动负债合计,"583,165,987.48","420,677,895.42","490,447,045.09","541,247,161.10","549,268,107.83","226,360,254.75","161,462,334.97","161,798,415.60","267,703,133.36","226,337,813.93","159,895,264.72","102,188,750.28","334,463,336.49","213,470,526.87","446,000,034.65","427,312,345.57","596,551,655.54","673,127,874.93","710,451,836.02","767,495,670.21","643,232,859.20","538,998,256.77","678,721,696.38","742,716,704.97","636,709,072.69","605,613,768.56","664,205,443.34","1,350,042,884.87","1,444,107,957.24","1,587,723,391.50","1,386,963,929.95","1,509,844,435.69","1,385,854,291.86","1,381,182,464.32"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,"50,000,000.00","70,000,000.00","60,000,000.00",,,,,,,,,,,,,,,,"91,785,000.00","183,570,000.00","183,408,000.00","190,839,000.00",,,,,,,,"165,000,000.00","150,624,200.06","150,504,078.62"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,803,321.16","134,691,625.23"
长期股权投资,"1,438,796.52","1,538,291.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"86,078,031.42","123,731,988.05","118,874,523.74","127,560,918.00","134,497,891.11","131,439,589.00","130,199,678.64","127,493,883.95","131,883,807.24","127,591,425.58","127,256,292.65","124,651,221.21","131,607,403.59","127,624,915.49","124,774,177.90","120,050,858.58","760,724,100.72","749,818,457.80","739,306,746.98","725,109,714.11","998,220,619.88","984,808,517.04","968,582,040.18","954,149,084.22","942,655,238.38","925,305,532.50","906,755,168.23","1,077,198,324.78","1,425,798,989.41","1,392,908,820.33","1,392,486,492.94","1,520,740,546.21","1,910,728,239.79","1,852,328,551.22"
递延所得税负债,,,,,"104,521.16",,,"64,823.96","170,584.97",,"567,889.31","170,584.97","519,098.76","519,098.76","519,098.76","519,098.76",,,,,,,,,,,,,,,,,,
在建工程,"33,921,689.04","7,394,334.27","23,557,053.63","17,816,921.40","27,235,717.32","38,693,556.04","39,626,807.36","114,237,000.22","338,768,037.69","416,403,263.83","465,444,620.63","520,734,037.45","774,082,599.57","852,511,434.21","953,206,378.53","1,046,420,382.97","349,246,718.57","344,762,550.38","373,050,873.53","391,847,181.78","173,390,652.84","219,110,959.39","242,155,811.26","253,500,978.27","325,887,353.83","360,941,076.59","381,366,573.81","628,151,836.29","363,689,127.04","454,053,540.25","643,660,195.41","626,757,212.16","371,929,695.47","391,988,386.93"
其他非流动负债,,,"600,000.00","2,290,000.00","2,290,000.00","3,370,000.00","3,370,000.00","3,370,000.00","3,370,000.00","3,370,000.00","3,370,000.00","3,370,000.00","35,584,362.00","36,342,727.63","34,973,454.87","44,178,818.49","53,078,182.10","51,347,345.72","50,360,959.34","49,375,097.96",,"48,670,083.54",,"46,906,849.11",,,,,,,,,,
工程物资,,,,,,,,0.10,,,,,"1,803,224.04",,,"3,516,248.50",,,,,,,,,,,,,,,,,,
非流动负债合计,,,"50,600,000.00","72,290,000.00","62,394,521.16","3,370,000.00","3,370,000.00","3,434,823.96","3,540,584.97","3,370,000.00","3,937,889.31","3,540,584.97","36,103,460.76","36,861,826.39","35,492,553.63","44,697,917.25","53,078,182.10","51,347,345.72","50,360,959.34","49,375,097.96","141,336,703.25","232,240,083.54","231,196,463.82","237,745,849.11","45,031,224.40","44,094,604.69","42,532,534.97","41,283,190.26","43,577,345.54","42,328,000.83","40,892,156.11","226,139,561.41","334,001,027.68","367,814,930.96"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"583,165,987.48","420,677,895.42","541,047,045.09","613,537,161.10","611,662,628.99","229,730,254.75","164,832,334.97","165,233,239.56","271,243,718.33","229,707,813.93","163,833,154.03","105,729,335.25","370,566,797.25","250,332,353.26","481,492,588.28","472,010,262.82","649,629,837.64","724,475,220.65","760,812,795.36","816,870,768.17","784,569,562.45","771,238,340.31","909,918,160.20","980,462,554.08","681,740,297.09","649,708,373.25","706,737,978.31","1,391,326,075.13","1,487,685,302.78","1,630,051,392.33","1,427,856,086.06","1,735,983,997.10","1,719,855,319.54","1,748,997,395.28"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"11,380,000.00","137,625,125.94","160,000,000.00","160,000,000.00","160,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","215,000,000.00","430,000,000.00","627,219,708.00","627,219,708.00","627,219,708.00","627,219,708.00","627,219,708.00","627,219,708.00","627,219,708.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"210,871,789.09","-828,473.26","16,947,647.52","16,947,647.52","17,135,259.14","1,378,295,361.45","1,378,895,007.93","1,376,687,374.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,376,538,874.67","1,161,538,874.67","1,834,979,690.46","1,877,572,082.73","1,877,572,082.73","1,877,572,082.73","1,877,572,082.73","1,877,572,082.73","1,877,572,082.73"
无形资产,"4,576,101.35","6,013,018.95","5,790,548.63","89,711,560.33","93,984,650.21","92,302,689.75","90,551,138.55","88,845,981.16","87,151,460.18","85,447,537.66","83,727,781.83","82,019,025.98","128,853,200.01","125,276,545.01","121,991,871.86","118,989,364.15","116,174,962.35","113,736,772.30","111,298,582.29","108,860,392.25","106,422,202.25","103,984,428.87","101,547,488.86","99,111,548.82","97,326,552.18","94,874,338.55","92,422,124.95","114,899,699.89","133,328,026.11","128,468,356.35","123,554,946.07","118,849,252.79","117,852,431.27","114,690,365.81"
盈余公积,"7,758,663.82","9,303,178.44","8,850,269.02","8,850,269.02","20,620,655.03","20,620,655.03","20,620,655.03","20,620,655.03","33,703,633.13","33,703,633.13","33,703,633.13","33,703,633.13","40,813,203.41","40,813,203.41","40,813,203.41","40,813,203.41","47,672,602.62","47,672,602.62","47,672,602.62","47,672,602.62","57,118,939.72","57,118,939.72","57,118,939.72","57,118,939.72","63,454,545.43","63,454,545.43","63,454,545.43","63,454,545.43","68,708,601.57","68,708,601.57","68,708,601.57","68,708,601.57","79,566,187.27","79,566,187.27"
开发支出,,,"12,086,891.90","13,852,634.25","14,628,141.54","17,100,700.01","20,022,964.09","22,333,619.51","26,924,692.09","26,939,572.09","27,236,055.70","30,602,853.38",,,,,"2,444,518.34","5,288,035.28","14,175,433.71","20,534,426.79","26,095,490.92","31,101,264.55","36,585,779.96","40,347,904.48","46,099,513.83","48,811,313.05","51,540,648.60","28,402,722.45",,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"62,473,990.36","-17,769,430.32","37,429,082.61","97,028,336.51","145,354,742.07","181,510,020.19","177,367,347.71","196,077,674.16","223,768,601.90","249,952,777.73","234,027,459.39","254,455,850.25","280,929,769.24","305,029,302.38","285,501,410.52","301,621,706.77","319,398,046.70","341,782,383.10","323,233,114.60","337,888,022.29","347,047,787.50","370,176,084.11","358,593,561.43","374,433,607.12","385,414,526.59","410,884,866.76","408,862,622.12","505,672,508.19","524,019,763.35","578,966,422.24","614,025,751.12","698,751,875.67","762,263,498.83","829,243,345.33"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,676,033.40","7,835,652.68","7,669,212.04","23,121,228.54","21,437,642.38","5,824,932.18","5,518,285.32"
少数股东权益,"90,112.55","89,447.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,,,"1,156,800.36","1,409,854.60","1,203,728.39","1,973,063.39","1,786,849.69","3,561,455.77","1,736,344.33","1,735,652.10","1,332,765.53","1,920,279.70","1,337,155.15","1,983,154.73","1,383,010.28","2,923,178.65","2,131,490.48","2,374,847.54","3,574,784.26","1,989,880.84","6,264,566.01","5,763,345.18","5,338,884.73","5,604,173.86","8,627,996.39","7,605,054.10","8,195,528.35","9,386,690.68","5,458,959.78","5,384,350.37","4,858,571.02","6,248,336.02","10,371,447.58","11,066,914.48"
外币报表折算价差,,,,,,,,,"-372,379.12","55,490.67","-197,842.84","-95,217.09","-613,095.72","-804,127.63","-1,913,892.10","-2,231,377.49","-2,840,987.82","-2,171,614.38","-2,171,641.65","-2,174,155.33",,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"39,260,511.92","44,123,004.19","48,081,014.26","42,773,336.48","13,454,216.23","17,071,731.88","24,427,328.29","30,863,822.66","50,167,026.95","40,642,681.15","46,022,126.01","55,590,363.82","27,952,357.97","26,412,769.99","36,801,916.74","52,676,184.46","40,056,817.33","98,364,338.66","109,340,231.08","53,004,202.71","21,650,269.73","64,166,386.77"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
