科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"211,462,960.20","453,915,063.47","682,934,996.71","1,036,826,698.18","210,037,767.26","395,603,688.45","747,328,510.72","1,145,744,602.45","130,784,968.54","216,409,950.60","341,700,841.93","838,622,682.31","286,426,787.84","1,712,121,256.56","2,454,268,776.83","3,328,276,358.09","547,161,267.93","1,048,154,328.25","1,562,832,806.95","2,234,730,122.40","479,475,529.83","1,120,030,553.76","1,759,304,754.58","2,756,733,169.42","503,442,403.18","1,017,950,877.03","1,592,453,379.12","2,470,720,612.36","484,872,318.48","1,105,788,787.88","1,637,040,757.83","2,238,645,620.41","417,924,810.41","1,257,085,107.23","2,059,982,294.03","3,335,036,900.82","922,868,337.58","1,707,114,869.89","2,458,083,072.90","3,915,732,878.59","686,360,019.08","1,426,399,628.36","2,124,417,936.27","3,165,165,618.60"
二、营业利润,"-1,399,048.66","693,613.78","4,918,394.05","13,126,810.49","2,116,211.62","3,032,397.12","5,004,667.52","11,988,738.67","-1,815,587.70","-2,685,679.33","-3,419,684.59","2,830,772.66","-2,966,382.26","26,638,464.64","29,440,023.73","34,871,079.73","8,538,338.99","19,476,405.99","37,209,105.70","51,932,650.70","14,526,117.11","33,743,877.44","51,458,502.55","60,301,062.81","10,161,167.72","29,598,314.29","42,284,388.35","55,586,791.30","1,398,978.20","9,438,734.00","22,060,397.18","42,674,244.56","2,906,863.67","68,666,812.80","105,680,451.72","220,235,250.16","15,579,943.18","58,426,213.00","62,996,139.56","191,339,356.15","-10,715,163.88","-36,743,760.57","-49,999,924.77","2,465,926.79"
减:营业成本,"205,943,279.62","438,035,719.25","655,939,746.47","988,662,604.64","196,978,675.37","372,048,180.80","712,689,064.40","1,090,858,222.44","121,642,024.95","200,071,562.35","315,155,519.55","792,342,725.53","278,457,354.59","1,535,918,271.74","2,214,679,019.28","2,958,212,328.69","468,610,187.77","897,639,814.32","1,336,114,303.88","1,886,445,574.75","386,073,101.03","905,790,297.88","1,434,203,617.66","2,312,651,144.24","413,546,770.41","831,212,835.12","1,306,489,271.00","2,039,325,811.92","390,595,233.38","894,754,581.52","1,314,149,461.11","1,779,984,956.35","328,391,498.54","918,520,201.01","1,533,453,024.22","2,483,034,521.55","741,861,044.81","1,316,005,621.29","1,923,831,648.72","3,043,972,391.82","588,891,344.23","1,230,432,086.12","1,830,468,061.56","2,644,349,763.24"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,940.60,"211,457.04","223,020.83","589,233.42","9,521.52","58,583.64","68,904.58","508,352.54","43,097.05","122,338.93","217,340.34","370,862.24","34,712.78","2,890,761.07","5,203,650.87","7,899,115.44","1,687,598.99","4,206,488.45","6,519,738.98","12,114,912.66","2,590,305.81","6,369,998.96","9,610,405.65","13,572,512.00","2,272,594.76","6,038,049.75","8,560,611.46","14,930,953.93","3,205,988.05","4,769,901.99","6,889,862.48","7,911,743.89","1,739,215.66","7,354,293.81","11,520,053.46","19,819,112.38","2,778,928.93","5,839,490.95","7,456,748.69","14,904,837.69","2,596,541.99","6,887,358.39","8,691,384.55","12,415,019.48"
营业外收入,,"111,720.96","111,720.96","13,597,875.94","300,000.00","300,100.00","300,255.00","324,514.92","2,973.84","87,124.79","1,077,322.75","1,964,389.70","91,730.31","3,741,832.83","7,310,937.90","27,382,772.09","2,897,668.17","9,843,870.94","11,633,271.96","17,339,404.07","849,359.98","6,423,178.81","10,056,715.71","22,901,542.92","7,706,872.98","14,478,571.48","21,130,923.42","30,985,880.71","13,646,629.69","25,484,109.70","29,951,433.62","37,676,817.26","11,149,288.14","17,630,696.97","25,571,528.75","44,983,844.25","4,566,824.36","14,797,627.79","23,046,505.98","34,163,988.39","14,148,101.82","23,764,680.99","36,985,129.35","8,324,487.66"
销售费用,"920,886.64","3,375,069.56","5,312,912.09","8,668,042.63","1,295,179.71","2,883,689.39","5,881,554.23","9,391,939.29","2,357,332.76","4,194,643.18","6,031,809.55","8,307,900.72","1,294,455.19","50,255,550.71","66,731,928.05","99,118,044.23","23,988,497.81","47,182,316.29","62,812,221.59","96,378,750.44","29,825,631.49","64,312,867.75","93,146,956.64","131,953,839.11","27,207,742.56","55,141,636.96","80,900,640.73","119,070,955.85","35,113,301.14","81,771,138.54","116,987,272.92","171,438,536.92","32,713,916.35","76,096,356.91","107,399,110.65","165,134,830.79","43,921,679.09","90,401,717.90","128,307,683.94","190,488,213.54","26,257,590.21","62,020,102.54","88,334,717.26","140,460,211.20"
减:营业外支出,"50,095.10","207,157.16","207,157.16","396,177.10","19,118.47","30,188.47","160,687.71","106,989.42","5,373.52","18,747.09","20,981.70","36,756.45","36,853.39","150,563.50","176,189.09","962,108.57","53,766.33","616,357.24","1,217,644.53","1,819,051.84","312,398.46","457,170.06","1,905,881.12","2,707,784.32","584,305.00","974,042.14","1,339,943.00","1,680,585.47","390,097.12","968,941.16","1,120,451.52","1,126,365.10","133,771.69","1,015,391.83","2,155,424.08","3,144,870.87","125,336.24","127,337.23","1,675,615.44","1,978,727.51","307,208.33","555,830.60","727,832.88","1,451,491.71"
管理费用,"4,279,536.77","8,679,382.40","13,086,508.82","26,041,387.74","6,626,825.41","14,397,124.14","26,386,408.91","39,575,640.39","7,656,234.38","15,870,035.99","24,267,670.25","34,075,679.79","10,075,201.64","85,126,197.34","123,923,535.54","208,902,648.58","45,134,328.37","80,050,957.75","121,004,208.15","176,259,330.43","45,466,467.32","97,305,260.64","152,855,110.28","192,703,985.86","47,583,868.35","95,224,073.56","155,230,410.29","219,143,268.25","48,587,410.71","103,053,156.17","151,474,594.46","211,278,414.25","50,774,165.76","174,883,006.61","262,709,958.47","391,119,678.02","106,490,514.90","210,842,096.63","311,023,615.22","419,892,496.58","77,412,641.09","159,458,539.86","238,207,321.77","356,340,776.71"
其中:非流动资产处置净损失,,,,,,,,,,"5,445.49","5,445.49",,"5,445.49","148,403.23","165,023.77","340,418.72",,"396,491.02","789,933.47","1,105,679.80",,"304,929.69","326,051.80","370,335.62","96,936.50","200,250.95","202,196.97","806,608.35","371,658.65","747,113.42","747,113.42","773,853.79","72,076.50","140,195.65","222,492.32","286,567.27","27,770.08","15,812.52","243,944.69","429,675.35","214,379.06","225,551.54","225,551.54",
