科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"223,970,401.12","290,312,126.42","407,159,268.08","116,818,442.52","245,068,421.93","361,469,379.80","528,243,583.19","186,801,090.89","369,429,020.82","607,614,564.80","924,753,928.34","248,546,640.12","506,471,326.68","793,643,375.89","1,222,104,226.28","289,272,918.03","692,003,278.95","1,122,770,279.19","1,629,239,538.88","473,424,267.09","778,765,474.65","1,175,915,503.35","1,658,994,045.28","459,135,390.36","855,831,907.23","1,364,101,086.04","3,689,146,961.09","686,263,529.08","1,369,722,215.75","2,082,233,661.57","3,235,366,625.47","751,995,612.60","1,455,910,480.12","2,195,760,599.83"
取得子公司及其他营业单位支付的现金净额,"7,752,998.54",,,,,,,,,,"10,518,114.99",,"19,411,859.85","19,411,859.85","19,411,859.85",,"1,189,394.71","1,189,394.71","8,631,682.73",,,,,,,,"298,974,982.67",,,,"377,213,200.00",,"21,553,600.00","21,553,600.00"
收到的税费返还,,,,,"3,623,000.00","3,623,000.00",,,,,,,,"160,422.17",,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"1,258,062.78",,,,,,,,,,,"139,689,105.42","144,789,305.42","24,758,594.19",,,
收到其他与经营活动有关的现金,"772,615.13","9,196,906.28","9,379,182.68","16,340,101.59","1,163,884.12","12,497,454.11","6,008,344.54","4,940,268.68","16,216,570.65","11,646,126.46","19,151,876.87","1,602,235.97","19,633,169.89","23,310,425.28","18,047,544.15","12,523,700.07","15,753,990.86","21,041,242.71","34,918,206.55","7,361,318.00","4,087,127.42","28,675,854.56","10,646,453.98","17,425,880.77","29,140,459.62","34,065,425.53","24,117,951.31","85,686,748.45","86,536,057.37","109,733,829.11","79,648,067.52","12,988,415.30","64,100,750.94","76,666,386.17"
投资活动现金流出小计,"8,110,783.05","10,233,158.28","8,998,207.33","172,019.53","785,018.74","1,251,182.45","26,222,369.69","47,639,688.96","52,825,271.89","60,116,988.38","72,505,880.56","806,589.41","22,227,219.25","23,505,925.53","25,197,740.25","420,230.85","2,169,407.11","5,217,460.12","46,148,095.48","925,960.14","1,099,700.58","1,381,944.52","12,167,106.60","108,063,896.38","130,476,336.01","150,378,431.76","387,621,711.96","180,982,707.09","509,515,568.56","857,054,922.87","906,940,195.75","1,789,584.24","24,839,099.30","27,531,545.36"
经营活动现金流入小计,"224,743,016.25","299,509,032.70","416,538,450.76","133,158,544.11","249,855,306.05","377,589,833.91","534,251,927.73","191,741,359.57","385,645,591.47","619,260,691.26","943,905,805.21","250,148,876.09","526,104,496.57","817,114,223.34","1,240,151,770.43","301,796,618.10","707,757,269.81","1,143,811,521.90","1,664,157,745.43","480,785,585.09","782,852,602.07","1,204,591,357.91","1,669,640,499.26","476,561,271.13","884,972,366.85","1,398,166,511.57","3,713,264,912.40","771,950,277.53","1,456,258,273.12","2,191,967,490.68","3,315,014,692.99","764,984,027.90","1,520,011,231.06","2,272,426,986.00"
投资活动产生的现金流量净额,"-8,110,783.05","-10,233,158.28","-8,943,713.86","-172,019.53","-785,018.74","-1,251,182.45","-26,222,369.69","-47,639,688.96","-52,823,651.89","-60,099,368.38","-72,486,280.56","-802,619.41","-22,221,899.25","-21,193,455.53","-25,181,610.41","-420,230.85","-2,169,407.11","-4,559,320.25","-43,091,401.93","-915,960.14","-1,089,700.58","-1,371,744.52","1,234,673.10","-103,552,336.38","-125,959,976.01","-145,858,671.76","-383,061,274.65","-120,975,007.09","-449,497,058.56","-796,786,056.00","-798,661,759.49","-1,603,366.25","-23,354,556.52","-24,928,262.58"
购买商品、接受劳务支付的现金,"30,146,428.15","37,396,499.77","88,025,582.69","23,649,212.96","59,709,830.09","126,790,962.73","134,047,822.64","86,719,713.90","155,920,589.89","259,533,453.28","442,304,794.62","99,656,888.89","250,951,047.03","394,869,173.17","578,123,070.42","198,426,531.79","435,748,339.76","651,730,188.67","990,874,714.10","111,971,226.97","249,109,491.94","458,176,793.53","698,085,011.68","250,131,544.56","422,207,646.53","665,301,228.41","2,271,725,983.17","465,425,159.69","915,166,185.61","1,256,924,935.99","1,995,677,670.72","427,944,530.73","811,617,113.69","1,380,132,591.96"
吸收投资收到的现金,"5,500,000.00",,"20,970,000.00",,"285,911,035.00","285,911,035.00","297,200,000.00","98,000.00","98,000.00","98,000.00","962,663.90",,"1,225,000.00","1,255,000.00","1,745,000.00",,,,"40,650,934.27",,,,,"148,799,994.00","148,799,994.00","153,799,994.00","152,299,994.00",,,,"53,662.00","1,225,000.00","1,225,000.00","1,225,000.00"
