科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"569,928,918.65","584,608,999.25","759,384,949.31","185,661,983.05","403,171,401.54","589,720,329.29","788,420,535.13","148,850,626.51","364,928,346.62","558,414,122.78","799,331,826.53","209,636,321.74","434,047,633.76","643,600,843.51","908,713,118.01","235,819,918.91","499,525,796.80","757,801,521.73","1,050,829,973.76","275,858,292.97","590,537,508.46","852,906,123.69","1,178,560,300.47","253,623,312.40","516,292,453.16","806,866,233.71","1,420,385,019.39","572,737,727.44","1,211,114,171.32","1,869,365,147.27","2,788,037,100.79","827,540,955.66"
二、营业利润,"58,701,945.81","92,896,219.54","115,457,639.46","26,549,764.03","44,164,420.37","42,676,163.71","48,194,182.60","-2,433,691.17","10,695,388.22","27,220,678.70","39,689,239.29","16,584,265.89","37,780,600.57","54,373,983.58","83,579,547.82","25,195,905.90","63,293,040.50","94,243,147.99","127,869,750.11","43,132,559.79","97,578,295.33","141,388,242.62","165,065,030.18","33,037,804.28","66,429,360.20","89,294,788.00","149,737,957.18","62,303,331.25","145,155,497.75","207,865,983.85","340,483,657.79","89,491,814.75"
减:营业成本,"433,865,796.85","403,953,350.06","540,519,103.49","132,138,775.85","303,408,592.92","460,196,190.37","616,683,818.03","120,056,077.91","289,335,309.03","434,915,928.43","610,253,587.36","150,768,284.73","310,468,751.02","459,207,390.11","626,644,629.01","155,372,017.22","329,288,660.15","496,203,655.64","681,281,635.34","183,762,257.97","386,647,570.52","556,182,976.41","762,933,853.17","172,140,427.54","347,014,320.70","554,712,176.64","1,024,718,702.52","419,563,179.41","843,744,988.73","1,266,372,677.52","1,793,241,882.32","489,925,213.37"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,089,470.34","3,439,998.29","4,154,805.56","992,223.32","1,842,600.83","2,506,639.74","3,370,829.02","826,286.92","2,180,491.67","3,465,165.36","4,738,766.66","1,760,020.69","2,701,798.42","3,812,615.10","6,064,826.52","1,296,162.28","3,621,933.44","5,437,865.91","7,206,063.42","2,657,761.00","5,311,914.33","8,435,155.65","12,181,527.12","2,761,921.66","4,704,688.75","6,988,619.40","15,597,113.81","7,905,644.85","17,753,948.83","24,867,159.55","35,026,693.77","8,499,314.04"
营业外收入,"4,424,789.59","5,586,479.06","6,647,676.58","3,432,742.97","5,053,012.48","10,744,591.41","17,639,411.87","3,930,351.00","4,305,040.86","5,046,367.83","15,421,110.04","840,201.96","1,391,235.85","2,086,004.03","4,815,457.94","1,361,835.18","2,585,078.86","3,765,455.78","6,105,554.81","2,365,819.88","3,771,269.31","8,828,392.24","11,412,176.70","14,098,513.31","15,675,666.37","19,086,647.22","25,353,807.83","3,061,573.80","5,720,701.80","8,101,649.68","4,212,436.84","973,346.58"
销售费用,"10,953,232.60","11,977,038.64","15,537,282.77","3,555,521.12","7,856,192.47","11,327,407.96","14,780,778.52","2,825,362.99","6,601,984.72","10,029,863.73","14,780,941.59","3,499,927.60","7,498,429.67","10,771,126.01","16,119,564.15","4,479,120.91","9,050,076.57","13,060,951.22","17,283,713.36","3,441,411.84","7,761,118.00","12,302,962.98","19,760,085.44","3,803,667.79","8,884,127.71","13,934,518.33","39,774,537.27","26,717,160.33","62,024,318.05","119,249,892.87","244,332,495.68","130,745,584.49"
减:营业外支出,"984,853.93","1,994,269.62","543,622.60",21.16,"232,315.21","273,639.81","473,656.84","2,746.64","72,826.56","481,782.05","5,378,218.32",327.74,"3,908,208.44","4,683,022.57","7,882,792.48","252,364.11","6,889,905.74","8,462,611.54","10,651,315.92","122,413.15","608,321.66","916,417.65","3,367,112.88","28,361.21","59,611.57","645,954.01","5,311,803.58","134,678.40","968,422.48","2,356,474.26","3,839,464.54","41,498.75"
管理费用,"44,829,409.35","54,970,120.39","61,773,140.11","16,477,892.64","34,044,393.16","55,649,868.00","84,318,420.46","22,999,683.72","50,620,491.27","76,086,333.11","118,207,635.46","31,352,221.08","67,846,845.15","103,064,671.61","154,726,943.53","45,051,464.41","90,410,533.31","142,206,725.87","204,533,193.87","41,365,460.52","89,194,189.91","136,186,732.27","202,010,282.81","39,396,150.24","87,327,836.99","137,860,313.28","189,778,612.62","52,448,198.34","131,721,222.26","236,198,559.67","353,329,343.20","98,818,529.18"
其中:非流动资产处置净损失,"719,375.15","934,630.14","457,522.60",,,,"61,401.25",,"4,326.56","159,282.05","4,334,140.00",,"571,770.44","571,770.44","3,710,102.54","247,304.61","6,581,300.89","7,779,217.61","9,871,553.19","122,413.15","532,534.64","541,700.64","3,054,274.87",970.95,"18,221.31","564,563.75","5,173,058.01","63,822.40","412,896.07","476,846.51",,
