科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"9,337,726.87","8,905,243.25","28,718,974.93","490,038,234.78","450,358,366.11","425,096,787.34","431,517,423.80","409,891,592.68","369,199,662.17","365,319,273.09","327,951,473.16","286,830,470.24","254,809,794.67","273,859,873.01","247,315,817.67","228,325,007.50","185,442,732.74","148,585,616.37","139,935,769.91","137,680,650.59","159,368,741.96","152,218,562.90","64,275,860.53","98,112,444.25","84,266,031.18","67,240,249.46","113,307,933.49","180,845,242.53","180,616,319.54","267,646,253.38","228,192,710.23","287,409,165.35","307,750,421.89","303,631,287.34"
短期借款,"10,100,000.00","23,300,000.00","22,500,000.00","20,500,000.00",,,,,,"25,000,000.00",,,"5,000,000.00","46,000,000.00","55,000,000.00","69,500,000.00","124,500,000.00","130,000,000.00","137,000,000.00","177,000,000.00","251,000,000.00","285,300,000.00","304,000,000.00","359,445,118.97","315,336,000.00","266,667,194.59","292,914,327.68","332,652,710.12","333,260,530.96","312,045,411.24","177,943,837.59","140,417,382.24","153,774,217.75","196,617,506.78"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,203,979.37","9,107,443.28","13,988,069.66","7,882,362.13","10,387,320.45","10,757,061.87","20,583,678.04","12,004,711.49","15,583,231.74","17,965,571.78","27,396,283.90","21,904,091.06","25,983,601.41","28,740,204.34","39,504,480.32","31,822,400.18","38,313,961.83","37,892,135.48","54,922,428.56","50,841,297.78","50,096,646.29","44,827,589.03","49,481,271.45","50,504,086.22","41,607,014.18","40,894,569.25","59,410,096.45","45,751,108.50","46,496,652.68","42,975,215.89","56,910,667.02","48,093,418.41","38,493,156.25","48,608,459.64"
应付票据,,,,,,,,,,,,,,,,,,,,,,"32,000,000.00",,,,,,,,,,,,
应收账款,"79,386,123.17","71,196,416.85","79,088,118.13","88,720,798.14","96,489,752.77","108,982,037.11","94,424,824.16","102,875,281.88","115,070,367.35","122,819,117.16","118,341,522.03","122,798,461.34","127,195,330.99","128,208,191.09","131,103,004.65","142,109,233.31","172,685,522.19","192,054,524.45","186,546,015.47","208,894,372.33","258,795,590.78","281,790,752.20","293,694,064.50","376,080,381.95","373,874,301.83","400,618,409.81","858,023,388.73","842,034,709.72","867,117,765.48","871,652,418.36","839,303,980.90","994,634,698.21","943,656,734.99","1,065,576,550.80"
应付账款,"38,143,878.54","27,420,312.29","38,697,123.97","34,738,760.82","29,922,308.18","38,847,782.34","50,119,726.22","39,573,179.16","37,873,739.08","46,899,887.73","39,430,815.85","37,546,101.44","34,647,224.76","36,872,282.53","40,497,588.86","40,761,684.60","92,255,843.57","52,012,207.24","69,797,562.70","58,681,530.73","52,876,340.39","86,177,125.86","81,138,562.96","81,535,019.94","89,568,116.25","86,778,461.29","176,266,556.05","125,670,843.64","187,823,535.47","197,799,446.33","169,703,390.91","155,098,874.37","198,333,560.19","260,288,561.91"
预付款项,"1,413,431.57","2,243,105.02","667,477.74","1,443,500.59","1,883,855.44","8,027,905.43","6,416,005.11","7,034,669.22","7,761,929.87","12,691,552.80","10,299,767.69","17,395,971.34","11,785,628.29","12,278,889.65","14,832,861.18","15,109,880.94","13,467,630.61","39,132,890.75","22,693,948.97","39,786,902.35","15,391,610.90","27,894,540.89","12,598,365.29","32,117,711.14","28,393,661.09","21,258,077.70","45,144,240.09","160,091,050.41","105,420,372.04","199,932,570.25","83,662,642.04","128,515,844.47","105,629,504.16","139,347,202.10"
预收款项,"3,825,608.23","2,429,338.42","285,357.11","660,905.22","1,105,328.83","528,822.63","384,125.14","604,673.21","673,056.30","1,718,897.05","267,461.77","596,717.36","2,761,236.23","925,734.33","1,876,731.00","1,214,009.81","17,633,341.36","17,328,553.40","3,207,591.31","7,184,946.26","4,255,701.91","9,777,619.54","7,987,270.94","12,136,395.57","3,637,670.63","3,275,043.85","163,048,413.79","193,472,169.58","221,624,062.23","258,468,993.94","184,645,222.78","207,982,998.19","235,278,364.50","294,132,145.88"
