科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"785,831,398.18","812,711,785.88","404,846,328.78","714,309,336.11","934,634,234.86","180,549,887.78","436,181,044.07","709,997,052.86","963,797,025.57","198,017,825.50","507,748,280.15","820,228,193.26","1,104,988,534.84","216,921,999.45","520,439,761.67","843,121,705.37","1,138,647,851.30","203,436,573.69","513,764,580.09","792,193,324.80","1,064,445,174.71","207,157,208.07","508,352,057.80","785,275,655.42","1,080,319,622.01","211,831,364.71","510,722,699.23","790,173,599.16","1,080,167,412.47","198,973,809.98","484,389,368.60","734,261,246.21","977,172,460.43","214,577,478.66","485,536,662.20","752,328,085.71"
二、营业利润,"61,456,486.40","63,656,912.51","61,386,287.71","98,785,641.28","116,566,353.28","8,835,392.90","35,516,114.22","59,128,201.32","81,668,224.56","17,478,160.20","49,159,201.42","79,931,002.13","102,839,459.95","19,127,349.19","45,693,637.29","74,843,212.57","99,002,091.75","16,658,889.82","52,937,497.41","82,142,092.11","100,937,804.28","10,504,537.19","38,843,915.51","55,253,948.23","64,931,164.00","-16,070,177.32","-21,996,422.88","-28,018,757.17","-38,750,722.90","-4,907,253.18","-6,130,079.34","-15,045,894.80","-37,570,802.50","-14,348,774.90","-26,096,263.31","-38,821,262.36"
减:营业成本,"646,381,371.46","652,347,612.47","298,578,257.03","546,131,957.52","713,577,747.51","149,056,621.82","359,174,973.93","587,225,970.47","794,030,423.12","165,093,290.13","420,825,073.48","681,303,499.54","920,753,086.15","181,079,486.53","433,444,436.77","705,082,627.14","945,964,855.43","165,573,860.55","411,584,036.10","638,347,915.64","862,550,317.15","171,296,977.27","411,915,576.39","641,270,782.24","900,016,102.11","198,175,147.02","469,130,233.34","721,170,248.79","978,664,305.15","178,271,155.02","425,577,322.81","647,421,511.98","863,508,311.42","199,713,350.06","442,432,927.20","680,569,430.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"224,637.59","361,267.33","233,526.33","366,619.67","456,372.09","66,745.92","224,335.09","371,354.47","806,337.12","873,968.92","2,410,601.89","3,834,827.15","5,047,742.75","577,217.94","1,969,704.63","3,132,497.06","4,394,221.89","256,598.30","1,542,898.41","2,022,750.06","4,287,486.19","16,882.11","216,479.85","1,466,936.41","2,480,614.62","426,985.11","1,613,792.31","2,747,920.21","3,694,210.42","261,198.41","1,372,899.51","2,493,033.82","6,034,621.64","1,254,100.25","3,714,785.08","5,736,746.19"
营业外收入,"1,542,098.25","2,404,208.35","330,253.45","515,453.45","634,530.82","402,451.33","477,451.33","1,524,951.33","2,564,015.63","92,848.00","523,375.01","592,665.01","629,390.01","108,000.40","270,800.40","1,433,767.00","1,501,767.00","332,550.57","873,750.57","1,120,950.57","2,132,599.54","184,448.89","252,909.89","508,886.07","530,536.07","420,000.00","140,106,939.30","140,071,591.26","281,336,184.51","480,000.25","204,787,437.77","205,566,566.55","234,687,535.54","4,645,908.74","26,648,181.51","36,402,257.89"
销售费用,"34,849,278.91","51,792,777.79","26,737,491.84","42,108,227.34","59,799,774.56","10,455,343.04","26,283,188.36","43,238,690.96","59,185,927.98","11,106,182.94","28,284,948.00","43,913,039.99","63,218,174.47","11,958,934.04","28,149,242.17","40,912,840.37","62,197,443.05","15,036,987.68","32,561,245.47","48,541,974.55","67,096,862.18","10,932,807.17","28,173,200.50","44,693,903.55","65,822,803.81","17,982,497.62","37,791,977.70","57,147,848.90","82,055,933.80","14,664,475.56","39,633,625.32","62,379,411.07","83,675,847.22","17,830,274.71","42,941,480.89","66,604,199.24"
减:营业外支出,"2,805,971.72","2,843,527.96","1,657,935.92","2,038,435.92","3,444,411.38","68,000.00","168,000.00","976,382.95","5,681,754.02","139,589.06","282,757.06","435,867.10","954,099.51","35,896.20","262,326.25","402,058.23","603,111.84","25,331.88","24,384.62","197,408.92","630,209.38","9,509.79","16,295.43","242,248.58","407,632.57","12,622.58","48,587.74","111,629.33","992,392.58","116,510.77","309,268.93","335,402.93","821,645.01","39,918.05","111,986.19","245,737.41"
管理费用,"25,514,593.79","33,219,457.75","15,572,007.13","23,315,015.73","39,780,475.63","11,646,636.84","18,570,436.90","26,512,053.62","36,989,985.70","6,962,333.37","15,687,015.68","24,880,844.78","35,012,279.77","8,664,863.51","18,452,493.15","29,187,683.28","40,665,808.27","8,962,704.98","20,168,433.63","28,896,056.27","39,299,124.04","15,298,354.16","32,020,557.29","47,503,670.52","52,759,010.25","14,014,068.03","27,911,928.10","41,406,178.08","56,823,543.86","13,124,944.62","26,890,316.69","39,486,804.58","56,362,630.80","13,775,539.80","27,661,952.03","42,450,967.49"
其中:非流动资产处置净损失,,,,,"1,760,757.88",,,"309,882.95","4,355,944.87",,,"16,094.84","17,067.65",,"89,257.05","98,844.63","135,223.24",,,"66,427.59","220,158.02",,"16,087.54","71,971.09","235,845.07","12,622.58","48,587.74","78,086.70","516,592.57","107,220.97","156,844.87","156,978.87","362,674.26","23,918.05","30,890.35","54,158.89"
