科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"146,874,404.19","307,221,056.22","685,294,318.74","146,638,943.80","397,143,085.04","591,075,907.75","763,216,740.52","130,456,816.50","280,429,930.64","463,337,544.27","658,668,662.38","205,059,782.49","451,366,260.29","674,500,139.07","1,032,696,622.17","239,434,772.53","536,553,369.96","838,274,710.68","1,005,543,632.09","185,505,270.30","466,628,221.13","606,005,742.89","821,920,958.42","187,053,386.88","417,812,903.82","716,540,034.72","770,277,473.35","197,315,737.60","425,667,915.80","643,470,341.32","832,230,575.15","193,643,952.87","406,819,364.53","594,913,754.22","643,744,915.74","171,220,679.13","370,704,941.93","562,048,970.77","691,778,536.66","254,893,892.94","507,319,640.16","793,776,287.93"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"3,809,719.25","3,809,719.25","3,809,719.25",,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,"224,255.88","270,649.70","1,044,536.64","2,535,437.59","2,535,437.59","2,535,437.59","434,697.52","862,858.97","863,918.97","862,858.97","2,877,000.00","2,607,451.56","5,715,330.04","5,111,279.97","4,610,584.90",,,"8,247,587.77","981,559.11","1,544,540.26","2,076,155.36","2,176,411.01","446,945.75","883,870.86","1,294,678.62","1,541,271.87","58,648.92","90,534.16","136,512.80","136,512.80","186,748.09","1,153,464.91","1,765,836.22"
支付其他与投资活动有关的现金,,,"2,483,564.00",,,,"89,412,312.40",,"13,760,334.00","13,760,334.00","36,000,000.00",,,,"20,000,000.00",,"258,821,824.82","236,625,563.58","165,000,000.00",,,"140,495,000.00","193,775,000.00","61,200,000.00","122,223,033.87","193,738,020.71","131,200,000.00",,"57,466,758.70","67,818,056.92",,,,"3,868,864.25","3,000,000.00","186,669,470.50","285,440,281.99","370,243,317.26","315,600,000.00","900,507,621.68","1,850,493,222.55","2,868,299,519.55"
收到其他与经营活动有关的现金,"1,665,621.11","1,143,929.07","2,372,356.44","3,561,897.14","8,232,340.05","15,612,962.85","23,757,122.08","780,740.94","2,715,143.92","3,426,047.13","3,928,872.17","374,101.63","8,977,480.92","21,316,552.92","10,068,677.13","18,466,742.96","8,145,483.33","16,587,734.83","24,598,834.28","17,483,858.37","87,637,973.09","89,281,861.55","109,777,011.74","1,687,939.20","65,891,605.46","81,764,882.13","42,094,580.60",,"7,294,405.97","7,315,142.25","24,742,322.86",,"99,879.86","215,011.10","16,843,052.95","430,640.57","951,835.66","109,837.01","22,994,697.51","815,107.71","1,464,234.87","1,539,188.78"
投资活动现金流出小计,"45,660,845.49","142,213,960.35","249,849,784.30","35,581,508.81","116,277,217.33","181,316,409.95","359,640,889.40","25,732,359.77","66,861,330.19","91,671,999.00","202,952,224.46","105,611,245.33","170,458,301.37","189,258,591.00","352,044,446.27","205,304,062.09","467,394,424.45","659,265,198.06","501,584,732.27","80,685,003.39","157,783,193.67","380,424,733.51","431,813,629.38","80,709,084.24","155,263,647.70","246,634,891.58","185,506,453.23","24,631,998.61","153,413,412.37","399,792,587.54","391,079,115.51","3,040,424.60","2,909,405.63","4,201,644.95","3,977,778.18","187,443,665.83","286,408,672.56","371,330,875.51","332,131,036.53","900,986,079.17","1,851,964,038.22","2,870,117,925.47"
经营活动现金流入小计,"148,540,025.30","308,364,985.29","687,666,675.18","150,200,840.94","405,375,425.09","606,688,870.60","786,973,862.60","131,237,557.44","283,145,074.56","466,987,847.28","662,868,184.25","206,478,420.76","462,879,178.80","698,352,129.58","1,045,300,736.89","258,336,213.01","545,561,712.26","855,726,364.48","1,031,005,325.34","205,866,128.67","556,873,645.78","701,002,934.48","936,809,250.13","193,351,910.98","483,704,509.28","798,304,916.85","820,619,641.72","198,297,296.71","434,506,862.03","652,861,638.93","859,149,309.02","194,090,898.62","407,803,115.25","596,423,443.94","662,129,240.56","171,709,968.62","371,747,311.75","562,295,320.58","714,909,746.97","255,895,748.74","509,937,339.94","797,081,312.93"
投资活动产生的现金流量净额,"-45,629,706.69","-142,172,821.55","-249,808,645.50","-31,097,944.81","-107,302,153.33","-172,341,345.95","-350,665,825.40","-12,861,201.37","-53,990,171.79","-19,805,852.60","-109,846,412.06","-69,611,245.33","-134,347,143.23","-153,147,432.86","-316,032,244.04","-205,304,062.09","-415,878,823.51","-607,749,597.12","-481,438,932.27","-29,603,044.20","-102,783,193.67","-264,929,733.51","-275,378,629.38","-66,959,084.24","-76,473,647.70","-90,644,891.58","299,887,157.40","115,368,001.39","254,009,163.59","56,524,309.09","64,802,071.71","18,832,575.40","154,241,394.78","156,255,339.61","188,197,331.51","-40,149,897.58","-61,044,484.48","-139,901,519.97","-81,849,632.31","-86,313,613.05","-139,251,157.66","-201,266,000.88"
购买商品、接受劳务支付的现金,"89,208,786.05","257,133,411.90","557,938,313.89","172,759,873.81","391,389,462.62","572,183,797.73","678,274,438.05","62,288,420.84","193,034,859.70","343,939,969.24","471,674,667.27","176,272,913.46","398,749,259.44","534,986,972.12","819,752,116.74","236,263,858.71","434,866,043.55","655,881,570.41","983,480,151.48","141,441,605.61","354,184,280.53","432,565,697.62","542,684,357.44","153,397,886.60","368,841,012.60","607,890,606.73","745,216,476.10","164,865,811.04","312,640,739.77","490,583,744.00","613,978,984.02","139,205,786.77","324,257,774.97","471,122,328.77","504,325,577.85","84,376,288.13","211,179,621.07","319,147,818.61","355,987,515.87","242,891,570.82","462,680,595.02","679,720,028.82"
吸收投资收到的现金,,"26,000,000.00","26,000,000.00","617,294,400.00","617,294,400.00","617,294,400.00","617,294,400.00",,,,,,,,"677,950,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
