科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"6,549,702.84","1,847,080.29","2,694,170.04","4,012,983.09","3,739,571.53","3,157,695.50","2,675,453.61","5,506,486.20","1,305,543.89","5,614,752.16","2,452,545.61","1,544,426,022.02","3,268,748,416.97","4,461,684,175.59","1,295,394,803.57","1,002,603,815.14","980,157,691.77","1,364,294,767.51","1,361,664,641.31","1,170,798,953.40","1,229,431,875.65","337,411,798.65","207,451,144.85","888,089,837.95","272,415,765.13","50,078,086.60","111,075,696.51","262,672,655.01","472,037,625.27","196,148,070.27","510,509,311.91","2,296,922,256.97","2,443,070,630.16","1,781,137,255.23","2,132,831,267.60","2,217,024,920.87","2,148,676,648.34","1,732,820,474.07","1,601,981,969.59","807,432,625.81","1,477,023,998.45","1,889,873,032.72","1,561,292,468.59"
短期借款,"11,581,700.00","10,581,700.00","10,581,700.00","581,700.00","581,700.00",,,,,,,,,,,,,,,,,,,,"300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","50,000,000.00","50,000,000.00",,,,,,"82,870,000.00","82,870,000.00","82,870,000.00","82,870,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701,869,863.01",,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"103,124.60","51,840.90",,,"96,650.00",,"268,689.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,"600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"30,692,668.12","30,853,626.20","32,211,432.71","27,438,581.50","29,740,751.80","31,775,625.99","33,935,588.12","24,092,792.07","24,746,635.89","25,351,022.82","26,687,134.51","73,931,079.95","69,068,449.88","76,467,151.04","32,754,552.29","27,727,200.17","41,231,878.33","118,506,290.52","47,933,600.17","33,740,403.95","10,369,724.33","21,237,402.37","19,885,898.99","12,071,539.33","9,972,990.34","24,531,615.11","38,160,194.35","18,329,097.08","19,003,220.09","5,811,955.74","3,220,516.98","183,398,413.37","180,693,493.79","240,632,301.23","204,206,038.90","118,040,946.79","118,309,531.01","117,933,279.54","118,304,547.28","323,375,525.45","306,754,971.45","150,492,079.51","148,494,397.68"
应付账款,"2,256,558.13","2,628,274.50","4,263,086.18","6,925,603.95","7,607,179.16","7,643,481.18","7,664,937.49","7,307,690.77","6,920,172.63","6,653,529.08","6,281,220.09","177,451,520.18","171,446,730.33","138,205,774.13","88,505,475.71","589,954,912.26","517,098,166.85","443,376,469.50","549,062,633.88","461,688,919.38","332,587,405.34","136,080,770.03","135,333,173.62","137,653,975.91","79,610,189.26","72,719,506.39","71,341,503.69","76,327,420.48","171,834,239.41","160,789,664.82","120,519,531.00","147,436,537.51","103,219,915.07","176,157,914.92","176,100,314.92","245,532,833.62","195,714,446.68","199,914,880.30","170,871,099.10","165,598,742.72","137,625,677.09","135,722,748.26","134,459,332.41"
预付款项,"2,161,353.03","1,758,412.59","1,992,309.63","869,538.88","1,432,817.81","1,430,969.42","1,133,055.07","858,486.44","998,328.17","968,680.79","1,244,227.64","5,463,804.50","2,411,725.00","1,920,000.00","1,906,900.00","177,894,999.30","161,772,705.57","158,899,623.70","158,176,397.50","92,250.00","616,000.00","1,813,070.00","3,116,818.45","55,000.00","55,000.00","55,000.00","55,000.00","1,855,000.00","1,855,000.00","1,992,000.00","1,663,976.91","302,750.00","66,211,289.62","11,299,234.97","41,582,655.34","683,542.07","122,655,623.64","10,038,383.93","4,516,059.88","1,817,275.03","80,836,273.76","120,682,078.91","409,349,387.70"
预收款项,"7,326,708.36","9,318,934.80","12,211,305.39","3,494,724.16","6,334,390.00","7,269,338.78","7,730,587.73","4,437,700.53","6,530,131.81","6,731,654.10","7,751,413.67","676,749,303.11","711,889,619.05","501,426,669.21","784,577,132.19","1,697,290,935.94","1,883,077,842.20","1,987,635,782.38","1,166,738,222.46","337,359,525.06","232,714,799.66","917,976,307.85","974,953,295.08","305,680,204.48","257,125,699.82","267,153,686.63","218,273,101.78","202,785,887.37","284,316,672.23","280,868,569.31","770,831,937.20","1,551,378,400.77","1,547,647,550.82","1,560,010,644.00","1,582,732,789.75","2,097,028,656.33","1,867,463,505.11","920,505,617.04","591,633,166.49","237,961,220.19","296,612,258.81","532,902,711.85","799,858,922.43"
