科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"307,759,549.79","408,182,179.92","309,329,323.42","451,693,165.72","531,834,799.09","97,989,509.97","304,154,755.81","399,546,721.92","562,666,804.61","85,234,815.51","354,978,669.85","562,528,574.19","786,898,783.14","139,239,489.04","418,575,672.11","581,139,358.51","990,507,458.09","241,188,440.37","575,933,470.10","731,113,306.62","1,023,903,725.02","222,521,120.91","507,747,602.68","684,432,894.87","1,008,712,987.26","242,107,499.17","583,554,146.75","753,321,501.20","1,061,223,033.43","239,080,922.58","528,512,319.07","863,541,268.10","1,167,700,719.43","194,033,111.52","665,616,333.08","874,144,987.85"
取得子公司及其他营业单位支付的现金净额,"61,817,826.14",,,,,,,,,,"405,000.00","945,000.00","1,350,000.00",,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"8,638,351.98","12,233,649.70","4,076,098.69","8,889,900.17","12,625,900.16","399,999.99","878,124.42","5,274,336.80","9,939,928.24","49,468.27","103,796.80","103,796.80","2,211,056.40","32,391.60","97,415.37","11,947,415.37","12,111,069.69","17,074,338.06","37,138.06","10,691,301.18","38,674,701.18","16,091,900.00","32,033,900.00","32,033,900.00","48,820,900.00",,,,"11,812,100.00","2,154.30","2,718.78","2,718.78","29,741,618.78",,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,887,952.41",,,
收到其他与经营活动有关的现金,"77,392,027.72","22,321,094.54","3,757,447.39","6,689,304.78","14,299,901.80","1,244,118.82","7,381,540.21","8,024,750.24","21,840,542.55","1,377,552.90","6,920,559.05","11,902,042.04","14,363,165.01","23,606,749.70","8,462,595.21","15,973,653.14","28,778,889.64","6,415,171.36","36,084,147.35","43,897,652.91","37,822,759.80","4,787,177.59","30,607,500.21","42,877,680.54","35,356,125.17","5,380,719.34","7,057,183.23","9,465,064.82","17,204,293.15","16,513,857.50","6,931,606.88","69,941,168.91","123,151,826.30","12,854,303.91","4,476,004.48","8,465,940.26"
投资活动现金流出小计,"123,954,140.76","23,794,169.23","448,870.57","9,549,700.08","16,439,719.80","9,204,635.62","16,545,061.63","46,105,710.17","57,321,653.97","8,888,832.11","24,610,528.44","42,440,439.82","125,839,093.45","6,914,901.79","45,628,947.18","72,924,362.41","61,649,702.04","15,000,132.11","26,486,879.71","48,155,119.80","74,383,379.88","15,515,133.74","60,419,075.11","86,275,922.49","793,984,301.40","154,102,016.24","173,226,795.08","248,022,815.59","1,024,928,570.93","86,275,741.68","187,410,763.80","503,475,385.77","803,762,256.02","11,589,911.99","275,904,883.70","720,016,772.56"
经营活动现金流入小计,"393,789,929.49","442,736,924.16","317,162,869.50","467,272,370.67","558,760,601.05","99,633,628.78","312,414,420.44","412,845,808.96","594,447,275.40","86,661,836.68","362,003,025.70","574,534,413.03","803,473,004.55","162,878,630.34","427,135,682.69","609,060,427.02","1,031,397,417.42","264,677,949.79","612,054,755.51","785,702,260.71","1,100,401,186.00","243,400,198.50","570,389,002.89","759,344,475.41","1,092,890,012.43","247,488,218.51","590,611,329.98","762,786,566.02","1,090,239,426.58","255,596,934.38","535,446,644.73","933,485,155.79","1,320,594,164.51","206,887,415.43","670,092,337.56","882,610,928.11"
投资活动产生的现金流量净额,"-21,765,638.98","-23,793,619.23","-448,325.17","-9,549,154.68","-16,439,174.40","-9,204,635.62","-16,545,061.63","-45,685,710.17","-56,827,635.70","-8,888,832.11","-24,593,968.44","-42,423,879.82","-125,811,533.45","-6,914,901.79","-45,628,947.18","-72,924,362.41","-61,648,452.04","-15,000,132.11","-26,463,279.71","-48,131,519.80","-74,357,709.88","-15,515,133.74","-53,853,874.11","-65,695,467.43","-418,060,871.33","-82,189,382.90","-5,602,320.24","-61,897,385.75","-161,312,656.44","-86,274,739.82","88,045,245.67","-76,327,992.98","-101,271,277.20","-4,663,377.37","-43,798,392.61","-325,425,550.24"
购买商品、接受劳务支付的现金,"34,384,554.30","67,654,261.70","36,030,362.36","58,919,862.49","98,020,997.43","16,027,830.47","53,508,378.75","104,400,511.97","156,426,595.93","27,531,036.42","134,311,349.53","299,106,667.15","414,860,718.75","44,283,557.86","83,128,523.68","243,915,808.94","423,975,246.79","89,624,638.86","153,269,826.42","241,054,704.11","328,475,231.55","15,004,616.84","50,060,967.91","163,274,232.88","203,761,900.11","14,637,414.52","32,528,518.23","69,465,872.85","121,308,715.37","22,730,482.72","47,537,056.83","73,799,082.65","105,627,475.24","13,624,436.01","33,764,703.87","55,700,384.69"
吸收投资收到的现金,,,,"461,310,000.00","461,310,000.00",,,,"20,000,000.00",,"11,250,000.00","11,250,000.00","11,250,000.00",,,,,,,,"11,250,000.00",,"600,000.00","600,000.00","8,100,000.00",,,,,,,,,,,
