科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
一年内到期的非流动负债,"85,000,000.00","70,000,000.00","45,000,000.00",,"35,000,000.00","35,000,000.00","50,000,000.00","50,000,000.00","40,000,000.00","55,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","45,000,000.00",,,
其他流动资产,"3,555,817.09","4,524,072.53","9,532,762.10",,"3,791,502.73","5,690,301.96","10,327,572.46","13,535,063.10","6,317,467.90","5,863,408.74","18,715,781.54","9,329,577.17","18,924,809.65","23,611,502.19","18,132,659.48","21,169,653.30","24,176,133.49"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"434,300,106.92","433,705,657.31","570,018,121.88","540,534,800.00","869,579,933.66","869,094,821.97","967,085,870.29","875,484,407.19","819,435,581.43","1,185,504,159.88","1,308,583,588.15","1,373,285,122.95","1,285,304,553.09","1,280,218,437.24","1,342,782,270.87","1,346,628,778.97","1,325,475,337.14"
流动负债合计,"404,568,971.95","362,170,301.01","385,811,674.98","398,730,500.00","344,483,491.17","392,979,804.71","430,224,008.52","397,708,782.74","393,318,838.71","492,217,867.57","679,716,147.11","713,632,931.76","679,299,576.33","673,486,983.80","653,312,483.54","714,588,059.35","660,641,073.77"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,"70,000,000.00","85,000,000.00","70,000,000.00",,"80,000,000.00","40,000,000.00","25,000,000.00","25,000,000.00","35,000,000.00","20,000,000.00",,,,,"45,000,000.00","45,000,000.00","45,000,000.00"
持有至到期投资,,,,,,,,"60,000,000.00","60,000,000.00","10,000,000.00",,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,"21,554,963.07","20,823,295.12","23,720,048.11",,"23,723,443.79","23,673,553.37","3,160,252.36","3,505,124.30","3,752,249.27","4,065,040.47","4,930,010.35","5,526,503.69","4,542,862.33","4,915,510.46","5,623,288.16","5,847,778.74","6,081,263.76"
专项应付款,,,,,,,,,,"300,000,000.00",,,,,,,
投资性房地产,"648,517.82",,"3,469,861.47",,"3,394,068.83","3,356,172.50","3,308,595.19","6,556,807.19","6,480,624.70","6,404,264.41","6,327,904.13","6,251,543.84","6,175,183.56","6,098,823.27","6,022,462.99","5,945,924.95","5,869,386.91"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"402,988,795.11","419,798,330.34","428,357,902.32",,"431,029,240.41","448,173,517.69","455,916,534.83","444,748,885.22","441,441,492.36","446,440,431.04","491,795,201.33","509,851,579.46","563,768,070.91","566,986,181.86","699,790,459.41","699,381,129.63","709,706,573.88"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"28,674,260.68","30,510,618.56","31,084,644.27",,"14,201,959.81","11,473,187.69","18,168,607.55","23,675,686.11","69,976,923.91","68,462,405.43","75,948,473.26","112,332,950.86","72,920,543.97","161,670,677.18","53,571,999.89","47,991,536.59","66,389,095.43"
其他非流动负债,"32,886,000.00","39,296,884.98","114,302,208.34",,"108,924,267.22","106,235,296.66",,"101,094,618.03",,,"300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00"
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"102,886,000.00","124,296,884.98","184,302,208.34","181,613,200.00","188,924,267.22","146,235,296.66","128,816,136.10","126,094,618.03","133,373,099.96","415,651,581.89","452,290,063.82","515,668,545.75","512,947,027.68","515,125,509.61","554,567,118.86","550,205,668.71","590,803,267.71"
固定资产清理,,,,,,"4,435.00",,"788,590.14","52,312.95","551,738.46","184,750.00","184,750.00","383,485.05","184,750.00","35,897.44","2,389,455.04","796,788.33"
负债合计,"507,454,971.95","486,467,185.99","570,113,883.32","580,343,800.00","533,407,758.39","539,215,101.37","559,040,144.62","523,803,400.77","526,691,938.67","907,869,449.46","1,132,006,210.93","1,229,301,477.51","1,192,246,604.01","1,188,612,493.41","1,207,879,602.40","1,264,793,728.06","1,251,444,341.48"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"156,000,000.00","156,000,000.00","156,000,000.00",,"208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","214,018,000.00","213,948,000.00","428,896,000.00","428,896,000.00","428,882,000.00","428,882,000.00","428,810,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"202,365,591.40","202,447,021.38","253,846,011.38",,"560,060,698.18","560,060,698.18","598,573,798.18","593,122,323.18","593,122,323.18","586,531,454.98","672,005,414.54","677,655,228.88","476,671,043.20","483,931,457.53","491,073,701.15","494,083,902.95","496,412,100.32"
无形资产,"92,729,928.70","90,638,204.43","87,886,804.62",,"87,193,679.74","90,360,751.12","88,862,941.35","87,154,982.14","86,437,833.01","85,810,667.33","237,170,215.21","236,056,876.21","234,618,991.07","233,154,583.11","231,687,493.16","232,256,710.01","230,835,553.81"
盈余公积,"10,806,130.84","16,109,934.32","24,201,180.54",,"28,182,740.03","28,972,932.51","31,892,674.22","33,760,491.13","31,892,674.22","31,892,674.22","37,945,477.12","37,945,477.12","37,945,477.12","37,945,477.12","44,992,553.62","44,992,553.62","44,992,553.62"
开发支出,,,,,"1,320,000.00","1,320,000.00",,,,,"9,120,000.00","13,438,300.00","16,808,300.00","16,808,300.00","22,894,413.69","24,608,331.06","27,006,618.37"
减:库存股,,,,,,,,,,,"84,312,180.00","83,331,480.00","89,906,680.00","89,906,680.00","58,900,732.00","58,900,732.00","52,056,608.00"
商誉,,,,,,,,,,,,,,,,,
未分配利润,"96,365,927.62","129,394,917.79","140,331,982.29",,"126,810,957.16","134,413,561.38","159,883,695.72","185,945,665.57","166,970,442.25","188,255,026.64","230,463,469.82","257,863,859.91","273,215,677.31","284,115,524.87","327,592,590.08","353,988,983.67","349,997,155.44"
长期待摊费用,"278,367.54","119,300.34",,,"664,848.67","664,848.67","646,380.65","590,976.59","535,572.53","480,168.47","424,764.41","369,360.35","313,956.29","537,822.70","307,469.12","240,028.04","172,586.96"
少数股东权益,"17,417,308.00","18,726,162.99","20,957,324.08","21,092,100.00","20,454,891.69","20,106,744.88","22,124,313.69","21,441,149.82","20,156,989.66","1,983,260.67","1,980,038.11","1,992,406.13","2,197,527.42","2,223,124.77","1,571,545.79","2,178,263.53","2,140,428.33"
递延所得税资产,"2,804,602.30","2,602,775.01","16,146,588.78",,"15,130,510.95","15,056,399.55","15,435,302.82","16,127,891.92","16,681,404.00","16,925,879.55","16,932,040.72","17,504,047.35","17,167,365.24","17,182,163.92","16,918,775.72","17,231,199.33","16,775,437.10"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"6,430,387.67","10,947,041.36","4,766,410.16",,"30,679,359.59","27,591,350.76","26,930,141.39","47,439,679.67","42,040,373.82","99,887,110.93","52,689,482.96","60,573,934.84","119,262,337.55","48,060,147.96","63,456,730.59","147,497,827.47","132,631,329.50"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"556,109,822.89","575,439,565.16","595,432,259.73","608,318,600.00","607,337,111.79","621,674,216.35","612,428,756.14","690,588,623.28","727,398,786.55","739,027,706.09","895,522,842.37","962,089,846.60","1,035,961,095.97","1,055,598,960.46","1,100,308,990.17","1,183,389,920.86","1,196,264,634.05"
所有者权益(或股东权益)合计,"482,954,957.86","522,678,036.48","595,336,498.29","568,509,500.00","943,509,287.06","951,553,936.95","1,020,474,481.81","1,042,269,629.70","1,020,142,429.31","1,016,662,416.51","1,072,100,219.59","1,106,073,492.04","1,129,019,045.05","1,147,204,904.29","1,235,211,658.64","1,265,224,971.77","1,270,295,629.71"
资产总计,"990,409,929.81","1,009,145,222.47","1,165,450,381.61","1,148,853,300.00","1,476,917,045.45","1,490,769,038.32","1,579,514,626.43","1,566,073,030.47","1,546,834,367.98","1,924,531,865.97","2,204,106,430.52","2,335,374,969.55","2,321,265,649.06","2,335,817,397.70","2,443,091,261.04","2,530,018,699.83","2,521,739,971.19"
负债和所有者(或股东权益)合计,"990,409,929.81","1,009,145,222.47","1,165,450,381.61","1,148,853,300.00","1,476,917,045.45","1,490,769,038.32","1,579,514,626.43","1,566,073,030.47","1,546,834,367.98","1,924,531,865.97","2,204,106,430.52","2,335,374,969.55","2,321,265,649.06","2,335,817,397.70","2,443,091,261.04","2,530,018,699.83","2,521,739,971.19"
