科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"91,401,485.38","285,990,755.65","530,650,447.31","718,167,502.61","53,082,789.38","267,378,694.70","348,621,335.34","641,112,482.56","102,302,184.60","345,497,141.38","508,985,888.73","706,011,887.05","107,522,298.91","329,475,702.73","499,812,019.44","935,868,135.88","162,811,225.82","393,446,020.03","620,593,405.65","1,038,393,201.60","134,194,669.15","576,535,314.32","948,898,049.50","1,674,264,881.44","223,136,004.28","569,143,041.16","883,886,254.33","1,555,117,336.11","255,110,056.96","911,233,734.11","1,733,702,964.32","2,537,959,290.48","276,657,497.97","522,925,640.00","595,919,574.48","1,212,434,848.37","318,550,246.55","691,529,827.16","900,600,577.83","1,767,361,161.81","546,690,683.62","990,961,505.71","1,584,803,394.76","2,228,598,001.44"
二、营业利润,"1,975,614.93","112,683,568.63","118,365,925.59","79,287,434.95","-4,604,258.86","7,090,444.90","2,038,202.64","25,737,733.67","5,956,351.27","17,889,052.69","27,593,048.04","39,481,124.56","7,362,058.60","18,020,352.99","19,675,099.95","10,861,470.29","17,188,742.95","13,401,813.00","7,603,176.87","-15,126,742.46","12,276,492.07","11,948,155.14","26,281,342.27","64,177,123.29","23,653,679.11","53,835,374.12","86,506,737.18","150,437,072.49","34,303,855.32","115,056,643.03","174,134,692.30","173,237,893.41","30,379,739.82","90,826,942.39","111,300,834.09","166,836,284.18","32,181,553.48","79,956,380.21","99,314,144.37","128,885,114.90","25,931,504.46","56,501,466.53","73,395,146.25","103,123,959.95"
减:营业成本,"75,451,149.49","223,050,661.19","449,209,677.90","618,325,781.27","43,799,428.79","223,035,020.62","294,995,208.02","534,683,304.83","86,823,386.92","297,177,298.23","439,332,286.73","613,085,498.61","79,218,159.69","280,812,025.09","433,559,095.15","844,237,233.28","127,853,808.09","344,541,837.73","558,121,012.98","944,594,891.08","106,532,650.28","528,009,328.91","873,734,628.59","1,501,326,307.16","174,529,741.93","475,221,084.42","742,092,557.53","1,304,180,506.95","211,003,875.40","770,446,854.83","1,500,716,440.96","2,224,891,240.67","232,435,915.38","401,834,435.11","462,158,618.31","976,349,279.42","263,572,367.62","577,173,332.27","747,690,329.14","1,562,024,662.63","476,362,255.06","844,340,680.36","1,371,132,041.65","1,921,269,922.14"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"44,892.66","138,948.31","216,764.96","930,943.28","125,034.09","359,778.99","512,899.35","849,154.81","76,755.84","481,491.91","635,434.36","913,108.70","140,454.60","330,910.71","590,440.05","784,369.90","160,549.56","285,338.67","695,561.24","976,592.00","155,160.07","464,478.61","766,609.57","1,038,511.08","365,634.97","740,805.31","1,174,145.98","1,483,143.93","97,602.87","138,911.03","375,524.62","247,310.96","6,300.00","565,092.09","571,392.09","1,195,994.50","9,603.07","519,829.44","520,313.95","2,130,236.38","330,965.36","1,413,513.12","1,717,764.82","4,681,508.45"
营业外收入,"24,579.50","24,579.50","53,985.50","1,195,618.55","11,747,095.73","15,076,180.36","15,164,825.12","15,168,458.64","965,700.00","965,700.00","965,700.00","1,083,168.62","41,994.50","54,301.19","55,801.19","116,901.90",,,"518,850.00","546,844.50","3,791.84","85,300.17","130,184.49","157,587.86","22,434.51","25,280.68","25,815.46","39,150.71","163,457.10","173,457.10","253,396.14","3,108,866.89",,,,"578,600.00",,"736,103.00","1,084,246.82","4,459,118.86",,"2,996,758.45","3,328,707.02","2,745,639.10"
销售费用,"3,309,318.09","13,277,606.43","18,039,938.81","27,102,546.34","5,759,444.24","14,978,140.75","20,822,372.99","32,226,469.63","3,891,951.76","14,857,866.78","20,720,559.50","36,417,869.43","8,008,221.97","11,358,344.89","17,539,402.52","29,296,954.08","6,491,964.14","16,906,265.85","23,041,744.08","36,427,928.90","6,953,041.06","17,548,934.86","24,562,303.34","35,877,867.10","10,629,643.52","17,169,323.90","24,659,451.26","48,217,283.41","5,956,119.20","12,841,100.08","28,224,837.32","56,263,521.87","7,142,240.20","14,333,494.46","20,434,012.55","44,864,909.46","8,918,115.47","20,907,429.69","33,140,918.08","53,364,010.12","13,961,175.25","35,426,395.25","50,525,140.32","77,333,412.83"
减:营业外支出,,"4,865.26","4,865.26","4,865.26",,"343,701.83","354,203.85","384,066.23","1,331.25","1,331.25","6,421.25","6,421.25",,"576,772.92","576,772.92","792,237.01",,,"6,000.00","6,999.19",,"32,286.82","37,163.22","37,163.22","4,001.95","4,001.95","10,001.97","25,397.39","13,146.16","21,843.11","21,843.11","352,789.43",,,,365.00,"38,813.75","39,687.54","39,792.40","816,037.77",,,"308,960.58","973,772.75"
管理费用,"7,532,426.54","27,082,116.27","37,287,789.70","48,608,054.64","8,795,745.16","21,942,034.03","31,685,381.30","41,547,354.98","8,059,054.52","23,186,638.49","31,632,855.13","45,646,068.51","12,011,265.14","22,989,130.18","31,627,390.24","47,702,125.18","9,707,171.75","24,484,790.43","33,130,083.56","44,900,903.51","9,892,826.82","23,318,008.27","33,394,083.09","44,914,678.14","13,777,837.53","25,668,936.59","35,257,473.83","63,084,655.76","8,899,315.44","22,893,656.53","42,006,553.81","82,475,898.88","8,763,286.28","24,228,692.73","38,402,669.62","65,798,556.65","15,894,330.11","36,598,234.24","50,213,342.13","76,775,173.67","18,254,467.87","37,605,219.36","53,058,012.96","96,183,248.84"
其中:非流动资产处置净损失,,,"4,865.26","4,865.26",,,,,,,"5,050.00","5,090.00",,,,,,,,,,,,"31,163.22",,"4,001.95","4,001.95","19,397.39","13,146.16","21,843.11","21,843.11","194,084.28",,,,365.00,"38,813.75","39,687.54","39,792.40","45,940.21",,,"6,468.81",
