科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"76,359,626.48","122,079,632.07","163,405,989.78","588,377,471.09","592,750,443.46","624,351,222.66","658,777,708.65","664,068,859.34","649,036,826.13","672,002,380.84","675,606,050.76","755,582,038.45","686,737,927.99","613,160,949.68","684,184,517.02","601,447,702.94","732,698,238.88","711,450,055.97","772,998,844.51","743,759,364.17","953,197,381.64","656,103,114.28","242,735,289.39","346,767,286.03","160,474,777.05","243,756,368.80","248,147,535.84","281,263,800.43"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,"63,000,000.00","124,000,000.00","173,690,000.00","286,245,363.50"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"549,993.00","399,993.00","264,243.00",,,,,,,,"100,000.00","100,000.00",,,,,"809,200.00","399,200.00","489,400.00","589,400.00","234,000.00","234,000.00",,"384,600.00","300,000.00","503,037.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"13,120,568.67","15,556,627.30","27,685,733.50","26,126,368.41","26,020,475.38","28,409,560.42","27,693,088.88","23,134,120.12","28,488,969.20","30,209,621.13","33,914,971.91","28,874,657.39","39,314,283.37","44,152,550.88","40,293,831.02","31,895,537.76","35,095,212.54","38,796,141.21","29,328,212.30","29,968,464.99","31,630,605.50","26,964,092.34","30,203,778.75","31,084,374.65","27,349,428.56","21,845,422.12","23,377,312.60","26,254,845.31"
应付账款,"420,756.60","747,246.60","47,176.60","53,786.60","46,786.60","20,906.60","41,656.60","41,156.60","41,156.60","41,156.60","431,942.30","18,907.60","336,049.30","72,138.60","19,182.60","32,381.60","362,407.94","281,542.28","1,178,521.41","1,152,359.39","607,059.50","620,000.15","457,841.78","416,732.65","2,142,465.70","618,800.19","728,300.30","508,106.91"
预付款项,,,,,"17,108.00","26,310.00",,"77,874.62","5,798.15","230,360.10",,,,"209,100.00","1,456,500.00","4,818,382.42","1,539,825.59","3,622,736.79","358,495.67","851,448.20","379,205.67","304,663.75","1,006,328.77","2,589,868.85","923,966.56","461,155.51","192,788.54","218,221.51"
预收款项,,,,,,,,,,,"49,864,138.07","28,498,466.22","43,631,565.95","43,354,015.30","67,666,467.89","33,547,274.01","58,701,546.67","92,287,104.83","58,930,401.88","51,700,979.90","56,034,077.00","91,567,290.84","28,339,698.24","31,642,334.12","42,807,758.51","28,324,647.84","24,199,011.69","22,816,830.90"
其他应收款,"1,092,919.91","1,875,784.17","1,733,531.15","2,945,186.80","4,258,817.20","5,265,556.60","3,279,807.01","2,551,234.43","4,428,516.48","4,457,755.66","2,881,028.70","6,427,433.32","4,750,184.49","5,619,123.05","23,654,776.57","22,357,243.84","46,923,759.48","44,387,307.67","10,658,559.18","8,299,682.28","12,610,542.50","8,609,574.87","12,710,059.94","24,961,894.46","68,972,188.64","123,552,319.13","211,439,413.08","273,740,289.43"
