科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"51,409,191.57","65,848,409.07","100,919,377.03","53,838,915.41","424,569,865.34","435,683,510.44","386,491,081.51","352,654,070.82","272,674,107.45","264,892,636.16","234,581,367.61","282,922,138.38","209,067,486.06","193,698,657.37","128,057,437.21","97,620,078.89","70,511,693.53","129,306,011.33","82,344,873.29","128,330,803.91","130,939,959.96","83,930,567.29","81,292,837.92","86,459,328.03","115,273,393.79","108,111,578.24","98,192,080.13","367,871,053.51","193,165,300.52","181,517,600.46","187,187,285.05","246,207,909.00"
短期借款,"66,889,061.75","76,639,690.82","99,495,864.68","152,987,207.01","110,118,586.95","161,249,550.23","147,055,799.40","194,080,501.05","124,423,708.30","135,507,668.37","109,383,177.98","196,907,768.47","201,417,087.57","235,177,351.00","213,824,570.27","222,856,479.94","242,124,596.95","326,038,932.10","320,436,571.86","359,581,971.08","364,884,037.48","322,390,268.14","285,331,729.99","319,514,990.68","353,718,621.65","322,134,817.48","313,648,240.42","421,891,661.37","486,138,262.07","515,282,022.81","478,083,157.88","678,764,914.85"
交易性金融资产,,,,,,,,,"434,200.00","360,250.00",,,,,,,,,,,,,,,,,,,,,"247,000,000.00","247,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"80,000.00","918,259.85","3,754,297.70","8,374,086.50","14,137,253.13","24,777,435.41","23,686,542.78","12,305,756.61","13,809,115.13","27,729,675.33","42,301,713.26","48,370,377.64","53,814,247.07","63,295,781.35","33,250,331.04","33,105,779.00","28,067,859.44","75,895,132.69","43,643,287.52","36,397,537.59","35,732,109.61","22,652,583.99","47,877,565.53","53,939,653.30","58,440,967.78","56,729,752.35","53,152,359.52","104,803,602.85","139,028,415.31","148,389,766.12","230,829,462.46"
应付票据,,"747,300.00","43,471,220.78","11,331,438.47","20,255,994.68","8,806,259.54","18,106,004.24","13,765,799.44","3,575,000.00","6,179,000.00","6,105,160.00","10,776,800.00",,"5,337,100.00","7,200,794.44",,"2,662,714.37","2,029,877.91","16,115,544.57","15,683,863.25","15,993,442.50","12,129,765.00","24,418,610.90","32,507,989.85","21,331,191.71","19,260,493.88","43,632,027.34","129,568,673.53","106,826,347.56","57,807,342.81","45,641,362.11","45,154,586.30"
应收账款,"88,508,292.31","161,236,405.59","179,732,820.37","199,554,923.00","230,475,414.18","246,108,385.00","261,804,945.85","241,734,877.07","284,528,842.88","252,158,556.30","271,112,480.01","248,272,568.79","292,580,072.68","288,441,390.84","305,556,210.29","298,670,822.89","340,819,710.41","341,546,792.10","377,092,049.22","324,927,280.95","379,311,760.61","368,090,716.55","402,657,376.75","384,473,524.96","402,439,942.78","430,900,197.92","512,011,108.81","781,142,035.44","945,621,130.65","922,290,770.14","728,597,444.68","663,605,717.58"
应付账款,"26,693,996.64","84,787,518.61","97,626,399.96","73,080,697.59","102,893,810.12","106,452,951.30","94,832,708.24","93,815,759.23","116,167,796.87","86,683,352.13","109,791,637.70","92,823,492.52","110,798,074.41","104,582,979.80","129,857,341.11","111,895,734.08","121,273,965.61","116,120,605.40","123,040,554.95","114,412,758.51","115,200,205.77","118,401,192.60","120,677,360.39","125,851,000.64","145,446,909.72","174,218,723.59","233,421,434.95","288,804,303.49","382,067,880.33","334,247,713.54","399,370,762.36","285,705,596.04"
预付款项,"7,356,671.16","1,698,720.75","3,810,095.83","3,394,606.55","8,326,468.75","7,960,266.00","10,768,801.24","9,604,818.03","8,155,796.89","10,033,526.46","29,746,415.40","26,208,608.40","6,849,810.10","41,436,136.92","50,798,829.98","50,902,026.05","53,526,719.64","68,521,117.46","33,561,353.69","44,243,634.71","37,307,409.34","18,337,126.02","20,123,464.24","26,234,842.86","21,397,957.89","35,982,180.28","21,066,138.11","16,148,490.63","24,971,743.58","24,055,256.66","15,091,767.81","45,834,578.20"
预收款项,"473,523.63","503,872.53","227,234.36","1,091,077.79","323,590.92","312,941.92","452,263.67","932,636.17","899,251.30","483,499.78","1,545,663.54","1,177,065.46","902,383.16","369,225.73","552,840.22","800,428.58","518,051.55","623,826.15","490,756.24","3,488,319.05","1,304,225.63","1,540,109.77","757,155.07","1,136,366.78","2,186,012.07","1,864,704.26","2,421,957.23","3,345,432.21","4,002,466.93","3,291,178.10","3,469,153.91","9,143,847.20"
