科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"240,784,509.00","235,588,423.00","233,464,657.00","118,570,648.93","110,428,988.70","90,787,066.80","238,894,260.58","54,000,061.38","19,912,450.01","16,987,661.01","22,514,467.32","32,844,267.45","27,832,586.25","31,388,805.65","12,800,535.81","358,216,172.84","265,474,921.20","94,232,448.69","54,925,288.20","44,704,058.90","42,336,903.62","43,249,396.84","33,054,830.93","17,325,938.65","14,370,838.13","18,302,557.49","19,103,108.75","36,818,712.02","9,924,661.10","6,283,849.65","9,776,277.75","36,547,008.11","33,231,533.54","37,811,192.56","149,909,648.75","503,480,166.09","105,366,622.33","70,009,109.01","230,851,571.65","968,463,899.81","376,387,585.00","320,922,077.26","242,961,467.71"
短期借款,"988,582,864.00","979,615,334.00","899,560,334.00","963,186,943.31","958,495,540.86","967,582,166.18","719,791,543.75","796,951,597.68","793,809,330.55","792,039,144.14","793,287,144.14","750,280,928.46","746,728,914.85","693,628,914.85","694,028,914.85","632,555,984.60","628,325,984.60","551,202,565.58","550,352,565.58","543,968,661.03","542,830,753.17","543,803,405.59","542,963,638.22","28,317,924.53","28,139,082.53","22,462,875.33","15,162,875.33","13,322,972.40","13,322,972.40","13,322,972.40","13,322,972.40","38,822,972.40","36,822,972.40","49,822,972.40","49,822,972.40","22,822,972.40","1,332,972.40","21,332,972.40","21,332,972.40","41,332,972.40","1,332,972.40","31,332,972.40","31,332,972.40"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450,000,000.00",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,497,176.00","2,973,258.00","2,976,425.00","3,685,567.75","11,134,386.92","8,086,147.14","21,554,703.82","11,786,159.43","8,111,272.53","5,978,162.98","5,761,976.97","7,679,656.09","5,473,376.28","5,500,826.56","5,420,372.11","12,099,988.03","13,798,538.81","15,373,629.28","12,671,493.88","4,943,137.05","3,465,757.56","8,516,767.84","6,937,304.00","5,585,099.13","4,029,739.12","3,809,155.24","4,975,493.08","7,855,345.23","10,840,999.28","6,920,770.34","3,803,471.40","10,667,787.06","13,333,711.62","13,603,450.70","16,860,995.13","9,790,413.56","29,979,521.73","24,977,155.67","46,353,864.07","160,118,175.20","124,580,890.10","65,021,923.76","89,345,305.35"
应付票据,"426,390,660.00","426,434,382.00","427,670,969.00","209,868,890.00","207,800,000.00","167,800,000.00","90,570,710.66",,,,,,,,,,,"1,600,000.00","2,170,000.00","600,000.00","220,000.00","1,320,567.00","1,247,067.00","46,500.00",,"58,354.00",,,,,,"4,000,000.00","11,300,000.00","17,300,000.00","10,000,000.00",,,,,"30,000,000.00","1,341,364.00","8,597,609.40","8,603,152.36"
应收账款,"235,456,876.00","176,849,769.00","276,248,003.00","347,545,401.37","316,391,463.61","346,516,779.35","322,975,466.46","180,141,161.31","173,167,792.26","156,658,312.70","142,287,877.84","99,317,829.60","110,963,667.50","102,879,463.61","89,279,209.63","92,157,917.93","94,880,835.15","113,459,097.07","97,788,915.17","82,594,681.71","101,309,900.31","90,737,136.54","101,424,217.25","82,850,998.73","97,898,590.76","76,164,710.15","93,476,810.27","90,435,139.34","100,584,732.48","118,910,824.72","148,204,815.71","114,523,565.33","134,292,380.98","154,156,163.15","142,366,288.31","172,455,753.47","238,212,490.05","309,695,490.96","395,162,192.23","462,876,370.12","519,599,286.40","669,324,735.98","696,397,046.37"
应付账款,"102,661,938.00","110,171,225.00","123,683,207.00","127,809,089.63","107,066,290.65","95,340,251.37","90,385,020.29","102,322,601.01","75,358,268.45","87,612,488.27","84,547,837.24","96,526,327.71","107,136,231.71","77,646,638.25","98,583,615.32","91,875,484.77","94,317,341.58","96,207,630.27","79,028,143.41","73,528,293.23","76,605,581.73","78,750,966.08","79,461,249.52","85,173,840.68","83,725,154.11","87,383,906.95","71,234,494.24","61,508,663.07","54,411,748.61","60,670,902.68","79,688,303.46","69,550,568.48","68,055,179.87","92,393,772.62","92,629,675.76","87,550,233.16","84,949,846.87","87,819,379.21","74,057,259.26","69,539,441.85","103,835,214.10","102,000,701.50","111,211,861.19"
预付款项,"41,894,213.00","70,729,559.00","65,520,896.00","94,794,071.60","97,897,844.67","104,114,608.75","113,910,502.42","88,532,143.98","97,321,946.06","88,832,280.18","88,359,555.75","86,906,482.12","83,847,666.20","83,535,079.85","85,201,218.04","39,237,200.78","32,917,412.74","34,048,914.37","32,592,491.59","32,211,672.82","29,365,465.03","28,068,689.53","26,251,160.18","35,447,829.71","32,662,165.06","34,988,210.35","58,803,875.00","39,978,722.21","38,522,720.56","45,107,477.62","44,159,274.38","40,107,049.78","45,123,873.71","42,255,541.25","52,809,024.68","32,919,651.36","42,141,261.66","34,380,864.14","44,967,284.64","72,327,956.79","83,990,025.36","64,511,268.93","74,147,051.60"
预收款项,"21,575,114.00","13,968,745.00","9,629,983.00","12,823,412.89","5,147,297.59","7,558,742.29","4,950,060.65","16,857,970.49","11,343,208.78","9,203,170.46","11,135,776.59","17,952,605.14","11,482,913.53","10,663,473.47","9,065,379.59","11,553,055.78","7,119,072.77","12,329,824.86","9,763,460.10","12,244,249.17","13,041,094.13","17,622,060.39","7,393,116.55","29,203,267.81","22,590,453.06","27,981,294.02","20,739,172.24","23,728,403.04","28,987,279.29","19,507,469.58","40,847,778.47","49,333,866.88","46,965,718.20","44,313,292.38","46,029,739.73","33,294,805.24","35,483,576.43","24,860,297.39","20,380,421.31","45,212,738.27","24,259,574.21","21,983,145.99","22,836,207.69"
