科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"20,416,633,212.89","20,808,023,997.54","21,318,083,640.74",,"14,419,349,767.47","22,380,245,146.86","30,473,427,037.85","7,151,216,524.16","15,353,270,126.76","25,166,807,459.26","34,024,728,789.19","9,173,189,590.06","19,482,946,989.78","29,319,420,169.50","39,600,675,615.02","8,970,018,844.01","18,431,789,729.89","31,725,493,796.42","44,132,023,229.75","10,817,372,806.34"
取得子公司及其他营业单位支付的现金净额,"10,200,000.00",,,,,,,,,,,,,,,,,,"21,197,782.58","97,711,953.49"
收到的税费返还,"1,663,063,596.57","3,592,108,255.04","2,225,841,137.30",,"906,277,993.45","1,262,344,865.83","2,013,409,275.62","358,829,251.48","764,750,998.58","1,398,906,090.20","2,112,743,551.28","440,813,611.99","788,271,353.24","1,663,479,768.34","2,067,431,006.28","589,007,732.22","1,027,782,319.00","1,304,622,429.27","1,675,507,693.87","257,418,126.81"
支付其他与投资活动有关的现金,"200,090,538.00","29,055,065.78","261,538,208.19",,"164,290,955.78","167,817,562.17","300,270,763.27","9,852,247.50","9,799,819.89","106,726,855.12","104,903,527.71","3,130,223.27","3,700,964.54","7,050,093.79","462,969,233.69","389,168.33","891,824.98","1,019,727.66","31,246,032.29","2,322,859.72"
收到其他与经营活动有关的现金,"159,024,087.11","223,336,311.91","289,690,417.14",,"247,499,277.39","270,840,427.26","411,179,900.90","53,608,354.24","182,009,286.97","236,429,552.93","325,842,237.65","130,037,783.66","137,792,078.37","282,340,615.40","363,338,515.61","70,542,506.14","221,590,052.35","387,902,228.45","615,185,306.68","46,897,680.39"
投资活动现金流出小计,"23,013,755,417.68","23,896,932,770.19","24,136,260,078.30",,"10,296,175,630.08","15,015,124,465.49","27,015,993,866.55","4,146,401,784.43","9,588,969,667.26","15,760,842,593.99","24,217,316,872.64","5,631,178,402.60","11,810,085,430.15","17,549,746,731.04","24,709,640,271.40","4,496,900,331.85","9,164,149,062.18","16,193,398,144.77","23,720,766,119.27","5,187,660,099.60"
经营活动现金流入小计,"22,238,720,896.57","24,623,468,564.49","23,833,615,195.18",,"15,573,127,038.31","23,913,430,439.95","32,898,016,214.37","7,563,654,129.88","16,300,030,412.31","26,802,143,102.39","36,463,314,578.12","9,744,040,985.71","20,409,010,421.39","31,265,240,553.24","42,031,445,136.91","9,629,569,082.37","19,681,162,101.24","33,418,018,454.14","46,422,716,230.30","11,121,688,613.54"
投资活动产生的现金流量净额,"-22,854,097,858.56","-23,438,028,780.64","-23,407,779,174.49","-4,973,514,700.00","-9,905,842,287.47","-14,599,156,757.89","-26,622,312,643.47","-4,080,765,808.04","-9,520,594,083.31","-15,654,795,505.47","-23,834,557,457.80","-5,621,975,834.00","-11,798,110,634.82","-17,461,901,790.89","-24,395,323,553.09","-4,483,884,331.10","-9,137,983,775.86","-16,134,060,866.72","-22,752,098,048.23","-5,169,111,369.39"
购买商品、接受劳务支付的现金,"4,195,079,613.32","6,726,084,936.33","6,992,835,238.10",,"2,265,643,003.34","4,727,532,963.35","8,352,217,160.82","1,502,936,220.35","2,988,377,677.24","5,406,363,175.61","8,881,248,098.01","1,952,015,971.83","5,639,130,591.32","8,742,139,148.64","12,652,798,478.37","1,736,534,313.40","3,576,550,067.86","7,496,529,607.42","12,925,641,604.04","2,345,347,489.20"
吸收投资收到的现金,"4,569,980,020.00","4,459,229,351.34","3,167,328,700.00",,"14,494,536,000.00","14,858,295,800.00","15,738,202,363.52","2,000.00","573,677,960.00","2,073,050,720.00","2,673,879,800.00","162,132,000.00","910,689,500.00","1,688,452,000.00","3,395,295,300.00","189,654,000.00","1,109,659,000.00","1,835,011,800.00","2,446,596,400.00",
支付给职工以及为职工支付的现金,"1,657,261,539.20","1,746,980,746.36","1,720,488,205.86",,"742,403,621.41","1,069,872,462.72","1,805,858,450.50","491,587,685.94","920,952,783.15","1,362,833,531.22","2,196,242,532.79","514,513,034.46","997,701,924.51","1,505,670,217.06","2,339,487,797.79","635,135,904.93","1,322,718,212.71","1,977,344,014.26","3,148,341,499.40","786,823,155.86"
取得借款收到的现金,"45,246,317,081.16","41,467,158,468.36","43,416,763,312.95",,"12,590,081,331.05","17,905,511,870.55","34,990,371,637.52","5,380,313,215.22","23,524,768,821.08","36,408,136,081.57","51,768,150,313.53","5,594,815,372.41","20,345,308,284.91","34,089,793,205.46","46,904,116,005.46","8,290,350,000.00","19,800,504,461.78","30,000,364,461.78","41,661,387,534.00","10,713,963,600.00"
支付的各项税费,"4,459,454,515.37","5,656,178,751.54","4,980,387,076.33",,"2,840,501,110.01","3,972,968,935.96","5,291,374,698.79","2,016,170,989.35","3,459,249,564.68","5,119,277,226.58","6,248,421,026.81","2,296,443,879.46","3,805,034,278.50","5,156,645,133.97","6,276,557,989.34","2,438,440,391.14","3,714,719,187.05","4,853,099,112.88","6,050,615,317.98","2,293,385,051.92"
收到其他与筹资活动有关的现金,"2,071,098,752.88","2,659,896,609.15","2,862,397,230.72",,"690,053,413.69","702,056,197.32","704,304,255.39","45,000,000.00","50,075,770.06","250,109,209.46","2,210,982,967.13","1,342,078.73","1,327,080.79","1,359,632.65","1,138,539,732.68","41,669.66","75,241.55","122,509.04","1,106,022,500.00","11,375,373.17"
