科目,2011-12-31,2012-12-31,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"100,680,739.22","124,884,927.06","69,514,340.56","56,555,174.50","45,583,412.24","47,284,143.18","255,416,578.55","42,568,997.62","18,129,600.20","37,694,426.30","73,995,720.45","19,428,816.36","45,297,570.17","26,699,428.96","63,642,350.71","30,457,421.95","64,183,196.33","32,866,759.42","263,874,781.53","271,102,467.40","361,287,237.62"
短期借款,"56,500,000.00","56,500,000.00","108,000,000.00","88,000,000.00","87,000,000.00","96,000,000.00","97,500,000.00","15,000,000.00","36,300,000.00","81,300,000.00","91,300,000.00","55,000,000.00","95,000,000.00","75,000,000.00","80,000,000.00","65,000,000.00","133,000,000.00","160,000,000.00","116,366,000.00","115,700,000.00","105,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,289,275.50","2,009,223.00","1,316,666.00","19,872,820.17","1,020,000.00","1,050,080.40","2,042,880.40","5,476,452.90","949,614.10","1,200,000.00","1,980,112.00","3,843,965.46","4,756,509.36","1,693,300.00","5,500,000.00","1,040,254.83","2,727,835.10","2,154,228.40","16,771,255.96","17,072,080.70","12,145,954.60"
应付票据,,"8,800,000.00","15,430,000.00","7,680,000.00","14,590,000.00","12,150,000.00","12,150,000.00","22,693,700.00","41,643,700.00","35,950,000.00","28,200,000.00","53,694,345.00","67,966,358.46","61,807,013.46","51,585,000.00","92,230,000.00","98,350,000.00","50,580,000.00","26,310,000.00","29,510,000.00","27,510,000.00"
应收账款,"114,775,869.74","161,352,445.25","266,873,236.02","264,686,710.75","339,502,585.65","359,276,694.27","372,522,988.68","375,680,240.35","447,136,339.95","481,035,626.81","479,180,374.60","468,514,171.34","512,417,358.26","516,396,537.45","514,670,576.42","530,333,825.76","561,613,792.56","572,558,264.53","703,190,900.09","694,063,207.99","777,010,569.44"
应付账款,"47,391,406.82","67,681,908.92","66,179,276.86","80,343,527.50","95,008,435.11","88,036,275.12","94,282,916.84","63,181,255.99","88,797,881.54","97,081,666.60","102,327,851.84","81,837,870.64","95,597,882.86","99,439,855.92","118,473,549.90","90,038,304.02","92,221,078.87","86,086,478.65","148,945,454.80","167,142,542.22","129,115,985.74"
预付款项,"3,815,916.45","1,040,201.21","2,335,768.51","703,319.17","1,187,623.62","1,920,142.00","1,173,054.70","12,535,056.97","4,533,230.52","9,047,929.91","5,264,457.01","11,741,173.11","7,111,791.78","12,857,387.75","3,922,457.94","11,390,521.48","27,417,357.98","28,661,983.50","25,966,671.21","84,406,291.06","55,268,427.71"
预收款项,"10,710,404.40","1,673,831.85","6,332,819.50","7,552,703.27","18,991,650.10","13,002,045.08","18,750,739.11","23,328,961.95","5,542,915.44","7,234,314.29","24,688,218.59","19,179,328.91","7,282,135.05","6,468,341.43","5,263,769.74","9,399,355.44","3,379,964.72","5,581,624.98","27,669,558.23","36,791,531.50","30,646,643.69"
其他应收款,"9,246,421.18","5,969,383.68","7,716,485.08","9,167,119.19","6,581,348.78","11,039,769.69","9,226,622.79","13,984,648.25","27,063,569.25","18,945,307.15","14,759,838.45","30,820,980.13","25,625,848.22","27,111,074.50","18,555,630.96","31,658,725.00","25,404,382.30","36,351,655.16","32,595,807.79","74,261,269.24","69,032,949.00"
应付职工薪酬,"1,813,844.93","1,797,552.53","2,102,067.34","3,451,105.71","3,613,167.31","3,160,666.73","3,522,737.15","2,176,541.53","3,277,174.30","1,987,795.86","4,545,355.20","2,935,722.89","3,610,419.45","2,419,707.14","4,263,966.49","1,819,105.85","3,719,855.21","2,339,707.55","19,110,869.49","4,436,460.90","5,969,622.98"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,450,750.90","5,531,709.69","5,427,950.73","5,875,488.92","10,331,306.10","9,922,538.09","48,568.82","1,547,100.07","6,334,424.19","4,633,579.23","5,843,970.53","3,092,925.69","5,687,349.03","5,433,167.75","7,973,944.27","6,716,523.35","7,817,863.32","9,607,663.17","34,971,291.83","15,679,925.31","23,994,551.38"
应收利息,,,,,,,,,,,,,,,,,,,,,
应付利息,"233,723.33","245,900.56","448,442.21","228,417.74","253,288.44","274,700.69","316,690.00","28,233.33","29,916.66","122,313.90","126,287.17","83,642.02","118,087.16","75,484.72","107,083.67","43,500.00","169,573.60","612,699.97","167,148.06","166,675.66","138,661.08"
应收股利,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,
存货,"23,611,716.06","18,125,312.38","17,586,595.63","19,500,208.16","27,056,503.03","21,318,886.56","20,883,897.69","21,201,091.33","22,222,707.79","23,122,261.01","25,019,871.06","27,791,206.53","35,508,248.76","36,868,542.61","38,822,955.54","46,351,779.43","47,381,499.75","54,003,907.39","150,711,235.31","155,643,484.48","128,724,279.75"
其他应付款,"619,777.75","895,787.13","2,264,458.68","244,049.00","111,000.00","370,913.67","3,978,638.24","3,565,405.40","2,695,000.89","1,225,617.87","151,264.86","137,188.12","68,688.12","210,517.41","876,693.55","882,077.35","804,699.16","117,043.75","6,723,174.52","1,512,871.93","2,712,683.33"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"70,000,000.00",,,,,"15,000,000.00",,,,,,,,,,,,,,
其他流动资产,,,,,,"318,488.34","1,163,807.27","959,910.02","66,776.94","60,694.87",,,,,,,,,"385,949,666.27","288,032,625.92","159,058,659.29"
其他流动负债,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"260,419,938.15","313,381,492.58","365,343,091.80","370,485,351.94","420,931,473.32","442,208,204.44","662,429,830.08","472,406,397.44","520,101,838.75","571,106,246.05","600,200,373.57","562,140,312.93","630,717,326.55","621,626,271.27","645,113,971.57","651,232,528.45","728,728,064.02","726,596,798.40","1,579,060,318.16","1,584,581,426.79","1,562,528,077.41"
流动负债合计,"119,719,908.13","213,126,690.68","206,185,015.32","193,375,292.14","229,898,847.06","222,917,139.38","245,550,290.16","131,521,198.27","184,621,013.02","229,535,287.75","257,182,948.19","215,961,023.27","275,330,920.13","250,854,087.83","268,544,007.62","266,128,866.01","339,463,034.88","314,925,218.07","380,263,496.93","370,940,007.52","325,088,148.20"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,
长期借款,"70,000,000.00",,"20,000,000.00","30,000,000.00","50,000,000.00","67,000,000.00","52,000,000.00",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,"15,992,693.44","17,494,548.96","14,332,853.44"
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"94,287,749.65","90,475,983.46","85,706,400.59","89,282,239.86","94,651,618.57","92,447,605.21","90,588,312.48","89,469,098.25","102,871,672.55","101,973,698.25","180,855,562.96","179,274,912.03","176,701,000.99","173,022,197.68","195,855,289.64","192,224,824.46","188,511,958.69","185,198,361.47","231,658,368.78","228,277,166.84","232,711,111.99"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,
在建工程,,"10,042,564.10","20,206,867.05","19,159,860.48","35,969,724.14","40,268,124.82","60,785,623.97","89,194,880.62","89,560,944.72","95,147,665.08","22,037,676.08","25,057,126.09","22,914,610.95","23,218,510.06","839,802.77","775,263.97","481,099.77","481,099.77","36,756,647.47","36,503,047.47","45,163,737.47"
其他非流动负债,"12,815,000.00","24,282,500.00","33,607,500.00","36,932,500.00","36,257,500.00","35,920,000.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"82,815,000.00","24,282,500.00","53,607,500.00","66,932,500.00","86,257,500.00","102,920,000.00","89,582,500.00","36,840,000.00","36,502,500.00","36,165,000.00","35,427,500.00","34,850,000.00","34,272,500.00","32,615,000.00","31,677,500.00","31,100,000.00","29,802,500.00","28,865,000.00","27,927,500.00","26,990,000.00","26,052,500.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,
负债合计,"202,534,908.13","237,409,190.68","259,792,515.32","260,307,792.14","316,156,347.06","325,837,139.38","335,132,790.16","168,361,198.27","221,123,513.02","265,700,287.75","292,610,448.19","250,811,023.27","309,603,420.13","283,469,087.83","300,221,507.62","297,228,866.01","369,265,534.88","343,790,218.07","408,190,996.93","397,930,007.52","351,140,648.20"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","263,539,132.00","263,539,132.00","263,539,132.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"80,761,646.08","80,761,646.08","80,761,646.08","80,761,646.08","80,761,646.08","80,761,646.08","279,837,416.81","279,837,416.81","200,028,171.55","200,028,171.55","200,028,171.55","200,028,171.55","200,028,171.55","200,028,171.55","200,028,171.55","200,028,171.55","200,028,171.55","200,028,171.55","2,854,408,671.63","2,854,408,671.63","2,854,408,671.63"
无形资产,"11,703,789.60","26,955,188.67","28,350,906.42","28,199,263.68","27,895,978.20","27,744,335.46","27,592,692.72","27,441,049.98","27,289,407.24","27,137,764.50","26,986,121.76","26,834,479.02","26,682,836.28","26,531,193.54","26,379,550.80","26,227,908.06","26,076,265.32","25,924,622.58","106,029,151.64","106,992,494.34","101,973,771.84"
