科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"103,689,261.76","131,284,157.82","575,149,399.95","563,957,686.55","397,372,287.87","417,265,803.01","494,794,315.51","477,374,587.47","641,137,668.95","560,139,237.32","759,550,792.73","591,099,442.87","522,358,729.76","487,415,038.45","647,312,859.72","537,747,715.45","495,181,751.31","438,377,136.39","476,887,290.66","397,176,619.20","376,872,501.16","323,298,351.07","386,131,482.03","1,478,960,961.83","964,617,957.50","1,109,725,316.04","1,456,975,891.65","1,165,665,867.15","1,038,352,808.74","908,824,027.30","1,154,651,134.26","830,646,618.73","944,965,306.00","768,113,281.22","1,396,325,902.42","1,195,004,460.69","1,246,814,951.66","1,095,663,793.55","1,403,853,141.06","1,320,118,809.87","1,552,161,221.12","1,295,016,440.71"
短期借款,"62,000,000.00","81,000,000.00","81,000,000.00","215,000,000.00","124,000,000.00","220,000,000.00","230,000,000.00","240,000,000.00","240,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","260,000,000.00","280,000,000.00","285,404,964.74","305,404,964.74","305,404,964.74","325,404,964.74","434,500,000.00","464,500,000.00","435,000,000.00","355,000,000.00","350,000,000.00","370,000,000.00","380,000,000.00","285,000,000.00","285,000,000.00","200,000,000.00","335,662,500.00","347,662,500.00","370,000,000.00","300,000,000.00","280,000,000.00","473,001,329.98","462,864,738.17","452,000,000.00","464,000,000.00","486,000,000.00","531,800,000.00","536,619,523.94"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"28,401,326.13","37,316,447.97","76,034,083.06","66,540,079.29","39,842,361.52","89,762,068.62","109,006,066.27","89,907,386.63","68,420,821.03","122,526,143.29","181,374,799.26","170,407,333.03","171,230,854.17","160,827,715.95","209,409,267.48","183,708,754.64","187,621,263.80","189,054,635.79","287,266,451.15","200,135,049.43","226,855,142.15","234,003,882.34","419,268,606.48","371,773,082.77","260,341,547.67","257,983,827.94","569,389,746.84","517,264,269.76","438,991,538.74","454,687,121.44","866,200,714.30","832,916,296.00","631,634,985.30","763,197,902.80","1,038,282,311.52","989,471,207.30","861,778,745.62","986,061,026.83","1,627,602,905.29","1,438,595,450.46","1,009,854,784.18","1,202,084,566.12"
应付票据,"13,777,400.00","52,594,259.10","79,759,913.04","64,755,755.92","47,966,820.79","54,868,000.00","107,781,575.98","134,575,441.63","110,356,100.00","146,062,151.77","178,734,895.36","145,800,634.58","136,597,220.60","135,617,483.06","208,302,690.99","217,783,965.41","218,453,113.33","193,023,301.85","224,991,122.56","172,752,254.68","166,645,952.88","206,197,708.24","191,699,793.95","196,057,996.91","154,470,872.09","174,890,779.40","377,923,653.24","377,185,347.61","390,446,395.63","435,821,241.58","535,839,847.08","612,830,986.33","656,234,599.90","517,591,181.53","844,386,700.81","978,141,577.57","923,445,254.14","955,286,772.96","879,483,308.38","903,806,058.66","807,360,260.43","889,290,475.10"
应收账款,"203,219,343.47","225,362,464.54","179,288,861.53","333,446,285.85","389,171,669.21","416,083,637.03","387,060,477.68","461,885,170.90","468,838,017.92","504,030,239.09","443,640,893.28","501,077,863.22","581,326,924.32","684,004,724.33","583,224,477.52","713,780,721.37","824,318,441.82","870,001,224.14","689,543,735.52","880,387,262.09","999,372,536.84","1,091,448,748.19","920,849,546.45","1,067,221,315.33","1,233,642,114.50","1,320,492,166.78","1,375,097,685.83","1,609,811,179.13","1,682,255,969.43","1,917,829,765.34","1,622,672,791.62","1,928,879,151.29","2,198,073,165.67","2,408,296,699.95","1,865,183,916.26","2,377,947,305.23","2,699,880,657.37","2,786,280,354.93","2,146,539,445.90","2,636,081,974.74","3,082,187,197.45","3,259,905,209.48"
应付账款,"129,174,143.58","125,612,434.65","100,295,223.92","124,878,376.88","157,871,682.37","184,898,002.86","169,927,192.43","190,941,111.96","240,092,131.79","223,320,823.91","252,881,953.35","248,349,116.62","266,699,460.80","321,649,048.73","337,149,368.28","339,705,503.36","395,889,632.12","387,851,550.19","396,607,434.09","396,119,704.88","442,729,734.94","407,384,104.50","490,300,812.16","432,339,730.39","429,532,561.71","472,677,251.46","516,545,896.72","629,152,283.73","695,323,582.54","826,764,912.68","859,536,153.77","951,506,800.17","931,858,811.37","1,203,925,349.17","1,164,441,107.38","1,221,297,250.01","1,330,681,452.15","1,217,878,938.11","1,357,836,646.20","1,194,162,599.78","1,299,301,220.94","1,348,133,250.55"
预付款项,"10,073,571.39","11,753,786.04","11,363,219.98","61,757,754.91","68,139,156.33","79,444,706.92","36,579,090.06","43,316,746.98","45,482,972.67","44,061,263.76","27,137,487.24","29,110,964.28","27,197,535.79","40,437,500.35","28,050,459.31","42,113,507.83","32,590,619.13","37,481,177.52","36,630,257.34","32,871,481.99","34,943,295.87","42,031,814.26","39,072,143.33","44,740,928.71","53,934,540.97","61,712,205.49","64,168,741.28","81,919,856.25","99,688,775.38","102,987,303.33","88,026,576.11","103,596,563.33","69,971,165.24","76,739,625.76","73,148,805.52","77,809,010.61","66,869,631.32","71,093,077.92","61,978,423.41","42,391,817.85","47,668,602.65","52,679,610.56"
预收款项,"3,493,320.57","6,070,949.65","4,685,448.47","13,787,758.19","11,271,347.58","19,786,080.84","13,976,219.49","12,448,501.69","13,263,222.96","16,270,302.99","12,531,967.95","17,325,644.02","16,059,046.59","19,511,182.55","23,376,345.91","28,880,338.43","25,004,598.45","18,896,103.60","24,266,247.83","16,784,745.51","14,957,218.87","17,592,883.40","18,989,983.29","16,149,804.81","14,999,808.65","29,311,162.60","18,861,964.20","24,636,856.09","32,831,115.75","34,840,111.23","43,865,306.54","52,749,022.00","43,772,118.77","67,899,302.49","102,980,648.21","102,855,513.73","66,235,205.77","69,688,916.04","62,885,650.72","61,770,242.75","65,696,298.84","76,152,481.57"
