科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"114,094,755.10","123,253,010.88","148,567,600.56","173,037,963.63","122,495,838.35","368,890,436.51","238,133,272.39","176,982,253.86","263,429,912.29","266,385,125.25","347,615,791.88","301,007,649.00","367,760,779.49","376,241,083.08"
短期借款,,,"13,000,000.00","55,000,000.00","75,000,000.00","55,000,000.00","48,390,000.00","163,290,000.00","290,610,000.00","266,710,000.00","436,800,173.98","417,637,600.00","427,976,878.00","451,999,598.26"
交易性金融资产,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,
应收票据,"30,108,560.00","32,906,560.00","5,427,105.46","8,171,746.82","600,000.00","1,890,300.00","3,162,169.02","5,081,923.16","30,571,794.06","23,328,238.52","2,703,000.00","22,410,004.71","32,026,624.60","10,358,097.70"
应付票据,"31,753,618.00","200,709,966.91","169,039,479.22","205,452,297.31","199,267,953.18","264,382,727.85","368,707,107.49","295,294,341.26","211,029,822.39","180,875,040.88","278,937,159.55",,"406,407,912.39",
应收账款,"175,227,800.48","202,633,120.52","113,683,669.95","247,447,515.19","374,794,050.30","317,175,833.08","367,797,656.69","540,974,070.14","523,688,709.94","525,247,193.44","595,778,063.23","682,256,778.64","551,000,853.52","515,146,407.72"
应付账款,"76,190,320.73","185,091,047.36","147,769,629.52","259,143,922.00","216,457,268.30","277,104,028.37","380,705,676.12","265,171,084.77","258,974,276.70","268,995,205.32","249,595,009.14",,"268,508,273.58",
预付款项,"3,856,604.55","7,719,049.56","33,373,280.03","12,157,072.63","3,439,863.50","49,754,526.52","26,174,304.98","16,677,446.75","7,332,889.59","13,780,337.62","9,886,010.56","16,149,666.24","14,566,757.18","12,102,050.97"
预收款项,"6,687,338.23","20,687,003.35","2,644,043.30","11,193,851.09","26,303,451.73","15,015,945.09","32,747,750.41","7,829,993.50","3,320,263.19","16,769,311.39","7,207,749.17","21,564,265.00","3,128,800.62","13,155,185.70"
其他应收款,"2,891,551.23","6,502,541.54","33,478,563.26","66,756,902.05","74,773,007.58","75,472,865.92","86,560,246.98","98,397,099.37","81,351,277.27","95,381,962.21","49,891,525.03","57,703,369.40","66,339,997.14","84,260,629.88"
应付职工薪酬,"4,945,283.11","8,542,296.65","5,195,506.62","4,533,773.42","8,069,215.48","4,957,370.04","5,119,816.93","6,101,450.04","10,077,417.44","6,847,660.88","7,897,568.86","9,214,503.25","12,489,080.77","9,066,786.28"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"6,043,854.65","21,700,290.37","10,009,498.69","18,805,643.54","17,950,720.23","16,848,336.92","24,034,707.01","7,933,605.99","13,598,598.64","8,897,472.94","10,983,005.86","10,045,742.49","16,791,822.85","15,553,934.69"
应收利息,,,,,,,,,,"5,811,621.18",,,,
应付利息,,,,,"74,954.72","71,050.00","75,138.47","119,718.64","889,396.80","767,194.58","821,568.78","420,333.36","1,225,290.38","1,030,682.92"
应收股利,,,,,,,,,"5,811,621.18",,"6,060,748.83","6,060,748.83","5,811,621.18","5,811,621.18"
