科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"108,723,172.05","155,234,350.36","165,145,500.80","115,221,271.35","111,677,839.60","136,276,185.07","48,985,845.88","85,893,142.75","106,964,739.34","252,969,920.80","268,637,061.70","273,999,244.44","204,674,502.99","141,659,598.77","259,022,345.10","325,007,188.23","304,075,267.35","204,560,772.35","203,794,227.58","291,067,983.12","157,643,123.24","380,361,501.95","430,188,525.46","575,801,006.14","636,360,174.65","468,855,263.85","443,827,397.64","457,762,561.45","372,732,907.70","432,080,340.37","484,963,175.80","421,695,400.92","317,435,043.47","273,841,995.06","340,225,417.89","1,158,687,486.18","472,492,121.14","475,424,260.29","479,392,657.32","276,388,433.41","329,431,661.05","491,637,323.60","387,756,292.59","349,903,883.45","232,465,518.06","233,714,350.18","304,331,120.63","284,348,058.19","326,075,782.30"
短期借款,"279,000,000.00","399,000,000.00","494,000,000.00","383,000,000.00","393,000,000.00","313,000,000.00","273,000,000.00","245,000,000.00","215,000,000.00","165,000,000.00","153,000,000.00","203,000,000.00","203,000,000.00","133,000,000.00",,,"30,000,000.00","60,000,000.00","30,000,000.00","155,000,000.00","135,000,000.00","255,000,000.00","285,000,000.00","315,000,000.00","505,000,000.00","515,000,000.00","635,000,000.00","635,500,000.00","585,000,000.00","535,000,000.00","355,000,000.00","405,000,000.00","425,000,000.00","1,005,000,000.00","1,005,000,000.00","740,000,000.00","170,000,000.00","110,000,000.00","110,000,000.00","400,000,000.00","470,000,000.00","570,000,000.00","570,000,000.00","570,000,000.00","550,000,000.00","650,000,000.00","868,000,000.00","718,000,000.00","838,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,100,000.00",,,,"600,000.00",,,"950,000.00","50,000.00","200,000.00",,"60,000.00",,,,,"300,000.00",,,"1,500,000.00",,,,"1,464,480.00","250,000.00",,"2,707,300.00","1,140,000.00","2,000,466.37","1,400,466.37","1,500,000.00","2,460,000.00","2,316,266.00","3,634,693.00","4,601,865.00","10,398,475.96","1,795,200.00","7,067,600.00","5,346,825.00","3,443,037.00","8,219,350.00","6,860,000.00","4,760,000.00","1,468,685.00","1,128,685.00","522,500.00","7,845,588.80","4,812,698.09","1,522,500.00"
应付票据,,,,,,,,,,,,,,,,,,,,"21,962,069.80","26,451,069.80","14,279,000.00","12,090,000.00","11,300,000.00","29,340,000.00","25,773,239.00","21,433,239.00","24,500,000.00","18,700,000.00","15,100,000.00","11,300,000.00","11,400,000.00","5,000,000.00",,,,,,,,,,,,,,,,
应收账款,"113,146,491.22","183,788,012.01","181,301,011.18","179,568,639.06","157,726,570.48","169,237,068.05","142,028,111.54","149,065,059.94","146,852,836.98","183,122,928.70","200,544,384.12","162,735,082.16","193,996,702.52","221,268,468.61","243,861,636.67","170,347,088.53","97,866,622.45","86,144,317.93","249,380,923.18","276,482,848.33","382,282,706.50","103,637,041.98","98,477,789.24","176,921,530.48","205,300,672.94","196,079,083.52","84,118,481.97","125,110,299.50","124,726,360.65","111,749,212.20","109,017,698.77","98,461,924.51","170,698,949.27","167,405,223.97","106,779,952.33","145,689,118.17","145,008,618.62","130,980,099.42","126,591,229.79","168,069,235.73","104,679,958.33","624,216,041.46","117,316,328.65","66,492,239.10","116,608,616.47","86,142,365.52","84,507,858.26","70,806,741.11","57,467,952.71"
应付账款,"107,112,711.63","167,335,628.42","121,328,100.45","151,785,922.38","236,063,100.36","275,270,519.08","239,138,018.31","303,199,669.47","271,361,266.16","317,438,207.52","310,075,851.95","424,008,837.04","299,646,171.13","286,604,400.89","265,048,535.43","492,909,274.18","351,162,253.02","358,653,947.47","394,637,457.98","469,929,488.73","367,503,333.76","374,185,347.76","408,582,588.98","395,687,452.27","313,661,064.49","312,747,044.43","359,915,971.73","357,337,034.34","274,543,516.24","287,685,126.67","290,334,140.07","306,183,288.26","229,569,592.70","250,655,480.17","232,108,788.99","277,902,458.69","229,531,519.39","256,613,081.97","281,336,048.22","325,555,396.57","208,925,219.60","258,949,452.62","284,685,818.37","390,612,379.55","397,441,753.65","392,569,331.24",,"416,272,607.06",
预付款项,"23,111,038.00","24,589,297.00","103,831,838.00","12,408,211.34","1,711,138.00","716,138.00","13,471,590.80","18,706,065.45","13,097,062.01","7,829,312.00","8,729,046.51","740,212.00",,,"212,477.78","5,675,886.45","221,534.36","226,299.03","126,395.00","2,178,117.29","73,457.22","115,207.47","568,245.56","2,336,823.05","6,162.70","376,145.08","3,723,854.77","3,615,410.76","1,493,471.05","101,755.27","101,755.27","1,721,566.47","4,628,147.78","2,866,382.07","2,436,877.08","7,700,688.08","7,117,615.65","7,077,129.02","6,628,142.34","7,542,904.95","10,339,768.04","105,148,728.84","8,794,747.56","18,371,844.70","10,696,840.82","16,809,447.01","9,546,504.58","17,675,100.90","7,831,668.72"
预收款项,"479,305.98","5,624,413.82","87,804,557.33","112,129,498.26","114,423,595.93","126,808,089.71","82,157,485.40","72,600,986.24","12,043,883.46","27,276,150.17","116,487,578.64","151,589,605.20","122,153,027.53","29,516,108.36","47,647,436.22","71,414,824.92","36,972,863.04","60,981,438.49","170,980,818.07","184,774,933.31","165,186,553.70","148,933,380.50","168,768,919.97","237,888,182.58","216,016,908.01","80,112,047.00","58,315,032.27","31,543,582.13","12,515,953.16","17,514,769.28","1,025,417.39","1,110,956.49","1,073,447.60","1,850,514.37","3,084,849.82","73,531,205.80","66,077,177.36","64,824,475.62","141,611,030.58","139,575,991.12","127,336,004.73","184,693,810.27","209,330,778.00","264,683,543.91","268,755,248.29","185,222,587.45","170,045,949.73","230,233,944.94","264,304,683.00"
