科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"39,709,141.53","65,191,721.43","55,930,615.82",,"201,446,287.73","111,914,119.75","111,262,027.19","94,757,420.28","29,167,518.69","30,449,778.97","53,777,871.84","92,418,587.87","120,087,598.65","128,194,716.17","95,445,826.34","74,451,781.14","96,464,884.82","96,847,819.10","159,544,403.33","147,340,433.92"
短期借款,"55,000,000.00","35,000,000.00","65,000,000.00",,"70,000,000.00","45,000,000.00","15,000,000.00","15,000,000.00","20,000,000.00","35,000,000.00","30,000,000.00",,,,,,,"15,000,000.00","80,000,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,"518,000.00",,,"2,000,000.00",,"11,600,000.00","11,800,000.00","100,000.00","6,200,000.00",,,"5,890,000.00","16,190,000.00",
应付票据,,,,,,,,,,,,,,,,,,,,
应收账款,"35,932,748.36","35,994,991.23","65,186,277.10",,"73,588,146.35","74,488,875.07","80,659,896.18","82,771,923.47","89,326,398.26","73,956,158.39","160,517,975.66","179,297,374.23","139,524,064.19","152,046,269.73","169,675,192.87","177,054,368.86","204,241,496.75","194,996,633.58","266,401,303.63","222,904,376.49"
应付账款,"36,688,055.29","45,465,430.43","37,496,084.33",,"53,493,436.02","58,545,094.36","64,330,501.63","75,939,158.99","79,384,611.45","81,838,352.78","97,814,838.03","147,028,274.70","139,730,416.21","161,513,763.14","148,810,135.00","149,191,471.87","150,142,056.91","106,811,281.70","199,167,043.96","208,481,482.00"
预付款项,"36,763,656.84","14,731,260.09","10,753,779.28",,"11,919,910.77","14,670,441.57","4,562,462.19","11,531,411.07","14,070,849.91","26,760,544.41","25,257,630.10","29,357,479.53","30,213,404.06","36,149,043.02","5,976,401.53","6,885,560.59","7,304,588.80","13,156,479.06","5,717,980.07","12,552,494.31"
预收款项,"58,343.60","675,247.60","210,609.60",,"260,891.26","204,045.14","302,681.94","679,906.54","442,224.23","261,235.04","1,180,179.92","6,538,650.06","684,885.19","513,613.56","628,172.37","1,829,037.53","696,042.52","1,619,761.85","914,386.63","754,925.05"
其他应收款,"460,852.62","107,457.33","121,389.48",,"1,325,219.80","976,536.67","1,151,066.92","941,686.50","773,490.66","971,389.72","5,363,376.92","1,667,225.49","1,558,768.41","1,346,990.08","693,187.12","929,159.58","959,976.98","1,365,913.91","2,903,052.03","1,005,122.34"
应付职工薪酬,"6,445,694.28","7,347,221.27","7,840,238.78",,"4,042,387.97","4,668,286.52","8,674,758.87","4,483,550.67","5,722,668.45","5,945,046.20","13,777,614.11","9,646,622.44","10,306,823.25","13,655,372.13","14,371,853.33","8,726,373.14","9,456,166.15","10,358,241.98","12,318,079.23","9,832,601.83"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"5,485,448.73","4,318,478.80","11,199,407.17",,"8,140,296.82","2,288,845.00","12,643,015.16","10,282,781.83","9,632,611.57","6,216,893.97","20,851,835.26","23,996,765.50","20,460,770.15","12,187,526.99","20,042,220.34","16,350,516.76","14,106,736.49","14,877,308.39","17,869,515.73","9,980,548.43"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,"118,067.16","81,555.56","119,166.67",,"114,999.99","73,333.32","25,666.67","24,520.83","28,333.33","40,250.01","39,874.99",,,,,,,"5,981.25","177,383.34","477,412.51"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"61,179,210.05","64,456,494.48","69,690,861.65",,"101,700,851.46","143,059,856.08","120,250,768.82","137,899,281.16","146,355,163.65","152,551,585.60","135,528,607.61","151,558,065.40","176,711,825.44","174,745,441.75","180,647,792.60","205,354,254.63","216,060,301.15","199,347,735.31","242,433,726.34","282,793,003.07"
其他应付款,"2,420,514.74","6,992,364.81","11,628,029.22",,"8,992,948.74","45,856,515.13","53,287,031.16","44,388,870.52","34,985,899.74","29,237,590.76","38,238,399.76","85,444,292.62","90,021,296.14","101,225,568.14","91,357,173.47","82,636,788.36","70,707,779.69","75,384,152.95","213,058,307.10","166,323,699.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,"12,503,082.52","9,796,986.20","10,397,541.48","7,381,017.14","41,426,246.02","50,000,039.42","24,610,945.51","38,000,000.00","96,018,782.51","100,934,920.20","22,052,613.20","32,499,692.94","56,004,249.12","60,824,582.64"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"174,045,609.40","180,481,924.56","201,682,923.33",,"389,980,416.11","345,109,829.14","330,907,303.82","337,698,708.68","290,090,962.65","294,070,474.23","421,871,708.15","515,898,771.94","504,506,606.26","530,582,460.75","554,657,182.97","565,610,045.00","547,083,861.70","544,104,273.90","749,194,714.52","727,420,012.77"
流动负债合计,"106,216,123.80","99,880,298.47","133,493,535.77",,"145,044,960.80","156,636,119.47","154,263,655.43","150,798,789.38","150,196,348.77","158,539,368.76","201,902,742.07","272,654,605.32","261,204,190.94","289,095,843.96","275,209,554.51","258,734,187.66","245,108,781.76","224,056,728.12","523,504,715.99","495,850,669.04"
可供出售金融资产,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,079,365.00","10,079,365.00","10,079,365.00","10,079,365.00","10,079,365.00","10,079,365.00"
长期借款,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"10,000,000.00",,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"75,413,995.88","150,154,817.88","164,919,565.76",,"159,436,335.62","219,883,679.01","268,707,876.43","264,647,856.71","295,852,018.09","290,332,581.36","329,779,065.76","328,037,094.49","322,090,466.81","357,441,086.54","406,741,416.58","399,153,213.68","396,805,104.95","418,178,562.20","545,357,477.39","533,603,015.12"
递延所得税负债,,,,,,,,,,,,,,,,,,,"7,305,883.77","7,211,474.75"
在建工程,"49,152,959.64","14,027,858.25","31,245,348.34",,"65,263,676.74","77,514,868.06","57,960,514.53","66,646,209.58","81,116,751.54","86,688,068.17","95,437,019.90","110,848,323.30","121,912,396.69","117,668,253.18","63,637,807.82","73,832,605.19","80,887,784.98","69,510,153.53","88,490,582.22","105,209,184.46"
其他非流动负债,"8,960,000.00","8,683,456.80","12,479,353.12",,"12,147,501.28","11,981,575.36","11,815,649.44",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"18,960,000.00","18,683,456.80","12,479,353.12",,"12,147,501.28","11,981,575.36","11,815,649.44","11,593,978.52","11,372,307.59","11,150,636.66","10,866,073.97","10,644,403.04","10,373,712.17","10,127,531.27","10,913,210.82","10,657,495.03","10,401,779.22","10,146,063.42","33,446,834.63","36,001,215.38"
固定资产清理,,,,,,"6,395.00",,335.00,335.00,335.00,,,"149,551.30",147.95,,,,,,
负债合计,"125,176,123.80","118,563,755.27","145,972,888.89",,"157,192,462.08","168,617,694.83","166,079,304.87","162,392,767.90","161,568,656.36","169,690,005.42","212,768,816.04","283,299,008.36","271,577,903.11","299,223,375.23","286,122,765.33","269,391,682.69","255,510,560.98","234,202,791.54","556,951,550.62","531,851,884.42"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","94,494,793.00","96,258,793.00","192,517,586.00","192,917,586.00","192,917,586.00","192,835,586.00","192,835,586.00","192,835,586.00","192,835,586.00","192,359,586.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"24,413,326.11","24,413,326.11","24,413,326.11",,"176,188,382.72","176,188,382.72","176,188,382.72","176,188,382.72","176,188,382.72","176,188,382.72","206,693,589.72","248,464,209.72","153,968,816.72","161,408,996.72","164,479,497.56","164,925,414.52","166,239,711.48","167,554,008.44","172,123,004.47","167,588,656.47"
无形资产,"42,934,631.82","41,899,321.26","73,226,486.48",,"72,299,998.58","71,839,768.55","71,435,591.58","70,966,854.75","70,535,062.36","70,102,073.95","71,154,252.23","71,189,191.05","70,543,723.56","70,415,350.05","69,873,558.94","69,192,199.98","68,510,841.05","67,829,735.58","128,327,569.00","135,182,150.71"
盈余公积,"13,621,182.19","17,034,438.69","19,013,242.80",,"19,013,242.80","19,013,242.80","20,621,487.54","20,621,487.54","20,621,487.54","20,621,487.54","35,388,401.30","35,388,401.30","35,388,401.30","35,388,401.30","43,178,418.44","43,178,418.44","43,178,418.44","43,178,418.44","50,463,997.06","50,463,997.06"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"40,889,520.00","40,325,040.00","45,361,040.00","45,361,040.00","44,423,780.00","31,799,786.00","30,531,284.00","30,707,404.00","25,190,564.00"
商誉,,,,,,,,,,,,,,,,,,,"107,784,832.59","107,784,832.59"
未分配利润,"122,305,353.64","169,969,223.13","228,287,820.77",,"261,154,758.87","278,237,906.23","292,956,843.26","307,984,354.80","305,681,016.18","312,105,346.71","384,424,111.97","418,662,469.59","421,087,212.79","447,358,409.37","474,958,809.50","503,255,339.35","488,981,399.43","514,538,574.15","540,994,193.85","566,822,914.55"
长期待摊费用,"1,728,789.00","1,245,957.05","2,838,946.20",,"1,814,904.89","2,571,379.65","2,620,460.91","3,068,174.85","2,854,523.49","3,922,318.53","2,493,191.06","2,321,377.04","2,146,489.64","2,024,329.70","5,749,123.73","5,473,005.07","5,546,846.48","5,779,272.90","6,877,413.52","9,478,701.40"
少数股东权益,,,,,,,,,,,,,,,,,,,"168,300,422.42","168,154,557.90"
