科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"25,235,837.82","86,123,124.74","32,263,574.13","43,708,588.91","57,964,608.56","330,215,260.97","279,428,481.24","74,906,502.27","66,633,297.89","81,627,897.57"
短期借款,"92,930,000.00","130,000,000.00","79,000,000.00","84,000,000.00","84,000,000.00","84,000,000.00","67,000,000.00",,,
交易性金融资产,,,,,,,,,,"391,419.88"
交易性金融负债,,,,,,,,,,
应收票据,"40,285,235.26","37,360,904.74","70,902,370.16","72,448,331.58","62,074,388.19","53,126,482.69","60,069,418.65","129,879,279.26","109,546,666.49","80,862,046.88"
应付票据,,,"475,000.00","3,590,000.00","2,820,000.00",,,,,
应收账款,"103,867,299.70","129,060,705.78","145,761,624.65","160,698,973.83","171,141,083.28","218,503,072.88","196,435,287.28","193,131,010.66","187,141,879.85","235,650,533.03"
应付账款,"48,092,093.10","31,868,534.05","48,757,527.01","53,931,597.11","52,188,030.60","81,202,969.65","66,317,621.16","60,922,044.51","62,856,920.42","85,428,773.80"
预付款项,"17,740,503.35","12,646,192.70","10,824,409.03","13,757,066.03","19,000,761.70","8,741,372.80","25,910,258.76","7,962,485.35","26,788,732.01","14,371,922.86"
预收款项,"4,966,557.84","3,708,680.29","2,808,807.36","7,321,888.44","7,583,361.39","6,548,238.06","2,315,788.94","3,306,467.37","4,550,003.86","4,571,370.15"
其他应收款,"654,432.26","738,567.44","460,641.37","597,480.22","1,078,490.90","1,290,207.31","5,233,258.43","1,364,142.75","1,628,081.77","1,200,439.65"
应付职工薪酬,"4,328,010.44","4,539,635.92","4,858,095.07","4,606,118.32","4,726,731.36","5,802,334.27","5,791,807.86","2,208,016.18","4,195,426.45","5,900,162.72"
应收关联公司款,,,,,,,,,,
应交税费,"3,432,603.85","5,641,439.15","7,372,226.26","5,124,544.24","8,946,715.25","7,022,127.39","6,767,063.09","7,005,637.03","7,247,730.67","9,138,201.28"
应收利息,,,,,,,,"754,561.60","1,387,140.72","778,944.21"
应付利息,"11,850.22",,,,,,,,,
应收股利,,,,,,,,,,
应付股利,,,,,,,,,,
存货,"90,174,837.06","76,933,536.60","82,775,549.83","101,854,309.70","96,409,984.41","125,499,756.77","153,669,456.29","124,334,378.67","135,066,831.09","148,669,840.74"
其他应付款,"461,673.11","731,312.08","2,108,140.11","6,694,573.67","1,634,945.06","2,429,493.31","3,346,489.33","1,414,807.38","1,071,356.13","4,072,664.01"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,
其他流动资产,,"215,942.53","18,005.67","45,221.51","8,103.24","9,092.89","29,478.81","100,000,000.00","100,000,000.00","95,633,915.59"
其他流动负债,,,,,,,,,,
流动资产合计,"277,958,145.45","343,078,974.53","343,006,174.84","393,109,971.78","407,677,420.28","737,385,246.31","720,775,639.46","632,332,360.56","628,192,629.82","659,186,960.41"
流动负债合计,"154,222,788.56","176,489,601.49","145,379,795.81","165,268,721.78","161,899,783.66","187,005,162.68","151,538,770.38","74,856,972.47","79,921,437.53","109,111,171.96"
可供出售金融资产,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00"
长期借款,,,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,"35,438,291.02","30,577,457.20","25,631,371.94","22,666,571.30","20,217,730.60","16,871,690.17","14,664,967.46","12,994,595.33","12,079,455.37","10,917,169.48"
专项应付款,,,,,,,,,,
投资性房地产,"14,332,707.82","13,538,886.90","12,745,065.98","12,348,155.52","12,149,700.29","6,269,970.08","6,170,920.44","6,071,870.80","5,714,880.54",
预计负债,,,,,,,,,,
固定资产,"91,661,298.66","99,110,300.42","135,969,752.35","135,649,130.09","137,578,298.31","146,193,657.86","150,900,992.72","153,822,956.87","153,462,844.46","171,641,882.36"
递延所得税负债,,,,,,,,,,
在建工程,"1,493,847.69","16,554,577.46","1,973,029.81","23,198,680.01","24,105,912.81","27,435,845.00","27,467,745.09","31,642,930.26","31,637,358.43","56,946,355.03"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"22,196,833.32","42,043,300.68","38,483,384.96","41,750,671.14","40,491,663.23","39,978,548.68","40,278,548.68","39,120,762.01","38,506,868.68","38,980,999.26"
固定资产清理,,,,,,,,,,
负债合计,"176,419,621.88","218,532,902.17","183,863,180.77","207,019,392.92","202,391,446.89","226,983,711.36","191,817,319.06","113,977,734.48","118,428,306.21","148,092,171.22"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"63,000,000.00","63,000,000.00","63,000,000.00","63,000,000.00","63,000,000.00","84,000,000.00","84,000,000.00","126,000,000.00","126,000,000.00","126,000,000.00"
油气资产,,,,,,,,,,
资本公积,"90,382,515.51","90,382,515.51","90,382,515.51","90,382,515.51","90,382,515.51","361,553,081.53","361,553,081.53","319,553,081.53","324,305,010.12","326,246,065.83"
无形资产,"51,776,700.85","50,714,575.02","52,318,624.29","51,485,730.24","51,069,283.21","50,652,836.18","50,236,389.15","49,819,942.13","66,537,017.74","64,827,805.53"
盈余公积,"12,726,097.29","16,819,941.10","21,977,567.75","21,977,567.75","21,977,567.75","29,248,603.75","29,248,603.75","29,248,603.75","29,248,603.75","37,699,907.07"
开发支出,"268,568.98","2,181,164.24","3,138,785.97","4,249,434.36","4,540,906.42","4,540,906.42","4,540,906.42","4,543,397.04",,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"118,578,402.39","161,598,491.73","216,240,029.33","258,560,265.28","277,687,616.78","288,215,554.52","310,352,629.88","314,175,964.06","333,406,930.12","352,562,019.27"
长期待摊费用,,,,,,,,,,
少数股东权益,"12,746,786.84","14,780,175.65","17,570,621.96","18,934,987.13","19,327,797.53","19,751,928.59","20,727,308.60","21,422,985.35",,
递延所得税资产,"923,863.44","1,059,001.87","1,272,394.43","1,550,276.59","1,540,047.78","1,951,285.92","2,126,091.50","1,805,724.59","1,761,113.45","2,164,479.37"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,"8,299,088.52","6,978,715.71","5,616,778.70","5,887,644.76","8,451,441.81","10,815,290.58","21,344,591.59","22,003,550.39","14,915,511.21"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"195,895,278.46","222,035,051.63","250,027,740.48","266,764,756.81","267,089,524.18","272,367,633.44","276,923,303.36","292,046,008.61","303,196,220.38","331,413,202.98"
所有者权益(或股东权益)合计,"297,433,802.03","346,581,123.99","409,170,734.55","452,855,335.67","472,375,497.57","782,769,168.39","805,881,623.76","810,400,634.69","812,960,543.99","842,507,992.17"
资产总计,"473,853,423.91","565,114,026.16","593,033,915.32","659,874,728.59","674,766,944.46","1,009,752,879.75","997,698,942.82","924,378,369.17","931,388,850.20","990,600,163.39"
负债和所有者(或股东权益)合计,"473,853,423.91","565,114,026.16","593,033,915.32","659,874,728.59","674,766,944.46","1,009,752,879.75","997,698,942.82","924,378,369.17","931,388,850.20","990,600,163.39"
