科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"39,493,152.22","49,747,792.71","20,504,397.87","26,767,676.90","558,211,817.62","348,723,908.03","176,417,788.66","206,743,969.12","189,444,131.91","94,908,256.87","452,236,711.22","124,104,645.55","805,749,590.76","559,249,117.69","531,364,772.00","446,613,631.31","376,962,358.31","259,238,816.67","268,617,427.12","270,504,918.26","386,478,257.60","292,956,734.71","263,479,763.53","240,320,018.31","217,108,067.16","173,770,331.94","240,060,185.31","169,680,029.98","122,112,181.36","96,699,271.70","26,924,322.05","32,907,281.34"
短期借款,,,,"167,600,000.00","207,500,000.00","87,500,000.00","77,500,000.00","129,900,000.00","230,000,000.00","240,000,000.00","640,000,000.00","340,000,000.00","230,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","250,000,000.00","330,000,000.00","410,000,000.00","410,000,000.00","410,000,000.00","430,000,000.00","470,000,000.00","470,000,000.00","470,000,000.00","450,000,000.00","440,000,000.00","440,000,000.00","410,000,000.00","330,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,255,031.26",,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"65,217,403.83","55,896,498.95","45,929,638.92","54,211,033.62","72,401,833.63","86,988,791.09","82,500,272.24","89,512,175.93","87,154,244.13","89,866,427.08","81,159,136.44","76,268,926.82","71,140,603.92","95,742,151.88","102,971,308.79","112,261,785.72","128,657,420.82","211,713,477.47","219,289,711.06","223,461,734.56","239,300,186.48","269,355,656.98","293,934,392.90","263,083,894.89","347,402,047.15","265,763,231.98","308,312,309.31","296,247,750.96","316,954,004.75","159,997,261.71","166,603,935.15","143,289,811.52"
应付账款,"15,538,012.60","12,337,258.44","14,076,371.85","17,385,100.97","29,811,200.17","34,614,239.91","16,334,826.34","23,542,244.48","27,374,853.52","11,477,592.32","18,214,200.65","33,136,385.35","34,255,001.46","15,490,697.60","20,900,973.99","14,673,143.06","16,616,505.52","44,092,596.91","52,426,431.74","44,419,074.42","48,575,254.01","38,656,503.28","30,376,318.06","31,082,956.49","42,121,573.70","30,256,727.00","25,846,957.17","28,113,713.61","31,276,224.36","16,655,787.65","12,770,486.39","23,751,893.34"
预付款项,"54,265,502.64","1,390,615.48","45,075,497.19","67,994,979.95","66,831,973.20","64,848,322.78","130,257,942.55","156,372,961.73","140,587,798.85","78,184,342.73","77,552,937.58","80,920,095.51","88,757,662.23","267,369,216.74","257,469,758.10","320,901,315.74","384,122,158.37","285,163,213.60","117,103,026.86","108,353,087.04","97,465,859.13","74,384,201.04","74,539,236.12","81,827,575.04","76,115,564.85","130,378,896.80","218,683,709.07","228,061,501.98","227,967,109.37","4,094,344.15","2,940,260.43","8,638,215.44"
预收款项,"275,073.98","232,673.83","481,818.86","234,295.02","173,716.38","315,200.63","467,170.23","351,886.55","366,976.72","670,167.36","269,494.14","499,886.56","565,966.82","2,538,316.12","3,625,197.30","189,105.36","804,667.96","4,093,921.82","2,906,010.35","5,032,291.00","3,071,051.95","5,111,125.83","4,173,318.18","4,991,646.90","1,868,977.82","1,117,682.04","1,146,553.74","985,407.86","1,587,882.46","1,171,350.08","1,125,105.07","2,627,143.48"
其他应收款,"1,291,499.73","2,838,877.53","4,393,433.90","12,114,801.16","11,544,655.93","12,449,705.42","12,395,256.24","21,257,312.08","28,828,572.77","32,140,851.47","4,630,879.24","2,123,657.24","640,094.29","1,791,707.39","10,056,759.86","17,763,906.50","20,480,036.44","28,777,462.93","1,224,988.76","1,410,996.49","1,700,593.66","15,938,265.07","20,368,821.28","15,079,554.77","14,669,880.39","6,502,318.29","3,860,388.14","3,061,758.03","3,250,535.18","31,299,266.58","29,428,519.31","28,279,968.38"
应付职工薪酬,"3,073,487.79","2,687,032.87","2,262,078.96","3,225,948.15","3,979,783.80","3,596,576.20","3,128,529.40","3,528,320.28","4,061,664.00","3,331,999.00","3,275,386.46","3,478,527.64","3,418,709.58","6,206,967.46","6,585,710.77","5,923,976.00","6,839,743.85","11,062,320.47","8,504,574.21","6,523,816.12","6,897,871.36","7,514,584.32","6,694,385.27","6,265,338.62","4,524,261.74","5,510,483.70","5,414,107.30","5,301,671.28","5,301,860.18","5,187,374.05","5,196,446.13","4,869,631.97"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,409,022.36","974,547.26","744,809.87","1,469,223.23","-313,442.56","-2,406,045.98","-4,363,765.62","-13,016,581.31","-29,037,653.26","1,719,023.35","1,111,718.81","2,300,265.23","1,953,175.09","3,653,987.17","2,851,279.55","4,654,170.37","8,949,330.56","8,659,194.19","140,977.84","1,928,038.53","2,919,960.76","1,952,463.56","827,848.88","2,064,403.45","2,056,656.65","5,869,094.24","2,277,137.05","2,435,849.82","1,367,295.78","5,358,905.35","5,809,924.02","3,729,223.70"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"499,000.00","470,085.00","477,705.55","684,359.60","612,702.31","521,283.22","504,193.55","459,446.65","579,427.80","935,043.34","809,949.98","603,242.93","607,907.36","864,018.29","920,380.98","831,097.59","706,014.23","1,067,277.78","849,958.00","1,004,357.76","2,597,222.35","1,157,899.99","891,287.49","797,661.46","1,537,586.11","861,848.61","1,388,699.67","1,124,778.83","722,763.22","1,345,856.12","1,213,285.62","999,383.33"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"532,140.00",,,,,,,,,,,,,,,,,,,,,,,,"2,739,600.00"
存货,"9,984,430.65","22,769,871.43","16,033,335.28","17,124,400.40","24,662,115.53","19,936,294.98","21,534,026.87","18,942,703.47","17,677,224.11","19,698,534.88","21,669,073.23","20,081,930.53","17,554,268.31","17,734,216.08","23,321,178.43","34,448,885.62","58,880,529.06","28,226,041.35","51,499,678.68","55,614,941.31","50,060,918.70","24,742,322.97","21,964,819.43","43,720,818.76","44,110,127.19","31,916,626.95","30,496,216.28","29,459,089.80","49,811,047.83","54,667,519.05","66,618,011.34","86,434,424.65"
其他应付款,"1,524,516.22","1,710,206.79","1,414,864.95","1,718,483.51","1,537,885.10","5,310,516.27","1,217,748.82","1,329,358.20","1,356,502.75","2,135,949.91","2,390,123.40","2,441,272.31","2,475,950.87","2,527,923.00","2,706,456.71","2,728,728.28","3,678,822.94","3,102,678.81","4,109,176.76","3,381,620.15","3,004,092.79","3,056,289.94","4,220,903.12","4,201,733.02","4,523,166.77","3,150,989.29","2,815,041.07","3,474,593.74","2,603,467.87","4,739,055.19","3,909,042.22","13,557,849.88"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
