科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"4,747,703.48","4,974,592.92","6,913,600.81","8,770,784.26","12,157,874.13","7,552,894.28","12,054,889.70","16,876,786.76","27,803,395.18","12,384,461.10","19,876,469.95","28,143,549.33","36,710,766.37","11,240,106.33","20,729,229.51","31,982,481.93","50,207,210.79","16,864,771.04","27,588,621.02","38,837,224.81","58,954,950.31","15,906,969.80","29,694,640.74","48,765,854.82","75,802,721.84","46,944,616.22","81,848,787.31","119,426,403.20","155,124,181.98","45,021,292.16","80,786,991.66","120,613,095.08","164,352,636.19","46,751,301.92"
取得借款收到的现金,"8,000,000.00",,"20,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,,,,,,,,,,,,"57,000,000.00","27,000,000.00","143,998,806.50","357,661,520.30","533,967,193.99",,"235,000,000.00","667,200,000.00","590,000,000.00","399,533,524.85"
支付的各项税费,"493,581.25","1,051,481.38","1,473,021.94","2,358,071.01","5,249,811.63","964,354.88","1,857,671.74","5,001,741.72","9,266,315.39","5,831,389.80","7,979,669.28","9,189,388.03","17,034,615.54","1,741,438.36","4,650,799.20","8,248,520.68","15,919,605.49","2,993,885.10","3,953,687.67","11,491,188.18","21,956,783.54","2,891,445.22","7,801,975.57","24,757,097.17","42,346,991.68","62,748,377.98","62,327,934.50","70,805,580.44","127,987,797.48","89,046,348.44","97,606,918.18","114,682,916.93","168,031,393.52","68,831,728.15"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"13,253,036.74","15,993,318.46","21,692,048.32","25,056,739.71","40,874,181.17","7,019,379.44","19,040,978.83","32,632,773.19","57,726,351.53","4,892,928.26","14,813,757.90","41,033,836.92","56,872,122.72","5,453,203.07","24,675,545.23","103,172,061.56","64,899,407.82","3,032,727.36","24,536,747.27","48,302,831.96","58,245,711.29","4,724,224.52","20,510,519.64","63,056,133.78","119,784,473.63","16,556,986.56","32,000,428.85","125,381,827.36","157,804,784.12","19,765,255.19","66,556,745.92","98,834,329.72","131,765,776.08","22,246,784.27"
筹资活动现金流入小计,"8,000,000.00",,"35,246,624.00","25,000,000.00","717,931,819.64",,,,,,,,,,,,,,,,"22,500,000.00","22,500,000.00","22,500,000.00","37,500,000.00","1,066,352,432.46","27,000,000.00","158,698,806.50","389,861,520.30","566,167,193.99",,"239,000,000.00","716,060,000.00","1,036,200,000.00","399,533,524.85"
经营活动现金流出小计,"53,492,947.59","100,333,661.47","104,676,196.07","165,075,239.57","202,035,463.61","99,286,545.17","206,243,228.21","347,413,477.14","430,830,805.07","64,423,442.76","139,600,779.33","253,228,757.00","241,727,634.12","104,815,044.74","235,768,818.63","424,835,920.35","329,169,522.22","130,159,101.32","278,006,734.10","392,539,626.88","545,000,661.76","106,579,770.66","185,273,948.45","402,716,461.30","880,057,947.02","283,838,868.31","588,382,071.68","722,761,076.00","1,556,334,691.96","341,345,357.62","768,912,349.62","1,226,578,955.24","1,700,054,580.99","350,542,237.00"
偿还债务支付的现金,"8,000,000.00",,"5,000,000.00","15,000,000.00","15,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,,,,,,,,"56,000,000.00","154,280,000.00","214,280,000.00","244,280,000.00","249,180,000.00",,"155,600,000.00","209,900,000.00","334,520,000.00","59,977,052.00"
经营活动产生的现金流量净额,"6,474,878.98","10,081,479.26","35,617,370.89","31,818,251.95","55,341,827.82","-65,226,409.99","-105,933,334.52","-77,260,570.85","-67,592,547.48","-20,465,419.23","-17,279,006.47","38,140,537.69","49,749,109.76","1,411,227.15","14,400,926.06","69,655,600.63","144,636,293.09","-66,108,970.70","-71,070,796.87","-51,969,704.91","-15,750,754.61","-5,323,864.64","30,449,936.94","91,009,402.93","540,448,398.21","-141,190,688.14","-196,343,062.77","-55,977,983.38","191,340,152.30","-99,602,811.02","-159,669,513.47","-249,573,761.13","-113,997,977.47","-90,286,623.08"
分配股利、利润或偿还利息支付的现金,"279,665.00",,"5,476,420.00","5,248,898.20","5,649,298.20","127,600.00","12,427,600.00","12,427,600.00","12,427,600.00",,"18,040,000.00","18,040,000.00","18,040,000.00",,"27,060,000.00","27,060,000.00","27,060,000.00",,"36,080,000.00","36,080,000.00","36,080,000.00",,"18,040,000.00","18,040,000.00","31,910,272.76","13,076,842.04",,"70,698,803.75","76,382,615.33","14,710,862.38","56,821,324.31","73,882,132.78","91,719,364.06","19,802,676.90"
收回投资收到的现金,,"13,000,000.00","26,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"5,641,385.41",,"11,385,636.72",,"2,100,000.00",,"2,800,000.00",,
取得投资收益收到的现金,,"46,165.48","239,811.51",,,,,,,,,,,,,,,,,,,,,,,"372,547.94",,,,,,,,
筹资活动现金流出小计,"8,279,665.00",,"10,476,420.00","20,248,898.20","20,649,298.20","25,127,600.00","37,427,600.00","37,427,600.00","37,427,600.00",,"18,040,000.00","18,040,000.00","18,040,000.00",,"27,060,000.00","27,060,000.00","27,060,000.00",,"36,080,000.00","36,080,000.00","36,080,000.00",,"18,040,000.00","18,040,000.00","87,910,272.76","172,998,227.45","214,280,000.00","326,364,440.47","325,562,615.33","16,810,862.38","212,421,324.31","286,582,132.78","426,239,364.06","79,779,728.90"
处置固定资产、无形资产和其他长期资产收回的现金净额,"104,700.80","96,715.00",,"176,538.46","197,590.18","16,000.00","16,000.00","16,000.00",,,,,,,"454,984.60","459,876.92","80,000.00",,,,,,150.00,295.63,"9,858.74","25,000.00","93,240.74","105,050.00","103,014.89","120,857.00","120,857.00","120,857.00","169,717.78","144,000.00"
筹资活动产生的现金流量净额,"-279,665.00",,"24,770,204.00","4,751,101.80","697,282,521.44","-25,127,600.00","-37,427,600.00","-37,427,600.00","-37,427,600.00",,"-18,040,000.00","-18,040,000.00","-18,040,000.00",,"-27,060,000.00","-27,060,000.00","-27,060,000.00",,"-36,080,000.00","-36,080,000.00","-13,580,000.00","22,500,000.00","4,460,000.00","19,460,000.00","978,442,159.70","-145,998,227.45","-55,581,193.50","63,497,079.83","240,604,578.66","-16,810,862.38","26,578,675.69","429,477,867.22","609,960,635.94","319,753,795.95"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,805.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.88,
收到其他与投资活动有关的现金,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,521,900.00",,,"94,620,208.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,104,700.80","13,142,880.48","26,239,811.51","176,538.46","197,590.18","16,000.00","16,000.00","16,000.00",,,,,,,"454,984.60","459,876.92","80,000.00",,,,,,150.00,295.63,"9,858.74","397,547.94","93,240.74","105,050.00","103,014.89","4,642,757.00","120,857.00","120,857.00","94,789,925.78","144,000.00"
五、现金及现金等价物净增加额,"10,109,831.73","-16,844,119.53","46,977,945.43","7,866,069.76","719,131,576.94","-100,521,215.62","-167,908,808.00","-150,459,930.22","-173,508,167.45","-24,600,883.64","-51,456,780.48","-50,532,311.96","-58,585,852.45","-6,262,570.15","-40,156,323.49","-7,598,545.76","52,233,966.40","-84,496,176.38","-123,613,279.35","-111,089,368.97","-66,214,778.05","-185,874,728.60","-193,404,910.95","-215,218,356.81","547,309,903.07","-430,189,221.15","-509,469,468.75","-426,812,132.13","-173,281,444.36","-372,702,918.36","-598,427,962.78","-500,541,673.24","-544,733,078.03","86,468,584.72"
购建固定资产、无形资产和其他长期资产支付的现金,"1,186,277.17","1,068,479.27","33,549,426.25","28,879,822.45","33,690,362.50","10,183,205.63","24,563,873.48","35,787,759.37","68,488,019.97","4,135,464.41","16,137,774.01","70,632,849.65","90,294,962.21","7,673,797.30","27,952,234.15","50,654,023.31","65,422,326.69","18,387,205.68","16,462,482.48","23,039,664.06","36,884,023.44","203,050,863.96","228,314,997.89","325,688,055.37","561,368,728.32","143,397,853.50","257,638,453.22","430,916,278.58","601,809,190.21","220,132,001.96","424,657,982.00","541,852,510.91","1,006,487,632.58","82,780,088.15"
期初现金及现金等价物余额,"14,677,445.12","24,787,276.85","7,943,157.32","54,921,102.75","54,921,102.75","774,052,679.69","774,052,679.69","774,052,679.69","774,052,679.69","600,544,512.24","600,544,512.24","600,544,512.24","600,544,512.24","541,958,659.79","541,958,659.79","541,958,659.79","541,958,659.79","594,192,626.19","594,192,626.19","594,192,626.19","594,192,626.19","527,977,848.14","527,977,848.14","527,977,848.14","527,977,848.14","1,094,892,656.01","1,094,892,656.01","1,094,892,656.01","1,075,287,751.21","902,006,306.85","902,006,306.85","902,006,306.85","902,006,306.85","346,364,533.71"
投资支付的现金,,"34,000,000.00","6,100,014.72",,,,,,,,,,,,,,,,,,,,,,,,,"3,520,000.00","3,520,000.00","40,800,000.00","40,800,000.00","138,714,125.42","122,800,000.00","60,362,500.00"
期末现金及现金等价物余额,"24,787,276.85","7,943,157.32","54,921,102.75","62,787,172.51","774,052,679.69","673,531,464.07","606,143,871.69","623,592,749.47","600,544,512.24","575,943,628.60","549,087,731.76","550,012,200.28","541,958,659.79","535,696,089.64","501,802,336.30","534,360,114.03","594,192,626.19","509,696,449.81","470,579,346.84","483,103,257.22","527,977,848.14","342,103,119.54","334,572,937.19","312,759,491.33","1,075,287,751.21","664,703,434.86","585,423,187.26","668,080,523.88","902,006,306.85","529,303,388.49","303,578,344.07","401,464,633.61","357,273,228.82","432,833,118.43"
