科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"379,654,940.43","523,022,994.43","656,900,534.53","363,244,154.83","548,683,782.94","827,739,782.84","142,417,511.40","516,376,634.32","765,566,970.70","1,102,459,598.33","167,161,469.87","435,690,117.91","707,687,952.58","999,515,593.07","254,095,931.91","543,944,688.94","780,324,208.67","1,177,879,355.47","243,959,147.99","611,363,108.44",,"1,317,772,022.23","217,237,923.88","514,679,642.83","801,438,472.84","1,113,885,302.55","240,250,881.31","589,994,948.33","982,369,288.96","1,361,203,519.58","347,669,953.86","857,180,373.04","1,449,572,479.89"
取得子公司及其他营业单位支付的现金净额,"-151,232.15",,"3,116,812.80","603,444.39",,"603,444.39",,"291,947,958.56","286,096,370.41","270,195,379.47",,,,"151,287,861.07",,"240,924,736.76","236,524,501.31","95,319,611.90",,,"52,370,135.16","67,384,126.17",,,,,,,,"671,262.44",,"65,823,286.85","65,823,286.85"
收到的税费返还,,,,,"7,030.46",,935.18,"2,101.77",,,,,,,"1,706,524.53","1,706,524.53","2,619,651.23",,,"160,271.50",,,,,,,,,,,,,
支付其他与投资活动有关的现金,,"407,843.92","470,000.00","203,483.00","1,351,800.00","203,483.00","97,450.00",,"720,258.85",,"19,900.00",,"96,647,784.91","1,020,000.00",,,,"9,118,661.32",,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"3,170,707.25","14,345,401.53","20,836,425.02","10,842,078.18","23,912,805.20","20,277,309.45","7,485,312.76","20,100,236.12","29,291,457.22","28,487,817.98","13,102,188.32","20,810,204.01","59,338,797.57","51,679,813.13","9,438,554.98","12,248,393.61","24,964,057.84","42,290,171.62","11,983,008.22","13,744,999.59","978,370,883.41","20,533,129.57","4,006,967.18","47,306,842.92","117,448,788.05","51,219,762.80","10,354,912.66","65,279,127.61","64,055,119.18","25,424,134.88","33,354,211.56","128,912,117.38","285,591,863.06"
投资活动现金流出小计,"34,470,035.10","50,781,241.88","78,292,639.55","31,735,208.76","71,078,290.06","92,930,388.27","411,230,798.48","1,054,060,318.80","1,868,547,899.94","2,298,716,570.96","712,127,523.70","1,433,794,595.62","2,078,832,431.74","2,317,354,013.46","279,516,520.10","555,703,737.34","1,047,215,284.92","2,241,613,316.84","171,231,370.53","724,981,835.75","1,034,683,629.13","1,406,393,800.79","209,912,070.20","443,312,663.92","953,881,663.93","1,501,265,994.74","275,439,141.88","713,382,686.69","878,676,885.07","1,081,760,807.92","262,670,492.68","528,931,416.16","1,094,375,265.34"
经营活动现金流入小计,"382,825,647.68","537,368,395.96","677,736,959.55","374,086,233.01","572,603,618.60","848,017,092.29","149,903,759.34","536,478,972.21","794,858,427.92","1,130,947,416.31","180,263,658.19","456,500,321.92","767,026,750.15","1,051,195,406.20","265,241,011.42","557,899,607.08","807,907,917.74","1,220,169,527.09","255,942,156.21","625,268,379.53","978,370,883.41","1,338,305,151.80","221,244,891.06","561,986,485.75","918,887,260.89","1,165,105,065.35","250,605,793.97","655,274,075.94","1,046,424,408.14","1,386,627,654.46","381,024,165.42","986,092,490.42","1,735,164,342.95"
投资活动产生的现金流量净额,"-24,451,684.99","-46,964,709.80","-74,800,195.57","-29,247,093.47","-68,829,241.06","-88,786,991.21","-397,320,460.98","-564,228,592.72","-718,840,318.02","-483,184,520.51","-262,697,737.17","-305,165,928.98","-361,530,094.64","-396,683,416.28","-137,544,023.32","-258,778,062.93","-531,418,456.67","-839,252,570.57","63,075,474.03","-71,461,974.53","-37,217,176.63","-78,261,042.99","-11,566,441.30","-39,996,640.61","-149,736,270.29","-94,659,276.40","195,593,213.15","66,701,115.82","-41,154,416.28","-99,725,323.49","-6,161,511.65","71,756,524.74","-79,776,436.49"
购买商品、接受劳务支付的现金,"174,825,966.37","272,597,955.55","242,279,391.11","152,062,348.16","246,668,678.16","322,953,962.15","88,176,370.93","260,156,825.19","366,903,481.45","522,919,042.80","78,951,335.30","172,203,572.64","289,085,462.07","357,633,030.76","100,058,231.87","204,723,903.59","256,250,878.42","387,450,363.09","103,255,871.81","214,017,193.91","376,124,225.45","485,674,318.36","111,424,807.08","216,211,350.80","298,267,560.86","369,657,075.38","224,753,034.56","366,846,807.36","530,657,871.68","689,505,908.80","174,465,717.75","359,702,571.15","813,600,353.80"
吸收投资收到的现金,"6,055,676.00","200,000.00","2,023,600.00",,"3,000,000.00","1,178,600,000.00",,"25,495,140.80","25,495,140.80","38,745,141.00",,"6,800,000.00","6,800,000.00","20,007,843.00","3,569,483.36","3,250,000.00","8,984,989.50","19,035,980.78",,"2,485,000.00","4,735,000.00","10,620,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00",,,,"3,430,404.79",,"400,000.00","400,000.00"
