科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"360,815,618.58","734,262,608.83","1,106,961,735.93","1,595,798,762.72","448,170,080.73","895,750,486.66","1,332,491,181.39","1,810,525,595.35","512,192,742.50","1,085,271,322.02","1,653,644,323.82","2,402,831,832.49","814,077,845.11","1,595,523,033.99","2,337,307,234.59","3,255,743,967.15","994,367,675.20","1,909,123,526.63","2,735,848,350.09","3,727,867,834.78","963,378,511.19","1,922,282,264.82","2,797,956,923.27","3,870,194,783.91","1,063,992,106.44","2,144,608,078.78","3,113,676,169.85","4,263,940,213.04","1,140,482,506.43","2,198,018,018.34","3,162,286,479.64","4,295,322,779.22","1,140,086,692.39","2,177,623,116.10","3,141,575,876.36","4,164,706,228.27","1,001,891,254.45","1,884,963,220.42","2,726,215,461.22","3,773,952,789.05","1,023,669,973.85","1,967,154,910.55","2,871,816,138.55","3,923,627,320.00","1,029,535,357.86","1,937,724,465.74"
二、营业利润,"19,047,225.13","26,056,099.91","43,057,382.14","86,891,454.79","16,235,897.33","31,305,430.88","42,932,177.19","62,775,358.72","12,546,679.02","34,094,864.40","44,348,468.54","78,509,615.64","31,744,843.42","64,689,174.01","89,662,536.33","140,522,940.19","42,759,679.42","91,497,676.81","127,151,351.32","292,052,530.22","48,701,637.54","103,306,539.32","144,811,874.99","207,322,090.95","44,599,242.29","110,650,687.53","139,431,919.90","187,538,655.87","47,719,146.79","100,028,219.33","120,482,369.69","183,442,211.14","47,397,437.49","107,807,312.90","123,540,120.65","142,518,229.99","52,140,684.06","110,312,597.54","128,240,253.01","151,551,155.90","47,476,526.39","113,925,187.98","142,631,232.10","192,052,735.78","66,220,481.05","129,438,498.82"
减:营业成本,"287,184,561.89","573,471,274.10","846,364,294.54","1,208,789,817.00","347,941,503.09","691,322,155.28","1,032,989,035.42","1,393,390,921.32","395,486,650.40","844,765,423.09","1,280,729,996.39","1,864,649,497.49","635,417,995.39","1,235,905,340.20","1,803,607,156.00","2,537,920,512.40","778,869,202.17","1,488,015,512.52","2,132,086,802.28","2,905,932,704.41","738,941,343.08","1,486,257,097.34","2,164,413,813.58","2,997,702,543.73","858,781,011.35","1,726,161,221.45","2,495,507,863.87","3,428,338,611.87","927,514,291.20","1,778,885,886.61","2,549,550,768.36","3,464,777,300.29","926,110,687.52","1,763,114,532.33","2,549,370,227.59","3,377,247,447.96","802,249,364.85","1,505,266,856.65","2,175,909,868.64","3,019,903,594.89","815,088,542.35","1,568,970,703.50","2,298,662,597.38","3,138,736,954.80","812,325,969.02","1,526,655,599.78"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,752,863.49","5,591,113.06","12,852,936.49","17,125,784.43","4,370,744.89","8,591,400.39","12,597,765.37","19,005,950.71","6,489,758.64","12,525,157.00","18,126,752.89","25,749,233.69","9,594,978.84","18,169,536.43","26,157,376.51","37,650,060.45","13,900,403.65","24,181,989.00","34,004,240.58","45,463,109.43","14,510,056.94","25,705,342.97","36,973,264.63","51,410,520.81","13,553,313.25","27,925,300.92","40,420,444.34","52,934,265.01","13,660,852.54","23,869,040.05","34,464,259.21","49,058,664.13","12,446,982.66","23,848,668.67","33,220,150.04","43,890,870.34","10,818,037.76","17,107,446.24","20,998,394.35","38,099,684.74","9,267,658.74","18,906,250.85","28,214,150.89","37,811,356.89","10,014,093.83","17,715,352.55"
营业外收入,"64,597.13","421,609.56","549,523.61","787,177.49","118,463.33","696,572.26","2,763,321.60","4,116,180.35","2,380,503.77","3,015,950.27","5,764,530.77","6,065,643.15","342,790.48","803,677.54","1,088,479.59","10,236,764.57","977,716.09","1,758,368.88","2,437,338.35","5,565,134.43","84,845.97","6,586,435.36","7,351,281.95","8,305,892.08","1,807,300.09","7,079,439.56","17,523,854.18","19,918,340.30","1,747,100.65","3,074,576.62","3,188,581.17","13,919,853.17","7,423,126.26","9,808,274.79","19,835,031.85","19,117,009.36","1,011,675.37","2,626,813.60","3,290,261.73","12,371,603.82","1,187,892.60","2,372,794.71","3,826,379.81","2,740,243.64","380,083.03","975,053.73"
销售费用,"24,101,899.47","47,627,688.57","75,962,656.79","99,256,738.60","29,046,157.57","55,781,195.93","83,859,182.37","117,917,272.20","39,298,007.54","73,529,997.31","112,297,219.82","154,692,215.06","44,543,089.77","91,013,507.87","138,132,575.08","185,680,722.85","50,152,775.51","101,765,253.41","155,530,056.83","219,204,932.31","57,352,260.27","113,955,213.79","173,573,565.39","230,595,413.13","57,872,834.82","115,508,658.44","178,586,179.73","239,440,329.62","66,215,665.69","126,065,645.56","199,294,187.63","266,231,073.30","59,923,335.55","124,959,768.75","193,796,008.96","258,742,114.06","61,601,342.03","125,477,270.70","197,449,693.48","268,317,036.26","68,501,593.64","129,664,978.12","203,279,244.24","281,512,711.96","68,815,424.67","136,353,050.03"
减:营业外支出,"13,106.49","116,420.33","182,460.97","230,721.04","27,407.49","1,370,971.84","1,522,466.57","1,640,690.45","27,587.71","53,362.58","153,309.05","410,835.96","401,359.52","579,715.95","728,350.00","1,488,406.56","46,930.57","318,545.05","411,649.52","1,326,280.29","68,170.11","89,840.17","877,298.48","1,044,904.10","39,785.25","65,903.79","512,036.04","753,081.85","248,483.23","281,972.16","329,564.03","862,999.91","42,298.96","258,551.15","1,159,398.64","1,807,363.11","423,554.91","594,475.01","881,258.67","3,841,744.46","107,748.93","794,072.37","1,928,279.96","1,831,617.86","4,951.68","195,067.91"
管理费用,"43,341,605.27","88,394,913.87","131,565,186.38","175,176,937.38","48,123,775.66","97,953,223.41","131,320,169.12","197,237,928.36","53,961,138.60","125,440,667.74","193,325,247.71","265,533,984.44","81,737,250.96","161,355,763.84","242,410,284.22","341,333,571.44","105,676,427.24","198,437,681.74","290,889,674.96","394,596,804.66","107,144,408.94","209,700,813.60","314,874,785.29","430,565,034.71","107,093,063.10","214,803,255.57","328,402,884.74","449,476,707.52","103,397,599.38","209,345,032.40","316,233,689.96","425,664,263.54","115,212,084.79","219,610,773.01","327,431,064.59","444,250,652.72","107,891,883.58","203,467,994.24","305,795,698.22","420,218,085.12","109,182,193.48","213,707,150.89","315,669,872.25","433,097,007.89","114,818,626.33","218,425,700.73"
其中:非流动资产处置净损失,,,,,,,,"17,382.00",,"34,613.05",,"86,634.54",,"31,403.11",,"339,419.96",,"104,066.60",,"1,086,610.38","43,596.18","68,120.94","88,973.88","265,077.29","21,067.83","32,621.32","251,441.11","326,815.58",,"39,066.29","46,743.42","389,379.64",,"142,742.09",,"837,995.30",,"153,281.38",,"743,956.47",,"604,880.12",,,,
