科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"6,934,504.76","16,782,123.52","36,724,717.51","24,593,033.50","24,957,072.34","339,813,798.28","273,456,551.17","248,982,072.01","233,031,267.70","187,610,752.75","191,279,584.51","134,603,708.09","130,145,187.39","143,477,174.13","153,804,479.22","147,734,027.79","152,905,449.18","66,866,707.79","66,718,084.43","60,653,467.58","55,890,708.36","29,337,528.49","63,347,341.96","101,787,919.61","77,925,230.76","93,610,951.56","87,728,363.71","116,487,561.75","136,438,684.83","97,730,382.95","145,773,822.72","64,510,295.36"
短期借款,"19,000,000.00","27,150,000.00","50,000,000.00","63,996,183.41","80,000,000.00","85,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","15,000,000.00","15,000,000.00",,,,,,,"50,000,000.00","70,000,000.00","70,000,000.00","50,000,000.00","65,000,000.00","55,000,000.00","95,000,000.00","95,000,000.00","70,000,000.00","45,000,000.00","50,000,000.00","90,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00"
交易性金融资产,,,,,,,,,,"3,300,000.00",,,,"1,800,000.00","1,800,000.00",,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,605,060.00","5,808,000.00","37,487,722.79","12,207,356.99","39,328,107.94","51,587,623.97","24,588,760.24","29,198,474.00","28,021,117.29","24,750,961.90","31,380,813.99","35,359,074.50","58,137,270.26","64,547,782.48","45,768,815.09","42,006,389.79","39,685,721.90","39,259,943.29","15,648,317.69","28,218,184.31","52,028,510.44","55,080,801.12","47,556,027.14","43,344,653.99","43,543,712.60","39,892,063.32","39,641,852.43","50,094,196.17","36,874,645.54","33,603,622.63","48,474,268.83","65,115,097.84"
应付票据,,"234,000.00","17,650,000.00","3,330,000.00","3,330,000.00",,"16,840,000.00","39,999,000.00","23,159,000.00","8,635,000.00","8,635,000.00",,,,,,,,,"12,721,000.00","12,721,000.00",,"7,000,000.00","10,000,000.00","5,000,000.00","6,000,000.00","4,000,000.00","2,000,000.00","2,000,000.00","1,160,000.00","4,000,000.00",
应收账款,"12,800,267.15","13,379,347.98","13,994,840.61","14,371,407.33","23,799,514.44","27,484,058.50","40,421,381.09","47,896,006.17","62,113,794.52","49,447,522.41","65,584,270.18","63,686,038.58","53,862,526.61","33,217,712.92","33,580,937.32","29,395,451.73","26,827,290.82","21,796,854.43","19,308,715.43","18,319,071.65","15,484,649.94","11,879,051.43","11,110,347.77","14,597,451.31","11,134,374.00","7,720,454.79","7,277,482.03","8,002,675.79","12,728,166.40","16,672,610.76","20,408,117.23","252,573,796.05"
应付账款,"20,501,642.34","20,219,788.41","35,267,837.08","39,257,036.36","36,790,238.54","41,371,413.31","43,369,815.00","56,529,921.48","56,306,417.33","47,186,399.28","49,693,119.06","47,316,544.61","53,396,573.87","48,692,398.91","50,121,784.85","52,081,624.62","46,364,610.07","53,414,342.33","49,669,161.17","42,038,688.13","46,964,913.08","50,712,823.76","47,904,507.78","48,871,100.74","52,219,911.47","48,306,859.74","48,812,197.68","50,299,547.96","56,584,374.76","60,247,384.78","65,389,091.78","65,539,464.63"
预付款项,"10,836,777.58","26,337,412.04","6,103,775.94","20,674,375.07","12,028,415.31","15,851,641.85","17,829,028.63","34,713,742.39","20,066,857.08","2,033,909.34","6,423,295.39","6,062,595.94","4,296,875.38","4,972,128.85","5,659,651.54","7,294,709.28","9,926,612.30","10,667,921.22","16,284,347.31","10,046,180.81","6,800,150.24","3,728,505.85","4,100,437.13","9,610,281.36","13,712,902.64","7,782,943.22","10,848,550.28","5,534,829.74","11,565,819.54","10,824,188.42","13,195,139.04","16,246,499.15"
预收款项,"43,844,188.24","42,912,475.48","64,793,496.04","79,730,518.99","84,192,569.81","60,029,414.65","42,606,212.81","38,536,611.96","40,014,946.38","28,978,598.18","34,775,876.49","45,173,151.64","45,322,534.17","49,790,221.70","46,105,094.38","42,420,781.10","39,340,781.63","34,265,859.28","38,379,284.93","34,718,922.30","41,151,004.85","41,714,233.91","37,125,972.16","38,908,379.40","39,542,138.29","43,201,459.77","47,906,811.86","73,584,780.77","77,470,619.76","80,311,439.92","77,495,065.85","58,300,175.72"
其他应收款,"12,577,387.52","2,125,776.23","1,956,702.72","2,672,462.76","2,808,586.21","2,979,699.43","4,577,619.56","6,849,846.91","7,610,668.18","3,889,099.66","4,247,908.01","4,756,854.36","3,171,047.36","4,193,478.68","4,238,899.83","5,380,372.92","5,725,912.75","5,300,862.93","4,901,388.28","4,597,256.61","4,537,879.45","4,575,137.39","4,173,075.89","5,758,991.46","5,525,325.26","4,009,043.08","4,742,165.26","75,540,933.94","74,515,380.74","70,606,422.45","85,469,279.51","63,030,699.21"
