科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"95,655,307.78","176,599,990.13","234,619,921.62","127,121,897.67","181,594,115.51","271,008,564.21","58,349,249.65","133,916,514.25","191,219,202.73","285,287,696.35","62,947,941.65","139,635,950.60","214,732,137.40","274,564,570.92","75,266,531.51","143,560,975.44","211,742,020.09","276,019,335.08","67,248,526.41","177,215,216.05","244,250,793.71","306,694,210.20","58,953,525.23","180,448,432.78","258,764,214.33","333,945,076.19","64,953,534.02","154,413,731.92","216,218,625.39","298,240,476.45","61,580,600.57","144,798,778.96","210,287,287.49","287,030,495.05","86,589,335.18"
二、营业利润,"22,199,687.11","42,664,433.72","58,821,732.31","30,551,117.05","43,697,553.66","67,919,290.15","14,830,071.00","34,726,251.50","45,442,634.30","68,599,871.42","15,197,379.12","37,462,734.01","52,869,823.15","56,597,501.46","15,489,758.63","30,438,099.99","39,617,270.93","41,893,623.88","14,090,897.75","35,861,883.40","46,482,229.06","46,149,103.93","12,675,421.64","39,070,487.33","50,823,537.38","45,646,868.05","11,019,745.27","24,940,034.04","30,752,811.40","33,705,350.24","6,044,196.43","19,800,279.25","24,160,503.78","25,109,805.62","12,550,972.23"
减:营业成本,"62,095,923.41","112,990,157.22","147,486,880.41","81,485,566.04","115,209,879.57","168,916,145.45","36,392,028.76","81,894,815.91","118,072,970.39","174,247,759.28","37,506,280.52","78,491,110.36","121,350,195.59","162,958,327.63","45,876,943.83","86,748,115.63","125,910,794.94","169,522,374.15","41,255,059.22","105,967,934.44","147,839,881.53","193,261,805.23","35,448,562.37","111,155,067.72","161,089,234.88","212,601,019.72","36,298,611.52","92,885,628.16","129,063,429.01","180,518,567.86","34,293,936.73","84,205,489.71","123,458,585.76","168,143,219.70","48,163,124.27"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"856,300.57","802,804.03","1,401,178.47","814,961.01","1,040,903.36","1,491,194.67","282,293.76","752,440.00","1,397,774.19","2,150,407.75","525,131.75","1,222,245.28","1,846,213.45","2,100,030.93","584,530.58","916,911.62","1,307,910.70","1,713,292.56","636,956.01","1,646,073.80","2,200,508.16","2,799,160.43","523,495.21","1,899,175.45","2,718,381.49","3,418,947.10","429,823.33","1,310,267.14","1,807,628.64","7,186,305.31","1,539,449.23","3,404,093.20","4,918,838.40","7,220,600.52","1,981,214.55"
营业外收入,,"7,774,800.00","7,745,000.00","110,000.00","1,110,000.00","2,240,000.00","800,000.00","800,000.00","800,000.00","970,000.00",,,,"56,460.72",,,,"300,000.00","70,000.00","70,000.00","200,000.00","2,159,380.56","1,727,632.47","1,727,632.47","1,727,632.47","1,747,632.47","2,058,200.00","3,521,744.36","4,629,570.98","4,494,570.98","1,064,099.03","1,169,099.03","1,169,099.03","1,170,167.00","704,900.00"
销售费用,"4,238,269.13","9,505,031.33","12,358,602.29","6,527,349.12","10,286,025.75","14,756,022.93","5,673,055.40","12,178,029.54","20,172,222.65","30,015,549.56","7,898,915.26","17,280,460.50","29,907,298.98","42,880,712.24","8,340,831.79","15,894,705.20","28,876,373.77","38,638,692.55","8,413,780.68","19,297,951.57","27,954,073.48","41,872,489.31","6,941,873.87","17,748,900.36","27,672,212.72","42,489,764.40","7,952,012.82","16,878,274.39","25,621,212.32","38,828,084.84","9,506,354.66","18,566,494.90","28,892,764.83","42,528,581.33","11,888,188.39"
减:营业外支出,"7,582.26","1,833,003.88",,"30,000.00","130,000.00","3,184,056.08","118,799.94","172,849.94","288,199.94","1,225,063.93","15,575.85","62,142.69","250,148.66","668,414.66","80,503.60","84,303.60","979,453.60","1,584,107.79",550.00,"686,030.05","845,809.35","1,891,314.70","63,539.92","165,274.92","289,882.56","735,853.09",500.00,"143,854.87","261,893.40","502,966.61","41,106.07","41,106.07","48,943.45","1,752,847.60","130,530.00"
管理费用,"5,621,736.42","9,842,950.04","12,740,212.96","6,746,246.98","10,108,713.96","18,355,383.06","5,022,998.13","11,241,250.47","17,070,718.92","24,577,003.48","5,865,667.11","14,558,175.57","22,451,265.25","27,855,955.82","6,898,907.62","13,928,111.60","21,908,870.16","33,234,422.42","6,896,618.40","20,662,844.29","29,017,751.87","38,102,962.78","7,389,276.11","17,333,984.51","24,707,959.46","35,911,408.45","9,246,552.68","19,295,816.20","29,802,954.19","40,147,557.82","10,646,260.14","19,966,099.33","30,175,489.42","46,799,746.85","12,008,478.97"
其中:非流动资产处置净损失,,"1,153.54",,,,"2,754,056.08",,,,"884,693.93",,"56,552.84",,"527,184.55",,,,"374,551.73",,"2,422.55",,"131,337.03","62,439.92","62,439.92","131,187.92","134,465.34",,"3,762.50","3,762.50","144,835.71","20,841.00","20,841.00","28,678.38",,
