科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"9,569,374,157.05","19,513,615,960.86","30,320,000,695.10","41,792,335,168.68","13,786,646,676.97","30,514,470,839.88","47,249,767,242.38","57,697,320,331.96","10,024,398,436.92","18,368,006,145.21","27,579,669,394.67","87,185,946,766.63","27,642,512,196.22","58,685,351,512.39","88,375,640,108.14","116,919,019,782.12","32,271,961,239.87","68,594,285,326.69","104,823,078,849.39","133,343,727,102.65","29,144,221,367.67","59,687,562,328.78","86,658,700,984.28","111,629,795,720.03","26,861,433,518.67","54,809,521,861.66","82,741,530,589.20","110,254,992,165.50","25,804,158,092.49","50,676,151,524.85","75,655,341,828.31","98,257,447,070.35","21,957,871,780.71","42,431,427,259.20","61,193,163,973.31","73,103,434,380.22","17,830,039,768.75","37,911,158,117.94","59,111,942,960.80","74,551,007,517.85","28,320,383,467.54","54,459,940,529.52","86,905,709,430.58"
二、营业利润,"729,641,019.14","1,682,842,898.20","2,458,165,943.09","3,051,498,248.71","1,011,465,702.50","2,405,415,432.95","3,207,880,721.07","2,416,100,436.38","85,160,926.82","111,471,953.42","404,576,091.01","1,169,645,265.44","555,897,318.41","864,637,672.63","1,286,189,881.21","1,638,654,287.92","535,903,792.08","1,041,613,518.54","1,315,157,676.82","1,735,178,665.14","449,024,606.07","530,211,811.71","566,314,290.57","205,556,215.72","55,875,381.92","111,552,599.22","199,831,294.09","150,622,001.96","224,201,243.75","410,056,906.01","658,816,550.38","898,858,883.66","160,077,913.42","376,368,630.76","499,550,904.83","539,326,860.47","95,246,067.65","432,045,985.99","1,003,264,086.75","1,579,715,571.34","835,281,903.77","1,697,331,803.94","3,021,142,816.21"
减:营业成本,"8,411,114,612.20","16,956,930,323.55","26,542,041,755.79","36,967,333,337.97","12,338,783,046.47","27,084,335,253.39","42,636,127,900.17","53,310,172,899.19","9,556,414,485.51","17,430,731,190.15","25,939,105,983.11","81,806,939,240.65","25,789,663,802.41","55,180,547,896.48","83,217,356,554.99","108,569,539,579.21","30,106,973,945.35","64,155,384,575.26","97,636,435,709.50","122,544,675,198.86","27,098,079,562.72","55,493,013,218.48","80,731,231,400.32","102,406,201,770.54","24,928,428,826.65","50,714,316,719.48","76,614,751,208.18","100,884,056,570.12","23,834,042,057.99","46,068,393,488.57","68,895,674,626.62","87,545,618,699.10","19,830,802,438.69","37,868,516,261.47","54,488,780,373.48","63,365,988,111.34","15,958,240,448.32","33,276,037,856.76","51,556,074,006.71","64,261,202,083.69","25,412,596,897.20","47,906,060,089.21","76,619,168,973.22"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"46,989,200.58","91,829,214.41","124,901,668.83","144,688,282.35","50,007,099.36","124,447,444.39","137,225,892.58","172,491,784.71","37,610,156.99","46,045,696.78","84,945,575.56","205,315,988.26","50,190,008.51","90,742,819.57","135,911,716.58","184,431,059.69","38,946,750.34","93,336,259.63","122,817,266.43","198,406,151.12","44,554,866.45","82,707,358.31","91,439,240.14","177,773,996.25","18,476,000.33","55,892,511.30","66,540,983.79","116,498,395.33","13,363,503.13","36,129,179.38","52,902,337.93","122,339,218.76","13,081,002.31","46,652,940.88","77,624,180.76","139,500,170.00","8,565,922.10","41,449,161.25","90,513,594.72","296,024,650.33","117,962,302.74","217,117,573.85","381,960,501.26"
营业外收入,"5,792,041.50","10,641,243.79","108,448,294.43","136,493,847.42","93,700.00","634,650.00","52,000,256.20","75,346,956.20","7,976,173.87","31,530,011.28","67,694,031.28","88,166,463.65","2,764,273.17","4,795,012.54","16,087,782.50","65,472,924.43","7,080,591.14","8,524,569.93","13,308,115.05","134,471,149.85","4,454,674.72","15,854,662.90","21,144,012.34","46,593,029.18","19,243,961.83","26,036,591.58","27,710,421.25","91,645,215.21","6,086,816.62","8,161,396.24","14,146,332.06","72,322,046.20","42,695,393.35","14,155,865.82","20,911,024.74","41,065,445.45","9,668,810.79","22,120,972.74","25,761,514.04","49,801,387.64","1,296,773.83","7,506,972.03","9,023,541.09"
销售费用,"22,294,984.68","49,092,412.24","79,831,809.67","113,336,907.87","29,811,467.02","64,653,661.74","95,534,548.85","146,417,256.65","41,463,320.84","88,677,072.78","133,269,370.87","498,511,398.88","126,337,717.05","279,674,790.13","418,825,860.72","583,024,390.76","167,494,151.64","302,383,812.56","451,264,633.35","663,917,833.81","175,650,325.99","293,958,104.05","459,032,955.71","588,235,474.87","138,716,921.10","293,320,282.38","447,295,773.07","597,886,816.07","140,715,047.03","305,217,073.45","452,745,827.29","649,080,090.39","160,635,165.51","343,502,434.41","536,894,375.81","612,402,627.45","157,974,546.52","363,214,667.86","576,922,268.08","811,240,501.65","213,340,566.60","449,695,277.73","692,366,109.65"
减:营业外支出,"2,479,171.51","7,120,334.41","15,840,718.38","23,366,130.14","4,362,521.94","21,256,881.18","38,856,836.99","35,190,401.00","2,623,230.00","5,212,046.80","8,049,933.39","150,827,716.63","1,228,236.38","9,199,087.83","23,653,824.73","40,153,735.51","7,411,997.68","36,463,395.16","72,877,975.33","92,211,327.59","371,502.31","10,017,653.52","14,153,302.47","21,044,084.61","506,870.00","3,862,279.23","6,335,769.79","11,156,750.71","390,376.82","1,451,568.62","4,208,711.30","33,753,951.82","1,612,610.12","3,564,792.98","4,725,639.86","20,271,931.93","676,554.17","2,452,980.61","11,947,418.14","13,458,262.94","1,117,345.46","10,464,385.73","12,082,439.58"
管理费用,"231,235,622.23","517,576,607.73","795,995,701.29","1,058,479,196.62","236,553,909.14","496,144,184.66","675,614,091.77","858,122,820.48","169,710,414.98","333,738,773.82","520,396,350.30","2,522,346,123.23","720,655,130.12","1,528,613,449.53","2,226,524,829.19","4,501,253,157.47","787,596,139.53","2,044,892,991.50","3,926,341,616.99","6,055,375,876.19","829,830,192.76","2,172,666,612.26","2,936,066,892.47","5,702,391,176.01","962,358,160.55","2,019,867,004.66","3,024,165,476.59","5,489,495,604.11","884,205,398.74","2,278,167,435.97","3,156,803,785.06","5,327,164,626.99","760,495,276.34","1,879,213,849.53","2,601,810,685.29","4,003,240,214.13","737,259,023.04","1,956,848,804.22","3,163,036,533.97","3,498,007,900.33","824,126,017.88","2,389,474,849.31","3,453,624,152.29"
其中:非流动资产处置净损失,"-5,660,398.22","630,266.18","6,950,057.35","14,721,904.70","918,923.13","11,807,369.29","26,972,191.40","26,972,191.40",,,,"146,673,045.16",,"7,978,170.85",,"29,016,952.91",,"35,165,399.35","60,945,023.21","88,776,387.93",,"9,557,999.18","12,739,435.20","16,896,746.75",,"2,438,318.31","3,805,039.16","5,916,021.23",,,"1,264,831.97","29,242,009.29","49,684.57","188,743.84","188,743.84","14,082,084.78",,"534,416.30","9,691,853.83","3,554,996.84",,"8,184,000.00","8,184,000.00"
