科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"32,562,883.06","102,109,093.02","132,933,155.90","119,665,776.77","1,460,394,056.28","1,360,380,607.42","1,232,228,089.69","1,176,474,694.04","1,223,379,755.42","1,048,749,626.44","901,622,936.97","1,057,554,477.68","796,264,298.42","674,903,329.99","578,220,614.90","647,346,171.38","608,928,242.74","694,203,013.49","536,536,447.91","490,232,041.98","519,235,041.85","512,549,690.89","470,779,402.57","512,891,606.96","968,370,522.94","635,169,693.96","494,861,639.64","587,893,918.26","689,167,594.70","608,264,699.39","793,572,624.67","652,428,140.88","431,031,277.88","472,519,353.17","442,389,423.16","439,364,330.79"
短期借款,"126,000,000.00","130,000,000.00","140,000,000.00","115,000,000.00","110,000,000.00",,,,"50,000,000.00",,,"35,000,000.00","35,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,"3,076,400.00","43,682,750.00","52,164,475.00","62,803,995.00","104,511,560.00","65,044,292.50","32,468,000.00",,,"79,943,898.95","113,000,000.00","102,000,000.00","114,953,820.22","68,300,000.00","29,300,000.00","74,300,000.00","109,870,000.00"
交易性金融资产,"4,763,000.00",,"37,593.80","599,287.46","360,387.65","730,316.50",,"206,502.40","1,508,870.30","1,640,243.42","208,660.59","53,464.40","2,381,424.00","4,743,415.00","11,082,382.34","9,661,936.03","7,255,067.42","8,036,469.39","849,180.00","905,372.00","16,245,689.14","12,183,905.01","18,697,440.14","10,066,012.45","478,733.00",,"50,748,185.76",,"75,200.00",,,"449,961.80","2,192,747.23","7,397,680.65","10,772,495.85","1,550,167.82"
交易性金融负债,,"9,194,786.01","1,591,175.53","795,612.75","1,507,598.85","1,330,372.00","143,394.00","10,801.12",,,,"454,741.90","1,324,434.00","697,202.00",,,"176,945.00","207,032.75","5,604,561.45","3,938,341.02",,"219,352.00",,,"4,344,362.44","8,738,095.64","6,256,795.06","13,252,311.13","8,063,860.02","14,658,474.11","4,964,833.89","1,505,223.03","470,834.00",,,
应收票据,,,"4,714,000.00","32,078,013.98","26,711,708.00","31,064,000.00","17,400,000.00","17,724,228.49","24,818,801.00","21,940,680.12","18,463,467.60","8,622,886.00","17,994,955.87","12,740,631.19","7,131,800.00","8,445,000.00","8,827,215.00","3,770,000.00","12,760,165.00","8,241,474.34","13,803,449.00","21,949,949.00","3,833,000.00","34,301,518.94","12,967,224.22","9,596,900.00","10,453,974.55","23,178,601.12","50,526,677.59","17,415,000.00","9,692,334.64","41,503,581.00","82,435,214.40","89,006,542.42","83,321,926.56","60,677,403.72"
应付票据,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","5,500,000.00","13,850,000.00","9,950,000.00","8,600,000.00","15,300,000.00","43,140,000.00","48,018,640.78","60,418,640.78","76,518,297.83","70,670,439.98","74,823,117.50","70,595,177.85","67,959,803.03","73,929,279.99","83,334,176.68","106,020,981.83","129,932,480.82","101,156,115.92"
应收账款,"6,465,081.37","42,242,450.19","8,929,513.36","31,183,043.03","27,673,268.68","57,229,766.43","81,407,683.12","104,562,982.17","141,359,238.86","133,568,823.44","122,930,321.37","138,784,267.27","123,287,578.40","117,668,920.76","119,008,847.10","216,726,745.34","223,345,465.54","247,366,988.39","226,127,691.14","203,964,604.03","300,783,267.66","286,115,241.10","198,013,891.11","255,451,189.54","192,346,579.87","191,442,697.32","305,528,621.22","476,329,675.93","221,081,978.12","300,408,096.01","232,628,087.57","242,032,141.00","202,240,661.01","265,588,613.25","274,809,788.25","278,057,947.23"
应付账款,"47,923,683.62","101,713,534.84","114,677,698.99","148,973,007.75","128,159,702.17","178,281,414.16","186,426,299.82","239,849,584.56","281,856,329.29","316,615,284.24","269,458,971.08","346,716,641.84","413,400,428.30","430,246,961.60","464,000,040.78","578,873,712.80","401,855,172.01","335,106,570.60","307,382,321.07","452,906,248.73","517,260,732.25","516,709,452.61","508,021,261.64","558,104,598.58","719,171,836.83","785,417,639.41","708,996,831.62","673,842,667.26","636,711,451.72","739,866,383.74","700,363,816.50","673,984,167.87","514,381,031.65","506,276,615.07","357,560,816.33","368,011,887.65"
预付款项,"54,654,252.54","49,701,875.96","24,396,567.56","46,410,769.69","74,126,763.39","86,996,453.70","118,341,992.06","119,243,749.44","150,088,333.25","74,371,890.46","85,905,792.39","107,894,980.12","161,195,403.78","75,027,645.64","83,439,630.67","74,371,984.75","112,022,255.58","91,701,500.37","107,242,123.08","141,208,527.84","211,670,938.69","100,546,725.95","85,707,668.38","65,883,870.89","69,726,282.98","62,606,188.89","145,910,884.53","146,655,436.20","124,901,298.21","24,625,697.76","60,835,906.67","59,750,361.61","71,363,032.49","73,402,910.83","95,166,443.54","91,793,613.63"
预收款项,"105,036,088.38","375,693,937.62","187,340,873.53","237,324,987.07","200,396,559.67","207,470,408.98","205,895,506.34","203,379,176.46","366,697,362.23","161,095,877.63","210,896,906.49","293,875,784.39","401,661,243.82","208,378,197.11","323,787,522.49","278,238,684.55","329,246,748.11","282,845,775.18","331,720,954.20","303,228,665.45","341,252,948.71","226,400,948.10","281,538,565.00","269,958,688.96","455,464,189.29","528,047,461.46","475,192,711.18","416,200,923.42","456,991,666.94","450,751,721.21","508,529,167.20","364,287,828.23","258,786,881.96","240,198,296.43","230,523,921.14","201,492,676.18"
其他应收款,"45,010,570.91","5,374,017.00","3,459,728.30","7,655,148.19","26,515,886.12","14,457,338.37","11,891,109.69","11,716,542.64","16,004,207.48","14,613,219.63","13,164,747.73","13,454,494.51","15,270,704.59","8,639,897.99","9,212,494.29","20,564,610.25","21,748,952.91","26,401,646.88","37,905,258.49","110,841,508.70","23,999,926.64","23,075,610.67","19,018,348.98","22,723,978.42","33,322,110.36","19,701,384.30","20,531,384.57","32,366,819.79","27,691,431.42","28,916,034.39","38,605,131.10","23,094,488.87","20,598,391.37","38,383,300.70","40,295,044.33","27,014,364.59"
应付职工薪酬,"7,199,248.43","28,113,023.94","35,342,024.42","22,498,424.30","33,459,245.23","40,904,969.28","14,352,413.28","27,633,986.94","36,972,593.48","57,146,323.78","23,982,855.93","41,220,088.78","56,578,653.66","78,663,479.70","32,694,982.16","52,516,902.37","71,417,358.58","89,331,561.55","34,823,329.69","52,338,345.22","70,028,215.01","79,630,705.66","22,127,976.09","28,532,641.06","34,758,712.53","78,825,422.95","32,275,074.19","48,874,180.61","62,237,406.34","77,552,387.94","27,457,566.13","42,119,348.12","55,058,059.51","70,636,562.70","25,590,432.33","37,247,298.46"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,772,607.35","-11,791,692.52","714,092.73","6,076,657.58","6,039,196.35","22,210,643.89","6,099,734.16","15,972,008.71","6,554,776.03","-10,150,623.02","3,828,064.14","-17,644,110.48","-17,964,171.19","-23,191,923.66","-19,442,012.88","-4,479,505.11","-20,827,948.52","19,226,977.77","13,075,356.94","11,828,246.81","16,317,378.57","17,065,966.44","15,029,283.80","14,102,083.22","25,733,874.19","18,724,938.70","27,787,727.73","26,618,209.67","19,084,852.82","28,151,560.00","18,546,338.85","12,446,427.18","16,797,050.45","13,135,062.66","18,254,705.10","13,517,689.27"
应收利息,,,,,,"3,870,736.40","7,028,156.86","10,262,093.78","14,039,991.34","3,313,630.94","5,932,937.67","6,516,144.47","6,428,265.12","617,138.75","1,849,917.84","3,277,118.26","4,651,178.36","968,294.00","2,212,076.01","1,914,533.45","402,100.43","1,563,687.12","2,343,823.22","3,219,068.55","3,847,058.31","331,262.34",,,"97,449.80","39,233.97","76,495.35","6,203.44","27,325.10","46,059.10","55,585.93","61,039.01"
应付利息,,,"589,430.00","162,200.00","97,700.00",,,,"88,958.33",,,"59,718.75","59,718.76","1,826.30",,"1,683.33","1,683.33",,,"165,634.73","1,431,251.65","2,588,017.15","3,631,558.92","5,102,816.57","3,947,050.71","945,512.51","229,965.48","160,668.47","1,697,033.19","512,856.74","578,146.16","332,539.12","4,019,564.40","627,692.80","3,494,642.79","6,964,096.85"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,"245,533.71","245,533.71","245,533.71","245,533.71","245,533.71","245,533.71","245,533.71","245,533.71",,,,,,"43,200,000.00",,,,,,,,,,,,,,,"39,200,000.00",,"200,000.00",,,
存货,"152,540,227.72","439,162,481.02","282,881,675.20","355,032,261.20","345,948,762.78","382,723,396.16","425,067,151.24","467,665,875.48","578,721,490.69","551,630,617.78","695,653,963.30","794,621,207.53","960,739,831.58","846,078,485.20","1,021,766,044.26","1,003,607,348.35","832,488,838.44","591,330,701.24","734,346,450.21","918,741,918.84","1,032,065,296.44","1,148,938,389.51","1,358,809,721.83","1,514,714,166.89","1,776,971,418.70","1,559,588,222.90","1,396,082,378.41","1,274,566,812.13","1,247,171,770.09","1,430,586,981.70","1,502,848,753.83","1,430,972,979.71","1,213,478,376.53","1,136,610,580.28","1,062,866,031.31","1,064,308,194.30"
其他应付款,"5,464,428.83","29,984,075.28","3,703,655.67","5,168,730.89","9,701,610.07","12,392,194.49","10,021,392.56","11,943,936.09","12,297,029.37","15,311,547.01","22,892,162.20","27,309,254.04","9,600,813.25","10,504,911.49","7,720,356.85","9,876,794.08","5,532,576.54","8,006,104.91","9,977,817.82","6,976,337.09","7,887,190.87","23,983,549.00","23,635,520.47","23,515,141.08","7,546,664.70","148,224,090.35","147,702,881.37","8,974,122.78","102,452,910.37","95,499,143.09","87,476,276.80","81,670,119.23","87,051,120.80","91,763,818.71","84,846,332.96","86,836,409.03"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"7,000,000.00",,,,,,,,,,,"14,000,000.00","14,000,000.00","13,000,000.00","13,000,000.00",,,,"72,907,125.00","124,827,600.00","125,300,880.00","135,110,560.00","140,584,730.00","58,442,400.00","106,609,800.00","112,730,400.00","143,151,310.24","121,401,649.98","63,093,700.00","43,041,973.72","54,072,357.08","69,759,654.06","61,567,237.67","56,300,349.32"
