科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
经营活动产生的现金流量净额,"23,270,708.43","18,695,182.74","17,788,243.61","9,600,932.86","52,738,056.88","-11,268,312.83","7,734,880.01","51,079,402.18","19,787,855.16","4,165,735.36","75,825,744.24","85,064,483.99","98,307,480.34","75,524,289.36","150,327,149.37","215,162,840.26","243,323,767.80","97,960,083.72","179,707,854.05","206,294,470.95","270,234,671.13","78,829,789.54","134,122,930.57","243,296,274.16","282,378,515.47","4,507,035.88","98,386,247.25","194,954,829.35","327,081,937.18","84,122,564.37","142,148,886.74","212,229,638.50","314,879,061.21","71,212,744.67","92,451,870.34","190,646,494.03"
分配股利、利润或偿还利息支付的现金,"7,793,923.33","21,246,881.71","27,356,505.51","28,316,586.63","30,348,392.25","362,228.26","33,242,228.26","33,242,228.26","33,242,228.26",,"70,144,000.00","70,144,000.00","70,144,000.00",,"157,824,000.00","157,824,000.00","157,824,000.00","56,173,298.08","131,520,000.00","131,520,000.00","131,520,000.00","64,509,523.47","136,780,800.00","136,780,800.00","136,780,800.00",,"129,571,881.30","130,093,246.89","130,312,355.58",,"82,954,560.00","82,954,560.00","82,434,000.00",,,"107,149,380.00"
收回投资收到的现金,,"1,511,013.70","6,405,646.03","6,405,646.03","6,405,646.03",,,,,,,,,,,,,,,,,,,,,,,"1,766,690.23","94,610,562.85","138,738,142.64","467,604,030.87","746,828,880.10","1,012,707,364.96","98,922,081.02","284,030,685.88","602,931,664.32"
支付其他与筹资活动有关的现金,,,,,,"4,139,758.80",,,,,,,,,,,,,,,,,,,,,"67,210,000.00","67,210,000.00",,,"23,961,808.00","24,992,368.00","25,512,928.00","28,583,272.00","28,583,272.00","28,583,272.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,102,301.37",,"1,994,520.55","1,994,520.55"
筹资活动现金流出小计,"20,793,923.33","32,446,881.71","43,956,505.51","53,216,586.63","65,948,392.25","123,001,987.06","151,742,228.26","151,742,228.26","151,742,228.26",,"70,144,000.00","70,144,000.00","70,144,000.00",,"157,824,000.00","157,824,000.00","157,824,000.00","56,173,298.08","131,520,000.00","131,520,000.00","131,520,000.00","64,509,523.47","136,780,800.00","136,780,800.00","136,780,800.00",,"196,781,881.30","227,303,246.89","160,312,355.58",,"106,916,368.00","107,946,928.00","107,946,928.00","28,583,272.00","28,583,272.00","135,732,652.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"13,000.00",,,,,,,,,,"1,010,639.80","59,455.00","59,455.00","60,000.00","60,000.00","60,000.00","60,000.00",,,,,,,,,,,,"69,839.98",,"44,602.32","44,602.32","44,434.01","2,941.75","8,669.39","8,669.39"
筹资活动产生的现金流量净额,"-13,093,923.33","13,053,118.29","22,343,494.49","81,583,413.37","1,057,109,162.37","-123,001,987.06","-151,742,228.26","-151,742,228.26","-149,922,228.26",,"-70,144,000.00","-70,144,000.00","-68,753,200.00",,"-157,824,000.00","-157,824,000.00","-146,463,200.00","-55,873,298.08","-131,220,000.00","-131,220,000.00","-129,620,000.00","-64,509,523.47","-136,780,800.00","-136,780,800.00","-71,019,600.00","8,800,000.00","-173,277,541.30","-203,798,906.89","-139,183,315.58","30,000,000.00","-76,916,368.00","-77,946,928.00","-106,228,928.00","-28,583,272.00","-28,583,272.00","-135,732,652.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"3,295,164.63","3,295,164.63","3,295,164.63","3,295,164.63",,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","40,000,000.00","60,000,000.00","120,000,000.00",,,,"30,000,000.00",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"13,000.00","1,511,013.70","6,405,646.03","6,405,646.03","6,405,646.03",,,,,"3,295,164.63","4,305,804.43","3,354,619.63","3,354,619.63","60,000.00","60,000.00","60,000.00","60,000.00",,,,,,,,,"50,000,000.00","40,000,000.00","61,766,690.23","214,680,402.83","138,738,142.64","467,648,633.19","746,873,482.42","1,043,854,100.34","98,925,022.77","286,033,875.82","604,934,854.26"
五、现金及现金等价物净增加额,"5,571,208.90","18,594,622.00","-23,382,824.94","832,190.84","984,148,211.79","-141,395,797.66","-168,423,386.72","-160,483,227.03","-181,142,438.08","-14,656,842.49","-71,231,313.02","-39,260,845.65","-35,942,897.21","58,709,202.41","-24,394,090.97","39,272,269.83","44,712,210.42","23,298,554.87","-5,828,374.04","-9,786,409.15","-27,668,538.27","-572,701.91","-76,182,014.42","-3,646,732.32","2,618,777.42","59,732,527.40","-70,304,329.42","-16,802,509.18","82,628,856.06","93,288,136.42","-89,407,650.48","-67,300,551.15","-226,671,214.34","27,544,907.21","53,126,286.99","-67,516,473.01"
购建固定资产、无形资产和其他长期资产支付的现金,"4,618,576.20","11,284,692.73","63,520,209.07","90,357,801.42","125,704,653.49","7,125,497.77","24,416,038.47","59,820,400.95","51,008,064.98","22,117,742.48","81,218,861.69","57,535,949.27","68,851,797.18","16,875,086.95","16,957,240.34","18,126,570.43","52,208,357.38","18,788,230.77","54,316,228.09","84,860,880.10","118,283,209.40","14,892,967.98","23,524,144.99","30,162,206.48","68,740,138.05","3,574,508.48","35,413,035.37","41,446,820.02","50,400,676.33","11,003,937.58","7,946,452.14","10,719,043.21","27,030,483.39","2,851,639.20","13,068,283.51","37,064,256.59"
期初现金及现金等价物余额,"5,740,962.18","11,312,171.08","29,906,793.08","29,906,793.08","29,906,793.08","1,014,055,004.87","1,014,055,004.87","1,014,055,004.87","1,014,055,004.87","832,912,566.79","832,912,566.79","832,912,566.79","832,912,566.79","796,969,669.58","796,969,669.58","796,969,669.58","796,969,669.58","841,681,880.00","841,681,880.00","841,681,880.00","841,681,880.00","814,013,341.73","814,013,341.73","814,013,341.73","814,013,341.73","816,632,119.15","819,764,448.72","819,764,448.72","819,764,448.72","902,393,304.78","902,393,304.78","902,393,304.78","902,393,304.78","701,620,110.79","701,620,110.79","701,620,110.79"
投资支付的现金,,"3,380,000.00","6,400,000.00","6,400,000.00","6,400,000.00",,,,,,,,,,,,,,,,,,,,,,,"28,278,301.85","239,549,492.04","148,568,633.01","614,342,350.27","937,737,700.86","1,250,144,964.50","101,957,949.03","249,507,903.66","583,100,912.71"
期末现金及现金等价物余额,"11,312,171.08","29,906,793.08","6,523,968.14","30,738,983.92","1,014,055,004.87","872,659,207.21","845,631,618.15","853,571,777.84","832,912,566.79","818,255,724.30","761,681,253.77","793,651,721.14","796,969,669.58","855,678,871.99","772,575,578.61","836,241,939.41","841,681,880.00","864,980,434.87","835,853,505.96","831,895,470.85","814,013,341.73","813,440,639.82","737,831,327.31","810,366,609.41","816,632,119.15","876,364,646.55","749,460,119.30","802,961,939.54","902,393,304.78","995,681,441.20","812,985,654.30","835,092,753.63","675,722,090.44","729,165,018.00","754,746,397.78","634,103,637.78"
