科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"286,200,609.85","429,356,585.42","241,075,593.06","375,546,507.71","520,664,023.55","106,021,367.11","250,415,578.06","426,306,341.23","623,738,452.33","179,378,774.06","408,256,746.20","617,862,786.53","842,304,427.69","282,374,774.89","616,037,484.10","946,241,518.62","1,263,636,278.34","358,205,044.58","767,760,416.28","1,095,822,746.45","1,462,853,005.81","372,325,615.97","801,745,052.51","1,163,461,742.14","1,615,223,373.02","304,254,977.78","751,244,223.62","1,150,818,437.54","1,548,064,353.77","396,647,602.64","885,219,116.55","1,285,112,913.82","1,708,315,424.46","451,165,915.16","894,087,640.37","1,360,877,942.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"50,000,000.00",,"50,000,000.00","80,000,000.00","140,000,000.00",,,,"30,000,000.00",,,,"202,000,000.00","9,200,000.00","34,200,000.00","107,200,000.00"
收到其他与经营活动有关的现金,"26,686,084.68","13,920,960.19","1,328,494.88","1,162,406.59","21,989,761.19","4,249,153.13","18,969,506.38","30,621,527.33","46,068,374.33","1,865,334.10","13,541,857.36","30,297,102.85","34,728,972.12","12,161,814.33","25,418,500.60","47,838,201.55","51,236,818.26","14,997,542.60","32,793,111.84","55,896,197.96","68,018,356.36","18,718,201.84","15,037,380.62","34,448,658.74","53,166,373.67","43,150,891.21","91,632,501.94","106,836,203.71","104,762,284.29","25,990,366.01","41,599,393.70","54,974,415.72","58,639,868.32","11,663,565.87","9,608,642.35","15,928,958.22"
投资活动现金流出小计,"4,618,576.20","14,664,692.73","69,920,209.07","96,757,801.42","132,104,653.49","7,125,497.77","24,416,038.47","59,820,400.95","51,008,064.98","22,117,742.48","81,218,861.69","57,535,949.27","68,851,797.18","16,875,086.95","16,957,240.34","18,126,570.43","52,208,357.38","18,788,230.77","54,316,228.09","84,860,880.10","168,283,209.40","14,892,967.98","73,524,144.99","110,162,206.48","208,740,138.05","3,574,508.48","35,413,035.37","69,725,121.87","319,950,168.37","159,572,570.59","622,288,802.41","948,456,744.07","1,479,175,447.89","114,009,588.23","296,776,187.17","727,365,169.30"
经营活动现金流入小计,"312,886,694.53","443,277,545.61","242,404,087.94","376,708,914.30","542,653,784.74","110,270,520.24","269,385,084.44","456,927,868.56","669,806,826.66","181,244,108.16","421,798,603.56","648,159,889.38","877,033,399.81","294,536,589.22","641,455,984.70","994,079,720.17","1,314,873,096.60","373,202,587.18","800,553,528.12","1,151,718,944.41","1,530,871,362.17","391,043,817.81","816,782,433.13","1,197,910,400.88","1,668,389,746.69","347,405,868.99","842,876,725.56","1,257,654,641.25","1,652,826,638.06","422,637,968.65","926,818,510.25","1,340,087,329.54","1,766,955,292.78","462,829,481.03","903,696,282.72","1,376,806,900.25"
投资活动产生的现金流量净额,"-4,605,576.20","-13,153,679.03","-63,514,563.04","-90,352,155.39","-125,699,007.46","-7,125,497.77","-24,416,038.47","-59,820,400.95","-51,008,064.98","-18,822,577.85","-76,913,057.26","-54,181,329.64","-65,497,177.55","-16,815,086.95","-16,897,240.34","-18,066,570.43","-52,148,357.38","-18,788,230.77","-54,316,228.09","-84,860,880.10","-168,283,209.40","-14,892,967.98","-73,524,144.99","-110,162,206.48","-208,740,138.05","46,425,491.52","4,586,964.63","-7,958,431.64","-105,269,765.54","-20,834,427.95","-154,640,169.22","-201,583,261.65","-435,321,347.55","-15,084,565.46","-10,742,311.35","-122,430,315.04"
购买商品、接受劳务支付的现金,"78,764,371.38","91,647,688.10","30,912,293.71","64,347,536.44","83,512,199.32","26,925,466.81","65,475,097.98","95,490,429.04","172,435,064.96","25,942,071.52","24,401,039.19","85,557,245.73","123,143,007.83","19,520,613.72","43,726,376.71","96,513,722.26","189,571,217.24","15,340,711.47","65,028,928.15","130,311,814.73","209,093,774.85","17,913,769.75","65,628,303.08","85,891,290.65","237,779,178.38","16,987,682.37","58,531,949.79","143,292,257.24","187,848,793.40","18,803,999.45","86,416,205.00","177,335,271.66","201,837,530.29","62,416,620.28","115,119,166.88","220,632,510.65"
吸收投资收到的现金,"1,200,000.00","15,000,000.00",,,"975,257,554.62",,,,,,,,,,,,,,,,,,,,"63,650,800.00",,"14,704,340.00","14,704,340.00","10,811,840.00",,,,,,,
支付给职工以及为职工支付的现金,"37,314,405.21","43,655,838.86","28,004,982.79","38,371,495.79","53,225,495.23","13,016,253.50","27,139,898.44","42,547,563.98","62,918,733.85","19,377,949.30","40,296,963.50","62,369,007.18","89,786,187.60","26,696,493.69","53,966,126.66","79,931,848.84","113,319,047.86","25,047,593.88","51,506,466.69","78,520,744.79","132,830,997.30","36,731,346.63","73,620,428.55","107,618,031.90","166,366,861.63","36,016,157.06","98,072,775.43","133,919,509.82","214,016,080.17","34,227,616.86","77,022,250.75","135,579,186.91","201,859,571.94","44,243,860.52","94,269,154.48","144,363,593.38"
取得借款收到的现金,"6,500,000.00","30,500,000.00","66,300,000.00","134,800,000.00","134,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"40,863,462.12","71,756,175.14","36,071,618.81","57,863,756.37","75,735,023.89","18,151,726.70","38,996,725.49","65,529,383.89","100,126,205.74","33,483,648.37","73,858,351.01","112,227,596.10","155,057,295.73","42,263,241.38","100,314,765.96","157,603,720.74","212,066,698.21","55,255,614.91","128,342,757.42","195,740,609.53","256,545,287.78","60,704,954.27","133,502,499.35","200,395,664.08","277,115,949.62","73,781,416.84","152,193,390.43","228,365,167.48","286,483,108.10","54,150,020.57","152,822,184.89","225,766,378.33","298,570,932.16","56,054,295.01","145,156,408.86","207,765,734.83"
收到其他与筹资活动有关的现金,,,,,"13,000,000.00",,,,"1,820,000.00",,,,"1,390,800.00",,,,"11,360,800.00","300,000.00","300,000.00","300,000.00","1,900,000.00",,,,"2,110,400.00","8,800,000.00","8,800,000.00","8,800,000.00","10,317,200.00","30,000,000.00","30,000,000.00","30,000,000.00","1,718,000.00",,,
支付其他与经营活动有关的现金,"132,673,747.39","217,522,660.77","129,626,949.02","206,525,192.84","277,443,009.42","63,445,386.06","130,038,482.52","202,281,089.47","314,538,966.95","98,274,703.61","207,416,505.62","302,941,556.38","410,739,428.31","130,531,951.07","293,121,566.00","444,867,588.07","556,592,365.49","179,598,583.20","375,967,521.81","540,851,304.41","662,166,631.11","196,863,957.62","409,908,271.58","560,709,140.09","704,749,241.59","216,113,576.84","435,692,362.66","557,122,877.36","637,396,719.21","231,333,767.40","468,408,982.87","589,176,854.14","749,808,197.18","228,901,960.55","456,699,682.16","613,398,567.36"
筹资活动现金流入小计,"7,700,000.00","45,500,000.00","66,300,000.00","134,800,000.00","1,123,057,554.62",,,,"1,820,000.00",,,,"1,390,800.00",,,,"11,360,800.00","300,000.00","300,000.00","300,000.00","1,900,000.00",,,,"65,761,200.00","8,800,000.00","23,504,340.00","23,504,340.00","21,129,040.00","30,000,000.00","30,000,000.00","30,000,000.00","1,718,000.00",,,
经营活动现金流出小计,"289,615,986.10","424,582,362.87","224,615,844.33","367,107,981.44","489,915,727.86","121,538,833.07","261,650,204.43","405,848,466.38","650,018,971.50","177,078,372.80","345,972,859.32","563,095,405.39","778,725,919.47","219,012,299.86","491,128,835.33","778,916,879.91","1,071,549,328.80","275,242,503.46","620,845,674.07","945,424,473.46","1,260,636,691.04","312,214,028.27","682,659,502.56","954,614,126.72","1,386,011,231.22","342,898,833.11","744,490,478.31","1,062,699,811.90","1,325,744,700.88","338,515,404.28","784,669,623.51","1,127,857,691.04","1,452,076,231.57","391,616,736.36","811,244,412.38","1,186,160,406.22"
偿还债务支付的现金,"13,000,000.00","11,200,000.00","16,600,000.00","24,900,000.00","35,600,000.00","118,500,000.00","118,500,000.00","118,500,000.00","118,500,000.00",,,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00",,,,,,,
