科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"87,797,003.27","117,877,584.94","101,054,543.05","83,238,034.70","85,346,380.98","113,271,854.46","86,686,115.10","59,705,580.67","107,296,926.20","462,619,726.81","24,115,119.60","41,928,092.79","52,473,774.97","459,462,716.28","56,987,075.55"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,"417,000,000.00","379,377,900.00","420,108,000.00","85,250,000.00","364,850,000.00"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"600,000.00","5,843,080.00","1,390,489.98","1,718,480.00","1,513,530.00","443,900.00",,"1,000,000.00","1,000,000.00","580,000.00","580,000.00","954,000.00","550,000.00","280,000.00",
应付票据,"5,000,000.00","6,779,477.00","18,413,410.00","6,281,712.00","7,598,512.00","8,904,368.00","10,156,210.00","4,876,914.00","10,859,606.00","10,731,381.00","1,657,585.00","27,606,322.94",,"51,096,046.00",
应收账款,"55,199,167.24","70,054,234.39","76,757,186.17","92,866,714.29","96,621,391.04","78,602,010.91","69,956,712.45","83,120,652.14","69,127,683.89","77,769,001.58","101,469,499.81","150,202,198.29","165,392,239.17","140,370,727.65","134,319,931.10"
应付账款,"8,115,608.78","9,050,556.18","22,392,950.32","28,382,335.25","25,355,986.53","32,639,056.65","25,804,220.92","36,702,178.41","31,244,342.21","34,480,612.74","53,526,625.64","60,670,015.10",,"47,392,871.90",
预付款项,"1,959,152.00","100,119.00","627,991.52","4,283,704.51","5,650,654.10","4,317,686.90","6,272,452.90","1,981,939.71","4,917,179.70","2,025,954.91","7,526,863.41","8,560,136.21","9,571,204.25","20,640,941.66","29,909,449.48"
预收款项,"5,926,220.00","2,494,294.00","1,985,036.00","3,172,048.06","4,544,138.10","3,129,848.50","1,153,270.00","639,518.00","3,651,324.20","1,546,026.34","1,955,698.34","1,663,688.50","4,763,080.59","6,794,970.34","13,542,974.34"
其他应收款,"6,751,873.17","621,279.61","946,390.26","3,408,707.99","4,182,442.04","4,917,323.61","4,919,142.58","4,606,675.87","5,831,268.29","5,538,010.34","10,577,231.89","9,410,115.95","10,840,174.10","10,253,458.66","120,348,483.32"
应付职工薪酬,"10,348,318.78","12,041,563.16","10,093,271.20","5,479,373.69","6,079,876.34","9,746,195.07","5,792,345.20","6,830,528.74","7,863,358.42","13,700,684.54","8,422,392.94","8,936,449.87","10,406,747.44","21,484,463.06","14,457,222.14"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"1,778,218.99","4,913,619.33","4,895,912.52","4,023,566.92","1,927,857.41","7,558,472.11","1,561,424.79","6,866,764.68","8,303,490.38","14,585,935.53","4,939,060.48","10,821,412.98","9,786,820.77","16,881,112.78","9,776,187.51"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"16,617,126.78","18,161,671.59","26,321,968.58","29,075,881.34","25,415,947.68","21,047,282.42","19,175,213.84","18,204,653.09","21,500,748.11","22,534,308.90","35,893,309.81","51,711,961.07","67,728,310.35","55,665,835.87","54,171,254.33"
其他应付款,"6,231.00",,"5,000.00","543,158.02","300,516.16","310,850.08","487,325.35","876,844.55","1,805,199.81","456,766.70","33,789,406.42","33,952,160.22","44,290,517.87","45,038,457.31","35,049,893.69"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,,,"300,035,000.00","320,415,133.33","355,805,775.00","320,000,320.83","947,488.39","1,011,321.45","1,840,276.45","3,356,564.18","3,305,468.61","3,515,678.14"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"168,924,322.46","212,657,969.53","207,098,569.56","214,591,522.83","218,730,345.84","522,635,058.30","507,424,770.20","524,425,276.48","529,674,127.02","572,014,490.93","598,173,345.97","643,984,680.76","730,020,267.02","775,229,148.73","764,101,871.92"
流动负债合计,"31,174,597.55","35,279,509.67","57,785,580.04","47,882,193.94","45,806,886.54","62,288,790.41","44,954,796.26","56,792,748.38","63,727,321.02","75,501,406.85","104,290,768.82","143,650,049.61","186,411,786.11","188,687,921.39","149,971,226.91"
可供出售金融资产,,,,,,,,,,,,"20,000,000.00",,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"490,000.00","6,953,558.40","6,953,558.40"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"15,860,142.10","14,880,771.00","13,286,209.31","12,616,761.41","12,239,249.52","11,984,733.53","11,705,890.44","11,534,553.56","11,609,021.50","14,353,784.66","14,097,881.10","13,980,694.37","86,450,004.22","138,821,006.10","137,219,770.40"
递延所得税负债,,,,,,,,,"1,611,232.15","1,291,636.32","1,260,707.60","1,229,778.88","1,198,850.15","1,167,921.43","1,136,992.71"
在建工程,,"3,648,597.38","61,562,018.02","74,724,642.56","79,183,559.03","87,466,865.63","88,049,174.22","92,083,473.99","92,627,744.79","97,568,192.68","109,746,748.15","112,556,712.69","47,117,839.91",,
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,"1,611,232.15","1,291,636.32","1,260,707.60","1,229,778.88","1,198,850.15","1,167,921.43","1,136,992.71"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"31,174,597.55","35,279,509.67","57,785,580.04","47,882,193.94","45,806,886.54","62,288,790.41","44,954,796.26","56,792,748.38","65,338,553.17","76,793,043.17","105,551,476.42","144,879,828.49","187,610,636.26","189,855,842.82","151,108,219.62"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"53,800,000.00","53,800,000.00","53,800,000.00","53,800,000.00","53,800,000.00","71,800,000.00","71,800,000.00","71,800,000.00","71,800,000.00","71,800,000.00","73,434,000.00","139,524,600.00","139,524,600.00","140,219,000.00","140,219,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"20,810,218.98","20,810,218.98","20,810,218.98","20,810,218.98","20,810,218.98","283,668,889.64","283,668,889.64","283,668,889.64","283,668,889.64","283,668,889.64","317,084,189.64","253,400,471.64","256,770,866.40","269,980,909.16","272,295,952.04"
无形资产,"15,450,758.96","15,148,795.54","14,766,917.62","14,662,126.97","14,564,241.83","21,767,187.80","21,046,539.03","20,477,017.26","28,671,663.60","27,717,310.61","27,003,216.52","26,036,436.36","25,069,656.20","21,822,731.96","21,490,604.65"
盈余公积,"14,663,307.47","21,809,124.05","27,479,075.35","27,479,075.35","27,479,075.35","33,636,683.44","33,636,683.44","33,636,683.44","33,636,683.44","40,560,349.73","40,560,349.73","40,560,349.73","40,560,349.73","52,520,325.21","52,520,325.21"
开发支出,,,,,,,,,,,,,,"4,024,510.61","4,738,263.22"
减:库存股,,,,,,,,,,,"33,235,560.00","33,235,560.00","33,235,560.00","43,769,608.00","33,861,940.00"
商誉,,,,,,,,,"44,855,227.61","44,500,991.07","44,500,991.07","44,500,991.07","44,500,991.07","44,500,991.07","44,500,991.07"
未分配利润,"80,063,666.51","114,827,041.47","137,148,032.60","166,800,319.37","177,037,128.07","192,766,981.62","194,530,265.71","203,344,771.54","219,490,749.97","246,059,661.28","253,494,229.03","280,638,207.00","308,505,657.23","343,333,037.53","358,985,508.42"
长期待摊费用,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,"34,287,085.04","38,006,229.11","38,255,319.04","38,125,464.69","37,687,853.54","44,616,438.73","44,182,823.84"
递延所得税资产,"798,802.88","791,696.72","970,441.82","857,343.94","898,615.53","992,257.88","1,049,019.19","1,407,529.74","1,468,934.77","1,418,974.75","2,307,392.82","3,519,418.07","4,461,216.51","5,338,730.35","6,379,561.24"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"750,840.00","750,840.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"32,109,703.94","34,469,860.64","90,585,586.77","102,860,874.88","106,885,665.91","122,211,044.84","121,850,622.88","125,502,574.55","179,232,592.27","185,559,253.77","197,656,229.66","220,594,252.56","208,089,707.91","222,212,368.49","222,033,588.98"
所有者权益(或股东权益)合计,"169,859,428.85","211,848,320.50","239,898,576.29","269,570,203.77","279,809,125.21","582,557,312.73","584,320,596.82","593,135,102.65","643,568,166.12","680,780,701.53","690,278,099.21","719,699,104.83","750,499,338.67","807,585,674.40","835,027,241.28"
资产总计,"201,034,026.40","247,127,830.17","297,684,156.33","317,452,397.71","325,616,011.75","644,846,103.14","629,275,393.08","649,927,851.03","708,906,719.29","757,573,744.70","795,829,575.63","864,578,933.32","938,109,974.93","997,441,517.22","986,135,460.90"
负债和所有者(或股东权益)合计,"201,034,026.40","247,127,830.17","297,684,156.33","317,452,397.71","325,616,011.75","644,846,103.14","629,275,393.08","649,927,851.03","708,906,719.29","757,573,744.70","795,829,575.63","864,578,933.32","938,109,974.93","997,441,517.22","986,135,460.90"
