科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"7,681,127.68","10,244,356.67","12,098,208.07","13,073,751.71","10,334,898.02","10,280,019.28","8,382,361.50","43,585,671.29","15,004,481.86","18,525,771.23","18,794,527.25","18,277,282.66","27,634,494.51","24,429,212.97","25,871,368.56","21,521,986.90","24,044,929.78","27,121,311.71","18,752,623.59","23,771,881.78","7,029,532.56","31,842,357.50","56,293,902.91"
应付职工薪酬,"8,736,235.98","8,887,356.25","6,560,640.70","4,363,657.69","4,722,631.16","7,206,987.74","4,058,936.97","4,229,102.57","5,534,522.06","8,686,590.71","4,298,830.69","5,022,850.41","7,557,284.08","12,169,581.73","5,903,054.87","9,742,770.53","10,768,406.59","16,118,424.74","8,118,568.46","9,543,978.95","11,320,232.76","19,783,308.74","11,953,271.05"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"10,646,609.85","15,774,553.54","8,808,087.44","8,254,525.82","6,372,990.10","4,199,946.07","4,179,308.81","17,421,323.32","8,317,921.97","17,835,935.43","14,428,616.42","13,825,275.85","8,090,554.27","10,399,634.62","7,176,743.38","15,157,082.83","8,498,305.32","20,660,968.41","11,953,048.80","9,092,956.08","11,540,694.67","11,672,282.40","15,212,261.46"
应收利息,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"698,046.44","631,045.54","602,066.66","592,566.66","509,233.33","600,900.00","335,377.78","325,979.08","322,776.40","393,866.26","289,637.89","258,547.29","301,890.21","408,440.31","398,466.98","416,814.58","430,378.75","460,840.98","495,133.48","568,354.86",,"672,420.70","603,001.94"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,
存货,"153,804,435.63","153,851,411.30","141,338,384.19","114,972,579.76","114,991,805.78","138,266,136.57","151,542,942.45","139,346,510.46","161,683,936.40","135,045,414.56","131,015,811.23","105,318,870.51","122,934,996.56","136,622,644.69","141,139,016.49","165,446,224.56","179,566,661.70","154,006,180.36","157,904,897.31","181,722,608.17","172,490,266.73","167,714,970.30","152,526,151.06"
其他应付款,"37,406,328.69","36,780,471.65","28,224,247.55","14,782,650.75","32,281,626.81","23,448,360.97","17,860,959.57","8,372,032.10","16,828,890.60","15,758,482.81","12,821,408.71","4,536,402.42","14,337,984.29","84,132,118.60","71,749,832.36","72,282,384.71","57,706,570.75","60,555,838.55","28,855,272.06","25,769,583.89","14,388,967.87","47,635,624.07","80,141,909.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,"956,410.28","647,936.56","207,040.05","1,203,946.89","1,173,810.05","1,561,610.88","658,922.30","44,809.84","50,867.92","89,478.67","107,988.54","14,799,581.81","16,864,613.08","11,305,728.81","555,080.22","12,304,063.46","252,547.00","2,694,516.53","97,852.30","663,441.34","231,402.14"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"567,843,472.91","633,709,508.49","634,122,306.59","630,339,047.11","934,683,332.32","884,544,217.44","771,749,787.06","839,102,676.78","880,997,780.72","836,456,651.13","747,154,681.85","755,672,252.59","812,158,705.17","820,342,283.29","784,057,868.45","881,430,129.91","933,458,278.33","953,137,585.46","951,129,521.68","1,001,203,915.21","990,623,381.84","1,081,802,506.60","1,141,382,118.36"
流动负债合计,"472,937,507.15","502,164,613.66","439,859,343.38","416,656,774.50","434,901,723.99","424,901,524.79","318,180,104.23","363,965,654.26","488,245,352.93","440,938,710.94","345,399,233.31","359,726,617.47","436,858,087.40","524,520,278.58","511,876,990.90","616,772,639.89","632,681,707.21","607,515,606.27","596,641,897.22","647,055,205.90","630,142,291.19","714,093,015.94","755,465,913.49"
可供出售金融资产,,,,,,,,,,,,"19,600,000.00","30,760,000.00","40,060,000.00","53,930,000.00","58,680,000.00","45,680,000.00","46,580,000.00","48,550,000.00","48,400,000.00","48,110,000.00","48,510,000.00",
长期借款,,,,,,,,,"1,112,000.00",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"8,521,550.00",,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,"1,752,964.36","50,162.23","50,162.23","50,162.23","6,230,585.71","6,141,883.15","6,053,180.59","5,964,478.03","5,925,937.70","5,837,235.14","5,748,532.58","5,659,830.02","5,571,127.46","5,303,778.83"
预计负债,"1,517,626.95","1,516,646.74","1,316,760.49","1,296,802.79","1,303,393.79","1,142,008.47","1,112,245.32","991,444.22","1,227,339.51","1,182,414.09","1,220,608.65","1,267,063.88","1,258,313.90","1,180,994.00","1,195,936.70","1,259,130.96","1,318,447.54","1,458,526.28","1,513,392.95","1,542,121.63","1,677,452.93","1,635,262.92","1,846,094.87"
固定资产,"78,357,295.24","155,197,835.05","148,994,634.23","139,425,030.37","133,772,488.54","263,277,436.95","254,041,654.37","245,039,002.00","288,310,768.19","340,886,760.37","326,805,533.51","325,990,359.64","320,195,630.55","306,439,675.28","298,254,480.19","268,867,997.79","263,373,871.24","253,681,235.59","248,712,500.71","243,631,527.66","238,646,576.23","235,007,868.96","231,034,927.29"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"108,334,174.88","77,886,310.55","84,211,455.52","101,295,189.12","103,071,389.76","1,973,000.00","21,600,797.32","26,624,760.06","32,006,419.74",,"7,650,835.98","2,019,077.46","752,784.51",,,,"396,412.05",,,,,"3,058,404.62","1,097,297.00"
其他非流动负债,,"6,454,083.33","6,273,083.33","6,182,583.33","6,182,583.33",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,517,626.95","7,970,730.07","7,589,843.82","7,479,386.12","7,485,977.12","7,234,091.80","7,159,078.65","6,993,027.56","9,807,115.65","8,481,805.92","8,451,616.17","8,379,687.09","8,302,552.80","8,106,848.59","8,053,406.98","8,048,216.93","7,959,149.20","8,010,843.63","7,997,325.99","7,957,670.36","8,024,617.35","11,291,750.04","11,434,197.68"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"474,455,134.10","510,135,343.73","447,449,187.20","424,136,160.62","442,387,701.11","432,135,616.59","325,339,182.88","370,958,681.82","498,052,468.58","449,420,516.86","353,850,849.48","368,106,304.56","445,160,640.20","532,627,127.17","519,930,397.88","624,820,856.82","640,640,856.41","615,526,449.90","604,639,223.21","655,012,876.26","638,166,908.54","725,384,765.98","766,900,111.17"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","146,670,000.00","146,670,000.00","146,670,000.00","146,670,000.00","146,670,000.00","146,670,000.00","146,670,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00","322,674,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"127,029,979.14","127,029,979.14","127,029,979.14","127,029,979.14","354,549,979.14","354,549,979.14","354,549,979.14","354,549,979.14","354,549,979.14","354,549,979.14","354,549,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14","178,545,979.14"
无形资产,"49,184,053.19","48,107,069.83","47,004,448.04","46,453,338.26","46,177,783.37","66,929,804.41","66,412,553.23","63,656,440.63","75,148,245.18","90,837,813.59","90,457,712.71","89,907,526.36","89,323,151.98","98,948,182.83","98,101,033.16","86,733,676.32","85,954,253.30","78,018,769.98","77,280,967.95","76,543,165.91","75,805,363.86","75,193,934.40","74,451,863.34"
盈余公积,"10,688,850.61","16,112,562.98","21,245,471.27","21,245,471.27","21,245,471.27","26,137,709.68","26,137,709.68","26,137,709.68","26,137,709.68","32,661,688.41","32,661,688.41","32,661,688.41","32,661,688.41","37,858,348.29","37,858,348.29","37,858,348.29","37,858,348.29","44,393,370.09","44,393,370.09","44,393,370.09","44,393,370.09","51,793,379.37","51,793,379.37"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,"9,494,642.43","39,555,426.25","14,675,261.18","14,711,561.19","18,030,838.58","51,711,883.02","126,178,772.99","126,178,772.99","209,586,800.48","209,581,504.07","195,589,846.09","195,589,846.09","195,589,846.09","195,898,189.07","183,062,102.93","183,062,102.93"
未分配利润,"83,990,009.68","155,998,109.54","213,671,498.80","239,711,608.84","257,274,493.54","262,019,066.17","265,875,926.90","280,447,989.25","283,648,333.24","290,305,193.92","294,711,899.80","295,496,668.31","303,525,941.82","308,977,747.14","313,754,871.07","324,580,382.56","339,129,900.61","350,467,868.76","358,286,821.17","367,640,712.31","388,222,220.97","388,943,846.45","404,792,649.29"
长期待摊费用,,,,,,,,,"12,691,754.47","13,097,339.29","12,652,896.76","12,208,454.23","12,198,778.58","15,215,586.00","15,304,393.84","14,649,631.15","14,450,422.49","19,074,812.84","20,098,631.55","19,080,314.60","19,524,576.92","40,771,150.30","42,514,264.88"
少数股东权益,,,,,,,,"10,249,778.08","26,726,819.73","34,067,301.33","35,282,692.99","35,832,866.74","45,556,029.28","53,984,141.64","54,254,013.39","55,159,851.79","59,193,674.88","59,493,896.84","57,991,868.79","59,920,221.37","58,163,778.00","62,566,038.99","61,266,229.21"
递延所得税资产,"2,444,977.31","4,375,271.47","5,063,292.03","4,610,615.01","4,422,651.07","4,787,912.78","4,768,006.62","5,096,616.07","7,074,915.82","7,530,889.74","7,522,175.59","7,638,836.07","8,773,182.81","8,552,257.28","8,069,177.99","9,038,002.36","9,759,539.82","9,829,377.07","10,068,559.28","10,927,977.12","11,689,160.61","12,856,810.20","13,532,619.45"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"2,437,000.00","2,200,000.00","2,200,000.00","2,200,000.00","12,700,000.00","36,980,000.00","8,600,000.00","9,424,000.00","9,264,000.00","9,264,000.00","27,061,880.00","44,209,178.19","44,074,104.46","45,083,376.10"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"238,320,500.62","285,566,486.90","285,273,829.82","291,784,172.76","287,444,312.74","336,968,154.14","346,823,011.54","349,911,461.19","454,787,529.65","471,218,028.53","470,572,427.97","477,645,254.57","515,965,573.68","614,325,060.09","642,959,741.32","662,209,288.69","644,584,481.00","617,963,979.27","615,401,740.72","626,983,243.96","639,542,874.90","648,105,503.33","644,590,229.82"
所有者权益(或股东权益)合计,"331,708,839.43","409,140,651.66","471,946,949.21","497,987,059.25","779,739,943.95","789,376,754.99","793,233,615.72","818,055,456.15","837,732,841.79","858,254,162.80","863,876,260.34","865,211,202.60","882,963,638.65","902,040,216.21","907,087,211.89","918,818,561.78","937,401,902.92","955,575,114.83","961,892,039.19","973,174,282.91","991,999,348.20","1,004,523,243.95","1,019,072,237.01"
资产总计,"806,163,973.53","919,275,995.39","919,396,136.41","922,123,219.87","1,222,127,645.06","1,221,512,371.58","1,118,572,798.60","1,189,014,137.97","1,335,785,310.37","1,307,674,679.66","1,217,727,109.82","1,233,317,507.16","1,328,124,278.85","1,434,667,343.38","1,427,017,609.77","1,543,639,418.60","1,578,042,759.33","1,571,101,564.73","1,566,531,262.40","1,628,187,159.17","1,630,166,256.74","1,729,908,009.93","1,785,972,348.18"
负债和所有者(或股东权益)合计,"806,163,973.53","919,275,995.39","919,396,136.41","922,123,219.87","1,222,127,645.06","1,221,512,371.58","1,118,572,798.60","1,189,014,137.97","1,335,785,310.37","1,307,674,679.66","1,217,727,109.82","1,233,317,507.16","1,328,124,278.85","1,434,667,343.38","1,427,017,609.77","1,543,639,418.60","1,578,042,759.33","1,571,101,564.73","1,566,531,262.40","1,628,187,159.17","1,630,166,256.74","1,729,908,009.93","1,785,972,348.18"
