科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动资产合计,"299,571,605.91","254,276,328.34","251,109,686.59","202,604,607.06","644,188,329.72","661,875,279.11","726,384,141.39","597,424,096.33","554,120,717.56","381,708,520.65","631,964,191.72","608,206,127.98","564,173,551.23","670,227,149.50","741,964,897.20","728,409,098.69","670,977,238.86","719,917,059.84","793,729,854.43","766,786,121.52","747,078,370.18","833,033,103.16","982,409,399.40","1,076,685,810.58","973,260,837.19","1,106,197,134.00"
流动负债合计,"156,035,358.13","161,895,627.17","131,866,776.13","73,876,362.33","63,944,877.94","76,536,163.91","139,845,968.35","81,970,513.70","80,528,368.52","131,905,739.77","149,487,766.16","108,727,351.18","107,414,310.61","141,512,941.02","140,041,470.20","103,047,075.41","113,649,860.34","131,301,661.51","165,290,604.27","115,194,756.46","150,567,694.08","176,736,434.66","243,624,435.00","283,795,607.35","320,168,072.47","372,938,530.89"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,"78,000,000.00","78,000,000.00","100,000,000.00","99,450,000.00","99,450,000.00","99,450,000.00","30,000,000.00",,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,"5,969,082.19","5,689,684.09","5,615,786.41","5,541,888.73","5,467,991.05",,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"133,929,739.35","137,554,823.44","145,085,521.01","156,744,598.04","151,923,184.46","148,422,868.93","149,074,994.15","153,612,380.82","149,646,453.03","159,297,278.82","195,516,906.43","189,712,024.36","183,161,128.92","188,707,269.67","197,220,230.36","190,722,876.03","186,256,127.96","181,138,365.05","351,462,774.10","347,618,915.46","337,213,143.04","328,383,313.82","351,419,699.66","345,610,644.15","339,671,482.44","334,264,683.70"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"1,803,475.00","450,000.00","1,025,850.00","2,438,850.00","12,229,339.84","21,218,091.84","61,298,001.42","68,864,927.39","84,538,405.86","91,151,895.52","78,703,750.35","90,596,243.69","96,047,709.26","122,775,610.78","125,907,729.82","133,851,807.91","136,403,346.80","148,123,383.76","2,623,593.16","13,164,647.51","16,395,122.15","22,751,245.86","1,751,464.95","495,726.50","9,577,324.30","18,167,664.21"
其他非流动负债,,,,,,,,,,,"3,474,056.20","3,474,056.20","3,386,841.40","3,343,234.00",,"3,299,626.60",,"3,168,804.40",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,"3,474,056.20","3,474,056.20","3,386,841.40","3,343,234.00","3,299,626.60","3,299,626.60","3,212,411.80","3,168,804.40","3,125,197.00","3,081,589.60","3,037,982.20","2,994,374.80","2,950,767.40","2,907,160.00","2,863,552.60","2,819,945.20"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"156,035,358.13","161,895,627.17","131,866,776.13","73,876,362.33","63,944,877.94","76,536,163.91","139,845,968.35","81,970,513.70","80,528,368.52","131,905,739.77","152,961,822.36","112,201,407.38","110,801,152.01","144,856,175.02","143,341,096.80","106,346,702.01","116,862,272.14","134,470,465.91","168,415,801.27","118,276,346.06","153,605,676.28","179,730,809.46","246,575,202.40","286,702,767.35","323,031,625.07","375,758,476.09"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"53,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","640,000,000.00","640,000,000.00","645,872,102.00","645,872,102.00","645,872,102.00","645,872,102.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"45,000,000.00","76,060,147.67","76,060,147.67","76,060,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","472,370,147.67","272,370,147.67","272,370,147.67","272,370,147.67","272,370,147.67","32,370,147.67","32,370,147.67","66,773,325.27","73,340,292.69","79,907,260.11","86,474,227.53"
无形资产,"15,171,827.01","28,701,592.05","56,761,932.34","56,641,267.37","61,764,969.50","61,408,003.21","63,710,534.37","64,736,991.64","64,357,494.67","63,929,923.24","63,512,925.16","62,989,653.84","62,442,524.88","62,180,217.84","63,205,359.86","63,539,390.87","63,076,690.78","62,856,782.69","62,481,704.39","61,884,858.47","61,347,533.35","60,985,856.64","60,638,115.43","60,038,367.40","59,720,670.66","62,543,529.28"
盈余公积,"19,895,382.05","5,135,627.69","12,208,036.52","12,208,036.52","12,208,036.52","12,208,036.52","18,470,693.07","18,470,693.07","18,470,693.07","18,470,693.07","26,389,834.72","26,389,834.72","26,389,834.72","26,389,834.72","42,275,307.10","42,275,307.10","42,275,307.10","42,275,307.10","57,913,510.89","57,913,510.89","57,913,510.89","57,913,510.89","80,041,890.39","80,041,890.39","80,041,890.39","80,041,890.39"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,"35,350,054.04","35,350,054.04","35,350,054.04","35,350,054.04"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"176,829,801.04","34,037,566.00","89,793,128.81","111,927,510.80","127,439,203.04","138,490,452.14","171,579,062.08","191,960,949.49","162,301,815.73","176,587,308.80","221,337,192.30","244,056,593.92","199,490,746.20","233,730,044.85","273,185,424.92","298,594,911.32","227,306,708.65","264,858,174.62","313,188,399.84","341,808,016.83","278,842,780.93","336,089,890.38","393,716,135.52","434,930,840.54","292,659,169.99","374,192,369.30"
长期待摊费用,,,,,,"749,166.69","949,722.24","1,949,618.70","2,532,527.51","2,927,981.64","3,564,991.30","3,619,886.49","3,203,165.64","2,975,333.67","2,589,168.38","2,151,614.21","1,714,060.04","1,454,894.70","899,229.26","583,902.27","379,199.61","600,037.71","77,628.16","31,944.56","11,111.24",
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"283,893.95","177,142.51","255,415.10","26,948.44","314,552.92","463,399.41","248,477.60","184,289.05","475,426.36","318,289.44","346,232.09","444,047.33","316,300.67","480,620.80","284,590.87","912,280.39","386,971.12","483,609.26","690,704.33","329,576.22","318,747.44","350,801.21","1,332,293.94","2,675,345.74","3,920,567.69","5,816,000.08"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"600,000.00",,,"200,000,000.00",,,"257,500.00",,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"151,188,935.31","172,852,640.19","208,818,402.54","221,467,450.26","231,773,935.45","237,729,521.13","275,881,729.78","367,348,207.60","379,550,307.43","617,625,368.66","441,094,805.33","446,811,855.71","444,878,329.37","407,119,052.76","389,207,079.29","391,177,969.41","387,837,196.70","394,057,035.46","418,158,005.24","423,581,899.93","415,653,745.59","413,071,255.24","415,219,202.14","408,852,028.35","412,901,156.33","420,791,877.27"
所有者权益(或股东权益)合计,"294,725,183.09","265,233,341.36","328,061,313.00","350,195,694.99","812,017,387.23","823,068,636.33","862,419,902.82","882,801,790.23","853,142,656.47","867,428,149.54","920,097,174.69","942,816,576.31","898,250,728.59","932,490,027.24","987,830,879.69","1,013,240,366.09","941,952,163.42","979,503,629.39","1,043,472,058.40","1,072,091,675.39","1,009,126,439.49","1,066,373,548.94","1,151,053,399.14","1,198,835,071.58","1,063,130,368.45","1,151,230,535.18"
资产总计,"450,760,541.22","427,128,968.53","459,928,089.13","424,072,057.32","875,962,265.17","899,604,800.24","1,002,265,871.17","964,772,303.93","933,671,024.99","999,333,889.31","1,073,058,997.05","1,055,017,983.69","1,009,051,880.60","1,077,346,202.26","1,131,171,976.49","1,119,587,068.10","1,058,814,435.56","1,113,974,095.30","1,211,887,859.67","1,190,368,021.45","1,162,732,115.77","1,246,104,358.40","1,397,628,601.54","1,485,537,838.93","1,386,161,993.52","1,526,989,011.27"
负债和所有者(或股东权益)合计,"450,760,541.22","427,128,968.53","459,928,089.13","424,072,057.32","875,962,265.17","899,604,800.24","1,002,265,871.17","964,772,303.93","933,671,024.99","999,333,889.31","1,073,058,997.05","1,055,017,983.69","1,009,051,880.60","1,077,346,202.26","1,131,171,976.49","1,119,587,068.10","1,058,814,435.56","1,113,974,095.30","1,211,887,859.67","1,190,368,021.45","1,162,732,115.77","1,246,104,358.40","1,397,628,601.54","1,485,537,838.93","1,386,161,993.52","1,526,989,011.27"
