科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"60,465,620.90","129,304,949.66","215,383,967.06","293,269,669.25","101,476,276.31","207,820,643.85","312,396,541.45","400,683,517.23","65,391,550.98","150,980,375.81","255,270,116.12","359,323,256.73","108,097,455.58","249,693,274.65","408,708,877.76","564,122,236.40","155,362,327.69","368,207,846.32","557,221,047.14","706,967,093.63","139,684,971.17","311,574,118.16","434,863,348.56","566,695,687.39","131,434,416.52","294,117,549.82","451,114,628.83","633,642,334.94","167,698,538.39","375,415,461.09","563,690,839.26","762,196,265.14","134,250,126.78","320,005,525.62","484,827,899.07","679,734,593.89","170,832,925.13","367,940,530.84","621,671,589.84","769,751,638.36","154,027,034.92","417,807,248.17","694,961,304.82","1,256,013,633.11","244,807,759.56"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,145,248.54","16,145,248.54","16,145,248.54",,,,,
收到的税费返还,"211,207.69","1,246,007.69","1,246,007.69","250,813.09",,"181,386.99","367,417.31","367,417.31","116,322.33","254,156.91","8,730,648.82","8,730,648.82",,"2,220.50","2,642.23","49,999.89",,"765,603.30","1,359,900.85","1,373,256.60",,,"139,812.47","139,812.47",,"825,516.64","1,457,869.90","3,388,769.81","489,290.00","1,178,290.64","1,696,491.36","1,984,209.49","73,791.84","537,273.77","537,273.77","537,273.77",,,"1,026,397.80","1,292,350.91","2,863,545.81","3,847,415.91","6,298,949.97","18,521,042.29","5,453,484.22"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"8,750.63",,,,,"8,400,000.00",,,,,,,,,,,,,,"94,753,390.54","2,114,597.17"
收到其他与经营活动有关的现金,"1,358,446.04","2,690,037.02","7,113,342.61","8,852,393.22","2,946,578.95","6,047,572.80","14,366,963.67","16,655,411.30","4,329,120.47","7,516,037.93","12,183,614.18","14,746,255.36","2,614,669.52","6,685,688.62","10,725,295.18","16,753,337.77","2,512,965.68","6,834,350.63","7,365,057.14","8,252,577.80","1,959,968.09","5,218,725.80","7,802,961.89","10,162,961.75","1,242,929.57","4,029,127.14","6,159,706.40","8,552,683.37","2,032,240.36","4,271,518.35","8,175,624.89","10,525,081.43","825,430.31","23,228,304.79","24,838,019.98","37,471,051.97","4,147,269.32","12,957,564.23","25,181,734.20","29,037,936.97","5,947,465.60","8,608,812.28","24,229,627.57","46,197,432.86","3,714,399.81"
投资活动现金流出小计,"13,762,643.94","18,110,337.98","19,898,073.74","30,593,532.00","9,406,793.93","16,771,181.63","28,180,020.74","56,628,016.75","52,427,338.85","65,834,407.63","131,217,847.44","205,812,217.88","131,662,411.57","314,616,280.61","525,870,625.51","751,599,554.80","270,998,312.66","688,661,020.76","1,124,819,127.90","1,481,343,725.64","230,856,343.61","636,689,567.74","884,939,547.55","1,124,514,028.87","234,922,529.98","598,475,268.44","823,010,412.09","1,112,608,156.55","358,342,294.82","839,726,198.93","1,419,784,788.54","1,894,822,268.35","469,671,024.86","1,045,856,439.31","1,769,717,054.64","2,275,996,956.76","453,245,257.35","895,629,125.40","1,562,618,348.62","1,971,098,662.96","545,201,274.32","1,483,935,361.93","2,417,433,691.16","3,533,686,402.39","609,828,832.25"
经营活动现金流入小计,"62,035,274.63","133,240,994.37","223,743,317.36","302,372,875.56","104,422,855.26","214,049,603.64","327,130,922.43","417,706,345.84","69,836,993.78","158,750,570.65","276,184,379.12","382,800,160.91","110,712,125.10","256,381,183.77","419,436,815.17","580,925,574.06","157,875,293.37","375,807,800.25","565,946,005.13","716,592,928.03","141,644,939.26","316,792,843.96","442,806,122.92","576,998,461.61","132,677,346.09","298,972,193.60","458,732,205.13","645,583,788.12","170,220,068.75","380,865,270.08","573,562,955.51","774,705,556.06","135,149,348.93","343,771,104.18","510,203,192.82","717,742,919.63","174,980,194.45","380,898,095.07","647,879,721.84","800,081,926.24","162,838,046.33","430,263,476.36","725,489,882.36","1,320,732,108.26","253,975,643.59"
投资活动产生的现金流量净额,"-13,762,643.94","-18,110,337.98","-19,898,073.74","-30,593,532.00","-9,055,793.93","-16,420,181.63","-27,829,020.74","-56,403,016.75","-25,287,376.63","-25,600,904.13","-82,818,488.39","-95,112,742.17","-76,307,664.34","-111,499,855.54","-145,950,512.76","-170,357,174.05","-55,537,334.94","-191,448,888.04","-207,132,601.28","-203,434,821.93","-12,738,420.72","-3,714,768.45","-21,533,226.83","-56,854,872.29","-14,795,468.48","-18,441,339.60","-48,785,213.03","-62,013,488.39","-44,150,593.30","-51,142,438.98","-159,429,405.06","-180,291,231.77","-10,728,517.79","-2,007,140.95","-155,813,174.53","-186,565,376.99","-26,632,984.98","-32,074,763.89","-76,674,772.08","-84,915,682.66","-100,679,229.13","-288,297,432.41","-446,412,289.77","-916,054,894.12","80,255,620.51"
购买商品、接受劳务支付的现金,"43,447,714.68","94,179,807.87","162,595,631.73","216,166,760.36","69,379,924.94","137,565,693.69","220,565,005.36","295,507,234.82","55,464,193.30","112,335,461.89","169,038,975.37","231,368,179.51","69,667,774.31","156,887,569.02","272,584,032.31","379,418,369.28","107,195,614.54","238,043,152.35","377,616,346.69","482,265,228.95","85,058,553.82","146,389,450.53","210,724,972.92","274,510,167.10","43,889,168.25","108,106,061.65","171,458,016.41","252,695,668.06","93,784,790.43","191,762,309.72","280,482,828.21","357,521,504.61","69,886,635.21","152,233,371.10","236,605,098.70","300,923,082.00","89,734,212.31","189,707,490.47","289,684,542.78","361,976,733.29","75,869,797.09","209,322,305.78","367,714,367.72","682,261,989.25","210,435,484.40"
吸收投资收到的现金,,,"332,188,800.00","332,188,800.00",,,,,,,"8,011,032.40","8,000,000.00",,,,,,,,,,,,,,,,,,,,,,"850,002,398.74","833,699,697.49","839,786,806.27",,,"19,117,878.15","16,511,159.22",,,,,
支付给职工以及为职工支付的现金,"4,932,283.62","7,829,586.75","12,471,154.90","16,802,294.93","5,634,122.58","10,549,243.41","15,182,628.86","21,237,235.62","7,848,064.63","12,848,979.69","18,611,483.02","24,814,048.10","10,728,107.18","18,362,271.91","27,451,315.68","37,601,800.95","17,562,962.16","29,277,889.83","42,677,549.65","56,917,714.14","22,228,474.88","37,172,468.52","51,289,088.14","68,506,285.84","23,869,220.25","40,631,202.39","59,225,916.39","77,910,966.41","31,842,369.50","52,901,778.63","76,243,126.44","98,721,627.54","37,084,880.81","61,013,906.12","83,187,401.72","108,439,597.32","38,770,376.71","67,059,439.75","95,177,682.92","124,500,131.78","47,521,911.72","80,191,418.87","114,953,109.56","224,883,078.45","89,073,405.80"
取得借款收到的现金,"29,100,000.00","29,100,000.00","29,100,000.00","29,100,000.00",,,,,,"40,492,700.00","60,989,600.00","81,474,800.00",,"36,253,296.00","57,282,851.70","69,781,688.82","31,241,205.06","71,811,581.94","112,086,082.25","142,448,210.56","20,307,991.32","40,523,274.72","55,774,575.95","76,438,844.40","16,008,594.34","36,443,058.30","46,127,069.18","65,337,873.78","5,922,483.52","25,538,993.17","45,765,599.00","73,760,996.83","20,628,673.07","105,378,247.41","138,271,987.04","152,661,026.62","16,520,060.85","71,435,676.94","100,361,457.86","124,537,318.96","9,711,666.29","67,890,306.32","114,444,985.65","949,341,572.69","106,324,531.43"
