科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"133,529,298.92","125,718,641.40","97,704,557.70","65,655,354.56","558,002,472.14","439,607,348.82","456,272,851.37","406,347,582.13","565,206,984.82","438,920,805.83","399,138,017.25","378,742,374.68","502,830,687.08","358,158,561.52","367,787,412.61","329,120,574.66","470,204,818.10","435,066,084.90","255,023,286.48","242,478,106.06","433,726,488.68","362,476,901.69","264,987,620.63","252,678,770.52","642,462,611.56","303,751,595.74","338,633,869.43","547,446,771.87","2,243,363,642.15","682,877,744.36","954,845,770.58","395,226,380.43","641,266,321.46","263,014,509.14","499,732,450.20","658,222,106.88","714,379,661.68"
短期借款,"30,000,000.00","48,500,000.00","65,590,000.00","37,090,000.00","39,090,000.00","10,000,000.00","52,000,000.00","42,000,000.00","74,000,000.00","69,000,000.00","73,000,000.00","98,180,000.00","124,780,000.00","133,780,000.00","143,780,000.00","148,400,000.00","225,800,000.00","187,600,000.00","223,400,000.00","267,400,000.00","302,400,000.00","523,800,000.00","528,000,000.00","593,000,000.00","494,000,000.00","399,000,000.00","633,400,000.00","1,284,400,000.00","883,400,000.00","813,400,000.00","819,000,000.00","639,000,000.00","449,000,000.00","379,000,000.00","220,000,000.00",,
交易性金融资产,,,,,,,,,,,,,,,,,,,,"2,000,000.00",,,,,,,,,,,,,"1,571,506.84","646,780.82",,,"56,506.85"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000,000.00",,,,,,,,,,
应付票据,"29,095,160.00","23,733,100.00","8,798,960.00","53,798,960.00","14,500,000.00","11,300,000.00","19,800,000.00","13,100,000.00","27,495,406.00","32,645,406.00","14,600,000.00","17,500,000.00","29,330,000.00","25,330,000.00","47,700,000.00","74,500,000.00","29,068,000.00","153,061,320.00","54,150,000.00","16,650,000.00","17,418,000.00","11,000,000.00","5,000,000.00","23,077,000.00","22,133,600.00","22,795,547.00","16,487,900.00","200,000.00",,,,,"387,900.00",,,,
应收账款,"50,023,549.02","77,001,953.52","137,057,057.77","156,801,696.59","116,997,435.03","132,693,052.95","206,971,300.33","232,888,497.87","194,295,858.01","249,438,925.08","288,540,440.58","295,382,418.97","277,096,622.80","316,756,518.04","418,840,457.22","425,418,469.03","402,288,722.98","449,140,137.58","481,145,418.34","525,027,630.86","616,701,986.18","758,791,252.10","743,117,248.58","734,853,216.23","1,047,374,973.29","1,107,467,104.35","1,121,627,674.33","1,110,072,616.68","1,231,184,378.91","1,368,636,286.11","1,366,147,937.70","1,359,716,585.22","258,128,307.86","287,447,346.53","235,116,813.08","138,994,223.71","85,054,336.03"
应付账款,"43,276,438.59","50,256,832.37","50,060,451.99","35,248,136.76","64,500,472.62","36,730,002.16","43,270,110.94","47,472,593.98","76,008,292.19","38,316,273.53","51,272,603.77","35,592,122.07","80,232,829.88","40,988,565.90","29,502,463.55","50,013,057.36","85,288,864.19","28,204,383.81","27,440,561.02","28,723,236.13","208,490,578.69","143,645,725.31","184,981,372.37","196,655,905.87","394,643,425.54","347,093,374.56","446,913,243.27","441,048,930.52","567,474,570.14","390,122,384.37","315,621,661.14","230,597,579.44","73,028,480.78","55,011,259.24","75,063,342.95","25,854,235.77","31,167,217.22"
预付款项,"9,775,302.99","4,670,908.81","1,056,609.24",,"8,933,447.49","10,496,628.90","8,071,184.61","7,449,226.24","8,786,229.29","14,908,180.39","14,083,226.43","21,136,707.38","16,325,842.98","61,728,460.23","28,096,786.91","54,611,179.07","13,956,693.94","65,813,853.57","77,554,811.98","47,545,688.11","26,760,453.01","56,548,791.08","69,556,902.38","49,683,419.42","53,673,930.33","93,088,499.30","67,596,277.59","63,962,079.96","77,212,228.73","74,611,024.44","129,777,716.37","87,537,439.34","54,849,197.36","46,519,484.60","28,395,870.78","71,500.00","996,706.14"
预收款项,"3,274,739.53","4,846,928.93","2,471,216.63",,"10,081,336.97","2,710,821.03","8,364,424.85","11,131,392.67","10,168,402.29","7,968,776.60","7,588,127.20","10,385,466.85","10,807,938.29","9,638,888.65","9,239,384.20","8,788,152.56","12,901,267.99","13,707,783.26","11,148,007.87","11,165,661.48","45,313,146.48","52,264,131.96","45,003,687.39","40,655,751.36","26,239,152.05","14,876,951.90","34,647,829.66","33,397,874.31","36,949,639.79","35,321,076.48","35,705,162.30","38,554,248.48","2,301,228.36","2,415,056.72","3,255,273.11","554,380.07","1,221,842.84"
其他应收款,"3,722,641.29","2,709,494.02","31,630,349.96","32,637,974.21","31,521,823.86","39,807,326.91","10,183,229.06","14,076,258.34","7,226,008.44","9,407,260.53","18,920,164.33","17,259,690.84","12,059,371.83","12,701,205.57","3,781,810.05","5,664,925.55","16,457,068.73","20,947,850.97","35,166,319.33","23,732,812.78","22,587,191.29","33,814,603.40","36,829,613.13","33,305,433.61","49,509,625.63","32,922,127.98","45,641,554.10","48,688,613.09","13,328,809.93","14,652,710.19","20,582,791.82","27,783,130.25","43,239,083.98","55,472,672.05","49,522,737.85","492,171,448.07","210,195,899.67"
应付职工薪酬,"1,384,757.82","1,514,196.65","389,205.25","350,442.24","771,214.03","759,308.64","1,278,709.69","1,337,543.89","684,187.85","442,698.17","1,019,060.07","1,580,939.25","1,381,836.38","1,212,841.26","2,221,391.54","3,746,268.89","2,369,399.63","2,923,542.83","6,747,806.50","5,107,238.93","16,973,192.74","9,840,775.67","12,370,599.48","14,779,711.28","35,792,416.64","15,526,516.79","30,826,794.04","34,532,231.55","55,881,774.56","58,006,150.35","44,849,228.84","43,232,052.00","62,803,501.70","51,106,434.29","62,752,518.22","41,037,204.29","45,461,131.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"13,755,816.27","15,620,996.98","6,262,619.97","2,255,335.33","18,719,214.60","2,617,238.46","6,587,502.62","4,026,687.85","14,059,218.50","-818,538.01","3,120,295.21","-284,732.75","24,182,828.34","14,655,303.94","9,260,310.02","3,656,501.52","39,407,526.79","17,789,516.24","3,459,844.41","17,224,735.82","56,869,428.16","20,898,951.18","12,909,580.36","4,217,576.53","72,657,940.28","2,922,458.44","28,694,426.60","6,148,523.20","114,992,709.34","26,218,631.59","18,415,992.32","12,901,361.13","12,655,699.24","13,689,350.84","22,693,205.04","26,553,547.09","28,280,778.65"
应收利息,,,"308,134.18",,,,,,"2,100,345.65",,"2,682,166.67","1,868,583.33","2,928,208.33","1,786,375.00","2,901,083.33","1,279,722.22","1,218,000.00","1,614,000.00","396,000.00","648,948.00","312,447.49",,"936,264.51","1,241,170.76","1,792,761.79","2,004,983.26","2,463,889.51","2,922,795.76","3,432,691.59",,,,"848,945.20","1,025,397.25","1,358,232.86",,"3,167,584.47"
应付利息,,,,,,,,,,,,,,,,,,,,,"147,004.84",,,,"1,081,245.91",,,,"2,267,804.85",,,,"1,510,092.99",,,,"209,000.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,"17,745,000.00","808,373.48","808,373.48","808,373.48","808,373.48","1,459,031.12","1,459,031.12","1,459,031.12","3,086,875.24","2,184,735.93","2,184,735.93","2,184,735.93",,,,,,,,,,,
存货,"17,895,020.97","25,751,646.61","34,593,039.80","44,880,756.04","31,684,418.07","37,312,016.07","37,873,101.96","47,691,465.26","39,746,057.75","43,039,649.37","44,197,302.35","66,767,182.68","76,060,658.33","79,777,978.27","68,979,915.45","72,432,055.66","79,519,698.40","78,479,404.81","90,979,432.66","79,172,165.04","152,196,042.11","124,943,965.40","147,916,436.75","167,572,703.93","127,018,304.00","115,148,559.97","125,361,042.68","143,677,289.94","113,894,545.51","107,015,840.71","101,707,138.25","104,522,982.63","3,467,825.61","3,459,450.61","3,480,477.19","1,155,364.00",
其他应付款,"1,920,572.08","515,662.64","641,615.88","220,574.16","1,516,355.06","1,831,950.46","2,742,676.56","701,745.11","1,682,210.46","1,389,033.12","989,928.22","1,895,667.20","16,645,017.50","16,430,246.14","21,881,924.08","5,519,575.64","15,108,986.18","22,858,794.32","26,363,286.59","25,435,345.36","14,184,467.83","25,780,101.65","29,884,959.89","24,557,139.77","12,029,295.19","16,284,373.72","16,923,829.89","366,416,781.38","27,420,749.49","21,919,879.41","34,200,131.98","38,955,294.85","55,181,837.38","54,695,025.58","57,007,104.39","18,966,088.57","132,878,461.07"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
