科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
资本公积,"1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,906,856.32","1,534,758,715.57","1,837,306,856.32","1,957,158,715.57","1,925,958,715.57","1,810,758,715.57","1,714,906,856.32","1,697,958,715.57","1,690,758,715.57","1,688,358,715.57","1,645,158,715.57","1,738,758,715.57","1,779,558,715.57","1,700,358,715.57","1,687,674,429.17","1,642,975,989.81","1,600,630,099.89","1,614,745,396.53","1,534,771,223.07","1,534,771,223.07","1,534,771,223.07","1,534,771,223.07","1,534,771,223.07","1,534,772,601.74","2,508,408,342.99","2,508,408,342.98","2,508,408,342.99","2,508,408,342.99","2,508,408,342.99","2,508,408,342.99","2,510,069,749.76","2,510,069,749.76","2,514,016,125.31","2,536,774,965.31","2,536,774,965.31","2,551,949,235.31"
无形资产,"193,689,438.95","189,247,507.97","184,805,576.99","180,363,646.01","116,895,575.63","75,223,456.94","73,001,368.00","72,888,205.00","69,440,326.00","67,659,805.00","65,879,284.00","66,342,785.41","64,462,093.12","62,581,400.83","60,941,111.51","59,244,651.25","57,341,524.33","55,200,994.15","53,321,475.62","53,166,163.90","50,974,064.89","49,003,885.71","46,844,731.53","45,467,841.10","43,267,974.64","3,529,449.90","3,548,151.72","5,326,522.51","4,975,389.68","4,641,377.54","4,060,258.96","5,051,049.34","4,577,022.76","4,312,151.18","3,793,952.03","4,099,611.48","6,694,795.40","5,795,204.14","6,138,294.90","5,211,508.07","4,322,609.82","3,599,051.15","7,096,435.17","6,401,576.56","5,677,752.19","5,196,142.08","5,739,020.48","5,106,557.74"
盈余公积,,,,"43,852,074.48","43,852,074.48","43,852,074.48","43,852,074.48","91,921,501.73","91,921,501.73","91,921,501.73","91,921,501.73","130,342,184.11","130,342,184.11","130,342,184.11","130,342,184.11","164,481,109.54","164,481,109.54","164,481,109.54","164,481,109.54","191,496,386.02","191,496,386.02","191,496,386.02","191,496,386.02","204,691,882.55","204,691,882.55","204,691,882.55","204,691,882.55","233,750,778.75","233,750,778.75","233,750,778.75","233,750,778.75","253,056,237.77","253,056,237.77","253,056,237.77","253,056,237.77","279,797,987.31","295,642,270.96","295,642,270.96","366,956,549.89","366,956,549.89","366,956,549.89","366,956,549.89","544,821,130.03","544,821,130.03","544,821,130.03","544,821,130.03","775,402,561.35","775,402,561.35"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"173,579,608.82","317,852,348.12","464,914,219.78","488,675,530.65","603,434,058.77","438,211,357.88","546,100,429.89","507,958,806.67","518,577,204.64","627,361,650.63","717,018,589.13","675,866,785.19","807,107,776.10","787,958,800.80","872,915,236.55","904,494,101.24","844,946,521.05","923,948,013.67","1,000,935,345.74","968,553,255.86","1,028,212,364.28","1,063,180,966.35","1,131,186,746.08","1,068,291,617.75","1,090,609,774.18","1,063,047,627.88","1,102,361,581.44","1,104,154,555.90","1,198,418,971.43","1,219,491,612.52","1,342,307,126.21","1,340,748,017.33","1,430,697,383.22","1,446,891,612.58","1,608,326,846.85","1,657,681,399.78","2,496,570,806.10","2,788,046,881.03","2,920,563,328.27","3,207,282,500.66","3,110,900,482.46","3,495,681,261.18","3,550,110,288.49","3,891,708,719.33","3,271,164,635.71","3,712,467,638.47","3,938,609,136.59","4,292,673,782.77"
长期待摊费用,"5,842,596.52","4,393,980.73","4,013,869.47","3,510,132.90","3,118,543.29","2,734,970.04","2,290,166.62","431,093.31","1,295,640.77","1,209,894.17","1,160,193.31","156,350.15","141,219.49","126,088.84","110,958.19","95,827.54","80,696.89","257,131.04","242,000.39","370,543.34","355,412.69","340,282.04","1,673,859.09","7,648,980.65","7,253,638.13","9,693,586.89","9,144,827.64","8,596,068.39","8,700,915.60","5,885,967.92","5,446,061.33","5,006,154.74","4,573,121.58","4,132,570.62","3,692,019.66","3,576,970.11","2,670,468.10","2,217,217.08","1,763,966.07","1,310,715.06","857,464.05","404,213.04","92,768.83","64,938.13","37,107.43","9,276.73","1,221,781.88","1,221,781.88"
少数股东权益,"476,037,870.92","412,564,521.25","441,906,886.79","453,992,476.96","395,074,366.41","418,641,942.70","421,414,964.13","416,942,992.71","406,591,373.96","422,543,697.20","411,564,630.87","415,183,418.56","434,513,052.63","434,420,803.53","474,197,508.76","516,723,439.80","555,234,453.06","566,939,720.48","574,221,176.18","640,628,622.13","712,836,877.95","735,171,186.11","774,101,313.35","843,602,412.35","851,389,958.18","853,108,639.59","875,492,666.22","814,745,363.37","825,821,504.37","839,491,400.44","859,069,102.54","854,840,066.10","873,152,836.58","881,224,947.41","905,864,164.18","919,117,303.20","481,586,019.74","524,892,916.28","554,495,287.40","597,553,654.40","652,159,414.19","695,877,110.57","431,039,563.00","484,518,960.83","352,919,121.24","420,721,682.24","459,599,723.87","513,877,099.48"
递延所得税资产,"8,396,379.49","4,188,625.60","4,188,625.60","1,002,353.86",,"5,395,598.38","5,395,598.38","10,967,868.43","10,967,868.43","10,395,598.38","10,395,598.38","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,"46,472,735.10","46,472,735.10","24,202,280.37","1,342,765.73","8,869,234.60",,,,"104,286.87","4,958,570.39","8,084,273.43","10,810,322.94","13,531,472.96","222,795,171.12","208,320,314.60","335,299,025.28","304,423,036.36","281,196,704.39","246,707,469.99","447,485,034.79","422,581,407.34"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"323,800.00",,"1,176,432.55","1,176,432.55","1,176,432.55","1,176,432.55","1,176,432.55","3,008,726.52","1,725,932.97","2,300,170.28","2,241,664.56","2,088,600.97","649,156.07","40,706,394.26","10,296,642.20","79,494,345.43","36,110,814.20","99,794,665.58","110,643,985.19"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"5,274,887,159.85","5,305,044,235.02","5,317,966,050.95","5,559,158,565.87","5,594,588,582.76","5,862,119,398.56","6,056,271,749.57","6,774,005,851.73","6,911,771,300.45","7,086,127,136.08","7,868,932,617.93","8,360,497,179.05","8,768,211,225.71","8,871,367,750.87","9,453,110,717.02","10,022,242,201.92","10,097,399,882.02","10,221,984,992.55","10,223,640,454.65","10,492,076,444.24","10,586,005,249.00","11,028,895,599.47","11,212,643,647.13","12,196,392,840.60","12,152,667,287.41","11,966,289,250.43","11,871,198,791.34","11,637,696,926.41","11,550,445,408.77","11,378,756,643.40","11,386,528,589.68","11,858,241,909.21","11,673,189,151.09","11,692,423,022.47","11,188,893,751.22","11,053,730,489.25","13,343,937,142.17","13,135,362,682.27","13,400,076,757.42","13,283,698,386.95","13,346,979,018.10","13,270,109,298.56","14,047,630,108.81","14,025,680,422.41","13,771,761,752.17","13,795,102,745.05","14,061,775,820.41","14,307,200,582.81"
所有者权益(或股东权益)合计,"3,441,642,084.06","3,522,441,473.69","3,698,845,710.89","3,778,544,686.41","3,834,385,103.98","3,692,729,979.38","3,803,392,072.82","3,808,847,905.43","3,809,114,684.65","3,933,851,453.88","4,012,529,326.05","4,013,416,992.18","4,163,987,617.16","4,144,598,252.01","4,571,879,533.74","4,799,975,114.15","4,747,738,547.22","4,723,245,307.26","4,711,662,235.78","4,755,754,727.58","4,880,422,091.82","4,935,325,002.05","4,999,060,909.02","5,112,462,376.22","5,183,368,078.48","5,078,324,613.59","5,127,338,307.38","5,052,744,435.83","5,115,739,102.44","5,164,596,936.24","5,361,111,296.65","5,871,016,542.19","5,943,990,436.96","6,116,467,391.87","5,954,364,525.79","6,128,407,125.79","8,240,011,278.43","8,581,851,898.21","8,843,515,588.79","9,220,344,116.98","9,055,647,150.33","9,484,145,625.43","9,454,110,681.45","9,849,501,855.91","9,027,195,412.91","9,601,687,462.23","10,046,301,627.93","10,540,011,234.63"
资产总计,"5,744,647,030.41","5,894,714,718.95","5,757,894,110.30","5,802,360,457.26","6,311,221,690.89","6,609,540,704.10","6,588,662,110.96","7,263,786,480.85","7,848,799,905.17","8,093,877,491.88","9,411,265,244.28","8,915,176,490.28","9,744,265,680.29","9,960,028,276.12","10,346,635,295.94","10,526,464,082.25","10,820,682,415.80","10,876,126,653.03","11,073,723,500.71","11,802,427,175.92","12,472,713,217.76","12,528,196,558.70","12,901,279,927.96","13,154,565,539.37","13,614,632,219.68","13,146,418,454.11","13,064,632,252.45","12,694,475,514.01","12,557,087,619.08","12,664,784,092.41","12,095,478,409.17","12,513,505,946.42","12,388,847,009.14","12,400,203,367.83","12,110,281,652.65","12,107,767,967.86","15,175,588,214.81","16,342,858,120.71","16,072,445,216.59","16,371,491,963.52","16,073,707,033.01","16,368,527,561.41","16,523,315,093.72","16,869,720,728.07","15,867,983,183.17","16,010,228,283.64","16,295,910,774.45","17,264,308,203.57"
负债和所有者(或股东权益)合计,"5,744,647,030.41","5,894,714,718.95","5,757,894,110.30","5,802,360,457.26","6,311,221,690.89","6,609,540,704.10","6,588,662,110.96","7,263,786,480.85","7,848,799,905.17","8,093,877,491.88","9,411,265,244.28","8,915,176,490.28","9,744,265,680.29","9,960,028,276.12","10,346,635,295.94","10,526,464,082.25","10,820,682,415.80","10,876,126,653.03","11,073,723,500.71","11,802,427,175.92","12,472,713,217.76","12,528,196,558.70","12,901,279,927.96","13,154,565,539.37","13,614,632,219.68","13,146,418,454.11","13,064,632,252.45","12,694,475,514.01","12,557,087,619.08","12,664,784,092.41","12,095,478,409.17","12,513,505,946.42","12,388,847,009.14","12,400,203,367.83","12,110,281,652.65","12,107,767,967.86","15,175,588,214.81","16,342,858,120.71","16,072,445,216.59","16,371,491,963.52","16,073,707,033.01","16,368,527,561.41","16,523,315,093.72","16,869,720,728.07","15,867,983,183.17","16,010,228,283.64","16,295,910,774.45","17,264,308,203.57"
