科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"69,569,862.95","42,846,906.58","51,765,168.25","639,030,641.57","628,230,449.46","622,125,088.13","602,351,197.46","604,301,398.86","572,766,687.13","573,742,064.18","555,033,524.14","513,224,521.63","461,407,426.02","466,050,805.54","489,356,365.93","485,091,763.02","464,306,971.14","476,292,047.21","416,492,285.75","411,727,527.76","424,397,083.16","420,640,512.35","511,118,527.90","489,204,978.31","465,917,782.64","500,568,000.29","600,523,048.39","599,813,535.20","562,392,982.87","535,468,154.75","703,210,982.52","482,033,684.45","444,090,237.08","437,744,432.57"
短期借款,"30,000,000.00","30,000,000.00","22,600,000.00","15,000,000.00",,,,,,,,"18,000,000.00","18,000,000.00","15,000,000.00","17,431,277.50","12,000,000.00","12,000,000.00","10,000,000.00","9,920,202.57","19,927,409.60","18,973,547.52","21,000,000.00","25,000,000.00","14,950,000.00","13,000,000.00","5,000,000.00",,"2,000,000.00","8,000,000.00","5,000,000.00","6,209,232.80",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,030,000.00","13,797,451.40","16,032,891.00","12,557,981.00","8,490,970.00","16,579,450.00","17,846,800.00","18,060,206.88","19,991,137.23","25,228,613.24","30,387,498.71","29,742,958.55","30,653,499.58","32,580,843.86","26,278,995.68","24,554,401.08","34,734,965.22","47,975,067.56","40,169,030.69","23,151,564.16","31,588,532.52","36,831,265.14","36,357,057.25","24,468,569.33","8,618,809.93","9,782,019.00","7,967,986.50","4,675,166.97","10,132,334.39","10,998,154.39","15,933,813.20","8,636,893.78","13,288,216.48","14,601,686.81"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000.00","9,000,000.00","2,000,000.00","3,000,000.00","3,000,000.00",,
应收账款,"23,524,968.27","31,084,012.46","34,361,653.99","43,775,698.12","46,319,844.33","58,264,067.52","61,517,473.60","62,737,269.64","79,647,163.70","84,448,521.38","81,863,492.43","87,633,834.43","111,704,566.58","119,430,204.82","115,980,308.89","99,393,651.25","122,750,486.02","128,639,524.29","127,965,099.09","138,480,830.82","141,908,261.92","168,737,096.19","169,252,261.86","186,764,691.46","210,089,797.16","216,767,395.76","215,346,025.86","254,643,865.17","258,319,033.65","268,804,704.25","272,731,620.93","286,714,255.26","277,720,988.93","288,778,779.04"
应付账款,"27,052,435.21","19,365,510.25","22,408,887.82","31,051,142.11","37,720,506.13","43,774,367.73","45,849,845.82","47,131,502.08","53,489,919.20","51,458,369.90","48,316,516.74","45,115,165.60","52,822,996.83","62,055,251.00","57,905,977.90","51,102,186.57","53,805,393.59","57,811,435.62","59,600,644.57","53,733,520.94","99,956,201.12","85,490,118.71","80,028,259.25","63,071,792.89","80,509,301.22","78,412,544.26","73,769,167.18","65,314,416.91","70,662,167.86","67,015,760.24","75,998,806.81","71,726,438.62","65,594,714.27","73,948,281.87"
预付款项,"29,352,445.67","20,943,519.70","5,234,967.35","9,285,997.06","5,054,138.25","9,247,368.66","10,454,888.37","13,869,460.72","9,078,773.97","2,993,283.85","5,321,025.85","14,235,957.92","11,227,903.60","16,567,003.72","6,796,129.67","7,909,143.37","15,162,930.59","13,293,485.82","15,296,673.35","26,268,385.71","23,529,121.88","15,931,983.68","15,017,302.25","26,004,399.57","37,042,180.60","21,100,094.21","4,969,463.67","7,876,281.55","6,229,931.74","5,912,606.62","5,527,249.08","8,034,618.25","8,310,389.22","8,791,927.24"
预收款项,"5,063,837.77","7,168,240.37","8,902,817.67","10,872,362.79","12,052,902.43","11,629,463.16","5,998,620.70","14,483,013.26","11,029,569.05","7,302,077.90","6,307,803.48","8,770,756.49","8,845,448.55","9,979,583.93","9,580,976.04","15,816,270.79","10,198,921.72","14,230,086.30","14,337,773.00","14,349,559.44","18,823,940.78","19,843,016.08","20,862,342.08","20,321,361.54","16,034,264.16","21,128,498.08","14,989,321.89","20,436,909.36","20,683,894.43","29,259,149.81","25,916,065.59","23,692,372.35","22,042,411.59","28,235,794.91"
其他应收款,"16,854,119.41","2,136,091.35","14,805,336.44","16,293,979.87","14,852,626.75","14,413,313.32","7,829,789.36","8,478,899.22","7,470,361.59","8,221,217.81","5,795,832.21","11,398,471.60","6,176,783.25","6,615,811.10","3,486,002.64","3,280,750.35","4,535,225.13","5,834,752.22","30,032,532.13","20,799,605.07","4,823,038.02","8,107,221.17","5,111,361.32","7,014,548.88","9,257,060.50","62,250,917.88","6,173,722.00","8,673,853.48","7,463,014.03","8,980,451.24","8,156,502.74","8,352,243.59","9,569,968.90","10,803,594.35"
应付职工薪酬,"2,379,911.38","2,791,319.82","5,598,969.51","3,089,569.42","3,936,771.66","3,947,706.62","3,630,435.96","1,302,169.34","2,784,281.12","3,301,541.31","3,541,366.76","4,483,478.45","4,557,775.86","5,376,588.87","6,824,880.41","4,048,794.87","5,308,917.74","5,545,149.00","10,386,080.52","9,118,731.63","6,192,893.87","4,847,449.74","12,187,353.84","9,773,150.21","7,329,154.33","6,716,740.08","14,091,719.59","11,892,431.79","9,385,804.30","8,948,144.89","16,283,995.60","10,409,504.74","9,362,741.00","10,842,750.21"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
